AGED -- REPRICING ADJUSTMENTS TO THE 2008-2012 INPATIENT REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART A REIMBURSEMENT,,,,,,
06320,COLORADO                 ,LAKE,"-9,164","-9,217","-15,598","-20,742","-14,263",,
06330,COLORADO                 ,LA PLATA,"23,640","22,883","4,937","-2,637","-33,315",,
06340,COLORADO                 ,LARIMER,"-438,305","-622,561","-724,323","-537,210","-1,091,564",,
06350,COLORADO                 ,LAS ANIMAS,"15,156","-25,644","-37,261","-41,963","-61,928",,
06360,COLORADO                 ,LINCOLN,"-14,243","-32,914","-34,751","-22,731","-22,836",,
06370,COLORADO                 ,LOGAN,"-15,308","-27,259","-43,192","-37,600","-47,788",,
06380,COLORADO                 ,MESA,"-732,790","-804,982","-906,892","-951,060","-796,451",,
06390,COLORADO                 ,MINERAL,"-2,749","-1,911",-911,"-3,173","-1,649",,
06400,COLORADO                 ,MOFFAT,"-19,953","-29,773","-21,335","-25,363","-28,506",,
06410,COLORADO                 ,MONTEZUMA,"13,201","22,399","1,717","-9,743","-18,681",,
06420,COLORADO                 ,MONTROSE,"-101,074","-81,839","-82,449","-105,738","-110,168",,
06430,COLORADO                 ,MORGAN,"-32,563","-62,254","-57,666","-53,498","-57,309",,
06440,COLORADO                 ,OTERO,"4,804","-36,087","-48,314","-58,866","-68,683",,
06450,COLORADO                 ,OURAY,"-6,585","-1,882","-4,547","-4,725","-4,276",,
06460,COLORADO                 ,PARK,"-16,141","-28,527","-40,579","-48,401","-29,406",,
06470,COLORADO                 ,PHILLIPS,"-11,533","-10,303","-26,209","-15,413","-15,669",,
06480,COLORADO                 ,PITKIN,"-8,768","-10,220","-13,143","-14,453","-30,545",,
06490,COLORADO                 ,PROWERS,"-9,293","-34,800","-35,294","-46,792","-49,360",,
06500,COLORADO                 ,PUEBLO,"228,692","65,319","-333,303","-391,908","-770,054",,
06510,COLORADO                 ,RIO BLANCO,"-21,222","-24,896","-18,172","-28,473","-21,029",,
06520,COLORADO                 ,RIO GRANDE,"-4,989","-20,632","-26,720","-31,625","-29,634",,
06530,COLORADO                 ,ROUTT,"-4,609","-22,436","-16,720","-19,024","-24,580",,
06540,COLORADO                 ,SAGUACHE,"-8,030","-9,600","-14,147","-8,443","-6,902",,
06550,COLORADO                 ,SAN JUAN,-133,"-1,733",-574,"-1,370","-1,538",,
06560,COLORADO                 ,SAN MIGUEL,"3,279","-3,462","-5,580","-3,407","-9,012",,
06570,COLORADO                 ,SEDGWICK,"-5,898","-10,351","-11,398","-4,384","-6,906",,
06580,COLORADO                 ,SUMMIT,464,"3,724","-27,922","-61,250","-48,882",,
06590,COLORADO                 ,TELLER,"29,099","-61,607","-50,523","-39,727","-20,051",,
06600,COLORADO                 ,WASHINGTON,"-5,661","-6,529","-12,942","-6,845","-19,532",,
06610,COLORADO                 ,WELD,"-176,471","-229,378","-313,458","-269,032","-390,937",,
06620,COLORADO                 ,YUMA,"-18,940","-25,442","-35,802","-29,518","-21,621",,
06630,COLORADO                 ,BROOMFIELD,"-66,881","-88,836","-104,415","-116,163","-140,707",,
07000,CONNECTICUT              ,FAIRFIELD,"5,921,512","8,901,654","10,275,021","7,822,968","5,685,387",,
07010,CONNECTICUT              ,HARTFORD,"15,317,839","18,072,188","16,162,262","17,642,592","31,382,179",,
07020,CONNECTICUT              ,LITCHFIELD,"2,341,094","3,055,838","2,855,618","2,861,965","4,844,884",,
07030,CONNECTICUT              ,MIDDLESEX,"2,684,390","3,293,391","3,057,586","3,274,370","5,755,155",,
07040,CONNECTICUT              ,NEW HAVEN,"11,101,763","13,597,667","14,848,353","13,659,835","14,784,890",,
07050,CONNECTICUT              ,NEW LONDON,"4,050,600","5,288,700","5,060,664","5,437,616","8,844,358",,
07060,CONNECTICUT              ,TOLLAND,"1,961,336","2,523,005","2,110,839","2,195,665","3,978,266",,
07070,CONNECTICUT              ,WINDHAM,"2,610,643","2,892,235","2,429,333","2,310,211","3,185,068",,
08000,DELAWARE                 ,KENT,"552,193","678,219","578,019","539,659","468,332",,
08010,DELAWARE                 ,NEW CASTLE,"1,060,046","1,150,363","849,665","869,632","778,293",,
08020,DELAWARE                 ,SUSSEX,"-803,936","-1,580,662","-916,321","-1,567,157","-1,176,306",,
09000,DISTRICT OF COLUMBIA     ,DISTRICT OF COLUMBIA,"-6,737,833","-7,235,443","-5,613,863","-3,382,190","-3,340,280",,
10000,FLORIDA                  ,ALACHUA,"2,179,538","2,001,018","2,453,891","1,712,514","873,454",,
10010,FLORIDA                  ,BAKER,"-59,468","-53,321","-53,098","32,486","32,873",,
10020,FLORIDA                  ,BAY,"-3,047,559","-2,837,766","-2,449,644","-2,045,665","-1,837,944",,
10030,FLORIDA                  ,BRADFORD,"212,209","194,753","256,525","175,106","89,095",,
10040,FLORIDA                  ,BREVARD,"-6,235,802","-5,732,570","-4,225,053","-5,174,620","-2,606,521",,
10050,FLORIDA                  ,BROWARD,"-3,427,274","-1,297,563","-7,223,893","-5,893,411","-4,476,419",,
10060,FLORIDA                  ,CALHOUN,"-124,397","-135,435","-107,307","-84,833","-60,188",,
10070,FLORIDA                  ,CHARLOTTE,"-2,728,624","-2,108,660","-1,327,203","-247,758","-85,960",,
10080,FLORIDA                  ,CITRUS,"-585,137","-42,109","71,241","-171,944","-153,358",,
10090,FLORIDA                  ,CLAY,"-310,296","-323,776","-256,777","242,824","161,057",,
10100,FLORIDA                  ,COLLIER,"-2,515,705","-3,336,500","-3,121,875","-3,158,368","-2,651,894",,
10110,FLORIDA                  ,COLUMBIA,"360,816","357,063","709,567","1,083,583","945,345",,
10120,FLORIDA                  ,MIAMI-DADE,"-6,160,996","-3,160,475","-10,703,234","-13,465,250","-10,634,607",,
10130,FLORIDA                  ,DESOTO,"-289,625","-234,998","-140,870","-38,220","-15,793",,
10140,FLORIDA                  ,DIXIE,"188,141","189,804","262,215","164,992","90,045",,
10150,FLORIDA                  ,DUVAL,"-2,600,008","-2,578,438","-2,091,896","657,325","617,892",,
10160,FLORIDA                  ,ESCAMBIA,"-4,459,293","-4,139,439","-3,731,747","-2,785,313","-2,186,876",,
10170,FLORIDA                  ,FLAGLER,"-1,420,258","-1,085,992","-1,011,171","-718,346","-605,138",,
10180,FLORIDA                  ,FRANKLIN,"-133,910","-99,087","-80,286","-94,780","-66,720",,
10190,FLORIDA                  ,GADSDEN,"-337,813","-273,199","-144,245","-292,462","-128,539",,
10200,FLORIDA                  ,GILCHRIST,"171,234","185,338","215,972","166,206","78,394",,
10210,FLORIDA                  ,GLADES,"-64,692","-54,246","-64,969","-53,385","-59,370",,
10220,FLORIDA                  ,GULF,"-324,346","-275,220","-248,262","-193,485","-182,452",,
10230,FLORIDA                  ,HAMILTON,"7,116",-272,"52,825","60,370","80,485",,
10240,FLORIDA                  ,HARDEE,"-271,491","-187,659","-185,382","-193,397","-148,462",,
10250,FLORIDA                  ,HENDRY,"-300,115","-320,017","-246,740","-285,217","-264,415",,
10260,FLORIDA                  ,HERNANDO,"-621,716","1,591","-114,339","-322,931","-254,522",,
10270,FLORIDA                  ,HIGHLANDS,"-2,390,490","-1,926,674","-2,033,686","-2,278,662","-1,969,132",,
10280,FLORIDA                  ,HILLSBOROUGH,"-2,411,709","-256,224","-670,198","-1,362,910","-1,023,689",,
10290,FLORIDA                  ,HOLMES,"-70,317","-184,513","-189,158","-113,308","18,753",,
10300,FLORIDA                  ,INDIAN RIVER,"-2,478,431","-2,096,599","-2,814,740","-3,477,527","-1,558,993",,
10310,FLORIDA                  ,JACKSON,"-24,933","-340,336","-296,904","-159,139","136,794",,
10320,FLORIDA                  ,JEFFERSON,"-112,754","-87,163","-51,859","-85,657","-64,945",,
10330,FLORIDA                  ,LAFAYETTE,"20,711","32,872","46,919","37,412","35,617",,
10340,FLORIDA                  ,LAKE,"-2,749,919","-1,028,212","-156,874","-1,878,953","-1,313,924",,
10350,FLORIDA                  ,LEE,"-9,244,481","-8,507,746","-5,627,579","-6,865,946","-7,704,709",,
10360,FLORIDA                  ,LEON,"-1,193,104","-955,036","-584,419","-1,002,523","-552,420",,
10370,FLORIDA                  ,LEVY,"373,866","435,160","502,001","319,539","139,717",,
10380,FLORIDA                  ,LIBERTY,"-53,647","-49,520","-32,511","-54,114","-26,438",,
10390,FLORIDA                  ,MADISON,"-150,535","-127,686","-106,368","-144,855","-93,610",,
10400,FLORIDA                  ,MANATEE,"-3,647,479","-2,969,007","-1,425,890","-220,468","67,414",,
10410,FLORIDA                  ,MARION,"-1,385,556","-519,391","-338,228","-81,872","-119,196",,
10420,FLORIDA                  ,MARTIN,"-2,477,264","-1,877,081","-2,770,462","-3,918,229","-1,533,918",,
10430,FLORIDA                  ,MONROE,"-230,042","-113,176","-388,414","-501,246","-411,128",,
10440,FLORIDA                  ,NASSAU,"-253,526","-213,901","-196,547","55,431","49,525",,
10450,FLORIDA                  ,OKALOOSA,"-516,156","-376,697","-311,993","-494,407","-556,228",,
10460,FLORIDA                  ,OKEECHOBEE,"-335,573","-217,156","-324,419","-374,743","-198,338",,
10470,FLORIDA                  ,ORANGE,"-4,021,783","-1,859,438","-95,897","-2,364,989","-1,586,694",,
10480,FLORIDA                  ,OSCEOLA,"-775,470","-378,447","-45,369","-550,119","-355,228",,
10490,FLORIDA                  ,PALM BEACH,"-9,684,834","-7,328,496","-14,234,920","-12,339,209","-10,674,286",,
10500,FLORIDA                  ,PASCO,"-1,087,254","-65,292","-296,497","-609,221","-485,644",,
10510,FLORIDA                  ,PINELLAS,"-2,742,296","28,950","-428,570","-1,269,813","-957,091",,
10520,FLORIDA                  ,POLK,"-3,773,894","-2,263,492","-1,833,595","-2,169,495","-1,549,241",,
10530,FLORIDA                  ,PUTNAM,"243,983","218,394","448,414","623,732","666,580",,
10540,FLORIDA                  ,ST. JOHNS,"-2,510,236","-2,665,750","-2,850,024","85,630","79,908",,
10550,FLORIDA                  ,ST. LUCIE,"-3,597,180","-3,202,773","-4,208,443","-5,999,550","-2,303,328",,
10560,FLORIDA                  ,SANTA ROSA,"-1,859,658","-1,750,000","-1,586,217","-1,227,590","-967,407",,
10570,FLORIDA                  ,SARASOTA,"-6,058,856","-5,111,074","-2,562,549","-309,050","118,593",,
10580,FLORIDA                  ,SEMINOLE,"-1,522,505","-728,165","-54,827","-959,844","-644,609",,
10590,FLORIDA                  ,SUMTER,"-240,501","-90,489","-22,044","-131,741","-100,828",,
10600,FLORIDA                  ,SUWANNEE,"280,991","300,063","481,970","544,044","444,267",,
10610,FLORIDA                  ,TAYLOR,"-42,378","-39,865","-13,811","-60,232","-28,809",,
10620,FLORIDA                  ,UNION,"74,596","92,944","139,350","105,158","49,055",,
10630,FLORIDA                  ,VOLUSIA,"-2,314,191","-1,252,368","-972,208","-2,202,718","-1,581,816",,
10640,FLORIDA                  ,WAKULLA,"-241,769","-176,897","-87,148","-166,200","-81,205",,
10650,FLORIDA                  ,WALTON,"-300,209","-281,797","-246,212","-200,210","-147,184",,
10660,FLORIDA                  ,WASHINGTON,"-202,997","-268,903","-273,581","-179,578","-86,006",,
11000,GEORGIA                  ,APPLING,"-135,402","-118,085","-118,314","-64,364","-33,993",,
11010,GEORGIA                  ,ATKINSON,"-41,926","-32,858","-34,171","-24,039","-15,530",,
11011,GEORGIA                  ,BACON,"-49,864","-46,206","-28,456","-11,528","-9,161",,
11020,GEORGIA                  ,BAKER,"-2,693","-7,302","-4,818","-5,323",722,,
11030,GEORGIA                  ,BALDWIN,"-1,170,335","-1,140,912","-734,801","-497,876","-234,180",,
11040,GEORGIA                  ,BANKS,"-127,358","-85,143","-71,511","-31,571",-904,,
11050,GEORGIA                  ,BARROW,"-604,405","-297,856","-304,760","-260,184","-33,101",,
11060,GEORGIA                  ,BARTOW,"-622,171","-521,968","-262,219","34,551","519,553",,
11070,GEORGIA                  ,BEN HILL,"-198,565","-174,759","-191,566","-111,476","-52,397",,
11080,GEORGIA                  ,BERRIEN,"-231,751","-188,361","-163,141","-191,703","-116,551",,
11090,GEORGIA                  ,BIBB,"-2,830,435","-3,145,889","-3,657,118","-1,437,473","-376,326",,
11100,GEORGIA                  ,BLECKLEY,"-88,722","-87,872","-132,931","-40,562","-16,054",,
11110,GEORGIA                  ,BRANTLEY,"-233,541","-220,493","-172,372","-155,414","-60,016",,
11120,GEORGIA                  ,BROOKS,"-143,069","-110,806","-70,737","-77,801","-110,617",,
11130,GEORGIA                  ,BRYAN,"-140,632","-147,943","-135,231","-102,919","-104,041",,
11140,GEORGIA                  ,BULLOCH,"-277,415","-305,360","-307,695","-225,637","-235,932",,
11150,GEORGIA                  ,BURKE,"-260,202","-235,953","-195,416","-212,786","-154,049",,
11160,GEORGIA                  ,BUTTS,"-183,364","-150,947","-113,393","-7,581","116,758",,
11161,GEORGIA                  ,CALHOUN,"-11,414","-25,909","-45,385","-31,022","11,629",,
11170,GEORGIA                  ,CAMDEN,"-251,076","-235,842","-204,944","-108,873","-30,898",,
11180,GEORGIA                  ,CANDLER,"-46,141","-52,062","-48,437","-24,891","-45,293",,
11190,GEORGIA                  ,CARROLL,"-758,028","-606,810","-296,971","24,745","488,786",,
11200,GEORGIA                  ,CATOOSA,"-223,645","-139,984","-124,597","-98,666","11,026",,
11210,GEORGIA                  ,CHARLTON,"-60,917","-65,701","-60,239","-12,704",517,,
11220,GEORGIA                  ,CHATHAM,"-1,327,252","-1,374,161","-1,332,166","-900,076","-1,052,595",,
11230,GEORGIA                  ,CHATTAHOOCHEE,"-43,537","-44,028","-28,803","-40,746","-29,179",,
11240,GEORGIA                  ,CHATTOOGA,"-233,689","-171,495","-98,583","-3,018","170,723",,
11250,GEORGIA                  ,CHEROKEE,"-754,340","-583,224","-312,159","23,859","621,414",,
11260,GEORGIA                  ,CLARKE,"-1,153,347","-425,728","-560,534","-751,503","-571,927",,
11270,GEORGIA                  ,CLAY,"2,909","-18,540","-20,632","-8,036","9,174",,
11280,GEORGIA                  ,CLAYTON,"-1,128,581","-824,153","-455,654","44,355","774,673",,
11281,GEORGIA                  ,CLINCH,"-49,979","-34,944","-41,221","-51,132","-33,378",,
11290,GEORGIA                  ,COBB,"-3,448,334","-2,700,748","-1,504,374","187,987","2,693,686",,
11291,GEORGIA                  ,COFFEE,"-172,211","-118,577","-124,743","-102,117","-72,378",,
11300,GEORGIA                  ,COLQUITT,"-167,702","-123,800","-386,541","-387,802","-316,577",,
11310,GEORGIA                  ,COLUMBIA,"-923,734","-878,587","-786,323","-818,683","-744,473",,
11311,GEORGIA                  ,COOK,"-188,377","-153,243","-120,138","-146,092","-104,108",,
11320,GEORGIA                  ,COWETA,"-522,310","-428,908","-247,641","4,283","443,669",,
11330,GEORGIA                  ,CRAWFORD,"-91,939","-102,092","-92,557","-42,058","-14,851",,
11340,GEORGIA                  ,CRISP,"-46,945","-79,257","-111,525","-85,765","-9,553",,
11341,GEORGIA                  ,DADE,"-102,453","-59,128","-59,589","-42,310","5,835",,
11350,GEORGIA                  ,DAWSON,"-137,776","-118,666","-71,550","12,709","124,356",,
11360,GEORGIA                  ,DECATUR,"-208,435","-186,210","-105,938","-101,926","-89,192",,
11370,GEORGIA                  ,DEKALB,"-2,701,291","-2,059,740","-1,126,580","42,495","2,007,447",,
11380,GEORGIA                  ,DODGE,"-310,461","-383,251","-409,696","-178,044","-65,398",,
11381,GEORGIA                  ,DOOLY,"-82,869","-78,150","-116,445","-46,839","-18,447",,
11390,GEORGIA                  ,DOUGHERTY,"-135,025","-324,453","-608,293","-514,603","98,233",,
11400,GEORGIA                  ,DOUGLAS,"-526,311","-429,015","-251,781","22,802","454,037",,
11410,GEORGIA                  ,EARLY,"25,575","-55,406","-67,733","-13,688","73,637",,
11420,GEORGIA                  ,ECHOLS,"-6,669","-9,668","-7,548","-17,039","-5,216",,
11421,GEORGIA                  ,EFFINGHAM,"-134,352","-170,142","-156,712","-109,953","-143,673",,
11430,GEORGIA                  ,ELBERT,"-372,190","-161,351","-164,691","-173,243","-145,060",,
11440,GEORGIA                  ,EMANUEL,"-151,519","-169,699","-171,341","-116,162","-95,094",,
11441,GEORGIA                  ,EVANS,"-57,429","-63,486","-61,249","-42,870","-40,740",,
11450,GEORGIA                  ,FANNIN,"-243,334","-182,382","-101,732","-11,272","167,376",,
11451,GEORGIA                  ,FAYETTE,"-523,892","-390,110","-231,071","29,340","423,507",,
11460,GEORGIA                  ,FLOYD,"-833,762","-704,988","-364,447","29,442","691,469",,
11461,GEORGIA                  ,FORSYTH,"-485,129","-341,113","-190,735","30,747","421,344",,
11462,GEORGIA                  ,FRANKLIN,"-381,226","-183,740","-202,374","-197,236","-96,633",,
11470,GEORGIA                  ,FULTON,"-3,490,771","-2,611,355","-1,474,939","73,642","2,649,749",,
11471,GEORGIA                  ,GILMER,"-232,735","-208,670","-130,241","-20,110","122,683",,
11480,GEORGIA                  ,GLASCOCK,"-47,213","-51,563","-42,286","-53,691","-33,024",,
11490,GEORGIA                  ,GLYNN,"-1,673,837","-1,660,354","-1,195,345","-1,065,103","-429,044",,
11500,GEORGIA                  ,GORDON,"-383,441","-331,538","-185,346","6,187","337,461",,
11510,GEORGIA                  ,GRADY,"-287,511","-224,671","-124,147","-62,077","-148,565",,
11520,GEORGIA                  ,GREENE,"-212,684","-103,952","-125,937","-114,148","-97,114",,
11530,GEORGIA                  ,GWINNETT,"-1,992,323","-1,372,968","-795,096","97,603","1,803,546",,
11540,GEORGIA                  ,HABERSHAM,"-557,256","-471,980","-342,793","-213,443","39,029",,
11550,GEORGIA                  ,HALL,"-964,587","-771,471","-423,547","106,107","826,431",,
11560,GEORGIA                  ,HANCOCK,"-199,587","-167,572","-132,882","-113,898","-55,817",,
11570,GEORGIA                  ,HARALSON,"-196,019","-147,835","-75,531","9,688","118,332",,
11580,GEORGIA                  ,HARRIS,"-236,643","-195,991","-161,041","-202,266","-202,165",,
11581,GEORGIA                  ,HART,"-244,379","-170,520","-175,338","-131,130","-80,492",,
11590,GEORGIA                  ,HEARD,"-42,855","-19,525","4,389","27,137","40,679",,
11591,GEORGIA                  ,HENRY,"-747,387","-580,692","-310,193","37,317","557,411",,
11600,GEORGIA                  ,HOUSTON,"-2,225,544","-2,251,685","-2,611,499","-1,002,911","-442,127",,
11601,GEORGIA                  ,IRWIN,"-91,030","-56,179","-53,974","-41,213","-23,237",,
11610,GEORGIA                  ,JACKSON,"-640,396","-336,831","-308,346","-231,019",915,,
11611,GEORGIA                  ,JASPER,"-107,319","-78,493","-66,489","-17,272","16,584",,
