DISABLED -- REPRICING ADJUSTMENTS TO THE 2008-2012 PHYSICIAN REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT GEOGRAPHIC PRACTICE COST INDEX,,,,,,,,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART B REIMBURSEMENT,,,,,,,,,,,,,,,
,,,2008,2009,2010,2011,2012,,,,,,,,,,,
45110,TEXAS                    ,BAYLOR,"1,513","1,876","-3,751","-3,184",346,,,,,,,,,,,
45113,TEXAS                    ,BEE,"5,179","3,975","-11,204","-13,960","1,606",,,,,,,,,,,
45120,TEXAS                    ,BELL,"16,906","18,631","-80,568","-92,879","13,318",,,,,,,,,,,
45130,TEXAS                    ,BEXAR,"340,257","300,940","-678,666","-745,841","94,984",,,,,,,,,,,
45140,TEXAS                    ,BLANCO,"1,266","1,222","-3,514","-2,496",589,,,,,,,,,,,
45150,TEXAS                    ,BORDEN,72,34,-147,-40,1,,,,,,,,,,,
45160,TEXAS                    ,BOSQUE,"1,951","2,050","-8,352","-7,193",873,,,,,,,,,,,
45170,TEXAS                    ,BOWIE,"28,525","21,798","-66,504","-75,669","10,040",,,,,,,,,,,
45180,TEXAS                    ,BRAZORIA,"-21,799","9,100","-48,485","-11,064","29,545",,,,,,,,,,,
45190,TEXAS                    ,BRAZOS,"12,706","12,423","-47,087","-49,654","8,555",,,,,,,,,,,
45200,TEXAS                    ,BREWSTER,"1,028","1,085","-2,328","-3,468",321,,,,,,,,,,,
45201,TEXAS                    ,BRISCOE,132,210,-396,-214,48,,,,,,,,,,,
45210,TEXAS                    ,BROOKS,"2,977","2,637","-6,025","-7,449",864,,,,,,,,,,,
45220,TEXAS                    ,BROWN,"11,313","9,430","-29,521","-25,212","3,152",,,,,,,,,,,
45221,TEXAS                    ,BURLESON,"1,325",879,"-6,717","-5,258","1,252",,,,,,,,,,,
45222,TEXAS                    ,BURNET,"-1,427","6,897","-11,520","-11,684","3,094",,,,,,,,,,,
45223,TEXAS                    ,CALDWELL,"-1,945","5,573","-10,969","-12,341","2,840",,,,,,,,,,,
45224,TEXAS                    ,CALHOUN,"2,282","1,209","-9,681","-9,804","1,312",,,,,,,,,,,
45230,TEXAS                    ,CALLAHAN,"2,488","1,934","-5,775","-5,802",660,,,,,,,,,,,
45240,TEXAS                    ,CAMERON,"85,501","71,904","-163,354","-176,116","20,961",,,,,,,,,,,
45250,TEXAS                    ,CAMP,"1,997","2,482","-6,907","-7,888",966,,,,,,,,,,,
45251,TEXAS                    ,CARSON,"1,152",478,"-2,323","-2,317",218,,,,,,,,,,,
45260,TEXAS                    ,CASS,"7,602","6,330","-21,312","-23,764","3,274",,,,,,,,,,,
45270,TEXAS                    ,CASTRO,"1,003",671,"-1,296","-1,674",213,,,,,,,,,,,
45280,TEXAS                    ,CHAMBERS,"-3,338","-2,631","-8,417","-5,616","1,608",,,,,,,,,,,
45281,TEXAS                    ,CHEROKEE,"11,756","9,005","-25,329","-24,818","3,099",,,,,,,,,,,
45290,TEXAS                    ,CHILDRESS,"1,819","1,354","-3,254","-3,417",491,,,,,,,,,,,
45291,TEXAS                    ,CLAY,"3,522","2,179","-5,684","-6,560",662,,,,,,,,,,,
45292,TEXAS                    ,COCHRAN,597,217,"-1,316","-1,243",184,,,,,,,,,,,
45300,TEXAS                    ,COKE,731,352,"-1,934","-1,909",154,,,,,,,,,,,
45301,TEXAS                    ,COLEMAN,"1,562","1,265","-4,899","-4,665",580,,,,,,,,,,,
45310,TEXAS                    ,COLLIN,"-11,068","20,951","-103,867","-98,457","11,178",,,,,,,,,,,
45311,TEXAS                    ,COLLINGSWORTH,417,390,"-1,055","-1,391",134,,,,,,,,,,,
45312,TEXAS                    ,COLORADO,-792,177,"-7,028","-5,310","1,486",,,,,,,,,,,
45320,TEXAS                    ,COMAL,"19,530","15,334","-43,727","-50,473","6,767",,,,,,,,,,,
45321,TEXAS                    ,COMANCHE,644,773,"-4,168","-4,405",526,,,,,,,,,,,
45330,TEXAS                    ,CONCHO,730,337,"-2,069",-911,149,,,,,,,,,,,
45340,TEXAS                    ,COOKE,"4,470","6,032","-15,231","-17,269","1,919",,,,,,,,,,,
45341,TEXAS                    ,CORYELL,"4,432","4,354","-17,327","-18,884","2,642",,,,,,,,,,,
45350,TEXAS                    ,COTTLE,434,303,"-1,338","-1,338",155,,,,,,,,,,,
45360,TEXAS                    ,CRANE,367,501,"-1,621","-1,003",147,,,,,,,,,,,
45361,TEXAS                    ,CROCKETT,210,228,-830,-995,140,,,,,,,,,,,
45362,TEXAS                    ,CROSBY,898,620,"-2,977","-2,947",348,,,,,,,,,,,
45370,TEXAS                    ,CULBERSON,399,258,"-1,181","-1,016",126,,,,,,,,,,,
45380,TEXAS                    ,DALLAM,746,603,"-2,231","-3,080",331,,,,,,,,,,,
45390,TEXAS                    ,DALLAS,"-553,699","-85,036","-255,235","-100,098","7,902",,,,,,,,,,,
45391,TEXAS                    ,DAWSON,"1,697","1,222","-4,324","-5,110",509,,,,,,,,,,,
45392,TEXAS                    ,DEAF SMITH,"4,286","1,642","-6,241","-5,435",931,,,,,,,,,,,
45400,TEXAS                    ,DELTA,"1,206","1,219","-2,927","-3,191",289,,,,,,,,,,,
45410,TEXAS                    ,DENTON,"17,254","33,897","-109,274","-110,522","14,674",,,,,,,,,,,
45420,TEXAS                    ,DEWITT,"3,368","2,179","-9,180","-9,791","1,407",,,,,,,,,,,
45421,TEXAS                    ,DICKENS,561,404,"-1,205","-1,342",90,,,,,,,,,,,
45430,TEXAS                    ,DIMMIT,"2,401","2,191","-3,939","-4,562",739,,,,,,,,,,,
45431,TEXAS                    ,DONLEY,980,874,"-2,537","-1,941",182,,,,,,,,,,,
45440,TEXAS                    ,DUVAL,"5,789","4,385","-7,825","-8,257","1,237",,,,,,,,,,,
45450,TEXAS                    ,EASTLAND,"2,849","2,571","-12,709","-9,648","1,321",,,,,,,,,,,
45451,TEXAS                    ,ECTOR,"28,618","21,991","-55,669","-55,876","7,319",,,,,,,,,,,
45460,TEXAS                    ,EDWARDS,613,977,"-1,429","-1,017",161,,,,,,,,,,,
45470,TEXAS                    ,ELLIS,"-24,741",424,"-39,467","-34,431","3,499",,,,,,,,,,,
45480,TEXAS                    ,EL PASO,"109,867","90,063","-215,115","-243,205","31,276",,,,,,,,,,,
45490,TEXAS                    ,ERATH,"2,743","2,578","-8,902","-10,760","1,987",,,,,,,,,,,
45500,TEXAS                    ,FALLS,"2,133","1,828","-7,609","-7,124",996,,,,,,,,,,,
45510,TEXAS                    ,FANNIN,"5,244","5,867","-20,997","-22,161","2,637",,,,,,,,,,,
45511,TEXAS                    ,FAYETTE,217,"1,341","-7,163","-6,408","1,794",,,,,,,,,,,
45520,TEXAS                    ,FISHER,563,246,"-1,709","-1,344",183,,,,,,,,,,,
45521,TEXAS                    ,FLOYD,"1,611",993,"-2,432","-2,351",285,,,,,,,,,,,
45522,TEXAS                    ,FOARD,449,601,-969,-911,145,,,,,,,,,,,
45530,TEXAS                    ,FORT BEND,"-26,182","-12,885","-76,584","-50,285","19,303",,,,,,,,,,,
45531,TEXAS                    ,FRANKLIN,"1,721","1,235","-3,228","-3,554",411,,,,,,,,,,,
45540,TEXAS                    ,FREESTONE,"2,197","2,098","-7,577","-7,156","1,096",,,,,,,,,,,
45541,TEXAS                    ,FRIO,"3,749","2,886","-6,097","-7,094",833,,,,,,,,,,,
45542,TEXAS                    ,GAINES,"1,384","1,041","-4,127","-4,136",574,,,,,,,,,,,
45550,TEXAS                    ,GALVESTON,"1,060","17,581","-26,910","21,243","45,763",,,,,,,,,,,
45551,TEXAS                    ,GARZA,988,686,"-2,649","-1,848",327,,,,,,,,,,,
45552,TEXAS                    ,GILLESPIE,"3,399","2,538","-9,750","-9,086","1,230",,,,,,,,,,,
45560,TEXAS                    ,GLASSCOCK,69,12,-43,-54,2,,,,,,,,,,,
45561,TEXAS                    ,GOLIAD,277,"1,388","-3,599","-3,533",483,,,,,,,,,,,
45562,TEXAS                    ,GONZALES,"4,015","3,918","-7,713","-9,305","1,194",,,,,,,,,,,
45563,TEXAS                    ,GRAY,"5,427","4,110","-12,062","-13,513","1,652",,,,,,,,,,,
45564,TEXAS                    ,GRAYSON,"25,387","27,311","-96,340","-102,559","12,333",,,,,,,,,,,
45570,TEXAS                    ,GREGG,"28,341","26,098","-85,845","-89,290","11,885",,,,,,,,,,,
45580,TEXAS                    ,GRIMES,"1,560","3,314","-11,728","-11,068","2,544",,,,,,,,,,,
45581,TEXAS                    ,GUADALUPE,"19,946","20,567","-49,422","-54,983","6,965",,,,,,,,,,,
45582,TEXAS                    ,HALE,"4,945","4,070","-11,850","-13,797","1,907",,,,,,,,,,,
45583,TEXAS                    ,HALL,641,487,"-1,920","-1,684",207,,,,,,,,,,,
45590,TEXAS                    ,HAMILTON,389,880,"-3,394","-4,293",566,,,,,,,,,,,
45591,TEXAS                    ,HANSFORD,339,46,"-1,282","-1,160",204,,,,,,,,,,,
45592,TEXAS                    ,HARDEMAN,"1,559",860,"-2,302","-2,197",216,,,,,,,,,,,
45600,TEXAS                    ,HARDIN,-460,"-6,267","-40,930","-38,911","4,893",,,,,,,,,,,
45610,TEXAS                    ,HARRIS,"-559,969","-389,522","-837,852","-263,481","320,459",,,,,,,,,,,
45620,TEXAS                    ,HARRISON,"10,724","11,170","-31,770","-33,688","7,154",,,,,,,,,,,
45621,TEXAS                    ,HARTLEY,36,58,-57,-221,20,,,,,,,,,,,
45630,TEXAS                    ,HASKELL,"1,523",865,"-3,031","-2,341",314,,,,,,,,,,,
45631,TEXAS                    ,HAYS,-386,"17,893","-28,604","-24,041","8,610",,,,,,,,,,,
45632,TEXAS                    ,HEMPHILL,430,380,-736,-652,153,,,,,,,,,,,
45640,TEXAS                    ,HENDERSON,"13,314","11,986","-37,468","-39,625","4,723",,,,,,,,,,,
45650,TEXAS                    ,HIDALGO,"198,874","166,592","-338,264","-374,291","45,413",,,,,,,,,,,
45651,TEXAS                    ,HILL,"2,272","3,020","-16,974","-16,063","2,284",,,,,,,,,,,
45652,TEXAS                    ,HOCKLEY,"4,709","2,262","-7,081","-8,315",989,,,,,,,,,,,
45653,TEXAS                    ,HOOD,"1,740","5,856","-17,482","-16,216","3,129",,,,,,,,,,,
45654,TEXAS                    ,HOPKINS,"5,605","5,805","-18,022","-18,000","2,463",,,,,,,,,,,
45660,TEXAS                    ,HOUSTON,"3,515","3,202","-14,090","-13,628","2,404",,,,,,,,,,,
45661,TEXAS                    ,HOWARD,"10,422","10,166","-18,562","-19,327","2,256",,,,,,,,,,,
45662,TEXAS                    ,HUDSPETH,164,435,-562,-452,131,,,,,,,,,,,
45670,TEXAS                    ,HUNT,"2,215","14,642","-53,074","-52,725","5,499",,,,,,,,,,,
45671,TEXAS                    ,HUTCHINSON,"7,472","4,921","-11,729","-12,986","1,522",,,,,,,,,,,
45672,TEXAS                    ,IRION,493,190,-454,-909,79,,,,,,,,,,,
45680,TEXAS                    ,JACK,"1,710","1,378","-3,249","-3,704",494,,,,,,,,,,,
45681,TEXAS                    ,JACKSON,"2,927","1,500","-6,131","-4,850",992,,,,,,,,,,,
45690,TEXAS                    ,JASPER,704,"-1,251","-35,247","-27,022","3,501",,,,,,,,,,,
45691,TEXAS                    ,JEFF DAVIS,231,337,-607,-432,65,,,,,,,,,,,
45700,TEXAS                    ,JEFFERSON,"-8,237","-33,305","-244,552","-228,024","27,408",,,,,,,,,,,
45710,TEXAS                    ,JIM HOGG,"1,234","1,123","-3,260","-2,947",323,,,,,,,,,,,
45711,TEXAS                    ,JIM WELLS,"18,194","12,401","-31,706","-35,203","4,488",,,,,,,,,,,
45720,TEXAS                    ,JOHNSON,982,"16,754","-47,176","-43,333","12,849",,,,,,,,,,,
45721,TEXAS                    ,JONES,"3,438","2,290","-7,060","-8,144",857,,,,,,,,,,,
45722,TEXAS                    ,KARNES,"3,642","3,125","-8,754","-8,589","1,248",,,,,,,,,,,
45730,TEXAS                    ,KAUFMAN,"-13,110","6,402","-37,675","-33,331","2,609",,,,,,,,,,,
45731,TEXAS                    ,KENDALL,"6,716","4,710","-11,418","-13,980","1,743",,,,,,,,,,,
45732,TEXAS                    ,KENEDY,42,35,-51,-76,19,,,,,,,,,,,
45733,TEXAS                    ,KENT,73,87,-258,-253,18,,,,,,,,,,,
45734,TEXAS                    ,KERR,"14,278","11,980","-30,598","-33,966","4,130",,,,,,,,,,,
45740,TEXAS                    ,KIMBLE,537,387,"-2,099","-2,264",255,,,,,,,,,,,
45741,TEXAS                    ,KING,88,21,-91,-95,12,,,,,,,,,,,
45742,TEXAS                    ,KINNEY,752,711,"-2,309","-2,230",208,,,,,,,,,,,
45743,TEXAS                    ,KLEBERG,"6,041","5,393","-13,714","-14,443","1,796",,,,,,,,,,,
45744,TEXAS                    ,KNOX,636,831,"-1,832","-1,414",135,,,,,,,,,,,
45750,TEXAS                    ,LAMAR,"15,171","13,103","-42,395","-51,825","6,302",,,,,,,,,,,
45751,TEXAS                    ,LAMB,"2,565","1,786","-5,062","-5,164",474,,,,,,,,,,,
45752,TEXAS                    ,LAMPASAS,"2,440","2,112","-8,076","-8,233","1,315",,,,,,,,,,,
45753,TEXAS                    ,LA SALLE,"1,094",937,"-1,717","-2,186",249,,,,,,,,,,,
45754,TEXAS                    ,LAVACA,"3,871","2,244","-11,023","-10,248","1,542",,,,,,,,,,,
45755,TEXAS                    ,LEE,-61,"1,971","-3,968","-3,589","1,074",,,,,,,,,,,
45756,TEXAS                    ,LEON,"2,925","3,163","-12,474","-9,858","1,784",,,,,,,,,,,
45757,TEXAS                    ,LIBERTY,"-10,852","-7,067","-42,641","-26,082","10,816",,,,,,,,,,,
45758,TEXAS                    ,LIMESTONE,"4,687","3,126","-14,268","-15,115","2,026",,,,,,,,,,,
45759,TEXAS                    ,LIPSCOMB,410,418,-662,-732,176,,,,,,,,,,,
45760,TEXAS                    ,LIVE OAK,"1,173","1,166","-2,836","-3,883",438,,,,,,,,,,,
45761,TEXAS                    ,LLANO,715,"3,645","-6,727","-6,879","1,812",,,,,,,,,,,
45762,TEXAS                    ,LOVING,1,12,0,0,0,,,,,,,,,,,
45770,TEXAS                    ,LUBBOCK,"54,853","39,083","-125,187","-124,335","14,912",,,,,,,,,,,
45771,TEXAS                    ,LYNN,683,486,"-2,577","-1,991",286,,,,,,,,,,,
45772,TEXAS                    ,MCCULLOCH,"1,047","1,111","-5,402","-3,694",530,,,,,,,,,,,
45780,TEXAS                    ,MCLENNAN,"28,098","26,931","-94,557","-103,094","14,268",,,,,,,,,,,
45781,TEXAS                    ,MCMULLEN,112,147,-425,-192,41,,,,,,,,,,,
45782,TEXAS                    ,MADISON,357,399,"-4,936","-4,806",856,,,,,,,,,,,
45783,TEXAS                    ,MARION,"5,214","2,375","-7,060","-8,020","1,093",,,,,,,,,,,
45784,TEXAS                    ,MARTIN,"1,089",685,"-1,513","-1,811",293,,,,,,,,,,,
45785,TEXAS                    ,MASON,721,"1,153","-1,326","-1,331",175,,,,,,,,,,,
45790,TEXAS                    ,MATAGORDA,"2,230","2,839","-15,659","-13,239","3,256",,,,,,,,,,,
45791,TEXAS                    ,MAVERICK,"8,125","7,945","-20,648","-22,485","2,563",,,,,,,,,,,
45792,TEXAS                    ,MEDINA,"7,605","8,761","-18,483","-19,892","2,704",,,,,,,,,,,
45793,TEXAS                    ,MENARD,177,34,-602,-683,93,,,,,,,,,,,
45794,TEXAS                    ,MIDLAND,"16,302","11,518","-36,462","-39,204","5,279",,,,,,,,,,,
45795,TEXAS                    ,MILAM,963,"2,189","-9,250","-8,454","1,297",,,,,,,,,,,
45796,TEXAS                    ,MILLS,500,354,"-1,673","-1,605",250,,,,,,,,,,,
45797,TEXAS                    ,MITCHELL,903,737,"-2,684","-3,263",431,,,,,,,,,,,
45800,TEXAS                    ,MONTAGUE,"4,939","3,926","-12,995","-13,111","1,350",,,,,,,,,,,
45801,TEXAS                    ,MONTGOMERY,"-17,571","-5,046","-136,835","-100,826","34,145",,,,,,,,,,,
45802,TEXAS                    ,MOORE,"2,179","1,666","-5,963","-5,326",634,,,,,,,,,,,
45803,TEXAS                    ,MORRIS,"3,049","2,973","-9,964","-9,481","1,034",,,,,,,,,,,
45804,TEXAS                    ,MOTLEY,209,305,-945,-405,108,,,,,,,,,,,
45810,TEXAS                    ,NACOGDOCHES,"16,207","13,656","-44,219","-43,933","6,378",,,,,,,,,,,
45820,TEXAS                    ,NAVARRO,402,"3,519","-30,272","-27,976","3,739",,,,,,,,,,,
45821,TEXAS                    ,NEWTON,"1,491","-1,053","-14,774","-10,910","1,380",,,,,,,,,,,
45822,TEXAS                    ,NOLAN,"2,554","1,442","-7,637","-7,635",830,,,,,,,,,,,
45830,TEXAS                    ,NUECES,"64,110","53,515","-145,110","-158,263","21,169",,,,,,,,,,,
45831,TEXAS                    ,OCHILTREE,716,646,"-1,709","-1,930",219,,,,,,,,,,,
45832,TEXAS                    ,OLDHAM,174,291,-911,-539,116,,,,,,,,,,,
45840,TEXAS                    ,ORANGE,"2,842","-6,882","-82,019","-73,063","9,518",,,,,,,,,,,
45841,TEXAS                    ,PALO PINTO,"11,075","10,766","-23,565","-16,964","2,382",,,,,,,,,,,
45842,TEXAS                    ,PANOLA,"4,218","3,757","-13,919","-12,054","2,793",,,,,,,,,,,
45843,TEXAS                    ,PARKER,"3,795","12,679","-30,198","-28,547","7,340",,,,,,,,,,,
45844,TEXAS                    ,PARMER,"1,161",636,"-1,627","-1,817",319,,,,,,,,,,,
45845,TEXAS                    ,PECOS,"1,986","1,373","-3,478","-3,600",446,,,,,,,,,,,
45850,TEXAS                    ,POLK,"10,660","7,068","-42,406","-34,876","6,897",,,,,,,,,,,
45860,TEXAS                    ,POTTER,"47,428","34,700","-94,311","-101,641","13,454",,,,,,,,,,,
45861,TEXAS                    ,PRESIDIO,"1,722",782,"-1,739","-2,390",278,,,,,,,,,,,
45870,TEXAS                    ,RAINS,"1,697","1,745","-5,794","-4,954",678,,,,,,,,,,,
45871,TEXAS                    ,RANDALL,"4,992","4,680","-10,951","-10,435","1,486",,,,,,,,,,,
45872,TEXAS                    ,REAGAN,247,211,"-1,269",-807,93,,,,,,,,,,,
45873,TEXAS                    ,REAL,770,470,"-1,974","-2,347",271,,,,,,,,,,,
45874,TEXAS                    ,RED RIVER,"4,533","6,220","-14,399","-14,083","1,536",,,,,,,,,,,
45875,TEXAS                    ,REEVES,"3,359","1,965","-4,142","-4,040",518,,,,,,,,,,,
45876,TEXAS                    ,REFUGIO,"1,487","1,101","-3,457","-4,843",803,,,,,,,,,,,
45877,TEXAS                    ,ROBERTS,84,4,-37,-29,14,,,,,,,,,,,
45878,TEXAS                    ,ROBERTSON,"1,885","1,208","-8,347","-8,514","1,336",,,,,,,,,,,
45879,TEXAS                    ,ROCKWALL,"-7,430",462,"-11,176","-8,844",491,,,,,,,,,,,
45880,TEXAS                    ,RUNNELS,"1,245","1,698","-5,951","-5,329",613,,,,,,,,,,,
45881,TEXAS                    ,RUSK,"10,049","6,688","-23,235","-22,822","2,969",,,,,,,,,,,
45882,TEXAS                    ,SABINE,"4,213","2,501","-14,622","-11,336","1,663",,,,,,,,,,,
45883,TEXAS                    ,SAN AUGUSTINE,"3,016","2,432","-7,234","-7,152","1,130",,,,,,,,,,,
45884,TEXAS                    ,SAN JACINTO,74,"1,328","-14,350","-12,375","3,253",,,,,,,,,,,
45885,TEXAS                    ,SAN PATRICIO,"17,862","16,247","-32,938","-34,593","4,378",,,,,,,,,,,
45886,TEXAS                    ,SAN SABA,102,378,"-1,814","-1,312",186,,,,,,,,,,,
45887,TEXAS                    ,SCHLEICHER,420,513,-937,"-1,229",191,,,,,,,,,,,
45888,TEXAS                    ,SCURRY,"1,907","1,290","-6,310","-6,440",851,,,,,,,,,,,
45889,TEXAS                    ,SHACKELFORD,85,338,-507,-607,113,,,,,,,,,,,
45890,TEXAS                    ,SHELBY,"8,740","5,665","-17,856","-18,123","3,201",,,,,,,,,,,
45891,TEXAS                    ,SHERMAN,207,247,-777,"-1,027",104,,,,,,,,,,,
45892,TEXAS                    ,SMITH,"51,295","40,829","-111,827","-115,369","14,869",,,,,,,,,,,
45893,TEXAS                    ,SOMERVELL,373,853,"-1,865","-1,711",450,,,,,,,,,,,
45900,TEXAS                    ,STARR,"22,170","18,492","-34,172","-39,380","4,972",,,,,,,,,,,
45901,TEXAS                    ,STEPHENS,"1,048","1,539","-5,444","-5,058",617,,,,,,,,,,,
45902,TEXAS                    ,STERLING,163,136,-433,-485,52,,,,,,,,,,,
45903,TEXAS                    ,STONEWALL,723,58,-372,-752,52,,,,,,,,,,,
45904,TEXAS                    ,SUTTON,427,283,"-1,319",-859,146,,,,,,,,,,,
45905,TEXAS                    ,SWISHER,795,"1,249","-3,587","-2,623",479,,,,,,,,,,,
45910,TEXAS                    ,TARRANT,"-96,684","103,585","-219,605","-179,210","103,254",,,,,,,,,,,
45911,TEXAS                    ,TAYLOR,"26,075","20,065","-69,199","-73,839","9,471",,,,,,,,,,,
45912,TEXAS                    ,TERRELL,41,140,-202,-278,28,,,,,,,,,,,
45913,TEXAS                    ,TERRY,"2,607","1,666","-6,153","-5,370",545,,,,,,,,,,,
45920,TEXAS                    ,THROCKMORTON,75,202,-943,-718,130,,,,,,,,,,,
45921,TEXAS                    ,TITUS,"5,550","4,701","-15,110","-15,038","1,593",,,,,,,,,,,
45930,TEXAS                    ,TOM GREEN,"20,115","17,354","-60,064","-61,826","7,972",,,,,,,,,,,
45940,TEXAS                    ,TRAVIS,"-108,522","101,093","-19,436","27,228","57,416",,,,,,,,,,,
45941,TEXAS                    ,TRINITY,"3,238","1,622","-14,344","-12,367","1,910",,,,,,,,,,,
45942,TEXAS                    ,TYLER,"1,307",-659,"-18,483","-17,562","2,194",,,,,,,,,,,
45943,TEXAS                    ,UPSHUR,"7,842","8,215","-24,658","-25,339","2,899",,,,,,,,,,,
45944,TEXAS                    ,UPTON,"1,084",348,"-1,004","-1,410",122,,,,,,,,,,,
45945,TEXAS                    ,UVALDE,"5,413","3,782","-12,121","-13,620","1,470",,,,,,,,,,,
45946,TEXAS                    ,VAL VERDE,"5,140","4,861","-10,868","-11,702","1,689",,,,,,,,,,,
45947,TEXAS                    ,VAN ZANDT,"3,279","7,987","-26,088","-25,247","2,581",,,,,,,,,,,
45948,TEXAS                    ,VICTORIA,"21,582","15,034","-52,796","-56,928","9,155",,,,,,,,,,,
45949,TEXAS                    ,WALKER,"3,066","2,080","-21,326","-21,087","4,059",,,,,,,,,,,
45950,TEXAS                    ,WALLER,"-4,782","-2,543","-11,182","-6,168","3,021",,,,,,,,,,,
45951,TEXAS                    ,WARD,"2,792","2,437","-3,591","-4,154",442,,,,,,,,,,,
45952,TEXAS                    ,WASHINGTON,"2,024","2,686","-16,115","-16,107","3,161",,,,,,,,,,,
45953,TEXAS                    ,WEBB,"32,482","26,317","-71,615","-82,760","11,021",,,,,,,,,,,
45954,TEXAS                    ,WHARTON,"1,602",806,"-21,065","-15,495","3,467",,,,,,,,,,,
45955,TEXAS                    ,WHEELER,846,"1,233","-2,351","-1,902",264,,,,,,,,,,,
45960,TEXAS                    ,WICHITA,"54,887","56,655","-124,488","-121,770","14,017",,,,,,,,,,,
45961,TEXAS                    ,WILBARGER,"7,877","7,545","-15,760","-13,017","1,234",,,,,,,,,,,
45962,TEXAS                    ,WILLACY,"9,378","7,046","-13,852","-18,223","2,131",,,,,,,,,,,
45970,TEXAS                    ,WILLIAMSON,"-5,195","39,665","-51,912","-50,384","18,858",,,,,,,,,,,
45971,TEXAS                    ,WILSON,"8,666","5,402","-14,532","-17,480","2,403",,,,,,,,,,,
45972,TEXAS                    ,WINKLER,"1,641","1,339","-2,415","-2,702",263,,,,,,,,,,,
45973,TEXAS                    ,WISE,737,"4,703","-18,053","-18,634","2,779",,,,,,,,,,,
45974,TEXAS                    ,WOOD,"8,538","9,797","-26,780","-25,561","2,945",,,,,,,,,,,
45980,TEXAS                    ,YOAKUM,555,675,"-1,564","-1,611",258,,,,,,,,,,,
45981,TEXAS                    ,YOUNG,"6,693","6,047","-14,855","-14,067","1,676",,,,,,,,,,,
45982,TEXAS                    ,ZAPATA,"3,272","1,850","-5,478","-5,790",701,,,,,,,,,,,
45983,TEXAS                    ,ZAVALA,"2,688","2,608","-5,409","-6,751",774,,,,,,,,,,,
46000,UTAH                     ,BEAVER,"1,159",949,-798,"-1,055",250,,,,,,,,,,,
46010,UTAH                     ,BOX ELDER,"5,081","5,089","-5,364","-7,836","2,549",,,,,,,,,,,
46020,UTAH                     ,CACHE,"10,139","8,478","-9,297","-10,882","3,224",,,,,,,,,,,
46030,UTAH                     ,CARBON,"6,602","5,299","-7,147","-9,092","2,778",,,,,,,,,,,
46040,UTAH                     ,DAGGETT,341,77,-49,-248,23,,,,,,,,,,,
46050,UTAH                     ,DAVIS,"20,058","20,685","-22,625","-27,164","7,793",,,,,,,,,,,
46060,UTAH                     ,DUCHESNE,"3,259","2,762","-2,782","-3,327",917,,,,,,,,,,,
46070,UTAH                     ,EMERY,"1,290","1,855","-1,945","-2,075",650,,,,,,,,,,,
46080,UTAH                     ,GARFIELD,620,786,-608,-649,182,,,,,,,,,,,
46090,UTAH                     ,GRAND,644,"1,181",-248,-284,612,,,,,,,,,,,
46100,UTAH                     ,IRON,"7,133","6,740","-6,562","-8,335","2,243",,,,,,,,,,,
46110,UTAH                     ,JUAB,"1,560","1,674","-1,672","-1,945",725,,,,,,,,,,,
46120,UTAH                     ,KANE,912,"1,188",-643,"-1,878",480,,,,,,,,,,,
46130,UTAH                     ,MILLARD,"1,368","1,377","-1,765","-2,186",626,,,,,,,,,,,
46140,UTAH                     ,MORGAN,682,409,-481,-547,168,,,,,,,,,,,
46150,UTAH                     ,PIUTE,218,194,-177,-323,44,,,,,,,,,,,
46160,UTAH                     ,RICH,226,313,-102,-365,87,,,,,,,,,,,
46170,UTAH                     ,SALT LAKE,"103,012","96,094","-100,125","-121,401","34,407",,,,,,,,,,,
46180,UTAH                     ,SAN JUAN,805,"1,212",-383,-435,421,,,,,,,,,,,
46190,UTAH                     ,SANPETE,"4,042","2,857","-3,378","-4,575","1,213",,,,,,,,,,,
46200,UTAH                     ,SEVIER,"3,014","3,703","-2,877","-3,734",966,,,,,,,,,,,
46210,UTAH                     ,SUMMIT,"1,225","1,287","-1,535","-1,605",509,,,,,,,,,,,
46220,UTAH                     ,TOOELE,"7,519","6,475","-7,182","-9,712","2,405",,,,,,,,,,,
46230,UTAH                     ,UINTAH,"3,084","2,782","-2,628","-2,688",896,,,,,,,,,,,
46240,UTAH                     ,UTAH,"40,332","40,856","-43,505","-54,517","13,733",,,,,,,,,,,
46250,UTAH                     ,WASATCH,"4,133","3,806","-4,063","-5,551","1,268",,,,,,,,,,,
46260,UTAH                     ,WASHINGTON,"17,539","19,114","-19,762","-26,207","6,615",,,,,,,,,,,
46270,UTAH                     ,WAYNE,288,197,-151,-357,138,,,,,,,,,,,
46280,UTAH                     ,WEBER,"31,919","29,964","-33,343","-42,257","10,869",,,,,,,,,,,
47000,VERMONT                  ,ADDISON,"9,958","8,775","6,334","3,163","1,573",,,,,,,,,,,
47010,VERMONT                  ,BENNINGTON,"17,963","16,504","11,627","6,202","3,548",,,,,,,,,,,
47020,VERMONT                  ,CALEDONIA,"7,016","8,899","9,262","4,256","1,370",,,,,,,,,,,
47030,VERMONT                  ,CHITTENDEN,"41,081","37,478","27,293","16,710","7,134",,,,,,,,,,,
47040,VERMONT                  ,ESSEX,"2,343","3,004","2,590","1,574",399,,,,,,,,,,,
47050,VERMONT                  ,FRANKLIN,"16,745","16,279","13,047","8,357","3,752",,,,,,,,,,,
