"ESRD -- 2012 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE, BENEFICIARIES ENROLLED IN PARTS A AND/OR B, REIMBURSEMENTS FOR HOSPICE AND COST CONTRATCS EXCLUDED",,,,,,,,,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL,PART A REIMBURSEMENT,PART A PER CAPITA,PART A,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL,PART B PER CAPITA,,,,,,,
45781,TEXAS                    ,MCMULLEN               ,2,"34,331","1,430.46",29380,"1,224.17",66,"4,867",18,2,"98,702","4,112.58",,,,,,,
45782,TEXAS                    ,MADISON                ,16,"492,407","2,564.62",436784,"2,274.92","18,086","32,996","4,541",16,"766,434","3,991.84",,,,,,,
45783,TEXAS                    ,MARION                 ,21,"591,424","2,346.92",534601,"2,121.43","1,300","55,144",379,21,"839,173","3,330.05",,,,,,,
45784,TEXAS                    ,MARTIN                 ,10,"158,897","1,324.14",145159,"1,209.66","2,019","10,650","1,069",10,"445,703","3,714.19",,,,,,,
45785,TEXAS                    ,MASON                  ,4,"54,111","1,127.31",50614,"1,054.46","1,160","2,033",304,4,"143,650","2,992.71",,,,,,,
45790,TEXAS                    ,MATAGORDA              ,102,"2,862,647","2,338.76",2553788,"2,086.43","92,977","194,813","21,069",101,"3,939,232","3,250.19",,,,,,,
45791,TEXAS                    ,MAVERICK               ,214,"4,886,282","1,902.76",4217404,"1,642.29","14,422","650,598","3,858",210,"9,930,400","3,940.63",,,,,,,
45792,TEXAS                    ,MEDINA                 ,70,"1,787,915","2,128.47",1481260,"1,763.40","20,500","278,521","7,634",69,"4,213,515","5,088.79",,,,,,,
45793,TEXAS                    ,MENARD                 ,4,"59,681","1,243.35",55006,"1,145.96",0,"4,675",0,4,"140,621","2,929.60",,,,,,,
45794,TEXAS                    ,MIDLAND                ,172,"1,874,478",908.18,1679665,813.79,"30,434","151,504","12,875",165,"6,470,497","3,267.93",,,,,,,
45795,TEXAS                    ,MILAM                  ,46,"1,345,503","2,437.50",1148828.64,"2,081.21","73,840","103,612","19,222",45,"1,908,225","3,533.75",,,,,,,
45796,TEXAS                    ,MILLS                  ,8,"335,658","3,496.43",326825.8,"3,404.44","1,257","6,804",770,8,"191,058","1,990.19",,,,,,,
45797,TEXAS                    ,MITCHELL               ,19,"278,201","1,220.18",253212,"1,110.58","4,025","19,226","1,738",18,"722,583","3,345.29",,,,,,,
45800,TEXAS                    ,MONTAGUE               ,29,"455,637","1,309.30",424616,"1,220.16","8,187","20,291","2,543",27,"846,210","2,611.76",,,,,,,
45801,TEXAS                    ,MONTGOMERY             ,386,"14,330,782","3,093.86",13025898,"2,812.15","308,895","912,661","83,328",363,"15,405,144","3,536.53",,,,,,,
45802,TEXAS                    ,MOORE                  ,23,"472,848","1,713.22",428975,"1,554.26","6,988","34,086","2,799",23,"748,968","2,713.65",,,,,,,
45803,TEXAS                    ,MORRIS                 ,32,"619,919","1,614.37",575467,"1,498.61",284,"44,129",39,32,"1,157,014","3,013.06",,,,,,,
45804,TEXAS                    ,MOTLEY                 ,1,"49,732","4,144.33",48261,"4,021.75",98,"1,332",41,1,"46,385","3,865.42",,,,,,,
45810,TEXAS                    ,NACOGDOCHES            ,117,"1,857,530","1,323.03",1727706,"1,230.56","6,588","120,298","2,938",114,"4,522,159","3,305.67",,,,,,,
45820,TEXAS                    ,NAVARRO                ,88,"1,863,513","1,764.69",1668782,"1,580.29","34,171","152,559","8,001",85,"3,131,844","3,070.44",,,,,,,
45821,TEXAS                    ,NEWTON                 ,29,"736,302","2,115.81",654050,"1,879.45","26,474","48,987","6,791",28,"1,154,008","3,434.55",,,,,,,
45822,TEXAS                    ,NOLAN                  ,27,"642,708","1,983.67",584333,"1,803.50","5,011","51,934","1,430",27,"1,079,418","3,331.54",,,,,,,
45830,TEXAS                    ,NUECES                 ,720,"15,730,255","1,820.63",13396238,"1,550.49","246,858","1,939,063","148,096",696,"27,076,256","3,241.89",,,,,,,
45831,TEXAS                    ,OCHILTREE              ,5,"53,500",891.67,47555,792.58,"1,102","4,481",362,4,"150,668","3,138.92",,,,,,,
45832,TEXAS                    ,OLDHAM                 ,1,"8,961",746.75,8413,701.08,106,393,49,1,"46,086","3,840.50",,,,,,,
45840,TEXAS                    ,ORANGE                 ,111,"3,101,727","2,328.62",2798235,"2,100.78","27,680","267,964","7,848",106,"3,849,925","3,026.67",,,,,,,
45841,TEXAS                    ,PALO PINTO             ,50,"1,359,711","2,266.19",1198075,"1,996.79","44,535","104,029","13,072",47,"1,864,108","3,305.16",,,,,,,
45842,TEXAS                    ,PANOLA                 ,40,"785,113","1,635.65",694643,"1,447.17","6,165","82,358","1,947",39,"1,529,361","3,267.87",,,,,,,
45843,TEXAS                    ,PARKER                 ,114,"3,126,433","2,285.40",2851901,"2,084.72","65,415","181,685","27,432",113,"4,333,971","3,196.14",,,,,,,
45844,TEXAS                    ,PARMER                 ,12,"337,874","2,346.35",305050,"2,118.40","9,033","21,982","1,809",12,"589,753","4,095.51",,,,,,,
45845,TEXAS                    ,PECOS                  ,24,"346,709","1,203.85",293876,"1,020.40","10,347","39,207","3,279",24,"965,403","3,352.09",,,,,,,
45850,TEXAS                    ,POLK                   ,62,"2,599,709","3,494.23",2331112,"3,133.22","82,159","165,927","20,511",59,"2,948,322","4,164.30",,,,,,,
45860,TEXAS                    ,POTTER                 ,275,"6,387,938","1,935.74",5770093.8,"1,748.51","118,160","457,854","41,831",266,"9,928,962","3,110.58",,,,,,,
45861,TEXAS                    ,PRESIDIO               ,5,"176,319","2,938.65",144770,"2,412.83","6,829","23,136","1,584",5,"317,479","5,291.32",,,,,,,
45870,TEXAS                    ,RAINS                  ,19,"494,643","2,169.49",454504,"1,993.44","1,294","38,313",532,18,"654,423","3,029.74",,,,,,,
45871,TEXAS                    ,RANDALL                ,26,"396,111","1,269.59",344580,"1,104.42","9,450","39,128","2,953",26,"669,184","2,144.82",,,,,,,
45872,TEXAS                    ,REAGAN                 ,5,"87,565","1,459.42",72944,"1,215.73",592,"13,806",223,5,"283,979","4,732.98",,,,,,,
45873,TEXAS                    ,REAL                   ,4,"51,473","1,072.35",44349,923.94,189,"6,767",168,4,"77,395","1,612.40",,,,,,,
45874,TEXAS                    ,RED RIVER              ,34,"1,225,065","3,002.61",1126242,"2,760.40","11,298","84,560","2,965",32,"1,319,783","3,436.93",,,,,,,
45875,TEXAS                    ,REEVES                 ,23,"299,166","1,083.93",255080,924.20,"9,630","30,402","4,054",22,"885,308","3,353.44",,,,,,,
45876,TEXAS                    ,REFUGIO                ,18,"283,004","1,310.20",252234,"1,167.75","1,764","28,024",982,17,"563,971","2,764.56",,,,,,,
45877,TEXAS                    ,ROBERTS                ,1,0,0.00,0,0.00,0,0,0,1,0,0.00,,,,,,,
45878,TEXAS                    ,ROBERTSON              ,35,"579,322","1,379.34",512865,"1,221.11","14,010","49,494","2,953",33,"1,229,412","3,104.58",,,,,,,
45879,TEXAS                    ,ROCKWALL               ,60,"1,264,519","1,756.28",1125289,"1,562.90","23,457","107,811","7,962",54,"1,819,186","2,807.39",,,,,,,
45880,TEXAS                    ,RUNNELS                ,15,"346,223","1,923.46",309414,"1,718.97",346,"36,249",214,15,"562,987","3,127.71",,,,,,,
45881,TEXAS                    ,RUSK                   ,61,"936,052","1,278.76",826995,"1,129.77","6,796","101,062","1,199",59,"2,048,085","2,892.78",,,,,,,
45882,TEXAS                    ,SABINE                 ,13,"308,926","1,980.29",288552,"1,849.69","2,181","17,965",228,13,"431,701","2,767.31",,,,,,,
45883,TEXAS                    ,SAN AUGUSTINE          ,14,"364,303","2,168.47",342195,"2,036.88",0,"22,108",0,14,"575,521","3,425.72",,,,,,,
45884,TEXAS                    ,SAN JACINTO            ,30,"1,361,191","3,781.09",1222855,"3,396.82","31,867","95,940","10,529",29,"1,599,851","4,597.27",,,,,,,
45885,TEXAS                    ,SAN PATRICIO           ,166,"4,649,298","2,333.99",3969507.34,"1,992.72","73,344","562,421","44,026",158,"6,734,825","3,552.12",,,,,,,
45886,TEXAS                    ,SAN SABA               ,2,0,0.00,0,0.00,0,0,0,1,"57,336","4,778.00",,,,,,,
45887,TEXAS                    ,SCHLEICHER             ,5,"251,265","4,187.75",227447.5,"3,790.79",0,"23,818",0,4,"222,824","4,642.16",,,,,,,
45888,TEXAS                    ,SCURRY                 ,30,"852,339","2,367.61",784124,"2,178.12","13,908","51,012","3,295",29,"1,097,666","3,154.21",,,,,,,
45889,TEXAS                    ,SHACKELFORD            ,1,"101,620","8,468.33",97572,"8,131.00",0,"4,048",0,1,"46,704","3,892.00",,,,,,,
45890,TEXAS                    ,SHELBY                 ,44,"996,879","1,888.03",922744,"1,747.62","19,400","53,434","1,301",42,"1,681,919","3,337.14",,,,,,,
45891,TEXAS                    ,SHERMAN                ,2,"17,242",718.42,3205,133.54,"2,417","10,520","1,100",2,"41,390","1,724.58",,,,,,,
45892,TEXAS                    ,SMITH                  ,356,"6,275,703","1,469.03",5808709,"1,359.72","15,135","445,920","5,939",352,"12,356,495","2,925.31",,,,,,,
45893,TEXAS                    ,SOMERVELL              ,12,"373,910","2,596.60",354939,"2,464.85",918,"17,139",914,12,"427,754","2,970.51",,,,,,,
45900,TEXAS                    ,STARR                  ,134,"3,962,170","2,464.04",2985842,"1,856.87","25,217","946,026","5,085",132,"6,327,522","3,994.65",,,,,,,
45901,TEXAS                    ,STEPHENS               ,10,"565,441","4,712.01",543103,"4,525.86",364,"21,842",132,10,"464,025","3,866.88",,,,,,,
45902,TEXAS                    ,STERLING               ,1,0,0.00,0,0.00,0,0,0,1,"46,078","3,839.83",,,,,,,
45903,TEXAS                    ,STONEWALL              ,2,"7,868",327.83,7868,327.83,0,0,0,2,"69,207","2,883.63",,,,,,,
45904,TEXAS                    ,SUTTON                 ,6,"250,226","3,475.36",224552,"3,118.78",0,"25,674",0,6,"283,665","3,939.79",,,,,,,
45905,TEXAS                    ,SWISHER                ,15,"321,550","1,786.39",295463,"1,641.46","4,245","20,319","1,523",14,"498,680","2,968.33",,,,,,,
45910,TEXAS                    ,TARRANT                ,2412,"58,010,503","2,004.23",52279585,"1,806.23","922,717","4,499,229","308,972",2289,"89,920,913","3,273.66",,,,,,,
45911,TEXAS                    ,TAYLOR                 ,215,"4,118,185","1,596.20",3817898,"1,479.81","14,487","281,304","4,496",209,"7,608,914","3,033.86",,,,,,,
45912,TEXAS                    ,TERRELL                ,2,"16,509",687.88,13164,548.50,713,"2,368",264,2,"53,065","2,211.04",,,,,,,
45913,TEXAS                    ,TERRY                  ,21,"371,789","1,475.35",335706,"1,332.17","5,704","29,319","1,060",20,"820,581","3,419.09",,,,,,,
45920,TEXAS                    ,THROCKMORTON           ,1,"60,819","5,068.25",60103,"5,008.58",0,716,0,1,"39,118","3,259.83",,,,,,,
45921,TEXAS                    ,TITUS                  ,55,"809,289","1,226.20",746341,"1,130.82","8,009","52,624","2,315",53,"1,943,493","3,055.81",,,,,,,
45930,TEXAS                    ,TOM GREEN              ,191,"3,598,481","1,570.02",3207210,"1,399.31","7,379","381,308","2,584",188,"6,396,613","2,835.38",,,,,,,
45940,TEXAS                    ,TRAVIS                 ,1096,"25,517,675","1,940.21",22525454.44,"1,712.70","177,405","2,727,122","87,694",1054,"40,969,168","3,239.18",,,,,,,
45941,TEXAS                    ,TRINITY                ,17,"230,982","1,132.26",210041,"1,029.61","3,663","15,943","1,335",16,"767,987","3,999.93",,,,,,,
45942,TEXAS                    ,TYLER                  ,31,"511,870","1,375.99",476360,"1,280.54","4,932","29,165","1,413",30,"1,058,816","2,941.16",,,,,,,
45943,TEXAS                    ,UPSHUR                 ,46,"867,881","1,572.25",787425,"1,426.49",106,"80,311",39,43,"1,470,618","2,850.03",,,,,,,
45944,TEXAS                    ,UPTON                  ,2,"15,827",659.46,13540,564.17,0,"2,287",0,1,"41,782","3,481.83",,,,,,,
45945,TEXAS                    ,UVALDE                 ,78,"1,919,269","2,050.50",1583389,"1,691.65","25,501","300,234","10,145",78,"3,572,942","3,817.25",,,,,,,
45946,TEXAS                    ,VAL VERDE              ,151,"2,975,606","1,642.17",2602780,"1,436.41","23,299","341,984","7,543",150,"6,064,747","3,369.30",,,,,,,
45947,TEXAS                    ,VAN ZANDT              ,59,"1,398,385","1,975.12",1281861,"1,810.54","14,852","97,987","3,685",56,"2,153,386","3,204.44",,,,,,,
45948,TEXAS                    ,VICTORIA               ,203,"5,105,707","2,095.94",4624454,"1,898.38","25,541","445,906","9,806",198,"7,344,960","3,091.31",,,,,,,
45949,TEXAS                    ,WALKER                 ,81,"2,089,538","2,149.73",1886523,"1,940.87","49,170","136,314","17,531",76,"3,116,356","3,417.06",,,,,,,
45950,TEXAS                    ,WALLER                 ,58,"1,321,998","1,899.42",1168792,"1,679.30","46,087","98,699","8,420",57,"2,320,618","3,392.72",,,,,,,
45951,TEXAS                    ,WARD                   ,18,"327,756","1,517.39",284780,"1,318.43","8,026","31,948","3,002",16,"790,634","4,117.89",,,,,,,
45952,TEXAS                    ,WASHINGTON             ,68,"1,146,899","1,405.51",992547.2,"1,216.36","38,805","102,196","13,351",67,"2,292,291","2,851.11",,,,,,,
45953,TEXAS                    ,WEBB                   ,604,"15,665,885","2,161.41",11718095,"1,616.73","22,385","3,915,892","9,513",593,"25,366,482","3,564.71",,,,,,,
45954,TEXAS                    ,WHARTON                ,117,"2,508,090","1,786.39",2283353,"1,626.32","35,013","178,526","11,198",113,"4,707,807","3,471.83",,,,,,,
45955,TEXAS                    ,WHEELER                ,7,"117,538","1,399.26",100535,"1,196.85","3,201","12,863",939,7,"212,200","2,526.19",,,,,,,
45960,TEXAS                    ,WICHITA                ,187,"4,099,408","1,826.83",3703649,"1,650.47","82,111","290,931","22,717",180,"6,749,618","3,124.82",,,,,,,
45961,TEXAS                    ,WILBARGER              ,23,"369,862","1,340.08",329123,"1,192.47","7,790","31,165","1,784",23,"699,255","2,533.53",,,,,,,
45962,TEXAS                    ,WILLACY                ,72,"1,911,122","2,211.95",1485794,"1,719.67","19,741","395,670","9,917",72,"3,108,987","3,598.36",,,,,,,
45970,TEXAS                    ,WILLIAMSON             ,350,"7,443,378","1,772.23",6833327.14,"1,626.98","64,522","530,293","15,236",332,"12,365,172","3,103.71",,,,,,,
45971,TEXAS                    ,WILSON                 ,41,"564,328","1,147.01",469701,954.68,"5,880","86,731","2,016",40,"1,498,631","3,122.15",,,,,,,
45972,TEXAS                    ,WINKLER                ,6,"55,361",768.90,44940,624.17,"2,256","6,845","1,320",6,"285,055","3,959.10",,,,,,,
45973,TEXAS                    ,WISE                   ,61,"1,930,311","2,637.04",1873140,"2,558.93","3,811","52,278","1,082",60,"2,342,184","3,253.03",,,,,,,
45974,TEXAS                    ,WOOD                   ,58,"1,344,679","1,932.01",1242073,"1,784.59","2,342","99,512",752,58,"2,165,767","3,111.73",,,,,,,
45980,TEXAS                    ,YOAKUM                 ,8,"387,971","4,041.36",354802,"3,695.85","6,699","24,228","2,242",8,"480,199","5,002.07",,,,,,,
45981,TEXAS                    ,YOUNG                  ,28,"825,135","2,455.76",755369,"2,248.12","12,458","54,140","3,168",28,"1,245,731","3,707.53",,,,,,,
45982,TEXAS                    ,ZAPATA                 ,26,"909,697","2,915.70",687689,"2,204.13","2,246","219,176",586,25,"1,372,938","4,576.46",,,,,,,
45983,TEXAS                    ,ZAVALA                 ,43,"1,229,045","2,381.87",1026167,"1,988.70","7,231","193,327","2,320",39,"1,824,015","3,897.47",,,,,,,
46000,UTAH                     ,BEAVER                 ,4,"66,141","1,377.94",54919,"1,144.15","4,286","6,141",795,4,"165,575","3,449.48",,,,,,,
46010,UTAH                     ,BOX ELDER              ,39,"513,608","1,097.45",449215,959.86,"16,077","44,829","3,487",39,"1,302,294","2,782.68",,,,,,,
46020,UTAH                     ,CACHE                  ,38,"643,833","1,411.91",544290,"1,193.62","39,126","53,997","6,420",35,"1,317,812","3,137.65",,,,,,,
46030,UTAH                     ,CARBON                 ,20,"345,021","1,437.59",303911.59,"1,266.30","13,319","24,543","3,248",18,"578,235","2,677.01",,,,,,,
46040,UTAH                     ,DAGGETT                ,1,0,0.00,0,0.00,0,0,0,1,"64,533","5,377.75",,,,,,,
46050,UTAH                     ,DAVIS                  ,153,"2,410,284","1,312.79",2146928.83,"1,169.35","112,458","126,271","24,626",141,"4,655,202","2,751.30",,,,,,,
46060,UTAH                     ,DUCHESNE               ,15,"341,259","1,895.88",298004,"1,655.58","15,728","23,327","4,200",14,"613,182","3,649.89",,,,,,,
46070,UTAH                     ,EMERY                  ,12,"310,302","2,154.88",274649,"1,907.28","12,029","21,193","2,431",12,"330,080","2,292.22",,,,,,,
46080,UTAH                     ,GARFIELD               ,5,"28,594",476.57,26999,449.98,0,"1,595",0,4,"127,264","2,651.33",,,,,,,
46090,UTAH                     ,GRAND                  ,2,"39,956","1,664.83",34226,"1,426.08",0,"5,730",0,1,"74,302","6,191.83",,,,,,,
46100,UTAH                     ,IRON                   ,27,"436,094","1,345.97",411772,"1,270.90",436,"23,656",230,26,"1,053,667","3,377.14",,,,,,,
46110,UTAH                     ,JUAB                   ,7,"237,570","2,828.21",216917,"2,582.35","7,992","11,155","1,506",7,"217,564","2,590.05",,,,,,,
46120,UTAH                     ,KANE                   ,7,"397,363","4,730.51",374567,"4,459.13","5,225","16,451","1,120",7,"364,907","4,344.13",,,,,,,
46130,UTAH                     ,MILLARD                ,12,"158,674","1,101.90",138240,960.00,"5,568","13,213","1,653",11,"426,067","3,227.78",,,,,,,
46140,UTAH                     ,MORGAN                 ,1,"38,008","3,167.33",35883,"2,990.25",336,"1,610",179,1,"40,860","3,405.00",,,,,,,
46150,UTAH                     ,PIUTE                  ,1,431,35.92,431,35.92,0,0,0,1,"2,278",189.83,,,,,,,
46160,UTAH                     ,RICH                   ,5,"13,177",219.62,11274,187.90,537,"1,201",165,5,"121,741","2,029.02",,,,,,,
46170,UTAH                     ,SALT LAKE              ,694,"11,149,877","1,338.84",9592080.65,"1,151.79","746,529","616,588","194,680",624,"19,499,037","2,604.04",,,,,,,
46180,UTAH                     ,SAN JUAN               ,38,"1,073,035","2,353.15",954746,"2,093.74","11,213","105,206","1,870",39,"1,639,211","3,502.59",,,,,,,
46190,UTAH                     ,SANPETE                ,9,"94,228",872.48,82331,762.32,"1,856","9,565",476,8,"236,826","2,466.94",,,,,,,
46200,UTAH                     ,SEVIER                 ,22,"130,428",494.05,115369,437.00,"4,952","8,806","1,301",21,"525,313","2,084.58",,,,,,,
46210,UTAH                     ,SUMMIT                 ,6,"237,372","3,296.83",216540,"3,007.50","8,688","10,099","2,045",6,"272,927","3,790.65",,,,,,,
46220,UTAH                     ,TOOELE                 ,34,"547,151","1,341.06",432210,"1,059.34","58,212","41,636","15,093",34,"1,158,908","2,840.46",,,,,,,
46230,UTAH                     ,UINTAH                 ,40,"1,138,949","2,372.81",1005987,"2,095.81","53,147","69,628","10,187",34,"1,147,075","2,811.46",,,,,,,
46240,UTAH                     ,UTAH                   ,220,"3,198,181","1,211.43",2833953,"1,073.47","112,662","227,469","24,097",198,"6,244,243","2,628.05",,,,,,,
46250,UTAH                     ,WASATCH                ,22,"255,465",967.67,228384,865.09,"11,193","12,624","3,264",19,"557,084","2,443.35",,,,,,,
46260,UTAH                     ,WASHINGTON             ,118,"2,506,180","1,769.90",2374474,"1,676.89","9,377","119,710","2,619",114,"4,031,690","2,947.14",,,,,,,
46270,UTAH                     ,WAYNE                  ,1,"5,812",484.33,4239,353.25,265,"1,104",204,1,"44,215","3,684.58",,,,,,,
46280,UTAH                     ,WEBER                  ,173,"3,205,254","1,543.96",2893829,"1,393.94","80,013","210,958","20,454",160,"5,578,946","2,905.70",,,,,,,
47000,VERMONT                  ,ADDISON                ,30,"476,589","1,323.86",371271,"1,031.31","59,680","29,324","16,314",30,"1,031,147","2,864.30",,,,,,,
47010,VERMONT                  ,BENNINGTON             ,40,"1,004,399","2,092.50",763404,"1,590.43","110,872","98,775","31,348",39,"1,704,029","3,641.09",,,,,,,
47020,VERMONT                  ,CALEDONIA              ,21,"516,728","2,050.51",342989,"1,361.07","124,070","32,533","17,136",19,"725,779","3,183.24",,,,,,,
47030,VERMONT                  ,CHITTENDEN             ,82,"1,462,537","1,486.32",1079175,"1,096.72","210,751","115,755","56,856",75,"2,191,580","2,435.09",,,,,,,
47040,VERMONT                  ,ESSEX                  ,6,"77,007","1,069.54",59874,831.58,"10,815","3,335","2,983",6,"241,886","3,359.53",,,,,,,
47050,VERMONT                  ,FRANKLIN               ,39,"1,172,211","2,504.72",902333,"1,928.06","146,001","88,958","34,919",37,"1,510,265","3,401.50",,,,,,,
47060,VERMONT                  ,GRAND ISLE             ,9,"83,325",771.53,52857,489.42,"16,698","9,070","4,700",6,"268,497","3,729.13",,,,,,,
47070,VERMONT                  ,LAMOILLE               ,48,"763,914","1,326.24",544305,944.97,"121,036","66,142","32,431",46,"1,425,452","2,582.34",,,,,,,
47080,VERMONT                  ,ORANGE                 ,11,"279,988","2,121.12",226235,"1,713.90","36,205","10,811","6,737",11,"384,758","2,914.83",,,,,,,
47090,VERMONT                  ,ORLEANS                ,25,"339,998","1,133.33",254389,847.96,"49,845","23,952","11,812",23,"966,393","3,501.42",,,,,,,
47100,VERMONT                  ,RUTLAND                ,56,"1,062,769","1,581.50",849608,"1,264.30","116,325","70,625","26,211",54,"1,833,710","2,829.80",,,,,,,
47110,VERMONT                  ,WASHINGTON             ,44,"1,472,945","2,789.67",1133093,"2,146.01","196,086","103,453","40,313",44,"1,845,908","3,496.04",,,,,,,
47120,VERMONT                  ,WINDHAM                ,30,"783,345","2,175.96",653345,"1,814.85","73,351","41,184","15,465",29,"1,276,653","3,668.54",,,,,,,
47130,VERMONT                  ,WINDSOR                ,47,"1,655,593","2,935.45",1218082,"2,159.72","303,213","80,451","53,847",46,"2,016,010","3,652.19",,,,,,,
48010,VIRGIN ISLANDS           ,ST  CROIX              ,134,"2,937,755","1,826.96",2778014,"1,727.62","41,766","103,825","14,150",125,"5,124,458","3,416.31",,,,,,,
48020,VIRGIN ISLANDS           ,ST  JOHN               ,108,"972,867",750.67,858858,662.70,"11,637","94,603","7,769",95,"2,525,152","2,215.05",,,,,,,
49000,VIRGINIA                 ,ACCOMACK               ,84,"2,978,305","2,954.67",2830501,"2,808.04","20,956","119,049","7,799",82,"4,446,337","4,518.64",,,,,,,
49010,VIRGINIA                 ,ALBEMARLE              ,56,"1,190,586","1,771.71",891586,"1,326.76","156,814","84,189","57,997",53,"2,111,778","3,320.41",,,,,,,
49011,VIRGINIA                 ,ALEXANDRIA CITY        ,162,"3,369,179","1,733.12",3036001.79,"1,561.73","80,927","221,298","30,951",149,"6,214,583","3,475.72",,,,,,,
49020,VIRGINIA                 ,ALLEGHANY              ,5,"98,204","1,636.73",92329,"1,538.82",990,"4,493",392,5,"177,137","2,952.28",,,,,,,
49030,VIRGINIA                 ,AMELIA                 ,16,"797,572","4,154.02",657161,"3,422.71","52,919","67,477","20,015",16,"788,743","4,108.04",,,,,,,
49040,VIRGINIA                 ,AMHERST                ,70,"1,359,990","1,619.04",1198312,"1,426.56","40,359","107,213","14,106",68,"2,523,910","3,093.03",,,,,,,
49050,VIRGINIA                 ,APPOMATTOX             ,27,"420,743","1,298.59",330879,"1,021.23","34,315","41,455","14,094",25,"1,033,600","3,445.33",,,,,,,
49060,VIRGINIA                 ,ARLINGTON              ,118,"3,417,848","2,413.73",3126480.93,"2,207.97","105,238","140,599","45,530",104,"4,672,209","3,743.76",,,,,,,
49070,VIRGINIA                 ,AUGUSTA                ,53,"1,255,313","1,973.76",1185375,"1,863.80","23,860","40,556","5,522",51,"1,607,706","2,626.97",,,,,,,
49080,VIRGINIA                 ,BATH                   ,5,"3,369",56.15,3369,56.15,0,0,0,5,"177,898","2,964.97",,,,,,,
49088,VIRGINIA                 ,BEDFORD CITY           ,36,"722,429","1,672.29",642690,"1,487.71","20,234","50,595","8,910",35,"1,385,372","3,298.50",,,,,,,
49090,VIRGINIA                 ,BEDFORD                ,70,"1,570,319","1,869.43",1353125,"1,610.86","57,714","126,316","33,164",67,"2,429,525","3,021.80",,,,,,,
49100,VIRGINIA                 ,BLAND                  ,10,"345,594","2,879.95",284074,"2,367.28","21,420","33,490","6,610",9,"728,892","6,749.00",,,,,,,
49110,VIRGINIA                 ,BOTETOURT              ,25,"387,168","1,290.56",355915,"1,186.38","7,555","19,774","3,924",24,"724,596","2,515.96",,,,,,,
49111,VIRGINIA                 ,BRISTOL CITY           ,18,"181,528",840.41,157752,730.33,"7,530","12,370","3,876",18,"630,767","2,920.22",,,,,,,
49120,VIRGINIA                 ,BRUNSWICK              ,56,"1,294,528","1,926.38",1069942,"1,592.18","81,272","116,365","26,949",53,"1,785,208","2,806.93",,,,,,,
49130,VIRGINIA                 ,BUCHANAN               ,20,"363,724","1,515.52",313178,"1,304.91","18,096","22,211","10,239",20,"593,007","2,470.86",,,,,,,
49140,VIRGINIA                 ,BUCKINGHAM             ,17,"525,868","2,577.78",431376,"2,114.59","47,607","33,040","13,845",17,"947,436","4,644.29",,,,,,,
49141,VIRGINIA                 ,BUENA VISTA CITY       ,13,"405,064","2,596.56",342568,"2,195.95","25,965","26,532","9,999",12,"504,501","3,503.48",,,,,,,
49150,VIRGINIA                 ,CAMPBELL               ,112,"1,729,051","1,286.50",1523295,"1,133.40","43,855","142,568","19,333",106,"3,812,879","2,997.55",,,,,,,
49160,VIRGINIA                 ,CAROLINE               ,61,"1,251,505","1,709.71",1155532,"1,578.60","23,357","60,759","11,857",55,"2,313,467","3,505.25",,,,,,,
49170,VIRGINIA                 ,CARROLL                ,19,"561,224","2,461.51",460878,"2,021.39","36,045","47,081","17,220",18,"686,243","3,177.05",,,,,,,
49180,VIRGINIA                 ,CHARLES CITY           ,26,"623,241","1,997.57",516518,"1,655.51","44,758","47,867","14,098",22,"920,024","3,484.94",,,,,,,
49190,VIRGINIA                 ,CHARLOTTE              ,36,"887,250","2,053.82",791504,"1,832.19","17,745","70,389","7,612",36,"1,297,294","3,003.00",,,,,,,
49191,VIRGINIA                 ,CHARLOTTESVILLE CITY   ,101,"2,916,063","2,405.99",2082644.41,"1,718.35","454,145","229,702","149,572",96,"3,554,735","3,085.71",,,,,,,
49194,VIRGINIA                 ,CHESAPEAKE CITY        ,381,"5,838,934","1,277.11",5163921,"1,129.47","164,897","447,303","62,813",355,"14,167,486","3,325.70",,,,,,,
49200,VIRGINIA                 ,CHESTERFIELD           ,294,"7,166,334","2,031.27",6174140.39,"1,750.04","349,848","522,098","120,248",280,"10,392,975","3,093.15",,,,,,,
49210,VIRGINIA                 ,CLARKE                 ,9,"69,798",646.28,65441,605.94,569,"3,627",161,8,"289,488","3,015.50",,,,,,,
49212,VIRGINIA                 ,COLONIAL HEIGHTS CITY  ,35,"467,379","1,112.81",421123,"1,002.67","6,736","36,666","2,854",31,"1,171,170","3,148.31",,,,,,,
49213,VIRGINIA                 ,COVINGTON CITY         ,32,"894,130","2,328.46",813645,"2,118.87","19,508","54,157","6,820",32,"1,458,299","3,797.65",,,,,,,
49220,VIRGINIA                 ,CRAIG                  ,5,"76,623","1,277.05",48696,811.60,"15,391","8,028","4,508",5,"194,938","3,248.97",,,,,,,
49230,VIRGINIA                 ,CULPEPER               ,79,"1,879,290","1,982.37",1501259,"1,583.61","180,150","148,931","48,950",73,"3,155,093","3,601.70",,,,,,,
