"DISABLED -- 2011 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE BENEFICIARIES ENROLLED IN PARTS A AND/OR B, PUERTO RICO BENEFICIARIES ENROLLED IN BOTH PARTS A AND B ONLY, REIMBURSEMENTS FOR HOSPICE AND COST CONTRATCS EXCLUDED",,,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA,AGED & DBLD MEAN RISK SCORES
04040,ARKANSAS,BOONE,1759,4390169,207.99,3795208,179.80,115605,446783,32571,1544,"5,327,094",287.52,0.923
04050,ARKANSAS,BRADLEY,537,1466142,227.52,1340808,208.07,22216,90814,12302,506,"2,261,508",372.45,1.040
04060,ARKANSAS,CALHOUN,219,776265,295.38,690430,262.72,16562,60975,8297,201,"767,966",318.39,0.954
04070,ARKANSAS,CARROLL,840,2139076,212.21,1979364,196.37,29365,117832,12514,742,"2,299,745",258.28,0.846
04080,ARKANSAS,CHICOT,591,1965205,277.10,1795510,253.17,16168,141357,12169,559,"1,977,086",294.74,0.951
04090,ARKANSAS,CLARK,718,1651415,191.67,1477696,171.51,23383,133793,16542,660,"2,230,283",281.6,0.941
04100,ARKANSAS,CLAY,776,2218069,238.19,1887061,202.65,37244,277762,16000,700,"2,526,241",300.74,0.935
04110,ARKANSAS,CLEBURNE,1087,2442045,187.22,2172999,166.59,37805,213574,17665,997,"3,641,985",304.41,0.911
04120,ARKANSAS,CLEVELAND,345,725718,175.29,632333,152.74,13925,67154,12304,322,"1,138,616",294.67,0.945
04130,ARKANSAS,COLUMBIA,1059,3314488,260.82,3002897,236.30,44437,249992,17162,995,"3,002,926",251.5,0.955
04140,ARKANSAS,CONWAY,1054,2426739,191.87,2225596,175.96,23984,164076,13081,952,"3,870,724",338.82,0.931
04150,ARKANSAS,CRAIGHEAD,3722,11916256,266.80,10314580,230.94,236567,1257082,108025,3421,"12,806,274",311.95,0.921
04160,ARKANSAS,CRAWFORD,2048,5306682,215.93,4704938,191.44,81326,490462,29954,1773,"5,935,362",278.97,0.940
04170,ARKANSAS,CRITTENDEN,1788,6466202.55,301.37,5277536.79,245.97,220478,855025,117681,1605,"5,462,692",283.63,1.035
04180,ARKANSAS,CROSS,642,2263854,293.85,2018217,261.97,33343,197783,14510,587,"2,096,775",297.67,0.931
04190,ARKANSAS,DALLAS,347,851780,204.56,774768,186.06,11448,56129,9434,318,"1,557,380",408.12,0.946
04200,ARKANSAS,DESHA,548,1806577,274.72,1568247,238.48,51752,152059,34519,498,"2,025,242",338.9,0.969
04210,ARKANSAS,DREW,697,2543226,304.07,2293602,274.22,33386,197754,18482,653,"2,960,384",377.79,0.975
04220,ARKANSAS,FAULKNER,3117,6604141.65,176.56,5794518.03,154.92,143525,574886,92044,2745,"9,393,541",285.17,0.895
04230,ARKANSAS,FRANKLIN,630,1362307,180.20,1239282,163.93,15073,100134,7817,561,"1,503,102",223.28,0.898
04240,ARKANSAS,FULTON,659,1482781,187.50,1282187,162.14,28451,163753,8388,596,"2,080,219",290.86,0.927
04250,ARKANSAS,GARLAND,3740,13572210.43,302.41,12391988.82,276.11,134282,966607,79569,3354,"13,499,916",335.42,0.947
04260,ARKANSAS,GRANT,531,1150212,180.51,1033832,162.25,10146,98765,7468,470,"1,873,071",332.1,0.943
04270,ARKANSAS,GREENE,1833,5109896,232.31,4424354,201.14,66614,584631,34296,1695,"5,995,214",294.75,0.963
04280,ARKANSAS,HEMPSTEAD,693,2131736,256.34,1881426,226.24,50324,187498,12486,644,"2,090,346",270.49,0.985
04290,ARKANSAS,HOT SPRING,1251,4793523,319.31,4375903,291.49,45934,341025,30660,1147,"4,296,735",312.17,0.974
04300,ARKANSAS,HOWARD,589,1175658,166.34,1023359,144.79,27958,111310,13030,547,"1,724,101",262.66,0.945
04310,ARKANSAS,INDEPENDENCE,1813,6568089,301.90,5574789,256.24,83721,862273,47305,1667,"7,231,995",361.53,1.009
04320,ARKANSAS,IZARD,754,1642815,181.57,1477500,163.30,17052,141704,6557,698,"2,619,833",312.78,0.928
04330,ARKANSAS,JACKSON,831,3706067,371.65,3155073,316.39,104312,409389,37292,780,"3,799,692",405.95,1.039
04340,ARKANSAS,JEFFERSON,3122,8744068,233.40,7454530,198.98,218549,903401,167587,2788,"9,408,392",281.22,0.971
04350,ARKANSAS,JOHNSON,965,1981261,171.09,1727365,149.17,34006,202757,17131,868,"2,525,772",242.49,0.875
04360,ARKANSAS,LAFAYETTE,322,1014849,262.64,912746,236.22,13540,84338,4223,300,"1,098,558",305.16,0.969
04370,ARKANSAS,LAWRENCE,999,2819646,235.21,2477345,206.65,57267,262635,22397,932,"3,729,632",333.48,0.901
04380,ARKANSAS,LEE,310,1029101,276.64,890947,239.50,24761,99035,14356,287,"1,012,522",294,1.003
04390,ARKANSAS,LINCOLN,424,1042061,204.81,878327,172.63,30213,111705,21814,379,"1,353,082",297.51,0.992
04400,ARKANSAS,LITTLE RIVER,511,1946538,317.44,1712039,279.20,35317,184388,14793,468,"1,993,278",354.93,1.013
04410,ARKANSAS,LOGAN,1003,2410427,200.27,2196406,182.49,36299,162557,15164,912,"2,720,826",248.61,0.870
04420,ARKANSAS,LONOKE,2015,5519497,228.27,4939304,204.27,101810,407478,70904,1767,"6,874,651",324.21,0.954
04430,ARKANSAS,MADISON,771,1755788,189.77,1563835,169.03,45369,126876,19706,686,"2,176,890",264.44,0.867
04440,ARKANSAS,MARION,810,1675364,172.36,1525136,156.91,28607,111022,10598,712,"2,016,200",235.98,0.903
04450,ARKANSAS,MILLER,1373,4486256,272.29,4028568,244.51,51164,382851,23673,1239,"4,533,496",304.92,1.023
04460,ARKANSAS,MISSISSIPPI,2091,6945524.28,276.80,5938358.97,236.66,119822,844287,43232,1908,"6,189,260",270.32,0.975
04470,ARKANSAS,MONROE,359,763895,177.32,655791,152.23,16907,81376,9820,327,"1,129,952",287.96,0.964
04480,ARKANSAS,MONTGOMERY,361,592984,136.88,533490,123.15,3352,53942,2198,325,"993,639",254.78,0.901
04490,ARKANSAS,NEVADA,416,1694258,339.39,1558482,312.20,24384,99329,12062,379,"1,335,644",293.68,1.044
04500,ARKANSAS,NEWTON,430,529295,102.58,468006,90.70,10561,45998,4728,384,"972,126",210.96,0.839
04510,ARKANSAS,OUACHITA,1279,3110734,202.68,2820431,183.77,32437,238844,19020,1165,"3,737,171",267.32,0.958
04520,ARKANSAS,PERRY,459,1376494,249.91,1133955,205.87,65271,148603,28664,406,"1,559,582",320.11,0.968
04530,ARKANSAS,PHILLIPS,820,2080024,211.38,1813016,184.25,36972,214824,15210,768,"2,345,613",254.52,0.959
04540,ARKANSAS,PIKE,441,1070129,202.22,972802,183.83,11645,78800,6880,400,"1,345,139",280.24,0.902
04550,ARKANSAS,POINSETT,1270,4326184,283.87,3780292,248.05,73356,434138,38396,1183,"4,638,071",326.72,1.033
04560,ARKANSAS,POLK,870,2495471,239.03,2301104,220.41,24587,154245,15532,790,"2,907,214",306.67,0.899
04570,ARKANSAS,POPE,2378,6753603,236.67,5889171,206.38,122457,675466,66507,2173,"7,041,032",270.02,0.913
04580,ARKANSAS,PRAIRIE,372,1219187,273.12,1061800,237.86,26259,114898,16229,335,"1,204,881",299.72,1.027
04590,ARKANSAS,PULASKI,13684,43767522.67,266.54,37376469.26,227.62,1339749,4151735,903592,11858,"44,834,957",315.08,0.965
04600,ARKANSAS,RANDOLPH,788,2134678,225.75,1880594,198.88,47134,190587,16362,717,"2,289,769",266.13,0.894
04610,ARKANSAS,ST  FRANCIS,1169,3427666,244.34,2985440,212.82,85051,324242,32931,1091,"3,187,440",243.46,0.945
04620,ARKANSAS,SALINE,1804,6742943,311.48,5981684,276.32,141605,532286,87366,1586,"6,100,838",320.56,0.954
04630,ARKANSAS,SCOTT,489,1510099,257.34,1367643,233.07,20936,113811,7707,435,"1,262,023",241.77,0.890
04640,ARKANSAS,SEARCY,477,1172587,204.85,1060166,185.21,17036,87053,8330,443,"1,336,104",251.34,0.958
04650,ARKANSAS,SEBASTIAN,4216,13015864.51,257.27,11711951.4,231.50,174297,1061226,69077,3671,"12,765,535",289.78,0.945
04660,ARKANSAS,SEVIER,484,1714331,295.17,1540797,265.29,23497,137893,12143,453,"2,037,629",374.84,1.025
04670,ARKANSAS,SHARP,1062,3560272,279.37,3099225,243.19,27104,417915,16026,970,"4,561,872",391.91,0.984
04680,ARKANSAS,STONE,658,1994244,252.56,1794138,227.22,23438,165328,11338,608,"2,682,061",367.61,0.948
04690,ARKANSAS,UNION,2244,6816544,253.14,6058977,225.01,145921,540067,71577,2088,"6,553,748",261.56,0.918
04700,ARKANSAS,VAN BUREN,760,1253885,137.49,1065781,116.86,46649,117317,24136,674,"2,459,268",304.06,0.905
04710,ARKANSAS,WASHINGTON,4762,14431931,252.55,13260112,232.05,208981,863207,99629,4100,"14,668,202",298.13,0.908
04720,ARKANSAS,WHITE,3013,10197664.84,282.05,9100019.74,251.69,121878,918011,60117,2707,"10,807,415",332.7,0.979
04730,ARKANSAS,WOODRUFF,383,1621442,352.79,1455094,316.60,6907,153174,6265,357,"1,621,619",378.53,1.050
04740,ARKANSAS,YELL,975,3445060,294.45,3129399,267.47,38404,252113,25142,885,"3,125,636",294.32,1.009
