"ESRD -- 2011 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE, BENEFICIARIES ENROLLED IN PARTS A AND/OR B, REIMBURSEMENTS FOR HOSPICE AND COST CONTRACTS EXCLUDED",,,,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA,,
04720,ARKANSAS,WHITE,78,"1,463,014","1,563.05","1,319,758","1,410.00","5,900","133,686","3,669",74,"2,165,414","2,438.53",,
04730,ARKANSAS,WOODRUFF,15,"429,817","2,387.87","390,432","2,169.07",615,"38,428",340,15,"658,369","3,657.61",,
04740,ARKANSAS,YELL,25,"249,318",831.06,"226,391",754.64,59,"22,849",17,25,"685,603","2,285.34",,
05000,CALIFORNIA,ALAMEDA,"1,541","56,990,389","3,081.89","47,527,505","2,570.17","1,243,549","7,725,288","547,431","1,377","69,354,466","4,197.20",,
05010,CALIFORNIA,ALPINE,3,"29,504",819.56,"29,504",819.56,0,0,0,3,"89,604","2,489.00",,
05020,CALIFORNIA,AMADOR,14,"499,313","2,972.10","389,889","2,320.77","38,710","64,803","5,910",14,"499,574","2,973.65",,
05030,CALIFORNIA,BUTTE,289,"7,141,739","2,059.32","6,332,284","1,825.92","97,511","686,427","25,516",276,"10,780,514","3,254.99",,
05040,CALIFORNIA,CALAVERAS,49,"823,753","1,400.94","703,148","1,195.83","13,639","103,805","3,160",44,"1,336,489","2,531.23",,
05050,CALIFORNIA,COLUSA,26,"502,009","1,609.00","423,434","1,357.16","12,077","63,271","3,225",24,"938,656","3,259.22",,
05060,CALIFORNIA,CONTRA COSTA,962,"29,002,270","2,512.32","26,057,361","2,257.22","349,219","2,418,130","183,716",868,"42,669,607","4,096.54",,
05070,CALIFORNIA,DEL NORTE,17,"76,915",377.03,"68,140",334.02,281,"8,388",105,17,"513,564","2,517.47",,
05080,CALIFORNIA,EL DORADO,119,"3,696,789","2,588.79","3,280,657","2,297.38","124,541","267,178","24,411",110,"4,020,286","3,045.67",,
05090,CALIFORNIA,FRESNO,"1,112","30,615,174","2,294.30","24,091,897","1,805.45","1,087,652","5,113,177","322,446","1,047","45,468,884","3,618.98",,
05100,CALIFORNIA,GLENN,37,"1,052,357","2,370.17","981,750","2,211.15","2,140","67,985",480,36,"1,641,355","3,799.43",,
05110,CALIFORNIA,HUMBOLDT,107,"1,593,103","1,240.73","1,416,561","1,103.24","17,315","155,315","3,910",102,"3,527,938","2,882.30",,
05120,CALIFORNIA,IMPERIAL,453,"10,860,796","1,997.94","8,883,220","1,634.15","202,868","1,738,891","35,816",441,"17,889,441","3,380.47",,
05130,CALIFORNIA,INYO,15,"288,144","1,600.80","251,549","1,397.49","14,001","17,132","5,461",15,"981,936","5,455.20",,
05140,CALIFORNIA,KERN,980,"31,934,904","2,715.55","27,023,689","2,297.93","573,329","4,185,393","152,492",936,"41,764,412","3,718.34",,
05150,CALIFORNIA,KINGS,172,"5,333,432","2,584.03","4,448,745","2,155.40","70,374","791,675","22,637",167,"6,837,557","3,411.95",,
05160,CALIFORNIA,LAKE,96,"3,496,230","3,034.92","3,086,126","2,678.93","24,154","379,041","6,907",94,"4,004,303","3,549.91",,
05170,CALIFORNIA,LASSEN,11,"506,225","3,835.04","428,825","3,248.67","26,018","46,892","4,488",11,"496,150","3,758.71",,
05200,CALIFORNIA,LOS ANGELES,"11,163","406,155,621","3,032.01","324,064,629","2,419.19","11,113,066","67,042,101","3,935,823","10,326","539,280,267","4,352.12",,
05300,CALIFORNIA,MADERA,176,"4,323,957","2,047.33","3,582,412","1,696.22","117,584","584,729","39,230",167,"6,237,893","3,112.72",,
05310,CALIFORNIA,MARIN,113,"4,617,425","3,405.18","4,199,458","3,096.95","128,029","258,925","31,012",101,"5,079,934","4,191.36",,
05320,CALIFORNIA,MARIPOSA,9,"232,568","2,153.41","204,149","1,890.27","3,616","23,473","1,328",8,"248,658","2,590.19",,
05330,CALIFORNIA,MENDOCINO,108,"2,057,169","1,587.32","1,675,987","1,293.20","88,623","263,678","28,879",107,"4,430,506","3,450.55",,
05340,CALIFORNIA,MERCED,393,"9,109,366","1,931.59","7,295,374","1,546.94","363,531","1,328,082","122,376",368,"14,371,612","3,254.44",,
05350,CALIFORNIA,MODOC,6,"348,838","4,844.97","333,692","4,634.61","1,531","13,298",316,5,"246,620","4,110.33",,
05360,CALIFORNIA,MONO,11,"157,334","1,191.92","146,193","1,107.52","2,994","7,335",811,11,"455,057","3,447.40",,
05370,CALIFORNIA,MONTEREY,476,"14,069,277","2,463.11","12,556,896","2,198.34","333,953","1,106,906","71,520",453,"18,915,291","3,479.63",,
05380,CALIFORNIA,NAPA,107,"3,510,161","2,733.77","3,159,673","2,460.80","81,597","251,998","17,110",98,"4,336,387","3,687.40",,
05390,CALIFORNIA,NEVADA,81,"1,679,780","1,728.17","1,508,790","1,552.25","39,906","120,414","10,669",77,"2,641,697","2,858.98",,
05400,CALIFORNIA,ORANGE,"2,345","77,845,095","2,766.35","66,336,167","2,357.36","1,610,191","9,446,434","452,302","2,153","102,619,675","3,971.96",,
05410,CALIFORNIA,PLACER,246,"5,384,449","1,824.00","4,804,865","1,627.66","162,198","380,381","38,588",225,"8,430,759","3,122.50",,
05420,CALIFORNIA,PLUMAS,19,"511,329","2,242.67","478,254","2,097.61",877,"30,160","2,036",17,"420,064","2,059.14",,
05430,CALIFORNIA,RIVERSIDE,"1,777","50,291,843","2,358.46","42,406,422","1,988.67","1,040,834","6,530,498","314,088","1,607","63,550,226","3,295.49",,
05440,CALIFORNIA,SACRAMENTO,"1,443","40,930,284","2,363.73","32,133,152","1,855.69","2,679,332","5,462,782","666,716","1,291","55,898,891","3,608.24",,
05450,CALIFORNIA,SAN BENITO,46,"1,165,830","2,112.01","1,016,264","1,841.06","18,226","110,355","20,985",42,"1,833,183","3,637.27",,
05460,CALIFORNIA,SAN BERNARDINO,"2,007","58,659,565","2,435.62","46,825,392","1,944.25","1,835,308","9,380,959","633,754","1,832","73,211,586","3,330.22",,
05470,CALIFORNIA,SAN DIEGO,"2,608","78,276,573","2,501.17","66,633,553","2,129.14","1,999,197","9,039,464","604,358","2,397","106,640,736","3,707.44",,
05480,CALIFORNIA,SAN FRANCISCO,739,"26,993,740","3,043.95","20,683,158","2,332.34","2,258,141","3,153,770","898,670",668,"33,554,860","4,185.99",,
05490,CALIFORNIA,SAN JOAQUIN,866,"21,044,309","2,025.05","17,501,207","1,684.10","541,957","2,880,764","141,002",811,"32,888,197","3,379.39",,
05500,CALIFORNIA,SAN LUIS OBISPO,209,"3,916,980","1,561.79","3,571,962","1,424.23","73,319","255,506","16,191",196,"7,317,727","3,111.28",,
05510,CALIFORNIA,SAN MATEO,717,"22,566,600","2,622.80","20,220,378","2,350.11","806,026","1,310,407","229,788",644,"29,886,612","3,867.32",,
05520,CALIFORNIA,SANTA BARBARA,392,"9,847,182","2,093.36","8,441,921","1,794.63","462,239","837,840","105,180",363,"14,166,820","3,252.25",,
05530,CALIFORNIA,SANTA CLARA,"1,484","45,253,520","2,541.19","36,492,986","2,049.25","1,779,709","6,362,524","623,909","1,351","66,946,531","4,129.44",,
05540,CALIFORNIA,SANTA CRUZ,254,"5,984,774","1,963.51","5,104,080","1,674.57","182,172","670,566","27,953",235,"9,488,636","3,364.76",,
05550,CALIFORNIA,SHASTA,198,"6,025,180","2,535.85","5,427,440","2,284.28","105,361","470,791","21,586",191,"7,641,230","3,333.87",,
05560,CALIFORNIA,SIERRA,3,"45,793","1,272.03","43,117","1,197.69",402,"2,053",220,3,"118,718","3,297.72",,
05570,CALIFORNIA,SISKIYOU,42,"573,841","1,138.57","516,717","1,025.23","6,777","48,437","1,910",42,"1,481,575","2,939.63",,
05580,CALIFORNIA,SOLANO,495,"15,472,204","2,604.75","13,134,355","2,211.17","303,856","1,953,425","87,478",442,"18,703,662","3,526.33",,
05590,CALIFORNIA,SONOMA,402,"10,223,945","2,119.39","8,973,748","1,860.23","308,667","842,567","98,962",359,"16,011,784","3,716.76",,
05600,CALIFORNIA,STANISLAUS,635,"15,426,903","2,024.53","12,832,001","1,683.99","373,876","2,168,460","52,564",596,"23,333,173","3,262.47",,
05610,CALIFORNIA,SUTTER,137,"4,540,051","2,761.59","3,951,290","2,403.46","77,296","500,254","11,209",135,"4,706,577","2,905.29",,
05620,CALIFORNIA,TEHAMA,67,"1,689,785","2,101.72","1,512,382","1,881.07","38,656","130,498","8,248",65,"2,470,103","3,166.80",,
05630,CALIFORNIA,TRINITY,24,"598,340","2,077.57","538,119","1,868.47","7,384","50,924","1,911",23,"879,311","3,185.91",,
05640,CALIFORNIA,TULARE,673,"18,664,002","2,311.05","15,397,890","1,906.62","290,152","2,911,296","64,662",649,"26,281,733","3,374.64",,
05650,CALIFORNIA,TUOLUMNE,62,"1,583,403","2,128.23","1,348,015","1,811.85","32,410","194,272","8,705",60,"2,316,552","3,217.43",,
05660,CALIFORNIA,VENTURA,908,"23,969,000","2,199.80","21,170,350","1,942.95","610,758","1,995,861","194,770",863,"37,354,525","3,607.04",,
05670,CALIFORNIA,YOLO,141,"3,810,297","2,251.95","3,195,332","1,888.49","154,041","424,595","36,328",133,"5,488,617","3,438.98",,
05680,CALIFORNIA,YUBA,89,"4,837,347","4,529.35","4,283,460","4,010.73","31,837","514,154","7,894",81,"3,359,538","3,456.31",,
06000,COLORADO,ADAMS,355,"7,344,144","1,723.98","6,214,912","1,458.90","447,995","568,674","122,095",326,"11,269,236","2,880.68",,
06010,COLORADO,ALAMOSA,22,"314,508","1,191.32","285,544","1,081.61","1,521","26,568",874,22,"593,029","2,246.32",,
06020,COLORADO,ARAPAHOE,442,"8,350,463","1,574.37","7,108,791","1,340.27","512,184","557,939","177,940",408,"13,839,381","2,826.67",,
06030,COLORADO,ARCHULETA,4,"71,907","1,498.06","68,743","1,432.15",0,"3,163",0,4,"114,838","2,392.46",,
06040,COLORADO,BACA,3,"159,194","4,422.06","151,897","4,219.36","1,372","5,663",261,3,"136,362","3,787.83",,
06050,COLORADO,BENT,4,"17,223",358.81,"14,966",311.79,0,"2,257",0,3,"99,394","2,760.96",,
06060,COLORADO,BOULDER,161,"2,820,016","1,459.64","2,644,103","1,368.58","62,372","97,396","16,143",148,"4,745,939","2,672.26",,
06070,COLORADO,CHAFFEE,5,"28,457",474.28,"27,457",457.62,0,"1,000",0,4,"173,910","3,623.13",,
06080,COLORADO,CHEYENNE,1,0,0.00,0,0.00,0,0,0,1,"31,012","2,584.33",,
06090,COLORADO,CLEAR CREEK,1,0,0.00,0,0.00,0,0,0,1,"51,627","4,302.25",,
06100,COLORADO,CONEJOS,15,"218,498","1,213.88","204,223","1,134.57",703,"12,995",575,14,"566,850","3,374.11",,
06110,COLORADO,COSTILLA,6,"58,480",812.22,"56,752",788.22,204,"1,482",40,6,"171,045","2,375.63",,
06120,COLORADO,CROWLEY,8,"40,045",417.14,"30,331",315.95,"4,650","4,133",930,8,"167,200","1,741.67",,
06130,COLORADO,CUSTER,1,0,0.00,0,0.00,0,0,0,1,"12,069","1,005.75",,
06140,COLORADO,DELTA,14,"138,407",823.85,"127,565",759.31,"2,268","8,930","1,225",11,"409,223","3,100.18",,
06150,COLORADO,DENVER,583,"13,064,327","1,867.40","10,434,237","1,491.46","983,123","1,289,532","361,028",533,"20,212,568","3,160.19",,
06160,COLORADO,DOLORES,4,"49,721","1,035.85","46,170",961.88,"1,880","1,277",392,4,"121,504","2,531.33",,
06170,COLORADO,DOUGLAS,46,"885,957","1,604.99","857,394","1,553.25","4,278","20,633","3,651",43,"1,344,491","2,605.60",,
06180,COLORADO,EAGLE,3,"69,872","1,940.89","66,128","1,836.89","2,248","6,818","1,049",2,"137,167","5,715.28",,
06190,COLORADO,ELBERT,12,"470,979","3,270.69","388,113","2,695.23","45,585","32,551","4,729",12,"382,615","2,657.05",,
06200,COLORADO,EL PASO,455,"9,259,044","1,695.80","8,364,606","1,531.98","196,788","663,361","34,287",431,"13,785,722","2,665.45",,
06210,COLORADO,FREMONT,40,"381,197",794.16,"350,026",729.22,"7,613","19,732","3,824",35,"1,085,993","2,585.70",,
06220,COLORADO,GARFIELD,6,"95,097","1,320.80","70,914",984.92,"12,686","16,145","4,894",5,"151,490","2,524.83",,
06230,COLORADO,GILPIN,1,"34,239","2,853.25","32,799","2,733.25",0,"1,439",0,1,"9,089",757.42,,
06240,COLORADO,GRAND,4,"60,762","1,265.88","58,769","1,224.35",0,"1,993",0,3,"51,048","1,418.00",,
06250,COLORADO,GUNNISON,1,"40,483","3,373.58","35,983","2,998.58","1,038","2,797",664,1,"41,930","3,494.17",,
06260,COLORADO,HINSDALE,1,0,0.00,0,0.00,0,0,0,1,84,7.00,,
06270,COLORADO,HUERFANO,10,"101,875",848.96,"94,345",786.21,"1,795","4,426","1,306",10,"342,561","2,854.68",,
06280,COLORADO,JACKSON,1,"4,202",350.17,"3,689",307.42,185,231,95,1,"23,633","1,969.42",,
06290,COLORADO,JEFFERSON,319,"6,358,761","1,661.12","5,771,168","1,507.62","207,252","318,979","61,972",296,"9,696,069","2,729.75",,
06300,COLORADO,KIOWA,1,"88,861","7,405.08","82,637","6,886.42",163,"6,018",40,1,"77,332","6,444.33",,
06310,COLORADO,KIT CARSON,4,"74,434","1,550.71","69,997","1,458.27",491,"3,743",202,4,"131,189","2,733.10",,
06320,COLORADO,LAKE,4,"145,977","3,041.19","129,679","2,701.65","5,731","9,174","1,391",4,"170,635","3,554.90",,
06330,COLORADO,LA PLATA,31,"614,555","1,652.03","582,638","1,566.23","5,403","28,870","1,338",28,"1,056,351","3,143.90",,
06340,COLORADO,LARIMER,163,"3,479,053","1,778.66","3,154,097","1,612.52","155,212","146,426","23,317",156,"5,294,283","2,828.14",,
06350,COLORADO,LAS ANIMAS,19,"245,913","1,078.57","218,934",960.24,"2,603","24,287","1,568",18,"664,207","3,075.03",,
06360,COLORADO,LINCOLN,1,"43,431","3,619.25","42,111","3,509.25",0,"1,320",0,1,"32,361","2,696.75",,
06370,COLORADO,LOGAN,17,"405,107","1,985.82","385,370","1,889.07","6,239","12,138","1,359",16,"639,017","3,328.21",,
06380,COLORADO,MESA,106,"1,588,518","1,248.84","1,392,008","1,094.35","67,941","132,661","27,145",95,"3,070,510","2,693.43",,
06390,COLORADO,MINERAL,1,0,0.00,0,0.00,0,0,0,1,"17,369","1,447.42",,
06400,COLORADO,MOFFAT,6,"102,742","1,426.97","88,777","1,233.01","5,054","7,375","1,534",5,"296,888","4,948.13",,
06410,COLORADO,MONTEZUMA,46,"664,127","1,203.13","606,381","1,098.52","1,619","55,497","1,219",45,"1,433,370","2,654.39",,
06420,COLORADO,MONTROSE,41,"312,440",635.04,"283,943",577.12,"6,421","19,906","3,732",40,"1,083,329","2,256.94",,
06430,COLORADO,MORGAN,25,"583,769","1,945.90","528,863","1,762.88","11,848","40,399","2,658",23,"790,372","2,863.67",,
06440,COLORADO,OTERO,33,"424,305","1,071.48","363,986",919.16,"17,706","35,911","6,700",33,"1,016,848","2,567.80",,
06450,COLORADO,OURAY,1,0,0.00,0,0.00,0,0,0,1,"35,851","2,987.58",,
06460,COLORADO,PARK,2,"53,368","2,223.67","41,945","1,747.71","2,159","7,524","1,739",2,"53,811","2,242.13",,
06470,COLORADO,PHILLIPS,4,"32,210",671.04,"32,210",671.04,0,0,0,3,"94,863","2,635.08",,
06480,COLORADO,PITKIN,2,"120,885","5,036.88","96,720","4,030.00","10,228","12,250","1,686",1,"77,626","6,468.86",,
06490,COLORADO,PROWERS,23,"502,894","1,822.08","431,688","1,564.09","24,465","42,605","4,133",23,"885,590","3,208.66",,
06500,COLORADO,PUEBLO,213,"3,659,949","1,431.90","3,312,209","1,295.86","59,143","271,068","25,139",204,"7,305,959","2,984.46",,
06510,COLORADO,RIO BLANCO,4,"16,306",339.71,"14,880",310.00,328,932,166,4,"81,324","1,694.25",,
06520,COLORADO,RIO GRANDE,13,"124,796",799.97,"115,313",739.19,214,"9,006",261,12,"457,411","3,176.47",,
06530,COLORADO,ROUTT,6,"48,075",667.71,"32,060",445.28,"9,508","5,646",860,6,"235,713","3,273.79",,
06540,COLORADO,SAGUACHE,3,"22,866",635.17,"19,758",548.83,287,"2,559",261,3,"157,528","4,375.78",,
06550,COLORADO,SAN JUAN,1,0,0.00,0,0.00,0,0,0,1,0,0.00,,
06560,COLORADO,SAN MIGUEL,1,"84,837","7,069.75","79,139","6,594.92","1,396","3,969",332,1,"38,730","3,227.50",,
06570,COLORADO,SEDGWICK,1,0,0.00,0,0.00,0,0,0,1,0,0.00,,
06580,COLORADO,SUMMIT,1,"28,190","2,349.17","21,554","1,796.17",863,"5,201",571,1,"9,204",767.00,,
06590,COLORADO,TELLER,10,"329,214","2,743.45","299,662","2,497.18","11,354","17,300",896,10,"291,535","2,429.46",,
06600,COLORADO,WASHINGTON,1,0,0.00,0,0.00,0,0,0,1,"1,379",114.92,,
06610,COLORADO,WELD,175,"4,739,058","2,256.69","4,261,941","2,029.50","149,404","276,221","52,011",168,"5,630,770","2,793.04",,
06620,COLORADO,YUMA,2,"19,025",792.71,"17,748",739.50,525,656,95,2,"91,376","3,807.33",,
06630,COLORADO,BROOMFIELD,36,"677,779","1,568.93","587,671","1,360.35","38,527","42,123","9,456",32,"1,157,846","3,015.22",,
07000,CONNECTICUT,FAIRFIELD,904,"25,900,890","2,387.62","21,866,497","2,015.72","2,048,368","1,304,328","681,696",845,"36,518,220","3,601.40",,
07010,CONNECTICUT,HARTFORD,"1,134","33,911,559","2,492.03","28,019,871","2,059.07","3,213,590","1,848,773","829,324","1,081","45,432,835","3,502.38",,
07020,CONNECTICUT,LITCHFIELD,149,"3,302,385","1,846.97","2,929,299","1,638.31","183,740","144,542","44,803",140,"5,202,197","3,096.55",,
07030,CONNECTICUT,MIDDLESEX,143,"3,514,088","2,047.84","3,157,605","1,840.10","207,835","78,026","70,621",137,"5,801,712","3,529.02",,
07040,CONNECTICUT,NEW HAVEN,"1,184","42,447,535","2,987.58","33,629,991","2,366.98","4,849,879","2,760,405","1,207,258","1,131","50,155,452","3,695.51",,
07050,CONNECTICUT,NEW LONDON,247,"7,658,528","2,583.85","6,899,594","2,327.80","296,372","393,924","68,637",231,"9,260,331","3,340.67",,
07060,CONNECTICUT,TOLLAND,96,"2,594,044","2,251.77","2,282,325","1,981.18","175,191","93,836","42,690",92,"4,109,653","3,722.51",,
07070,CONNECTICUT,WINDHAM,88,"2,947,719","2,791.40","2,437,255","2,308.01","256,679","192,981","60,802",85,"3,398,659","3,332.02",,
08000,DELAWARE,KENT,283,"6,740,697","1,984.89","6,052,929","1,782.37","147,092","486,567","54,107",270,"10,590,063","3,268.54",,
08010,DELAWARE,NEW CASTLE,883,"23,740,406","2,240.51","20,419,384","1,927.08","1,474,755","1,335,237","511,028",840,"33,131,435","3,286.85",,
08020,DELAWARE,SUSSEX,364,"9,547,868","2,185.87","9,003,584","2,061.26","114,533","391,921","37,828",356,"13,075,071","3,060.64",,
09000,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,"1,640","52,812,099","2,683.54","41,574,425","2,112.52","4,437,073","5,280,582","1,825,929","1,456","59,229,064","3,389.94",,
10000,FLORIDA,ALACHUA,351,"11,328,331","2,689.54","9,039,360","2,146.10","881,380","1,020,418","387,172",337,"13,090,084","3,236.91",,
10010,FLORIDA,BAKER,32,"1,074,905","2,799.23","936,728","2,439.40","47,057","73,023","18,096",31,"1,147,929","3,085.83",,
10020,FLORIDA,BAY,249,"4,957,878","1,659.26","4,446,368","1,488.07","66,740","426,958","17,810",243,"8,793,190","3,015.50",,
10030,FLORIDA,BRADFORD,35,"973,954","2,318.94","824,396","1,962.85","45,752","86,285","17,520",34,"1,299,000","3,183.82",,
10040,FLORIDA,BREVARD,721,"17,082,527","1,974.40","16,443,839","1,900.58","114,375","487,778","36,533",688,"24,225,722","2,934.32",,
10050,FLORIDA,BROWARD,"2,039","61,058,244","2,495.43","52,664,214","2,152.37","941,458","7,052,593","399,978","1,896","83,082,803","3,651.67",,
10060,FLORIDA,CALHOUN,4,"197,892","4,122.75","175,671","3,659.81","3,949","16,925","1,345",4,"200,331","4,173.56",,
10070,FLORIDA,CHARLOTTE,189,"4,988,635","2,199.57","4,850,598","2,138.71","26,979","101,771","9,285",184,"6,849,306","3,102.04",,
10080,FLORIDA,CITRUS,165,"3,792,810","1,915.56","3,503,399","1,769.39","93,796","163,422","32,191",162,"5,203,197","2,676.54",,
10090,FLORIDA,CLAY,195,"4,696,394","2,007.01","4,190,468","1,790.80","123,531","348,252","34,142",180,"6,170,917","2,856.91",,
10100,FLORIDA,COLLIER,316,"7,402,264","1,952.07","6,971,632","1,838.51","79,151","326,202","25,278",311,"12,643,040","3,387.74",,
10110,FLORIDA,COLUMBIA,132,"3,099,968","1,957.05","2,698,475","1,703.58","134,045","210,150","57,296",126,"4,784,214","3,164.16",,
10120,FLORIDA,DADE,"2,614","86,393,743","2,754.20","67,417,010","2,149.23","2,648,047","15,109,761","1,219,222","2,446","115,110,676","3,921.73",,
10130,FLORIDA,DESOTO,48,"776,357","1,347.84","722,269","1,253.94","10,893","39,130","4,065",45,"1,620,863","3,001.60",,
10140,FLORIDA,DIXIE,21,"486,128","1,929.08","410,919","1,630.63","27,109","39,161","8,938",19,"693,083","3,039.84",,
10150,FLORIDA,DUVAL,"1,636","49,951,244","2,544.38","43,203,679","2,200.68","2,080,035","3,887,012","780,517","1,569","59,682,603","3,169.89",,
10160,FLORIDA,ESCAMBIA,564,"14,247,029","2,105.06","12,636,155","1,867.04","233,657","1,308,182","69,033",551,"19,878,917","3,006.49",,
10170,FLORIDA,FLAGLER,113,"2,670,090","1,969.09","2,565,923","1,892.27","32,729","61,916","9,521",109,"4,042,558","3,090.64",,
10180,FLORIDA,FRANKLIN,11,"204,152","1,546.61","178,251","1,350.39","1,808","22,860","1,231",9,"306,230","2,835.46",,
10190,FLORIDA,GADSDEN,88,"2,081,535","1,971.15","1,821,204","1,724.63","39,432","206,793","14,105",85,"3,062,170","3,002.13",,
10200,FLORIDA,GILCHRIST,18,"563,735","2,609.88","468,003","2,166.68","35,014","44,973","15,743",18,"681,762","3,156.31",,
10210,FLORIDA,GLADES,10,"339,653","2,830.44","281,668","2,347.23","5,349","50,922","1,712",10,"396,066","3,300.55",,
10220,FLORIDA,GULF,31,"716,797","1,926.87","650,183","1,747.80","8,919","55,725","1,968",31,"1,046,782","2,813.93",,
10230,FLORIDA,HAMILTON,18,"468,130","2,167.27","432,006","2,000.03","3,556","29,878","2,689",18,"781,493","3,618.02",,
10240,FLORIDA,HARDEE,50,"937,450","1,562.42","830,829","1,384.72","18,095","82,722","5,803",49,"1,977,264","3,362.69",,
10250,FLORIDA,HENDRY,60,"1,269,681","1,763.45","1,099,457","1,527.02","16,761","146,486","6,975",58,"2,031,372","2,918.64",,
10260,FLORIDA,HERNANDO,150,"3,114,135","1,730.08","2,825,356","1,569.64","65,863","199,581","23,334",143,"4,701,278","2,739.67",,
10270,FLORIDA,HIGHLANDS,199,"4,987,145","2,088.42","4,596,611","1,924.88","44,154","331,939","14,440",191,"7,455,948","3,253.03",,
10280,FLORIDA,HILLSBOROUGH,"1,396","39,166,514","2,338.02","33,144,683","1,978.55","1,219,735","4,328,017","474,077","1,323","49,131,386","3,094.70",,
10290,FLORIDA,HOLMES,23,"483,408","1,751.48","444,006","1,608.72","4,056","33,775","1,569",23,"770,208","2,790.61",,
10300,FLORIDA,INDIAN RIVER,209,"4,467,412","1,781.26","4,245,597","1,692.82","37,258","169,641","14,915",205,"7,412,204","3,013.09",,
10310,FLORIDA,JACKSON,91,"1,333,404","1,221.07","1,208,452","1,106.64","11,788","109,569","3,594",88,"2,840,930","2,690.27",,
10320,FLORIDA,JEFFERSON,21,"460,874","1,828.87","409,895","1,626.57","6,166","43,214","1,597",20,"727,394","3,030.81",,
10330,FLORIDA,LAFAYETTE,6,"105,028","1,458.72","77,428","1,075.39","9,810","13,029","4,760",6,"152,728","2,121.22",,
10340,FLORIDA,LAKE,516,"10,534,261","1,701.27","9,771,336","1,578.06","166,102","534,432","62,390",499,"18,311,192","3,057.98",,
10350,FLORIDA,LEE,624,"14,354,369","1,916.98","13,291,959","1,775.10","106,602","926,875","28,932",598,"21,549,687","3,003.02",,
10360,FLORIDA,LEON,184,"4,171,844","1,889.42","3,567,718","1,615.81","119,697","446,015","38,413",156,"5,632,415","3,008.77",,
10370,FLORIDA,LEVY,55,"1,645,034","2,492.48","1,428,291","2,164.08","72,201","118,420","26,121",53,"1,765,357","2,775.72",,
10380,FLORIDA,LIBERTY,5,"35,751",595.85,"34,859",580.98,0,891,0,5,"195,485","3,258.08",,
10390,FLORIDA,MADISON,44,"838,040","1,587.20","698,653","1,323.21","36,503","93,877","9,006",43,"1,658,209","3,213.58",,
10400,FLORIDA,MANATEE,341,"6,931,134","1,693.83","6,413,203","1,567.25","83,017","396,911","38,003",327,"12,263,197","3,125.18",,
10410,FLORIDA,MARION,507,"11,112,715","1,826.55","10,047,955","1,651.54","337,806","609,549","117,404",492,"19,151,724","3,243.86",,
10420,FLORIDA,MARTIN,133,"2,763,625","1,731.59","2,660,170","1,666.77","25,445","65,806","12,202",127,"4,759,977","3,123.34",,
10430,FLORIDA,MONROE,51,"1,033,126","1,688.11","852,087","1,392.30","19,324","155,815","5,898",46,"1,501,024","2,719.25",,
10440,FLORIDA,NASSAU,86,"2,407,986","2,333.32","2,149,114","2,082.47","78,951","154,240","25,679",85,"3,178,579","3,116.25",,
10450,FLORIDA,OKALOOSA,263,"6,121,028","1,939.49","5,660,005","1,793.41","61,788","380,359","18,875",259,"9,077,442","2,920.67",,
10460,FLORIDA,OKEECHOBEE,64,"1,868,391","2,432.80","1,614,815","2,102.62","32,189","212,069","9,316",63,"2,691,974","3,560.81",,
10470,FLORIDA,ORANGE,"1,466","48,122,740","2,735.49","42,239,511","2,401.06","968,141","4,502,662","412,424","1,369","52,875,018","3,218.59",,
10480,FLORIDA,OSCEOLA,407,"11,434,277","2,341.17","10,051,460","2,058.04","97,893","1,239,551","45,372",390,"14,582,138","3,115.84",,
10490,FLORIDA,PALM BEACH,"1,636","41,722,308","2,125.22","37,226,249","1,896.20","854,856","3,322,230","318,972","1,565","63,050,410","3,357.32",,
