ADJUSTMENTS TO THE 2012-2014 REIMBURSEMENT COMBINED DATA FOR AGED AND DISABLED PARTS A AND B FOR SHARED SAVING PAYMENTS AND SHARED LOSSES MADE TO ACCOUNTABLE CARE ORGANISATIONS.                                                                                                                          (DATA CELLS WITH LESS THAN 11 BENEFICIARIES HAVE BEEN SUPRESSED FOR PRIVACY),,,,,,,
CODE,STATE,COUNTY,2012,2013,2014,,
40220,PUERTO RICO,COMERIO,0,"2,838","3,759",,
40230,PUERTO RICO,COROZAL,0,"15,234","16,690",,
40240,PUERTO RICO,CULEBRA,*,*,*,,
40250,PUERTO RICO,DORADO,0,"12,106","13,832",,
40260,PUERTO RICO,FAJARDO,696,"12,998","13,524",,
40265,PUERTO RICO,FLORIDA,*,*,*,,
40270,PUERTO RICO,GUANICA,0,"1,792","4,140",,
40280,PUERTO RICO,GUAYAMA,0,"2,240","1,478",,
40290,PUERTO RICO,GUAYANILLA,0,"2,390","3,011",,
40300,PUERTO RICO,GUAYNABO,149,"77,825","78,832",,
40310,PUERTO RICO,GURABO,0,"11,202","11,687",,
40320,PUERTO RICO,HATILLO,149,448,"1,150",,
40330,PUERTO RICO,HORMIGUEROS,696,"2,588","2,299",,
40340,PUERTO RICO,HUMACAO,0,"21,507","24,073",,
40350,PUERTO RICO,ISABELA,0,"1,102","1,085",,
40360,PUERTO RICO,JAYUYA,0,"2,987","2,075",,
40370,PUERTO RICO,JUANA DIAZ,0,"12,849","10,943",,
40380,PUERTO RICO,JUNCOS,0,"14,268","15,043",,
40390,PUERTO RICO,LAJAS,0,"7,696","7,718",,
40400,PUERTO RICO,LARES,0,"3,286","5,558",,
40410,PUERTO RICO,LAS MARIAS,0,149,328,,
40420,PUERTO RICO,LAS PIEDRAS,845,"7,292","5,688",,
40430,PUERTO RICO,LOIZA,0,"1,942","2,792",,
40440,PUERTO RICO,LUQUILLO,*,*,*,,
40450,PUERTO RICO,MANATI,0,"14,332","15,125",,
40460,PUERTO RICO,MARICAO,*,*,*,,
40470,PUERTO RICO,MAUNABO,0,"2,091","2,571",,
40480,PUERTO RICO,MAYAGUEZ,696,"8,918","10,325",,
40490,PUERTO RICO,MOCA,696,314,"1,720",,
40500,PUERTO RICO,MOROVIS,0,"1,792","1,478",,
40510,PUERTO RICO,MAGUABO,0,"4,965","4,598",,
40520,PUERTO RICO,NARANJITO,0,"6,721","7,554",,
40530,PUERTO RICO,OROCOVIS,0,"5,227","6,569",,
40540,PUERTO RICO,PATILLAS,0,"2,815","1,314",,
40550,PUERTO RICO,PENUELAS,0,986,"1,431",,
40560,PUERTO RICO,PONCE,0,"9,398","5,074",,
40570,PUERTO RICO,QUEBRADILLAS,0,"2,004",821,,
40580,PUERTO RICO,RINCON,262,621,290,,
40590,PUERTO RICO,RIO GRANDE,0,"5,227","5,912",,
40610,PUERTO RICO,SABANA GRANDE,0,"6,051","4,926",,
40620,PUERTO RICO,SALINAS,0,"5,181","7,349",,
40630,PUERTO RICO,SAN GERMAN,0,"16,131","16,422",,
40640,PUERTO RICO,SAN JUAN,"1,978","214,016","215,720",,
40650,PUERTO RICO,SAN LORENZO,0,"10,200","8,345",,
40660,PUERTO RICO,SAN SEBASTIAN,0,"3,290","3,696",,
40670,PUERTO RICO,SANTA ISABEL,0,"3,734","4,801",,
40680,PUERTO RICO,TOA ALTA,0,"22,640","22,990",,
40690,PUERTO RICO,TOA BAJA,0,"43,415","41,127",,
40700,PUERTO RICO,TRUJILLO ALTO,0,"23,340","27,441",,
40710,PUERTO RICO,UTUADO,0,342,"1,016",,
40720,PUERTO RICO,VEGA ALTA,0,"16,993","18,037",,
40730,PUERTO RICO,VEGA BAJA,696,"10,207","10,906",,
40740,PUERTO RICO,VIEQUES,0,"4,182","6,404",,
40750,PUERTO RICO,VILLALBA,149,"3,585","3,972",,
40760,PUERTO RICO,YABUCOA,446,"12,247","11,688",,
40770,PUERTO RICO,YAUCO,0,"2,942","2,406",,
41000,RHODE ISLAND,BRISTOL,"3,552","66,230","177,981",,
41010,RHODE ISLAND,KENT,"2,841","181,722","452,371",,
41020,RHODE ISLAND,NEWPORT,"43,723","212,615","346,107",,
41030,RHODE ISLAND,PROVIDENCE,"29,992","632,682","1,983,212",,
41050,RHODE ISLAND,WASHINGTON,"7,716","164,274","479,570",,
42000,SOUTH CAROLINA,ABBEVILLE,0,0,792,,
42010,SOUTH CAROLINA,AIKEN,"1,106","4,771","6,928",,
42020,SOUTH CAROLINA,ALLENDALE,0,0,0,,
42030,SOUTH CAROLINA,ANDERSON,58,"2,311","4,993",,
42040,SOUTH CAROLINA,BAMBERG,0,0,472,,
42050,SOUTH CAROLINA,BARNWELL,0,511,391,,
42060,SOUTH CAROLINA,BEAUFORT,"2,996","24,367","23,338",,
42070,SOUTH CAROLINA,BERKELEY,0,"3,428","4,283",,
42080,SOUTH CAROLINA,CALHOUN,0,520,"3,490",,
42090,SOUTH CAROLINA,CHARLESTON,736,"16,617","12,832",,
42100,SOUTH CAROLINA,CHEROKEE,0,"1,252","14,207",,
42110,SOUTH CAROLINA,CHESTER,0,"1,099","2,105",,
42120,SOUTH CAROLINA,CHESTERFIELD,58,581,"20,324",,
42130,SOUTH CAROLINA,CLARENDON,149,"1,365","120,291",,
42140,SOUTH CAROLINA,COLLETON,0,"2,162","2,627",,
42150,SOUTH CAROLINA,DARLINGTON,0,580,"74,771",,
42160,SOUTH CAROLINA,DILLON,0,0,417,,
42170,SOUTH CAROLINA,DORCHESTER,149,"2,669","5,274",,
42180,SOUTH CAROLINA,EDGEFIELD,0,"1,186",622,,
42190,SOUTH CAROLINA,FAIRFIELD,0,613,"5,577",,
42200,SOUTH CAROLINA,FLORENCE,0,961,"10,061",,
42210,SOUTH CAROLINA,GEORGETOWN,518,"1,795","2,938",,
42220,SOUTH CAROLINA,GREENVILLE,0,"8,744","14,851",,
42230,SOUTH CAROLINA,GREENWOOD,149,0,"1,252",,
42240,SOUTH CAROLINA,HAMPTON,0,0,391,,
42250,SOUTH CAROLINA,HORRY,"1,689","31,288","27,285",,
42260,SOUTH CAROLINA,JASPER,0,519,977,,
42270,SOUTH CAROLINA,KERSHAW,149,"1,221","157,944",,
42280,SOUTH CAROLINA,LANCASTER,0,"5,860","12,733",,
42290,SOUTH CAROLINA,LAURENS,0,290,"1,624",,
42300,SOUTH CAROLINA,LEE,0,581,"26,205",,
42310,SOUTH CAROLINA,LEXINGTON,0,"5,035","251,088",,
42320,SOUTH CAROLINA,MCCORMICK,0,54,690,,
42330,SOUTH CAROLINA,MARION,105,306,"1,851",,
42340,SOUTH CAROLINA,MARLBORO,0,290,"1,956",,
42350,SOUTH CAROLINA,NEWBERRY,0,"1,048","18,387",,
42360,SOUTH CAROLINA,OCONEE,0,"4,964","6,333",,
42370,SOUTH CAROLINA,ORANGEBURG,149,791,"7,164",,
42380,SOUTH CAROLINA,PICKENS,330,"1,811","3,538",,
42390,SOUTH CAROLINA,RICHLAND,370,"10,542","239,246",,
42400,SOUTH CAROLINA,SALUDA,0,0,"2,484",,
42410,SOUTH CAROLINA,SPARTANBURG,696,"5,474","7,018",,
42420,SOUTH CAROLINA,SUMTER,696,"1,709","540,371",,
42430,SOUTH CAROLINA,UNION,0,0,"1,067",,
42440,SOUTH CAROLINA,WILLIAMSBURG,0,0,"8,214",,
42450,SOUTH CAROLINA,YORK,0,"5,875","224,591",,
43010,SOUTH DAKOTA,AURORA,0,0,0,,
43020,SOUTH DAKOTA,BEADLE,0,134,"1,311",,
43030,SOUTH DAKOTA,BENNETT,0,0,0,,
43040,SOUTH DAKOTA,BON HOMME,312,187,967,,
43050,SOUTH DAKOTA,BROOKINGS,623,"1,632","2,201",,
43060,SOUTH DAKOTA,BROWN,935,"1,289","3,235",,
43070,SOUTH DAKOTA,BRULE,935,374,"1,210",,
43080,SOUTH DAKOTA,BUFFALO,0,0,0,,
43090,SOUTH DAKOTA,BUTTE,623,561,"2,013",,
43100,SOUTH DAKOTA,CAMPBELL,312,374,0,,
43110,SOUTH DAKOTA,CHARLES MIX,0,0,723,,
43120,SOUTH DAKOTA,CLARK,623,187,"1,700",,
43130,SOUTH DAKOTA,CLAY,345,0,768,,
43140,SOUTH DAKOTA,CODINGTON,623,"2,356","2,649",,
43150,SOUTH DAKOTA,CORSON,0,187,0,,
43160,SOUTH DAKOTA,CUSTER,935,669,"2,848",,
43170,SOUTH DAKOTA,DAVISON,623,"1,484","1,097",,
43180,SOUTH DAKOTA,DAY,623,750,"1,370",,
43190,SOUTH DAKOTA,DEUEL,935,665,362,,
43200,SOUTH DAKOTA,DEWEY,0,0,0,,
43210,SOUTH DAKOTA,DOUGLAS,312,0,0,,
43220,SOUTH DAKOTA,EDMUNDS,312,-26,0,,
43230,SOUTH DAKOTA,FALL RIVER,0,"1,994",448,,
43240,SOUTH DAKOTA,FAULK,623,441,362,,
43250,SOUTH DAKOTA,GRANT,312,"1,926","1,565",,
43260,SOUTH DAKOTA,GREGORY,0,"1,907",261,,
43270,SOUTH DAKOTA,HAAKON,0,0,0,,
43280,SOUTH DAKOTA,HAMLIN,312,187,905,,
43290,SOUTH DAKOTA,HAND,0,0,0,,
43300,SOUTH DAKOTA,HANSON,"5,611","14,432","15,252",,
43310,SOUTH DAKOTA,HARDING,0,187,362,,
43320,SOUTH DAKOTA,HUGHES,0,"1,739","3,087",,
43330,SOUTH DAKOTA,HUTCHINSON,312,963,802,,
43340,SOUTH DAKOTA,HYDE,*,*,*,,
43350,SOUTH DAKOTA,JACKSON,0,0,0,,
43360,SOUTH DAKOTA,JERAULD,623,0,0,,
43370,SOUTH DAKOTA,JONES,0,187,0,,
43380,SOUTH DAKOTA,KINGSBURY,623,"1,231",723,,
43390,SOUTH DAKOTA,LAKE,"3,228","7,708","17,226",,
43400,SOUTH DAKOTA,LAWRENCE,"2,211","2,655","2,856",,
43410,SOUTH DAKOTA,LINCOLN,0,"1,148",930,,
43420,SOUTH DAKOTA,LYMAN,312,187,"1,164",,
43430,SOUTH DAKOTA,MC COOK,0,480,628,,
43440,SOUTH DAKOTA,MC PHERSON,0,"1,253",736,,
43450,SOUTH DAKOTA,MARSHALL,0,581,980,,
43460,SOUTH DAKOTA,MEADE,0,0,"1,253",,
43470,SOUTH DAKOTA,MELLETTE,0,0,478,,
43480,SOUTH DAKOTA,MINER,312,0,0,,
43490,SOUTH DAKOTA,MINNEHAHA,"19,011","50,746","57,606",,
43500,SOUTH DAKOTA,MOODY,0,"2,702",0,,
43510,SOUTH DAKOTA,PENNINGTON,"7,560","18,438","40,390",,
43520,SOUTH DAKOTA,PERKINS,0,0,723,,
43530,SOUTH DAKOTA,POTTER,0,0,346,,
43540,SOUTH DAKOTA,ROBERTS,623,187,"1,565",,
43550,SOUTH DAKOTA,SANBORN,0,0,0,,
43560,SOUTH DAKOTA,SHANNON,0,0,0,,
43570,SOUTH DAKOTA,SPINK,312,"1,009","1,391",,
43580,SOUTH DAKOTA,STANLEY,0,0,362,,
43590,SOUTH DAKOTA,SULLY,*,*,*,,
43600,SOUTH DAKOTA,TODD,0,283,0,,
43610,SOUTH DAKOTA,TRIPP,0,0,839,,
43620,SOUTH DAKOTA,TURNER,0,0,977,,
43630,SOUTH DAKOTA,UNION,623,644,845,,
43640,SOUTH DAKOTA,WALWORTH,935,372,0,,
43670,SOUTH DAKOTA,YANKTON,0,"1,739",0,,
43680,SOUTH DAKOTA,ZIEBACH,0,0,0,,
44000,TENNESSEE,ANDERSON,0,"4,515","3,384",,
44010,TENNESSEE,BEDFORD,0,"144,117","59,542",,
44020,TENNESSEE,BENTON,0,"14,525",903,,
44030,TENNESSEE,BLEDSOE,0,877,"2,625",,
44040,TENNESSEE,BLOUNT,312,"11,496","6,332",,
44050,TENNESSEE,BRADLEY,0,"7,325","5,905",,
44060,TENNESSEE,CAMPBELL,0,"4,455","1,613",,
44070,TENNESSEE,CANNON,-157,"132,809","86,023",,
44080,TENNESSEE,CARROLL,0,"6,328","1,030",,
44090,TENNESSEE,CARTER,0,"1,425,273","979,379",,
44100,TENNESSEE,CHEATHAM,0,"122,202","1,806",,
44110,TENNESSEE,CHESTER,0,"1,253",577,,
44120,TENNESSEE,CLAIBORNE,0,"4,848","6,504",,
44130,TENNESSEE,CLAY,0,"2,624","7,955",,
44140,TENNESSEE,COCKE,0,"3,988","4,868",,
44150,TENNESSEE,COFFEE,0,"139,637","54,784",,
44160,TENNESSEE,CROCKETT,0,0,0,,
44170,TENNESSEE,CUMBERLAND,0,"12,738","43,968",,
44180,TENNESSEE,DAVIDSON,340,"2,046,859","93,336",,
44190,TENNESSEE,DECATUR,0,"12,317",101,,
44200,TENNESSEE,DE KALB,0,"20,046","34,982",,
44210,TENNESSEE,DICKSON,0,"100,471","2,647",,
44220,TENNESSEE,DYER,-157,"1,262",815,,
44230,TENNESSEE,FAYETTE,0,963,"1,033",,
44240,TENNESSEE,FENTRESS,-314,"2,647","17,513",,
44250,TENNESSEE,FRANKLIN,0,"23,437","4,973",,
44260,TENNESSEE,GIBSON,0,"2,924",874,,
44270,TENNESSEE,GILES,0,"30,793","2,967",,
44280,TENNESSEE,GRAINGER,0,"5,075","2,878",,
44290,TENNESSEE,GREENE,0,"166,249","139,845",,
44300,TENNESSEE,GRUNDY,0,"7,962","3,151",,
44310,TENNESSEE,HAMBLEN,330,"12,563","9,989",,
44320,TENNESSEE,HAMILTON,262,"10,846","11,214",,
44330,TENNESSEE,HANCOCK,0,"6,476","4,300",,
44340,TENNESSEE,HARDEMAN,0,"1,959","2,150",,
44350,TENNESSEE,HARDIN,345,"3,991","2,232",,
44360,TENNESSEE,HAWKINS,390,"518,965","513,201",,
44370,TENNESSEE,HAYWOOD,0,0,555,,
44380,TENNESSEE,HENDERSON,0,"2,509",644,,
44390,TENNESSEE,HENRY,0,"12,786","5,977",,
44400,TENNESSEE,HICKMAN,0,"203,081","2,781",,
44410,TENNESSEE,HOUSTON,0,"5,165",479,,
44420,TENNESSEE,HUMPHREYS,0,"37,701","2,254",,
44430,TENNESSEE,JACKSON,345,"4,562","6,781",,
44440,TENNESSEE,JEFFERSON,0,"4,285","5,056",,
44450,TENNESSEE,JOHNSON,312,"95,921","72,129",,
44460,TENNESSEE,KNOX,675,"23,310","14,363",,
44470,TENNESSEE,LAKE,0,0,0,,
44480,TENNESSEE,LAUDERDALE,0,0,"1,186",,
44490,TENNESSEE,LAWRENCE,0,"55,672","3,292",,
44500,TENNESSEE,LEWIS,0,"13,231",310,,
44510,TENNESSEE,LINCOLN,0,"17,026","4,428",,
44520,TENNESSEE,LOUDON,345,"6,629","4,008",,
44530,TENNESSEE,MC MINN,69,"3,415","1,758",,
44540,TENNESSEE,MC NAIRY,0,456,441,,
44550,TENNESSEE,MACON,0,"14,003","6,894",,
44560,TENNESSEE,MADISON,312,"4,398","1,858",,
44570,TENNESSEE,MARION,0,"2,552","2,351",,
44580,TENNESSEE,MARSHALL,0,"66,453","9,796",,
44590,TENNESSEE,MAURY,0,"253,466","37,176",,
44600,TENNESSEE,MEIGS,0,0,303,,
44610,TENNESSEE,MONROE,0,"3,055",658,,
44620,TENNESSEE,MONTGOMERY,265,"79,425","5,721",,
44630,TENNESSEE,MOORE,0,"8,914","1,702",,
44640,TENNESSEE,MORGAN,0,700,883,,
44650,TENNESSEE,OBION,0,"7,464","8,926",,
44660,TENNESSEE,OVERTON,0,"3,782","44,104",,
44670,TENNESSEE,PERRY,0,"13,894",567,,
44680,TENNESSEE,PICKETT,0,456,"3,255",,
44690,TENNESSEE,POLK,0,"1,487",504,,
44700,TENNESSEE,PUTNAM,0,"22,735","48,099",,
44710,TENNESSEE,RHEA,0,"1,044","1,118",,
44720,TENNESSEE,ROANE,312,"3,869","2,184",,
44730,TENNESSEE,ROBERTSON,0,"83,554","3,944",,
44740,TENNESSEE,RUTHERFORD,642,"2,726,028","1,299,431",,
44750,TENNESSEE,SCOTT,0,478,"1,425",,
44760,TENNESSEE,SEQUATCHIE,0,"1,820","9,378",,
44770,TENNESSEE,SEVIER,770,"9,154","8,414",,
44780,TENNESSEE,SHELBY,919,"14,562","16,060",,
44790,TENNESSEE,SMITH,0,"28,053","19,303",,
44800,TENNESSEE,STEWART,265,"12,239",581,,
44810,TENNESSEE,SULLIVAN,69,"2,508,870","2,440,102",,
44820,TENNESSEE,SUMNER,312,"194,738","10,364",,
44830,TENNESSEE,TIPTON,312,"1,957","1,104",,
44840,TENNESSEE,TROUSDALE,0,"3,628","5,362",,
44850,TENNESSEE,UNICOI,0,"402,007","272,143",,
44860,TENNESSEE,UNION,265,"1,740","1,478",,
44870,TENNESSEE,VAN BUREN,0,"2,053","6,726",,
44880,TENNESSEE,WARREN,0,"60,290","52,547",,
44890,TENNESSEE,WASHINGTON,0,"2,500,964","2,544,980",,
44900,TENNESSEE,WAYNE,390,"14,372",581,,
44910,TENNESSEE,WEAKLEY,0,"5,758","4,366",,
44920,TENNESSEE,WHITE,0,"8,874","32,887",,
44930,TENNESSEE,WILLIAMSON,265,"1,011,359","225,617",,
44940,TENNESSEE,WILSON,312,"204,666","36,301",,
45000,TEXAS,ANDERSON,244,"8,339","10,699",,
45010,TEXAS,ANDREWS,0,"1,757","19,179",,
45020,TEXAS,ANGELINA,968,"21,577","13,661",,
45030,TEXAS,ARANSAS,"1,154","5,949","10,335",,
45040,TEXAS,ARCHER,0,0,"3,184",,
45050,TEXAS,ARMSTRONG,0,"15,717",158,,
45060,TEXAS,ATASCOSA,0,"3,236","108,884",,
45070,TEXAS,AUSTIN,0,"335,325","197,758",,
45080,TEXAS,BAILEY,0,449,"8,543",,
45090,TEXAS,BANDERA,0,"2,086","27,249",,
45100,TEXAS,BASTROP,0,"8,858","153,551",,
45110,TEXAS,BAYLOR,0,963,952,,
45113,TEXAS,BEE,0,"2,969","5,239",,
45120,TEXAS,BELL,312,"16,577","34,894",,
45130,TEXAS,BEXAR,"1,832","45,213","3,195,296",,
45140,TEXAS,BLANCO,0,"1,389","10,412",,
45150,TEXAS,BORDEN,*,*,*,,
45160,TEXAS,BOSQUE,0,0,"6,666",,
45170,TEXAS,BOWIE,0,"3,245","13,121",,
45180,TEXAS,BRAZORIA,0,"1,997,080","1,705,424",,
45190,TEXAS,BRAZOS,312,"15,018","44,774",,
45200,TEXAS,BREWSTER,0,"8,503","101,467",,
45201,TEXAS,BRISCOE,0,"1,330",771,,
45210,TEXAS,BROOKS,0,"3,573","2,856",,
45220,TEXAS,BROWN,0,"3,646","49,760",,
45221,TEXAS,BURLESON,0,"5,858","47,753",,
45222,TEXAS,BURNET,312,"2,383","53,545",,
45223,TEXAS,CALDWELL,0,"3,483","54,559",,
45224,TEXAS,CALHOUN,0,"10,833","7,891",,
45230,TEXAS,CALLAHAN,0,0,"1,168",,
45240,TEXAS,CAMERON,312,"139,011","3,030,287",,
45250,TEXAS,CAMP,0,0,"1,093",,
45251,TEXAS,CARSON,0,"38,394",595,,
45260,TEXAS,CASS,0,"1,935","4,674",,
45270,TEXAS,CASTRO,0,"3,592","5,798",,
45280,TEXAS,CHAMBERS,0,"40,772","32,105",,
45281,TEXAS,CHEROKEE,-157,"10,485","7,864",,
45290,TEXAS,CHILDRESS,0,674,579,,
45291,TEXAS,CLAY,0,0,"4,151",,
45292,TEXAS,COCHRAN,0,0,"6,171",,
45300,TEXAS,COKE,0,0,722,,
45301,TEXAS,COLEMAN,0,62,"3,363",,
45310,TEXAS,COLLIN,"2,288","571,156","2,226,092",,
45311,TEXAS,COLLINGSWORTH,0,"1,123",0,,
45312,TEXAS,COLORADO,0,"134,831","90,099",,
45320,TEXAS,COMAL,312,"17,432","153,072",,
45321,TEXAS,COMANCHE,0,963,"18,575",,
45330,TEXAS,CONCHO,0,0,"11,891",,
45340,TEXAS,COOKE,0,"1,430","229,168",,
45341,TEXAS,CORYELL,0,0,"5,766",,
45350,TEXAS,COTTLE,0,225,"1,366",,
45360,TEXAS,CRANE,0,431,"6,950",,
45361,TEXAS,CROCKETT,0,31,567,,
45362,TEXAS,CROSBY,0,963,"28,157",,
45370,TEXAS,CULBERSON,0,440,"2,129",,
45380,TEXAS,DALLAM,312,"4,940",662,,
45390,TEXAS,DALLAS,"3,088","4,158,391","9,147,714",,
45391,TEXAS,DAWSON,0,"1,178","30,757",,
45392,TEXAS,DEAF SMITH,0,"38,503","2,486",,
45400,TEXAS,DELTA,0,0,"19,804",,
45410,TEXAS,DENTON,"1,200","59,520","2,052,086",,
45420,TEXAS,DE WITT,0,"2,621","6,075",,
45421,TEXAS,DICKENS,0,0,"9,257",,
45430,TEXAS,DIMMIT,0,963,"6,074",,
45431,TEXAS,DONLEY,0,"8,756","1,628",,
45440,TEXAS,DUVAL,0,348,"7,816",,
45450,TEXAS,EASTLAND,0,"2,153","12,210",,
45451,TEXAS,ECTOR,0,"43,666","500,207",,
45460,TEXAS,EDWARDS,0,0,"1,014",,
45470,TEXAS,ELLIS,0,"476,794","634,723",,
45480,TEXAS,EL PASO,"1,913","12,197","89,735",,
45490,TEXAS,ERATH,0,865,"13,684",,
45500,TEXAS,FALLS,0,348,473,,
45510,TEXAS,FANNIN,0,"4,104","56,319",,
45511,TEXAS,FAYETTE,0,"37,233","27,514",,
45520,TEXAS,FISHER,0,62,"1,157",,
45521,TEXAS,FLOYD,0,225,"14,645",,
45522,TEXAS,FOARD,0,0,297,,
45530,TEXAS,FORT BEND,0,"5,968,750","4,554,674",,
45531,TEXAS,FRANKLIN,0,"1,197","8,082",,
45540,TEXAS,FREESTONE,0,"2,778","10,524",,
45541,TEXAS,FRIO,0,0,"7,670",,
45542,TEXAS,GAINES,0,216,"17,431",,
45550,TEXAS,GALVESTON,0,"853,525","912,433",,
45551,TEXAS,GARZA,0,225,"14,682",,
45552,TEXAS,GILLESPIE,0,"1,883","7,640",,
45560,TEXAS,GLASSCOCK,*,*,*,,
45561,TEXAS,GOLIAD,0,963,972,,
45562,TEXAS,GONZALES,0,"5,590","18,952",,
45563,TEXAS,GRAY,0,"33,325","1,641",,
45564,TEXAS,GRAYSON,390,"9,859","393,790",,
45570,TEXAS,GREGG,312,"8,051","8,241",,
45580,TEXAS,GRIMES,0,"24,770","34,307",,
45581,TEXAS,GUADALUPE,312,"2,325","154,257",,
45582,TEXAS,HALE,0,"2,245","81,089",,
45583,TEXAS,HALL,0,"2,694",386,,
45590,TEXAS,HAMILTON,0,486,"2,432",,
45591,TEXAS,HANSFORD,0,"4,041",560,,
45592,TEXAS,HARDEMAN,0,674,964,,
45600,TEXAS,HARDIN,0,"197,727","20,948",,
45610,TEXAS,HARRIS,"5,212","19,021,265","17,218,336",,
45620,TEXAS,HARRISON,0,"3,393","7,099",,
45621,TEXAS,HARTLEY,*,*,*,,
45630,TEXAS,HASKELL,0,0,158,,
45631,TEXAS,HAYS,0,"12,834","390,642",,
45632,TEXAS,HEMPHILL,0,"1,347",264,,
45640,TEXAS,HENDERSON,312,"24,571","79,503",,
45650,TEXAS,HIDALGO,"1,061","9,882,424","8,961,326",,
45651,TEXAS,HILL,0,"7,574","22,256",,
45652,TEXAS,HOCKLEY,0,412,"64,906",,
45653,TEXAS,HOOD,0,"6,992","27,012",,
45654,TEXAS,HOPKINS,0,"1,592","49,009",,
45660,TEXAS,HOUSTON,0,"8,778","11,755",,
45661,TEXAS,HOWARD,0,"20,890","278,247",,
45662,TEXAS,HUDSPETH,0,0,313,,
45670,TEXAS,HUNT,0,"7,545","490,650",,
45671,TEXAS,HUTCHINSON,0,"60,659","2,659",,
45672,TEXAS,IRION,0,0,0,,
45680,TEXAS,JACK,0,400,"4,588",,
45681,TEXAS,JACKSON,0,"19,338","16,402",,
45690,TEXAS,JASPER,0,"47,623","16,214",,
45691,TEXAS,JEFF DAVIS,0,"1,665","19,297",,
45700,TEXAS,JEFFERSON,312,"1,345,475","188,376",,
45710,TEXAS,JIM HOGG,0,"2,482","2,065",,
45711,TEXAS,JIM WELLS,0,"1,601","18,831",,
45720,TEXAS,JOHNSON,0,"80,695","238,196",,
45721,TEXAS,JONES,0,726,"1,822",,
45722,TEXAS,KARNES,0,"2,274","10,186",,
45730,TEXAS,KAUFMAN,0,"15,576","301,765",,
45731,TEXAS,KENDALL,0,"2,624","32,540",,
45732,TEXAS,KENEDY,*,*,*,,
45733,TEXAS,KENT,0,0,"1,929",,
45734,TEXAS,KERR,0,"2,245","18,381",,
45740,TEXAS,KIMBLE,0,92,487,,
45741,TEXAS,KING,*,*,*,,
45742,TEXAS,KINNEY,0,297,"5,698",,
45743,TEXAS,KLEBERG,0,638,"7,424",,
45744,TEXAS,KNOX,0,0,"1,145",,
45750,TEXAS,LAMAR,0,"3,544","45,785",,
45751,TEXAS,LAMB,0,898,"44,017",,
45752,TEXAS,LAMPASAS,0,379,"6,460",,
45753,TEXAS,LA SALLE,0,0,"1,750",,
45754,TEXAS,LAVACA,0,"16,717","14,444",,
45755,TEXAS,LEE,0,696,"17,155",,
45756,TEXAS,LEON,0,"21,773","48,088",,
45757,TEXAS,LIBERTY,0,"79,998","92,620",,
45758,TEXAS,LIMESTONE,0,"4,070","7,503",,
45759,TEXAS,LIPSCOMB,0,"1,572",579,,
45760,TEXAS,LIVE OAK,0,"1,055","3,779",,
45761,TEXAS,LLANO,0,"1,399","15,830",,
45762,TEXAS,LOVING,*,*,*,,
45770,TEXAS,LUBBOCK,312,"10,862","1,813,694",,
45771,TEXAS,LYNN,0,0,"39,533",,
45772,TEXAS,MC CULLOCH,0,"1,128","14,003",,
45780,TEXAS,MC LENNAN,851,"12,727","22,795",,
45781,TEXAS,MC MULLEN,*,*,*,,
45782,TEXAS,MADISON,0,"3,932","6,832",,
45783,TEXAS,MARION,0,"3,058","1,321",,
45784,TEXAS,MARTIN,0,"3,027","24,929",,
45785,TEXAS,MASON,0,0,"29,756",,
45790,TEXAS,MATAGORDA,0,"419,092","121,684",,
45791,TEXAS,MAVERICK,0,"1,320","125,075",,
45792,TEXAS,MEDINA,0,"1,991","52,680",,
45793,TEXAS,MENARD,0,31,"14,764",,
45794,TEXAS,MIDLAND,0,"111,232","1,413,264",,
45795,TEXAS,MILAM,0,"4,280","22,096",,
45796,TEXAS,MILLS,0,0,"2,847",,
45797,TEXAS,MITCHELL,0,308,"7,230",,
45800,TEXAS,MONTAGUE,0,963,"29,500",,
45801,TEXAS,MONTGOMERY,312,"3,962,134","4,199,567",,
45802,TEXAS,MOORE,0,"19,578","1,717",,
45803,TEXAS,MORRIS,0,"1,458","3,912",,
45804,TEXAS,MOTLEY,0,0,"4,543",,
45810,TEXAS,NACOGDOCHES,0,"5,862","28,276",,
45820,TEXAS,NAVARRO,0,"16,790","41,963",,
45821,TEXAS,NEWTON,0,"14,018","6,048",,
45822,TEXAS,NOLAN,0,62,"3,612",,
45830,TEXAS,NUECES,149,"13,933","38,154",,
45831,TEXAS,OCHILTREE,0,"4,041",193,,
45832,TEXAS,OLDHAM,0,"15,492",0,,
45840,TEXAS,ORANGE,0,"367,631","109,791",,
45841,TEXAS,PALO PINTO,0,"10,877","39,638",,
45842,TEXAS,PANOLA,0,"2,231","2,098",,
45843,TEXAS,PARKER,0,"23,125","142,796",,
45844,TEXAS,PARMER,0,"2,052","7,342",,
45845,TEXAS,PECOS,0,"1,680","6,226",,
45850,TEXAS,POLK,"38,429","172,881","184,938",,
45860,TEXAS,POTTER,312,"884,648","4,961",,
45861,TEXAS,PRESIDIO,0,"2,402","32,867",,
45870,TEXAS,RAINS,0,"3,888","34,274",,
45871,TEXAS,RANDALL,0,"1,201,867","6,708",,
45872,TEXAS,REAGAN,0,277,"3,066",,
45873,TEXAS,REAL,0,"3,584","3,564",,
45874,TEXAS,RED RIVER,0,"1,449","7,069",,
45875,TEXAS,REEVES,0,"1,355","19,207",,
45876,TEXAS,REFUGIO,0,963,"1,652",,
