AGED -- REPRICING ADJUSTMENTS TO THE 2009-2013 OUTPATIENT REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART B REIMBURSEMENT,,,,,,,,,
06210,COLORADO                 ,FREMONT,"-17,623","-56,415","-69,197","-100,922","-112,043",,,,,
06220,COLORADO                 ,GARFIELD,"-140,980","-134,211","-108,102","-95,929","-96,897",,,,,
06230,COLORADO                 ,GILPIN,"-1,818","-3,304","-2,084","-2,469",-646,,,,,
06240,COLORADO                 ,GRAND,"-9,648","-12,606","-11,850","-11,199","-7,055",,,,,
06250,COLORADO                 ,GUNNISON,"-3,091","-5,914","-4,336","-6,802","-5,817",,,,,
06260,COLORADO                 ,HINSDALE,-177,"-1,159","-1,345","-1,334","-1,945",,,,,
06270,COLORADO                 ,HUERFANO,"-3,108","-7,244","-7,076","-18,583","-23,452",,,,,
06280,COLORADO                 ,JACKSON,-213,"-1,140","-1,630","-3,359","-4,279",,,,,
06290,COLORADO                 ,JEFFERSON,"-292,481","-314,526","-327,384","-246,312","-61,574",,,,,
06300,COLORADO                 ,KIOWA,"-1,399","-2,333","-2,108","-2,929","-2,859",,,,,
06310,COLORADO                 ,KIT CARSON,"-4,522","-7,897","-8,846","-10,807","-8,268",,,,,
06320,COLORADO                 ,LAKE,"-2,515","-2,327","-3,857","-3,947","-1,742",,,,,
06330,COLORADO                 ,LA PLATA,"3,215","-47,653","-57,989","-111,791","-128,585",,,,,
06340,COLORADO                 ,LARIMER,"-204,907","-264,174","-242,390","-406,558","-434,923",,,,,
06350,COLORADO                 ,LAS ANIMAS,"-7,806","-16,179","-21,398","-32,419","-22,867",,,,,
06360,COLORADO                 ,LINCOLN,"-3,877","-6,826","-5,052","-2,697","-3,574",,,,,
06370,COLORADO                 ,LOGAN,"-5,480","-27,354","-38,895","-52,613","-52,436",,,,,
06380,COLORADO                 ,MESA,"-149,853","-205,967","-224,409","-167,946","-81,725",,,,,
06390,COLORADO                 ,MINERAL,-440,-732,-655,-158,"-1,128",,,,,
06400,COLORADO                 ,MOFFAT,"-7,866","-10,173","-9,045","-14,145","-14,919",,,,,
06410,COLORADO                 ,MONTEZUMA,871,"-16,190","-21,278","-36,728","-58,463",,,,,
06420,COLORADO                 ,MONTROSE,"-4,537","-58,088","-75,970","-104,169","-118,565",,,,,
06430,COLORADO                 ,MORGAN,"-14,682","-28,859","-37,747","-46,147","-44,546",,,,,
06440,COLORADO                 ,OTERO,"-9,050","-28,916","-36,263","-54,098","-61,826",,,,,
06450,COLORADO                 ,OURAY,-682,"-4,343","-5,332","-9,963","-10,120",,,,,
06460,COLORADO                 ,PARK,"-5,173","-8,658","-9,207","-7,714","-5,647",,,,,
06470,COLORADO                 ,PHILLIPS,"-2,404","-4,790","-6,309","-6,089","-5,484",,,,,
06480,COLORADO                 ,PITKIN,"-17,652","-15,121","-13,309","-10,059","-10,176",,,,,
06490,COLORADO                 ,PROWERS,"-7,710","-11,134","-15,775","-22,864","-25,350",,,,,
06500,COLORADO                 ,PUEBLO,"-69,185","-155,445","-204,159","-323,401","-342,006",,,,,
06510,COLORADO                 ,RIO BLANCO,"-5,733","-7,244","-7,208","-5,162","-3,754",,,,,
06520,COLORADO                 ,RIO GRANDE,"-4,191","-11,546","-16,221","-17,623","-19,718",,,,,
06530,COLORADO                 ,ROUTT,"-15,665","-25,499","-24,465","-38,237","-43,112",,,,,
06540,COLORADO                 ,SAGUACHE,-964,"-4,405","-5,536","-6,181","-6,136",,,,,
06550,COLORADO                 ,SAN JUAN,-74,-386,-500,"-1,722",-979,,,,,
06560,COLORADO                 ,SAN MIGUEL,-886,"-3,655","-4,154","-4,984","-5,679",,,,,
06570,COLORADO                 ,SEDGWICK,"-1,776","-2,951","-3,213","-4,726","-3,532",,,,,
06580,COLORADO                 ,SUMMIT,"-1,005","-5,340","-19,035","-14,467","-4,528",,,,,
06590,COLORADO                 ,TELLER,"-12,233","-12,490","-14,114","-7,567","-18,703",,,,,
06600,COLORADO                 ,WASHINGTON,"-2,472","-7,971","-9,743","-13,503","-11,952",,,,,
06610,COLORADO                 ,WELD,"-153,794","-191,659","-219,868","-254,591","-178,040",,,,,
06620,COLORADO                 ,YUMA,"-8,917","-15,117","-16,398","-20,114","-19,458",,,,,
06630,COLORADO                 ,BROOMFIELD,"-21,129","-29,624","-29,667","-32,078","-21,139",,,,,
07000,CONNECTICUT              ,FAIRFIELD,"1,384,216","1,882,319","1,632,830","1,218,688","-157,099",,,,,
07010,CONNECTICUT              ,HARTFORD,"-806,592","-1,099,550","-928,588","1,361,862","-707,660",,,,,
07020,CONNECTICUT              ,LITCHFIELD,"50,809","5,939","30,915","486,787","-39,558",,,,,
07030,CONNECTICUT              ,MIDDLESEX,"34,409","-1,885","45,853","515,614","6,322",,,,,
07040,CONNECTICUT              ,NEW HAVEN,"301,337","405,799","400,866","1,244,391","-251,029",,,,,
07050,CONNECTICUT              ,NEW LONDON,"268,508","218,859","336,488","1,200,988","396,804",,,,,
07060,CONNECTICUT              ,TOLLAND,"-130,435","-172,686","-141,603","216,563","-116,272",,,,,
07070,CONNECTICUT              ,WINDHAM,"40,072","14,817",998,"252,012","-21,889",,,,,
08000,DELAWARE                 ,KENT,"-86,752","-109,466","-152,808","-200,438","-193,536",,,,,
08010,DELAWARE                 ,NEW CASTLE,"-328,980","-414,876","-478,519","-502,103","-493,055",,,,,
08020,DELAWARE                 ,SUSSEX,"-224,535","-2,405","-283,501","-231,652","20,288",,,,,
09000,DISTRICT OF COLUMBIA     ,DISTRICT OF COLUMBIA,"-1,022,666","-873,862","-736,907","-760,203","-475,107",,,,,
10000,FLORIDA                  ,ALACHUA,"-246,894","-185,658","-304,912","-509,306","-671,167",,,,,
10010,FLORIDA                  ,BAKER,"-8,566","-3,441","14,649","21,627","29,156",,,,,
10020,FLORIDA                  ,BAY,"-185,250","-146,375","-55,988","-28,878","260,740",,,,,
10030,FLORIDA                  ,BRADFORD,"-25,228","-15,941","-19,320","-26,777","-41,413",,,,,
10040,FLORIDA                  ,BREVARD,"-1,108,854","-774,421","-789,277","-319,792","251,053",,,,,
10050,FLORIDA                  ,BROWARD,"-1,608,254","-2,754,956","-2,315,646","-2,128,128","-2,057,506",,,,,
10060,FLORIDA                  ,CALHOUN,"-17,695","-13,565","-13,228","-1,926","11,683",,,,,
10070,FLORIDA                  ,CHARLOTTE,"-318,809","-180,290","21,487","48,198","81,898",,,,,
10080,FLORIDA                  ,CITRUS,"-91,057","-70,828","-129,813","-112,762","-25,170",,,,,
10090,FLORIDA                  ,CLAY,"-34,781","-14,369","82,548","91,926","91,849",,,,,
10100,FLORIDA                  ,COLLIER,"-990,342","-1,092,501","-1,182,924","-1,164,214","-446,872",,,,,
10110,FLORIDA                  ,COLUMBIA,"-73,102","-20,898","21,433","9,222","-10,870",,,,,
10120,FLORIDA                  ,MIAMI-DADE,"-3,112,920","-3,510,274","-3,189,340","-2,897,186","-2,414,491",,,,,
10130,FLORIDA                  ,DESOTO,"-78,728","-43,710","-2,725","11,190","41,680",,,,,
10140,FLORIDA                  ,DIXIE,"-23,925","-14,568","-28,147","-38,190","-45,655",,,,,
10150,FLORIDA                  ,DUVAL,"-52,804","45,718","609,998","652,457","705,687",,,,,
10160,FLORIDA                  ,ESCAMBIA,"-524,254","-374,590","-32,955","120,005","523,925",,,,,
10170,FLORIDA                  ,FLAGLER,"-191,068","-166,367","-48,539","10,131","194,688",,,,,
10180,FLORIDA                  ,FRANKLIN,"-18,240","-8,344","-9,977","-7,523","2,747",,,,,
10190,FLORIDA                  ,GADSDEN,"-55,209","-29,268","-62,560","-32,811","-14,329",,,,,
10200,FLORIDA                  ,GILCHRIST,"-26,750","-21,997","-33,529","-45,219","-55,264",,,,,
10210,FLORIDA                  ,GLADES,"-14,713","-13,123","-14,430","-12,507","-3,068",,,,,
10220,FLORIDA                  ,GULF,"-15,098","-12,937","-5,992",-237,"29,154",,,,,
10230,FLORIDA                  ,HAMILTON,"-17,701","-14,781","-13,183","-5,140","-10,361",,,,,
10240,FLORIDA                  ,HARDEE,"-33,984","-22,669","-17,102","-11,209","-1,591",,,,,
10250,FLORIDA                  ,HENDRY,"-40,741","-45,312","-11,813","-6,075","16,630",,,,,
10260,FLORIDA                  ,HERNANDO,"-69,471","-77,657","-64,485","-57,596","2,715",,,,,
10270,FLORIDA                  ,HIGHLANDS,"-390,121","-355,218","-420,270","-334,872","-108,941",,,,,
10280,FLORIDA                  ,HILLSBOROUGH,"-430,578","-363,420","-243,605","-206,612","27,566",,,,,
10290,FLORIDA                  ,HOLMES,"-47,923","-40,027","-21,958","13,658","-7,556",,,,,
10300,FLORIDA                  ,INDIAN RIVER,"-624,526","-739,439","-819,103","-460,597","-202,430",,,,,
10310,FLORIDA                  ,JACKSON,"-128,836","-101,070","-57,177","36,487","7,581",,,,,
10320,FLORIDA                  ,JEFFERSON,"-23,837","-16,593","-18,434","-18,178","-11,158",,,,,
10330,FLORIDA                  ,LAFAYETTE,"-5,271","-3,794","-3,085","-3,087","-4,269",,,,,
10340,FLORIDA                  ,LAKE,"-543,752","-287,813","-518,884","-384,169","-64,711",,,,,
10350,FLORIDA                  ,LEE,"-124,200","347,832","148,748","32,834","772,999",,,,,
10360,FLORIDA                  ,LEON,"-212,543","-124,157","-206,121","-124,077","-57,888",,,,,
10370,FLORIDA                  ,LEVY,"-53,648","-45,914","-66,908","-81,128","-99,297",,,,,
10380,FLORIDA                  ,LIBERTY,"-13,245","-6,551","-11,799","-4,130",910,,,,,
10390,FLORIDA                  ,MADISON,"-37,057","-32,714","-49,120","-30,315","-21,230",,,,,
10400,FLORIDA                  ,MANATEE,"-973,267","-722,496","5,673","53,194","85,578",,,,,
10410,FLORIDA                  ,MARION,"-632,222","-578,075","-318,897","-325,462","-313,295",,,,,
10420,FLORIDA                  ,MARTIN,"-755,640","-922,723","-1,200,493","-598,366","-377,390",,,,,
10430,FLORIDA                  ,MONROE,"-89,034","-111,283","-150,330","-140,379","-121,292",,,,,
10440,FLORIDA                  ,NASSAU,"-7,050","4,505","80,442","97,358","113,331",,,,,
10450,FLORIDA                  ,OKALOOSA,"-405,382","-324,098","-247,584","-241,929","-134,270",,,,,
10460,FLORIDA                  ,OKEECHOBEE,"-114,849","-166,080","-201,868","-113,936","-76,322",,,,,
10470,FLORIDA                  ,ORANGE,"-1,197,948","-718,460","-270,411","-170,747","42,058",,,,,
10480,FLORIDA                  ,OSCEOLA,"-172,461","-80,478","-60,631","-39,087","14,472",,,,,
10490,FLORIDA                  ,PALM BEACH,"-2,170,455","-4,070,011","-3,398,206","-3,039,869","-2,482,037",,,,,
10500,FLORIDA                  ,PASCO,"-188,681","-237,512","-139,716","-108,812","15,525",,,,,
10510,FLORIDA                  ,PINELLAS,"-255,316","-312,746","-272,745","-220,502","52,669",,,,,
10520,FLORIDA                  ,POLK,"-595,464","-454,208","-312,315","-191,517","143,493",,,,,
10530,FLORIDA                  ,PUTNAM,"-116,902","-92,557","-93,375","-58,298","-123,737",,,,,
10540,FLORIDA                  ,ST. JOHNS,"-284,696","-283,922","-115,426","-28,106","275,485",,,,,
10550,FLORIDA                  ,ST. LUCIE,"-833,981","-1,099,017","-1,187,334","-565,309","-342,501",,,,,
10560,FLORIDA                  ,SANTA ROSA,"-325,831","-222,174","-15,442","66,617","294,404",,,,,
10570,FLORIDA                  ,SARASOTA,"-1,444,159","-677,293","49,487","165,386","234,907",,,,,
10580,FLORIDA                  ,SEMINOLE,"-390,990","-215,965","-111,883","-73,974","16,227",,,,,
10590,FLORIDA                  ,SUMTER,"-35,056","-18,479","-30,398","-24,317","-3,230",,,,,
10600,FLORIDA                  ,SUWANNEE,"-54,945","-30,719","-9,810","-22,992","-25,634",,,,,
10610,FLORIDA                  ,TAYLOR,"-37,236","-26,982","-28,950","-16,693","7,031",,,,,
10620,FLORIDA                  ,UNION,"-9,625","-5,038","-12,010","-11,844","-22,200",,,,,
10630,FLORIDA                  ,VOLUSIA,"-702,643","-526,778","-593,494","-431,646","-13,450",,,,,
10640,FLORIDA                  ,WAKULLA,"-39,488","-21,001","-41,345","-19,135","-9,185",,,,,
10650,FLORIDA                  ,WALTON,"-88,626","-81,345","-47,586","-35,308","21,272",,,,,
10660,FLORIDA                  ,WASHINGTON,"-33,636","-28,920","-16,024","9,781","11,679",,,,,
11000,GEORGIA                  ,APPLING,"-32,263","-28,304","-17,943","-17,216","-11,105",,,,,
11010,GEORGIA                  ,ATKINSON,"-18,237","-17,000","-17,811","-12,971","-5,299",,,,,
11011,GEORGIA                  ,BACON,"-10,797","-8,476","-5,583","-3,631",-439,,,,,
11020,GEORGIA                  ,BAKER,"-10,267","-7,529","-6,175","-2,258","-1,212",,,,,
11030,GEORGIA                  ,BALDWIN,"-177,701","-112,107","-72,075","8,651","105,770",,,,,
11040,GEORGIA                  ,BANKS,"-32,085","-22,064","-17,492","-5,493","-14,887",,,,,
11050,GEORGIA                  ,BARROW,"-120,650","-123,589","-108,984","-73,701","-89,567",,,,,
11060,GEORGIA                  ,BARTOW,"-150,255","-101,475","-35,010","107,644","-58,970",,,,,
11070,GEORGIA                  ,BEN HILL,"-65,077","-68,193","-52,246","-41,739","-15,358",,,,,
11080,GEORGIA                  ,BERRIEN,"-72,339","-64,571","-86,899","-61,436","-34,036",,,,,
11090,GEORGIA                  ,BIBB,"-490,257","-505,626","-177,196","-4,086","266,918",,,,,
11100,GEORGIA                  ,BLECKLEY,"-18,800","-19,768","-7,025",-617,"8,538",,,,,
11110,GEORGIA                  ,BRANTLEY,"-48,694","-40,832","-30,298","-14,127","-8,728",,,,,
11120,GEORGIA                  ,BROOKS,"-44,993","-35,785","-47,275","-47,121","-28,555",,,,,
11130,GEORGIA                  ,BRYAN,"-20,691","-24,030","-15,937","-17,317","-9,655",,,,,
11140,GEORGIA                  ,BULLOCH,"-81,033","-97,189","-72,948","-72,640","-42,133",,,,,
11150,GEORGIA                  ,BURKE,"-35,156","-37,141","-43,543","-37,721","-9,701",,,,,
11160,GEORGIA                  ,BUTTS,"-32,271","-25,044","-9,036","21,845","-6,931",,,,,
11161,GEORGIA                  ,CALHOUN,"-30,710","-40,722","-32,763","-15,885","-12,226",,,,,
11170,GEORGIA                  ,CAMDEN,"-68,214","-62,524","-33,715","57,933","108,139",,,,,
11180,GEORGIA                  ,CANDLER,"-13,060","-13,006","-9,967","-10,754","-4,238",,,,,
11190,GEORGIA                  ,CARROLL,"-183,474","-125,442","-36,814","141,510","-84,483",,,,,
11200,GEORGIA                  ,CATOOSA,"-42,217","-47,866","-41,257","-17,143","15,903",,,,,
11210,GEORGIA                  ,CHARLTON,"-11,023","-6,957","-5,265","6,846","17,583",,,,,
11220,GEORGIA                  ,CHATHAM,"-193,259","-197,048","-95,658","-140,591","-61,105",,,,,
11230,GEORGIA                  ,CHATTAHOOCHEE,"-7,151","-7,473","-9,216","-8,880","-5,495",,,,,
11240,GEORGIA                  ,CHATTOOGA,"-40,075","-29,090","-8,735","22,105","-13,701",,,,,
11250,GEORGIA                  ,CHEROKEE,"-198,678","-116,024","-31,869","142,820","-79,606",,,,,
11260,GEORGIA                  ,CLARKE,"-261,431","-287,840","-336,630","-305,118","-225,554",,,,,
11270,GEORGIA                  ,CLAY,"-7,985","-7,600","-6,395","-2,704","-5,461",,,,,
11280,GEORGIA                  ,CLAYTON,"-170,612","-113,197","-30,789","132,787","-82,889",,,,,
11281,GEORGIA                  ,CLINCH,"-16,847","-15,439","-19,639","-11,887","-11,184",,,,,
11290,GEORGIA                  ,COBB,"-819,908","-494,184","-131,887","595,590","-364,851",,,,,
11291,GEORGIA                  ,COFFEE,"-80,364","-76,206","-71,002","-48,683","-21,559",,,,,
11300,GEORGIA                  ,COLQUITT,"-126,565","-179,981","-191,440","-172,789","-82,347",,,,,
11310,GEORGIA                  ,COLUMBIA,"-175,159","-140,095","-174,623","-156,846","-43,049",,,,,
11311,GEORGIA                  ,COOK,"-58,949","-58,342","-67,961","-63,537","-35,973",,,,,
11320,GEORGIA                  ,COWETA,"-130,090","-80,115","-23,243","111,610","-61,755",,,,,
11330,GEORGIA                  ,CRAWFORD,"-12,184","-13,417","-4,291",-144,"9,622",,,,,
11340,GEORGIA                  ,CRISP,"-62,821","-70,174","-64,156","-35,735","-9,601",,,,,
11341,GEORGIA                  ,DADE,"-17,423","-20,352","-16,135","-7,013","6,104",,,,,
11350,GEORGIA                  ,DAWSON,"-37,261","-24,966","-4,374","32,404","-19,917",,,,,
11360,GEORGIA                  ,DECATUR,"-72,922","-57,761","-42,618","-45,251","-29,656",,,,,
11370,GEORGIA                  ,DEKALB,"-525,924","-353,160","-96,729","369,854","-234,630",,,,,
11380,GEORGIA                  ,DODGE,"-70,625","-68,870","-32,478","-11,403","31,014",,,,,
11381,GEORGIA                  ,DOOLY,"-30,791","-27,154","-19,222","-7,739","8,214",,,,,
11390,GEORGIA                  ,DOUGHERTY,"-379,771","-455,858","-436,848","-241,330","-165,373",,,,,
11400,GEORGIA                  ,DOUGLAS,"-119,026","-72,336","-20,798","83,934","-50,460",,,,,
11410,GEORGIA                  ,EARLY,"-33,088","-32,323","-23,210","1,231","-14,671",,,,,
11420,GEORGIA                  ,ECHOLS,"-2,025","-1,980","-4,619","-3,286","-2,361",,,,,
11421,GEORGIA                  ,EFFINGHAM,"-23,948","-23,829","-13,129","-19,726","-9,547",,,,,
11430,GEORGIA                  ,ELBERT,"-64,534","-73,267","-72,881","-57,518","-33,729",,,,,
11440,GEORGIA                  ,EMANUEL,"-43,808","-47,309","-28,278","-26,011","-10,612",,,,,
11441,GEORGIA                  ,EVANS,"-14,838","-13,943","-10,143","-9,188","-4,257",,,,,
11450,GEORGIA                  ,FANNIN,"-68,320","-46,672","-21,469","33,073","-25,844",,,,,
11451,GEORGIA                  ,FAYETTE,"-134,056","-89,017","-23,106","114,259","-67,894",,,,,
11460,GEORGIA                  ,FLOYD,"-158,603","-107,084","-32,190","109,638","-60,113",,,,,
11461,GEORGIA                  ,FORSYTH,"-119,382","-82,401","-21,625","140,441","-89,767",,,,,
11462,GEORGIA                  ,FRANKLIN,"-76,476","-70,831","-79,652","-59,543","-45,171",,,,,
11470,GEORGIA                  ,FULTON,"-719,930","-456,886","-127,809","526,315","-323,967",,,,,
11471,GEORGIA                  ,GILMER,"-79,870","-56,039","-26,304","28,068","-27,074",,,,,
11480,GEORGIA                  ,GLASCOCK,"-10,030","-9,575","-9,772","-7,221","-1,824",,,,,
11490,GEORGIA                  ,GLYNN,"-445,295","-274,447","-222,527","-92,982","-69,518",,,,,
11500,GEORGIA                  ,GORDON,"-90,213","-60,916","-22,049","55,141","-39,918",,,,,
11510,GEORGIA                  ,GRADY,"-72,153","-51,653","-38,736","-50,973","-35,465",,,,,
11520,GEORGIA                  ,GREENE,"-37,356","-44,823","-37,740","-33,780","-35,163",,,,,
11530,GEORGIA                  ,GWINNETT,"-474,738","-310,131","-98,123","376,158","-242,611",,,,,
11540,GEORGIA                  ,HABERSHAM,"-183,901","-146,982","-115,836","-71,512","-83,277",,,,,
11550,GEORGIA                  ,HALL,"-189,181","-126,216","-28,583","162,236","-111,901",,,,,
11560,GEORGIA                  ,HANCOCK,"-36,589","-25,095","-17,283","-1,416","16,043",,,,,
11570,GEORGIA                  ,HARALSON,"-42,801","-28,020","-6,393","31,485","-18,004",,,,,
11580,GEORGIA                  ,HARRIS,"-44,376","-45,074","-65,655","-64,442","-47,150",,,,,
11581,GEORGIA                  ,HART,"-59,937","-65,255","-48,076","-34,597","-27,899",,,,,
11590,GEORGIA                  ,HEARD,"-1,461","-3,466","3,281","13,230","-5,615",,,,,
11591,GEORGIA                  ,HENRY,"-135,484","-91,206","-18,982","111,737","-68,469",,,,,
11600,GEORGIA                  ,HOUSTON,"-532,561","-515,643","-213,988","-102,229","121,132",,,,,
11601,GEORGIA                  ,IRWIN,"-31,925","-21,882","-24,759","-22,190","-13,042",,,,,
11610,GEORGIA                  ,JACKSON,"-139,195","-135,525","-138,089","-52,989","-104,422",,,,,
11611,GEORGIA                  ,JASPER,"-18,034","-12,404","-6,031","7,210",-55,,,,,
11612,GEORGIA                  ,JEFF DAVIS,"-20,767","-14,704","-4,845","-1,325","-4,535",,,,,
11620,GEORGIA                  ,JEFFERSON,"-62,121","-50,719","-52,740","-41,221","-10,838",,,,,
11630,GEORGIA                  ,JENKINS,"-12,936","-13,255","-15,040","-12,134","-3,840",,,,,
11640,GEORGIA                  ,JOHNSON,"-27,903","-18,572","-11,864","-10,720","1,356",,,,,
