"ESRD- HOSPICE - 2013 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) 
FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE",,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA
6340,COLORADO,LARIMER,150,"23,368",12.98,"23,368",12.98,0,0,0,143,0,0
6350,COLORADO,LAS ANIMAS,13,569,3.65,569,3.65,0,0,0,11,0,0
6360,COLORADO,LINCOLN,1,0,0,0,0,0,0,0,1,0,0
6370,COLORADO,LOGAN,16,0,0,0,0,0,0,0,16,0,0
6380,COLORADO,MESA,111,"63,654",47.79,"63,654",47.79,0,0,0,102,0,0
6390,COLORADO,MINERAL,1,0,0,0,0,0,0,0,1,0,0
6400,COLORADO,MOFFAT,7,0,0,0,0,0,0,0,7,0,0
6410,COLORADO,MONTEZUMA,41,0,0,0,0,0,0,0,40,0,0
6420,COLORADO,MONTROSE,41,"12,164",24.72,"12,164",24.72,0,0,0,40,0,0
6430,COLORADO,MORGAN,23,0,0,0,0,0,0,0,23,0,0
6440,COLORADO,OTERO,28,0,0,0,0,0,0,0,28,0,0
6450,COLORADO,OURAY,1,0,0,0,0,0,0,0,1,0,0
6460,COLORADO,PARK,3,0,0,0,0,0,0,0,3,0,0
6470,COLORADO,PHILLIPS,2,0,0,0,0,0,0,0,2,0,0
6480,COLORADO,PITKIN,2,0,0,0,0,0,0,0,2,0,0
6490,COLORADO,PROWERS,24,0,0,0,0,0,0,0,23,0,0
6500,COLORADO,PUEBLO,198,"68,083",28.65,"68,083",28.65,0,0,0,193,0,0
6510,COLORADO,RIO BLANCO,3,0,0,0,0,0,0,0,3,0,0
6520,COLORADO,RIO GRANDE,14,0,0,0,0,0,0,0,14,0,0
6530,COLORADO,ROUTT,6,0,0,0,0,0,0,0,6,0,0
6540,COLORADO,SAGUACHE,3,0,0,0,0,0,0,0,3,0,0
6550,COLORADO,SAN JUAN,1,0,0,0,0,0,0,0,1,0,0
6560,COLORADO,SAN MIGUEL,1,0,0,0,0,0,0,0,1,0,0
6570,COLORADO,SEDGWICK,2,0,0,0,0,0,0,0,2,0,0
6580,COLORADO,SUMMIT,6,0,0,0,0,0,0,0,6,0,0
6590,COLORADO,TELLER,7,0,0,0,0,0,0,0,7,0,0
6600,COLORADO,WASHINGTON,2,0,0,0,0,0,0,0,2,0,0
6610,COLORADO,WELD,166,"35,488",17.82,"35,488",17.82,0,0,0,161,0,0
6620,COLORADO,YUMA,5,0,0,0,0,0,0,0,5,0,0
6630,COLORADO,BROOMFIELD,45,0,0,0,0,0,0,0,41,0,0
7000,CONNECTICUT,FAIRFIELD,928,"118,914",10.68,"118,915",10.68,0,0,0,866,0,0
7010,CONNECTICUT,HARTFORD,1103,"44,583",3.37,"44,583",3.37,0,0,0,"1,043",0,0
7020,CONNECTICUT,LITCHFIELD,140,"17,849",10.62,"17,850",10.63,0,0,0,133,0,0
7030,CONNECTICUT,MIDDLESEX,122,"7,256",4.96,"7,256",4.96,0,0,0,114,0,0
7040,CONNECTICUT,NEW HAVEN,1179,"88,055",6.22,"88,056",6.22,0,0,0,"1,122",0,0
7050,CONNECTICUT,NEW LONDON,238,"15,487",5.42,"15,487",5.42,0,0,0,225,0,0
7060,CONNECTICUT,TOLLAND,99,"2,934",2.47,"2,933",2.47,0,0,0,95,0,0
7070,CONNECTICUT,WINDHAM,91,0,0,0,0,0,0,0,87,0,0
8000,DELAWARE,KENT,326,"121,498",31.06,"121,499",31.06,0,0,0,318,0,0
8010,DELAWARE,NEW CASTLE,897,"392,856",36.5,"392,856",36.5,0,0,0,862,0,0
8020,DELAWARE,SUSSEX,391,"169,541",36.13,"169,542",36.13,0,0,0,384,0,0
9000,DISTRICT OF COLUMBIA,THE DISTRICT,1652,"307,426",15.51,"307,426",15.51,0,0,0,"1,472",0,0
10000,FLORIDA,ALACHUA,378,"59,086",13.03,"59,085",13.03,0,0,0,361,0,0
10010,FLORIDA,BAKER,28,"34,931",103.96,"34,930",103.96,0,0,0,27,0,0
10020,FLORIDA,BAY,268,"146,433",45.53,"146,432",45.53,0,0,0,263,0,0
10030,FLORIDA,BRADFORD,36,"4,530",10.49,"4,530",10.49,0,0,0,35,0,0
10040,FLORIDA,BREVARD,716,"424,839",49.45,"424,840",49.45,0,0,0,688,0,0
10050,FLORIDA,BROWARD,2036,"613,413",25.11,"613,413",25.11,0,0,0,"1,905",0,0
10060,FLORIDA,CALHOUN,13,"6,171",39.56,"6,171",39.56,0,0,0,12,0,0
10070,FLORIDA,CHARLOTTE,182,"17,532",8.03,"17,532",8.03,0,0,0,175,0,0
10080,FLORIDA,CITRUS,157,"53,120",28.2,"53,120",28.2,0,0,0,153,0,0
10090,FLORIDA,CLAY,200,"68,520",28.55,"68,520",28.55,0,0,0,191,0,0
10100,FLORIDA,COLLIER,329,"146,732",37.17,"146,733",37.17,0,0,0,319,0,0
10110,FLORIDA,COLUMBIA,134,"12,032",7.48,"12,032",7.48,0,0,0,124,0,0
10120,FLORIDA,MIAMI-DADE,2711,"1,048,177",32.22,"1,048,177",32.22,0,0,0,"2,539",0,0
10130,FLORIDA,DE SOTO,52,"2,357",3.78,"2,357",3.78,0,0,0,50,0,0
10140,FLORIDA,DIXIE,23,"3,869",14.02,"3,868",14.01,0,0,0,22,0,0
10150,FLORIDA,DUVAL,1692,"507,684",25,"507,684",25,0,0,0,"1,620",0,0
10160,FLORIDA,ESCAMBIA,544,"80,999",12.41,"80,999",12.41,0,0,0,525,0,0
10170,FLORIDA,FLAGLER,97,"116,931",100.46,"116,932",100.46,0,0,0,90,0,0
10180,FLORIDA,FRANKLIN,12,0,0,0,0,0,0,0,11,0,0
10190,FLORIDA,GADSDEN,75,"2,815",3.13,"2,815",3.13,0,0,0,72,0,0
10200,FLORIDA,GILCHRIST,19,0,0,0,0,0,0,0,19,0,0
10210,FLORIDA,GLADES,7,0,0,0,0,0,0,0,7,0,0
10220,FLORIDA,GULF,31,"74,242",199.58,"74,242",199.58,0,0,0,31,0,0
10230,FLORIDA,HAMILTON,14,0,0,0,0,0,0,0,14,0,0
10240,FLORIDA,HARDEE,53,"12,014",18.89,"12,014",18.89,0,0,0,50,0,0
10250,FLORIDA,HENDRY,65,"44,592",57.17,"44,591",57.17,0,0,0,61,0,0
10260,FLORIDA,HERNANDO,134,"27,576",17.15,"27,575",17.15,0,0,0,128,0,0
10270,FLORIDA,HIGHLANDS,206,"12,016",4.86,"12,017",4.86,0,0,0,197,0,0
10280,FLORIDA,HILLSBOROUGH,1439,"601,206",34.82,"601,206",34.82,0,0,0,"1,361",0,0
10290,FLORIDA,HOLMES,26,"15,551",49.84,"15,551",49.84,0,0,0,26,0,0
10300,FLORIDA,INDIAN RIVER,206,"18,054",7.3,"18,053",7.3,0,0,0,205,0,0
10310,FLORIDA,JACKSON,106,"48,596",38.2,"48,595",38.2,0,0,0,102,0,0
10320,FLORIDA,JEFFERSON,19,0,0,0,0,0,0,0,18,0,0
10330,FLORIDA,LAFAYETTE,6,"2,139",29.71,"2,140",29.72,0,0,0,6,0,0
10340,FLORIDA,LAKE,522,"41,513",6.63,"41,512",6.63,0,0,0,505,0,0
10350,FLORIDA,LEE,672,"339,016",42.04,"339,016",42.04,0,0,0,636,0,0
10360,FLORIDA,LEON,166,"37,445",18.8,"37,446",18.8,0,0,0,145,0,0
10370,FLORIDA,LEVY,52,"35,606",57.06,"35,606",57.06,0,0,0,50,0,0
10380,FLORIDA,LIBERTY,8,0,0,0,0,0,0,0,8,0,0
10390,FLORIDA,MADISON,44,0,0,0,0,0,0,0,43,0,0
10400,FLORIDA,MANATEE,345,"108,712",26.26,"108,712",26.26,0,0,0,332,0,0
10410,FLORIDA,MARION,502,"153,325",25.45,"153,325",25.45,0,0,0,481,0,0
10420,FLORIDA,MARTIN,128,"89,650",58.37,"89,650",58.37,0,0,0,121,0,0
10430,FLORIDA,MONROE,56,"25,503",37.95,"25,504",37.95,0,0,0,54,0,0
10440,FLORIDA,NASSAU,81,"29,024",29.86,"29,024",29.86,0,0,0,78,0,0
10450,FLORIDA,OKALOOSA,305,"89,354",24.41,"89,354",24.41,0,0,0,297,0,0
10460,FLORIDA,OKEECHOBEE,58,"3,505",5.04,"3,505",5.04,0,0,0,56,0,0
10470,FLORIDA,ORANGE,1457,"689,633",39.44,"689,634",39.44,0,0,0,"1,374",0,0
10480,FLORIDA,OSCEOLA,428,"113,193",22.04,"113,193",22.04,0,0,0,398,0,0
10490,FLORIDA,PALM BEACH,1683,"370,967",18.37,"370,968",18.37,0,0,0,"1,616",0,0
10500,FLORIDA,PASCO,424,"36,727",7.22,"36,727",7.22,0,0,0,402,0,0
10510,FLORIDA,PINELLAS,1159,"560,370",40.29,"560,370",40.29,0,0,0,"1,096",0,0
10520,FLORIDA,POLK,792,"130,447",13.73,"130,447",13.73,0,0,0,757,0,0
10530,FLORIDA,PUTNAM,132,"70,485",44.5,"70,485",44.5,0,0,0,126,0,0
10540,FLORIDA,ST. JOHNS,208,"103,917",41.63,"103,917",41.63,0,0,0,204,0,0
10550,FLORIDA,ST. LUCIE,429,"67,056",13.03,"67,057",13.03,0,0,0,414,0,0
10560,FLORIDA,SANTA ROSA,143,"33,854",19.73,"33,854",19.73,0,0,0,138,0,0
10570,FLORIDA,SARASOTA,475,"156,714",27.49,"156,714",27.49,0,0,0,466,0,0
10580,FLORIDA,SEMINOLE,415,"67,735",13.6,"67,735",13.6,0,0,0,398,0,0
10590,FLORIDA,SUMTER,61,"7,417",10.13,"7,417",10.13,0,0,0,61,0,0
10600,FLORIDA,SUWANNEE,62,"15,093",20.29,"15,093",20.29,0,0,0,60,0,0
10610,FLORIDA,TAYLOR,20,"33,808",140.87,"33,808",140.87,0,0,0,16,0,0
10620,FLORIDA,UNION,14,0,0,0,0,0,0,0,12,0,0
10630,FLORIDA,VOLUSIA,606,"463,376",63.72,"463,376",63.72,0,0,0,588,0,0
10640,FLORIDA,WAKULLA,22,0,0,0,0,0,0,0,22,0,0
10650,FLORIDA,WALTON,66,"92,755",117.11,"92,755",117.11,0,0,0,64,0,0
10660,FLORIDA,WASHINGTON,35,"21,098",50.23,"21,097",50.23,0,0,0,32,0,0
11000,GEORGIA,APPLING,39,"23,839",50.94,"23,839",50.94,0,0,0,39,0,0
11010,GEORGIA,ATKINSON,14,"2,770",16.49,"2,770",16.49,0,0,0,13,0,0
11011,GEORGIA,BACON,18,0,0,0,0,0,0,0,17,0,0
11020,GEORGIA,BAKER,1,0,0,0,0,0,0,0,1,0,0
11030,GEORGIA,BALDWIN,93,"86,018",77.08,"86,018",77.08,0,0,0,91,0,0
11040,GEORGIA,BANKS,12,"38,919",270.27,"38,919",270.27,0,0,0,11,0,0
11050,GEORGIA,BARROW,72,"11,822",13.68,"11,823",13.68,0,0,0,70,0,0
11060,GEORGIA,BARTOW,162,"131,614",67.7,"131,615",67.7,0,0,0,159,0,0
11070,GEORGIA,BEN HILL,36,0,0,0,0,0,0,0,36,0,0
11080,GEORGIA,BERRIEN,27,"7,307",22.55,"7,306",22.55,0,0,0,26,0,0
11090,GEORGIA,BIBB,546,"305,158",46.57,"305,158",46.57,0,0,0,528,0,0
11100,GEORGIA,BLECKLEY,9,"68,239",631.84,"68,238",631.83,0,0,0,9,0,0
11110,GEORGIA,BRANTLEY,31,293,0.79,292,0.78,0,0,0,29,0,0
11120,GEORGIA,BROOKS,44,"4,006",7.59,"4,007",7.59,0,0,0,43,0,0
11130,GEORGIA,BRYAN,30,"49,273",136.87,"49,272",136.87,0,0,0,30,0,0
11140,GEORGIA,BULLOCH,101,"54,444",44.92,"54,445",44.92,0,0,0,97,0,0
11150,GEORGIA,BURKE,66,"77,871",98.32,"77,870",98.32,0,0,0,66,0,0
11160,GEORGIA,BUTTS,42,"11,490",22.8,"11,491",22.8,0,0,0,41,0,0
11161,GEORGIA,CALHOUN,30,0,0,0,0,0,0,0,28,0,0
11170,GEORGIA,CAMDEN,69,"4,998",6.04,"4,998",6.04,0,0,0,67,0,0
11180,GEORGIA,CANDLER,18,"10,818",50.08,"10,818",50.08,0,0,0,18,0,0
11190,GEORGIA,CARROLL,168,"8,794",4.36,"8,794",4.36,0,0,0,163,0,0
11200,GEORGIA,CATOOSA,39,"10,178",21.75,"10,178",21.75,0,0,0,37,0,0
11210,GEORGIA,CHARLTON,22,0,0,0,0,0,0,0,22,0,0
11220,GEORGIA,CHATHAM,451,"143,028",26.43,"143,029",26.43,0,0,0,430,0,0
11230,GEORGIA,CHATTAHOOCHEE,8,"22,235",231.61,"22,235",231.61,0,0,0,8,0,0
11240,GEORGIA,CHATTOOGA,56,"36,864",54.86,"36,864",54.86,0,0,0,55,0,0
11250,GEORGIA,CHEROKEE,98,"47,542",40.43,"47,542",40.43,0,0,0,92,0,0
11260,GEORGIA,CLARKE,196,"58,767",24.99,"58,766",24.99,0,0,0,187,0,0
11270,GEORGIA,CLAY,6,0,0,0,0,0,0,0,5,0,0
11280,GEORGIA,CLAYTON,749,"206,424",22.97,"206,423",22.97,0,0,0,699,0,0
11281,GEORGIA,CLINCH,16,0,0,0,0,0,0,0,15,0,0
11290,GEORGIA,COBB,849,"349,950",34.35,"349,949",34.35,0,0,0,795,0,0
11291,GEORGIA,COFFEE,80,"14,878",15.5,"14,878",15.5,0,0,0,78,0,0
11300,GEORGIA,COLQUITT,87,"7,005",6.71,"7,005",6.71,0,0,0,87,0,0
11310,GEORGIA,COLUMBIA,110,"70,131",53.13,"70,131",53.13,0,0,0,106,0,0
11311,GEORGIA,COOK,43,"39,545",76.64,"39,545",76.64,0,0,0,42,0,0
11320,GEORGIA,COWETA,152,"68,619",37.62,"68,620",37.62,0,0,0,146,0,0
11330,GEORGIA,CRAWFORD,17,"6,737",33.02,"6,737",33.02,0,0,0,17,0,0
11340,GEORGIA,CRISP,77,"4,601",4.98,"4,602",4.98,0,0,0,76,0,0
11341,GEORGIA,DADE,16,0,0,0,0,0,0,0,16,0,0
11350,GEORGIA,DAWSON,20,"4,774",19.89,"4,775",19.9,0,0,0,20,0,0
11360,GEORGIA,DECATUR,46,528,0.96,527,0.95,0,0,0,45,0,0
11370,GEORGIA,DE KALB,1380,"445,377",26.89,"445,378",26.89,0,0,0,"1,300",0,0
11380,GEORGIA,DODGE,53,"9,746",15.32,"9,747",15.33,0,0,0,51,0,0
11381,GEORGIA,DOOLY,40,0,0,0,0,0,0,0,38,0,0
11390,GEORGIA,DOUGHERTY,333,"59,062",14.78,"59,062",14.78,0,0,0,321,0,0
11400,GEORGIA,DOUGLAS,224,"75,507",28.09,"75,507",28.09,0,0,0,219,0,0
11410,GEORGIA,EARLY,33,"19,413",49.02,"19,413",49.02,0,0,0,33,0,0
11420,GEORGIA,ECHOLS,4,0,0,0,0,0,0,0,4,0,0
11421,GEORGIA,EFFINGHAM,48,"2,297",3.99,"2,298",3.99,0,0,0,46,0,0
11430,GEORGIA,ELBERT,50,"4,963",8.27,"4,964",8.27,0,0,0,50,0,0
11440,GEORGIA,EMANUEL,55,"2,861",4.33,"2,860",4.33,0,0,0,54,0,0
11441,GEORGIA,EVANS,17,"19,566",95.91,"19,565",95.91,0,0,0,17,0,0
11450,GEORGIA,FANNIN,31,"11,210",30.13,"11,211",30.14,0,0,0,30,0,0
11451,GEORGIA,FAYETTE,100,"97,786",81.49,"97,786",81.49,0,0,0,92,0,0
11460,GEORGIA,FLOYD,164,"35,476",18.03,"35,476",18.03,0,0,0,162,0,0
11461,GEORGIA,FORSYTH,86,"6,802",6.59,"6,803",6.59,0,0,0,81,0,0
11462,GEORGIA,FRANKLIN,26,"4,577",14.67,"4,577",14.67,0,0,0,26,0,0
11470,GEORGIA,FULTON,1716,"550,030",26.71,"550,030",26.71,0,0,0,"1,596",0,0
11471,GEORGIA,GILMER,40,"24,460",50.96,"24,460",50.96,0,0,0,40,0,0
11480,GEORGIA,GLASCOCK,6,0,0,0,0,0,0,0,6,0,0
11490,GEORGIA,GLYNN,200,"52,313",21.8,"52,313",21.8,0,0,0,197,0,0
11500,GEORGIA,GORDON,70,"1,069",1.27,"1,069",1.27,0,0,0,68,0,0
11510,GEORGIA,GRADY,48,0,0,0,0,0,0,0,48,0,0
11520,GEORGIA,GREENE,50,"1,498",2.5,"1,498",2.5,0,0,0,50,0,0
11530,GEORGIA,GWINNETT,660,"99,108",12.51,"99,109",12.51,0,0,0,629,0,0
11540,GEORGIA,HABERSHAM,46,518,0.94,519,0.94,0,0,0,45,0,0
11550,GEORGIA,HALL,177,"20,998",9.89,"20,999",9.89,0,0,0,172,0,0
11560,GEORGIA,HANCOCK,34,"41,416",101.51,"41,415",101.51,0,0,0,32,0,0
11570,GEORGIA,HARALSON,45,"24,366",45.12,"24,367",45.12,0,0,0,44,0,0
11580,GEORGIA,HARRIS,41,"7,461",15.16,"7,461",15.16,0,0,0,41,0,0
11581,GEORGIA,HART,49,"18,384",31.27,"18,385",31.27,0,0,0,48,0,0
11590,GEORGIA,HEARD,16,"6,669",34.73,"6,669",34.73,0,0,0,15,0,0
11591,GEORGIA,HENRY,293,"113,466",32.27,"113,466",32.27,0,0,0,276,0,0
11600,GEORGIA,HOUSTON,241,"88,901",30.74,"88,901",30.74,0,0,0,236,0,0
11601,GEORGIA,IRWIN,11,0,0,0,0,0,0,0,11,0,0
11610,GEORGIA,JACKSON,60,"52,662",73.14,"52,662",73.14,0,0,0,57,0,0
11611,GEORGIA,JASPER,22,0,0,0,0,0,0,0,22,0,0
11612,GEORGIA,JEFF DAVIS,19,"1,720",7.54,"1,721",7.55,0,0,0,18,0,0
11620,GEORGIA,JEFFERSON,62,"25,366",34.09,"25,366",34.09,0,0,0,61,0,0
11630,GEORGIA,JENKINS,22,"26,823",101.6,"26,823",101.6,0,0,0,22,0,0
11640,GEORGIA,JOHNSON,16,649,3.38,648,3.38,0,0,0,15,0,0
11650,GEORGIA,JONES,23,0,0,0,0,0,0,0,23,0,0
11651,GEORGIA,LAMAR,37,"139,020",313.11,"139,020",313.11,0,0,0,38,0,0
11652,GEORGIA,LANIER,23,"12,595",45.63,"12,594",45.63,0,0,0,23,0,0
11660,GEORGIA,LAURENS,151,"130,396",71.96,"130,396",71.96,0,0,0,146,0,0
11670,GEORGIA,LEE,43,0,0,0,0,0,0,0,41,0,0
11680,GEORGIA,LIBERTY,89,"19,779",18.52,"19,780",18.52,0,0,0,88,0,0
11690,GEORGIA,LINCOLN,18,0,0,0,0,0,0,0,17,0,0
11691,GEORGIA,LONG,12,0,0,0,0,0,0,0,12,0,0
11700,GEORGIA,LOWNDES,241,"60,715",20.99,"60,714",20.99,0,0,0,231,0,0
11701,GEORGIA,LUMPKIN,17,0,0,0,0,0,0,0,17,0,0
11702,GEORGIA,MC DUFFIE,60,"67,677",94,"67,677",94,0,0,0,60,0,0
11703,GEORGIA,MC INTOSH,26,"5,411",17.34,"5,411",17.34,0,0,0,26,0,0
11710,GEORGIA,MACON,40,"21,416",44.62,"21,416",44.62,0,0,0,39,0,0
11720,GEORGIA,MADISON,54,"5,727",8.84,"5,728",8.84,0,0,0,52,0,0
11730,GEORGIA,MARION,16,"57,077",297.28,"57,076",297.27,0,0,0,16,0,0
11740,GEORGIA,MERIWETHER,58,"8,088",11.62,"8,089",11.62,0,0,0,55,0,0
11741,GEORGIA,MILLER,8,0,0,0,0,0,0,0,8,0,0
11750,GEORGIA,MITCHELL,70,"15,787",18.79,"15,788",18.8,0,0,0,68,0,0
11760,GEORGIA,MONROE,46,"7,973",14.44,"7,974",14.45,0,0,0,42,0,0
11770,GEORGIA,MONTGOMERY,6,"5,446",75.64,"5,446",75.64,0,0,0,6,0,0
11771,GEORGIA,MORGAN,37,264,0.59,264,0.59,0,0,0,37,0,0
11772,GEORGIA,MURRAY,50,"5,353",8.92,"5,353",8.92,0,0,0,49,0,0
11780,GEORGIA,MUSCOGEE,550,"391,744",59.36,"391,745",59.36,0,0,0,533,0,0
11790,GEORGIA,NEWTON,219,"25,373",9.65,"25,373",9.65,0,0,0,213,0,0
11800,GEORGIA,OCONEE,26,0,0,0,0,0,0,0,26,0,0
11801,GEORGIA,OGLETHORPE,13,0,0,0,0,0,0,0,12,0,0
11810,GEORGIA,PAULDING,110,"57,194",43.33,"57,193",43.33,0,0,0,104,0,0
11811,GEORGIA,PEACH,78,"10,509",11.23,"10,509",11.23,0,0,0,74,0,0
11812,GEORGIA,PICKENS,38,0,0,0,0,0,0,0,38,0,0
11820,GEORGIA,PIERCE,27,"14,526",44.83,"14,527",44.84,0,0,0,27,0,0
11821,GEORGIA,PIKE,26,"4,888",15.67,"4,888",15.67,0,0,0,26,0,0
11830,GEORGIA,POLK,85,"66,247",64.95,"66,247",64.95,0,0,0,82,0,0
11831,GEORGIA,PULASKI,35,"20,311",48.36,"20,310",48.36,0,0,0,34,0,0
11832,GEORGIA,PUTNAM,38,"48,486",106.33,"48,486",106.33,0,0,0,37,0,0
11833,GEORGIA,QUITMAN,2,0,0,0,0,0,0,0,2,0,0
11834,GEORGIA,RABUN,24,"2,224",7.72,"2,224",7.72,0,0,0,20,0,0
11835,GEORGIA,RANDOLPH,24,0,0,0,0,0,0,0,24,0,0
11840,GEORGIA,RICHMOND,615,"248,814",33.71,"248,814",33.71,0,0,0,585,0,0
11841,GEORGIA,ROCKDALE,170,"177,906",87.21,"177,905",87.21,0,0,0,164,0,0
11842,GEORGIA,SCHLEY,9,0,0,0,0,0,0,0,9,0,0
11850,GEORGIA,SCREVEN,38,0,0,0,0,0,0,0,37,0,0
11851,GEORGIA,SEMINOLE,24,0,0,0,0,0,0,0,24,0,0
11860,GEORGIA,SPALDING,128,"134,614",87.64,"134,615",87.64,0,0,0,121,0,0
11861,GEORGIA,STEPHENS,52,"4,485",7.19,"4,485",7.19,0,0,0,51,0,0
11862,GEORGIA,STEWART,16,"10,589",55.15,"10,589",55.15,0,0,0,16,0,0
11870,GEORGIA,SUMTER,92,"1,750",1.59,"1,750",1.59,0,0,0,91,0,0
11880,GEORGIA,TALBOT,13,"28,023",179.63,"28,023",179.63,0,0,0,13,0,0
11881,GEORGIA,TALIAFERRO,8,0,0,0,0,0,0,0,8,0,0
11882,GEORGIA,TATTNALL,32,"1,979",5.15,"1,979",5.15,0,0,0,30,0,0
11883,GEORGIA,TAYLOR,22,"52,424",198.58,"52,424",198.58,0,0,0,22,0,0
11884,GEORGIA,TELFAIR,30,"28,879",80.22,"28,880",80.22,0,0,0,27,0,0
11885,GEORGIA,TERRELL,44,"24,222",45.88,"24,222",45.88,0,0,0,43,0,0
11890,GEORGIA,THOMAS,170,"33,041",16.2,"33,042",16.2,0,0,0,166,0,0
11900,GEORGIA,TIFT,75,"17,250",19.17,"17,250",19.17,0,0,0,71,0,0
11901,GEORGIA,TOOMBS,51,"5,015",8.19,"5,015",8.19,0,0,0,48,0,0
11902,GEORGIA,TOWNS,15,"2,042",11.34,"2,041",11.34,0,0,0,15,0,0
11903,GEORGIA,TREUTLEN,18,0,0,0,0,0,0,0,19,0,0
11910,GEORGIA,TROUP,148,"12,518",7.05,"12,518",7.05,0,0,0,144,0,0
11911,GEORGIA,TURNER,24,"8,691",30.18,"8,691",30.18,0,0,0,24,0,0
11912,GEORGIA,TWIGGS,41,0,0,0,0,0,0,0,40,0,0
11913,GEORGIA,UNION,25,"6,963",23.21,"6,963",23.21,0,0,0,25,0,0
11920,GEORGIA,UPSON,55,"19,834",30.05,"19,833",30.05,0,0,0,52,0,0
11921,GEORGIA,WALKER,96,"52,526",45.6,"52,526",45.6,0,0,0,94,0,0
11930,GEORGIA,WALTON,138,"42,954",25.94,"42,955",25.94,0,0,0,135,0,0
11940,GEORGIA,WARE,85,"37,009",36.28,"37,008",36.28,0,0,0,83,0,0
11941,GEORGIA,WARREN,20,0,0,0,0,0,0,0,20,0,0
11950,GEORGIA,WASHINGTON,53,"4,161",6.54,"4,162",6.54,0,0,0,52,0,0
11960,GEORGIA,WAYNE,50,"1,945",3.24,"1,946",3.24,0,0,0,48,0,0
11961,GEORGIA,WEBSTER,9,"9,662",89.46,"9,662",89.46,0,0,0,9,0,0
11962,GEORGIA,WHEELER,5,0,0,0,0,0,0,0,4,0,0
11963,GEORGIA,WHITE,29,"22,558",64.82,"22,558",64.82,0,0,0,29,0,0
11970,GEORGIA,WHITFIELD,101,"17,991",14.84,"17,991",14.84,0,0,0,95,0,0
11971,GEORGIA,WILCOX,15,0,0,0,0,0,0,0,15,0,0
11972,GEORGIA,WILKES,41,"15,117",30.73,"15,117",30.73,0,0,0,41,0,0
11973,GEORGIA,WILKINSON,30,"11,852",32.92,"11,852",32.92,0,0,0,29,0,0
11980,GEORGIA,WORTH,35,0,0,0,0,0,0,0,32,0,0
12010,HAWAII,HAWAII,236,"22,700",8.02,"22,701",8.02,0,0,0,227,0,0
12020,HAWAII,HONOLULU,1594,"275,278",14.39,"275,278",14.39,0,0,0,"1,500",0,0
12030,HAWAII,KALAWAO,1,0,0,0,0,0,0,0,1,0,0
12040,HAWAII,KAUAI,81,"1,659",1.71,"1,659",1.71,0,0,0,77,0,0
12050,HAWAII,MAUI,225,"8,638",3.2,"8,638",3.2,0,0,0,208,0,0
13000,IDAHO,ADA,215,"105,271",40.8,"105,271",40.8,0,0,0,203,0,0
13010,IDAHO,ADAMS,3,0,0,0,0,0,0,0,2,0,0
13020,IDAHO,BANNOCK,82,"39,305",39.94,"39,305",39.94,0,0,0,77,0,0
13030,IDAHO,BEAR LAKE,8,"1,853",19.3,"1,853",19.3,0,0,0,7,0,0
13040,IDAHO,BENEWAH,10,"69,636",580.3,"69,635",580.29,0,0,0,9,0,0
13050,IDAHO,BINGHAM,50,"28,517",47.53,"28,517",47.53,0,0,0,49,0,0
13060,IDAHO,BLAINE,2,0,0,0,0,0,0,0,2,0,0
13070,IDAHO,BOISE,5,0,0,0,0,0,0,0,4,0,0
13080,IDAHO,BONNER,43,"98,419",190.73,"98,419",190.73,0,0,0,43,0,0
13090,IDAHO,BONNEVILLE,114,"10,961",8.01,"10,960",8.01,0,0,0,108,0,0
13100,IDAHO,BOUNDARY,16,"1,037",5.4,"1,038",5.41,0,0,0,15,0,0
13110,IDAHO,BUTTE,1,0,0,0,0,0,0,0,1,0,0
13120,IDAHO,CAMAS,1,0,0,0,0,0,0,0,1,0,0
13130,IDAHO,CANYON,177,"76,423",35.98,"76,423",35.98,0,0,0,164,0,0
13140,IDAHO,CARIBOU,2,0,0,0,0,0,0,0,2,0,0
13150,IDAHO,CASSIA,20,"2,250",9.38,"2,251",9.38,0,0,0,20,0,0
13160,IDAHO,CLARK,2,0,0,0,0,0,0,0,1,0,0
13170,IDAHO,CLEARWATER,10,0,0,0,0,0,0,0,10,0,0
13180,IDAHO,CUSTER,2,"6,356",264.83,"6,356",264.83,0,0,0,2,0,0
13190,IDAHO,ELMORE,20,0,0,0,0,0,0,0,19,0,0
13200,IDAHO,FRANKLIN,4,0,0,0,0,0,0,0,4,0,0
13210,IDAHO,FREMONT,12,0,0,0,0,0,0,0,12,0,0
13220,IDAHO,GEM,9,"30,178",279.43,"30,178",279.43,0,0,0,8,0,0
13230,IDAHO,GOODING,13,0,0,0,0,0,0,0,12,0,0
13240,IDAHO,IDAHO,10,0,0,0,0,0,0,0,9,0,0
13250,IDAHO,JEFFERSON,21,"10,746",42.64,"10,746",42.64,0,0,0,20,0,0
13260,IDAHO,JEROME,17,"1,271",6.23,"1,271",6.23,0,0,0,17,0,0
