DISABLED -- REPRICING ADJUSTMENTS TO THE 2009-2013 INPATIENT REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART A REIMBURSEMENT,,,,,,,,,,,,,,,
,,,2009,2010,2011,2012,2013,,,,,,,,,,,
05550,CALIFORNIA               ,SHASTA,"1,485,466","1,016,340","754,117","322,394","460,168",,,,,,,,,,,
05560,CALIFORNIA               ,SIERRA,"17,954","10,947","22,462","5,076","11,921",,,,,,,,,,,
05570,CALIFORNIA               ,SISKIYOU,"45,905","68,474","127,809","59,735","47,165",,,,,,,,,,,
05580,CALIFORNIA               ,SOLANO,"1,141,886","889,511","902,658","842,098","364,267",,,,,,,,,,,
05590,CALIFORNIA               ,SONOMA,"1,324,884","1,215,235","1,184,723","1,147,877","346,807",,,,,,,,,,,
05600,CALIFORNIA               ,STANISLAUS,"1,956,207","1,723,171","1,622,817","1,029,343","372,332",,,,,,,,,,,
05610,CALIFORNIA               ,SUTTER,"370,206","288,365","658,723","933,354","135,004",,,,,,,,,,,
05620,CALIFORNIA               ,TEHAMA,"367,752","257,775","203,764","207,535","96,305",,,,,,,,,,,
05630,CALIFORNIA               ,TRINITY,"203,396","162,622","106,378","50,767","58,836",,,,,,,,,,,
05640,CALIFORNIA               ,TULARE,"1,470,570","1,656,113","1,978,712","2,036,523","883,973",,,,,,,,,,,
05650,CALIFORNIA               ,TUOLUMNE,"356,833","191,665","184,069","120,973","108,097",,,,,,,,,,,
05660,CALIFORNIA               ,VENTURA,"1,187,334","1,797,595","1,450,216","1,345,449","435,248",,,,,,,,,,,
05670,CALIFORNIA               ,YOLO,"734,206","649,675","570,524","482,793","222,463",,,,,,,,,,,
05680,CALIFORNIA               ,YUBA,"276,942","226,607","582,465","716,018","171,888",,,,,,,,,,,
06000,COLORADO                 ,ADAMS,"-273,944","-288,676","-312,043","-223,157","-68,430",,,,,,,,,,,
06010,COLORADO                 ,ALAMOSA,"-3,967","-3,038","-3,967","-3,422","-4,619",,,,,,,,,,,
06020,COLORADO                 ,ARAPAHOE,"-328,647","-396,521","-424,088","-303,411","-57,069",,,,,,,,,,,
06030,COLORADO                 ,ARCHULETA,342,"-2,384","1,543","-1,554","4,121",,,,,,,,,,,
06040,COLORADO                 ,BACA,"-2,303","-2,155","-5,914","-3,700","-2,954",,,,,,,,,,,
06050,COLORADO                 ,BENT,"-3,752","-1,965","-4,519","-7,299","-5,478",,,,,,,,,,,
06060,COLORADO                 ,BOULDER,"-140,153","-176,776","-181,612","-161,419","-115,614",,,,,,,,,,,
06070,COLORADO                 ,CHAFFEE,"-4,757","-3,629","-13,413","-7,541","2,645",,,,,,,,,,,
06080,COLORADO                 ,CHEYENNE,"-2,216","-2,108",-258,-547,-197,,,,,,,,,,,
06090,COLORADO                 ,CLEAR CREEK,"1,121","-2,253","-5,985","-2,707",-699,,,,,,,,,,,
06100,COLORADO                 ,CONEJOS,"-6,571","-2,402","-2,999","-4,469","-1,841",,,,,,,,,,,
06110,COLORADO                 ,COSTILLA,"-7,685","-3,834","-2,438","-1,840","-2,238",,,,,,,,,,,
06120,COLORADO                 ,CROWLEY,"-1,205","-2,786","-4,975","-8,272","-5,006",,,,,,,,,,,
06130,COLORADO                 ,CUSTER,"-2,340",363,"-2,054","-11,815","-3,679",,,,,,,,,,,
06140,COLORADO                 ,DELTA,"-8,646","-14,858","-23,445","-20,470","-10,711",,,,,,,,,,,
06150,COLORADO                 ,DENVER,"-613,609","-570,237","-569,445","-395,422","-91,190",,,,,,,,,,,
06160,COLORADO                 ,DOLORES,-184,0,-260,-948,-328,,,,,,,,,,,
06170,COLORADO                 ,DOUGLAS,"-38,872","-53,737","-57,387","-43,116","-8,292",,,,,,,,,,,
06180,COLORADO                 ,EAGLE,"-3,361","-9,937","-3,502","-2,806","-1,511",,,,,,,,,,,
06190,COLORADO                 ,ELBERT,345,"-15,083","-20,141","-12,086","-7,851",,,,,,,,,,,
06200,COLORADO                 ,EL PASO,"-344,069","-383,630","-335,836","-259,174","-330,120",,,,,,,,,,,
06210,COLORADO                 ,FREMONT,"-25,368","-47,740","-32,323","-42,270","-36,345",,,,,,,,,,,
06220,COLORADO                 ,GARFIELD,"-6,168","-6,723","-2,253",-66,"-1,105",,,,,,,,,,,
06230,COLORADO                 ,GILPIN,"-2,755","-2,034","-3,179","-2,190","-1,001",,,,,,,,,,,
06240,COLORADO                 ,GRAND,"-5,399","-5,004","-5,044","-8,410","-1,983",,,,,,,,,,,
06250,COLORADO                 ,GUNNISON,"-1,461","-2,765","-2,053",-661,-362,,,,,,,,,,,
06260,COLORADO                 ,HINSDALE,0,0,-380,0,-983,,,,,,,,,,,
06270,COLORADO                 ,HUERFANO,"-3,228","-7,051","-8,998","-9,609","-9,961",,,,,,,,,,,
06280,COLORADO                 ,JACKSON,-462,-425,"-3,294",-321,"-1,013",,,,,,,,,,,
06290,COLORADO                 ,JEFFERSON,"-320,062","-305,348","-324,993","-221,279","-59,239",,,,,,,,,,,
06300,COLORADO                 ,KIOWA,"-1,149","-1,378","-2,211","-1,295",0,,,,,,,,,,,
06310,COLORADO                 ,KIT CARSON,"-2,828","-4,359","-2,972","-5,636","-3,315",,,,,,,,,,,
06320,COLORADO                 ,LAKE,-26,"-1,789","-8,482","-4,388",-509,,,,,,,,,,,
06330,COLORADO                 ,LA PLATA,"-3,861","-3,383","-12,202","-10,699","-7,137",,,,,,,,,,,
06340,COLORADO                 ,LARIMER,"-177,847","-208,632","-165,802","-234,100","-230,301",,,,,,,,,,,
06350,COLORADO                 ,LAS ANIMAS,"-5,927","-14,338","-13,069","-20,794","-21,890",,,,,,,,,,,
06360,COLORADO                 ,LINCOLN,"-7,271","-6,804","-8,369","-2,809","-3,502",,,,,,,,,,,
06370,COLORADO                 ,LOGAN,"-12,857","-14,214","-13,234","-9,141","-3,560",,,,,,,,,,,
06380,COLORADO                 ,MESA,"-18,519","-29,689","-38,859","-28,305","-20,229",,,,,,,,,,,
06390,COLORADO                 ,MINERAL,0,0,0,0,0,,,,,,,,,,,
06400,COLORADO                 ,MOFFAT,"-3,817","-2,793","-2,113","-2,927","-2,813",,,,,,,,,,,
06410,COLORADO                 ,MONTEZUMA,"-2,330","-3,339","-3,899",-436,"-4,222",,,,,,,,,,,
06420,COLORADO                 ,MONTROSE,"-4,735","-3,055","-1,705","-11,015",119,,,,,,,,,,,
06430,COLORADO                 ,MORGAN,"-19,179","-20,270","-15,351","-9,535","-7,137",,,,,,,,,,,
06440,COLORADO                 ,OTERO,"-8,842","-13,055","-19,142","-26,262","-17,518",,,,,,,,,,,
06450,COLORADO                 ,OURAY,0,"1,018","-1,061",-400,-362,,,,,,,,,,,
06460,COLORADO                 ,PARK,"-12,121","-7,613","-14,427","-6,525","-1,621",,,,,,,,,,,
06470,COLORADO                 ,PHILLIPS,"-1,796","-3,114",-892,"-5,027",-759,,,,,,,,,,,
06480,COLORADO                 ,PITKIN,445,"2,464",0,-634,-95,,,,,,,,,,,
06490,COLORADO                 ,PROWERS,"-13,654","-7,229","-7,237","-13,197","-17,924",,,,,,,,,,,
06500,COLORADO                 ,PUEBLO,"-93,636","-191,774","-219,041","-302,412","-287,426",,,,,,,,,,,
06510,COLORADO                 ,RIO BLANCO,63,-393,-551,-658,-172,,,,,,,,,,,
06520,COLORADO                 ,RIO GRANDE,"-3,188","-8,710","-10,679","-8,010","-5,080",,,,,,,,,,,
06530,COLORADO                 ,ROUTT,"-6,124","-1,190","-1,730","-1,970","-4,022",,,,,,,,,,,
06540,COLORADO                 ,SAGUACHE,"-2,262","-1,725","-1,562","-2,649",-601,,,,,,,,,,,
06550,COLORADO                 ,SAN JUAN,839,-92,-85,-101,0,,,,,,,,,,,
06560,COLORADO                 ,SAN MIGUEL,-280,0,61,-160,0,,,,,,,,,,,
06570,COLORADO                 ,SEDGWICK,"-3,501","-2,886",-278,-455,-481,,,,,,,,,,,
06580,COLORADO                 ,SUMMIT,"-2,565",-987,"-8,257","-3,428",-669,,,,,,,,,,,
06590,COLORADO                 ,TELLER,"-9,705","-16,922","-13,480","-9,783","-13,814",,,,,,,,,,,
06600,COLORADO                 ,WASHINGTON,"-1,157","-3,285","-1,490",0,76,,,,,,,,,,,
06610,COLORADO                 ,WELD,"-192,715","-242,470","-74,557","-99,337","-123,239",,,,,,,,,,,
06620,COLORADO                 ,YUMA,"-4,805","-9,709","-6,103","-3,481","-2,975",,,,,,,,,,,
06630,COLORADO                 ,BROOMFIELD,"-20,292","-14,203","-20,613","-16,885","-8,722",,,,,,,,,,,
07000,CONNECTICUT              ,FAIRFIELD,"1,006,483","1,249,428","1,037,261","766,222","-86,488",,,,,,,,,,,
07010,CONNECTICUT              ,HARTFORD,"-686,218","-1,071,587","-862,539","1,367,754","-708,594",,,,,,,,,,,
07020,CONNECTICUT              ,LITCHFIELD,"-12,694","-19,920","1,024","303,209","-19,845",,,,,,,,,,,
07030,CONNECTICUT              ,MIDDLESEX,"35,753","38,318","70,809","372,310","40,792",,,,,,,,,,,
07040,CONNECTICUT              ,NEW HAVEN,"1,098,565","1,278,574","1,314,251","1,662,291","-309,043",,,,,,,,,,,
07050,CONNECTICUT              ,NEW LONDON,"297,263","286,565","399,569","1,104,571","301,904",,,,,,,,,,,
07060,CONNECTICUT              ,TOLLAND,"-71,267","-91,847","-87,785","142,651","-82,408",,,,,,,,,,,
07070,CONNECTICUT              ,WINDHAM,"232,256","155,896","101,734","248,870","6,500",,,,,,,,,,,
08000,DELAWARE                 ,KENT,"-123,703","-142,612","-174,265","-197,603","-179,111",,,,,,,,,,,
08010,DELAWARE                 ,NEW CASTLE,"-450,441","-455,029","-490,585","-567,657","-492,812",,,,,,,,,,,
08020,DELAWARE                 ,SUSSEX,"-170,559","-85,745","-182,340","-133,973","3,103",,,,,,,,,,,
09000,DISTRICT OF COLUMBIA     ,DISTRICT OF COLUMBIA,"-2,162,732","-1,829,913","-1,570,123","-1,581,744","-1,019,194",,,,,,,,,,,
10000,FLORIDA                  ,ALACHUA,"-430,400","-298,756","-501,654","-734,757","-1,028,337",,,,,,,,,,,
10010,FLORIDA                  ,BAKER,"-9,352",-142,"17,535","13,844","17,770",,,,,,,,,,,
10020,FLORIDA                  ,BAY,"-221,277","-168,448","-84,359","-67,662","283,980",,,,,,,,,,,
10030,FLORIDA                  ,BRADFORD,"-69,979","-40,084","-67,021","-83,329","-88,195",,,,,,,,,,,
10040,FLORIDA                  ,BREVARD,"-626,977","-471,826","-613,090","-245,767","184,632",,,,,,,,,,,
10050,FLORIDA                  ,BROWARD,"-1,543,910","-2,614,276","-2,463,538","-2,216,882","-1,954,491",,,,,,,,,,,
10060,FLORIDA                  ,CALHOUN,"-20,266","-15,630","-15,224","-6,694","4,333",,,,,,,,,,,
10070,FLORIDA                  ,CHARLOTTE,"-200,516","-98,604",340,"24,110","57,979",,,,,,,,,,,
10080,FLORIDA                  ,CITRUS,"-62,349","-50,920","-79,706","-102,900","-60,323",,,,,,,,,,,
10090,FLORIDA                  ,CLAY,"-45,095","-13,205","65,658","38,339","29,966",,,,,,,,,,,
10100,FLORIDA                  ,COLLIER,"-437,522","-364,444","-408,985","-395,208","-138,202",,,,,,,,,,,
10110,FLORIDA                  ,COLUMBIA,"-79,356","1,531","9,972","-27,890","-100,815",,,,,,,,,,,
10120,FLORIDA                  ,MIAMI-DADE,"-2,414,509","-3,919,988","-4,513,949","-4,034,286","-3,327,368",,,,,,,,,,,
10130,FLORIDA                  ,DESOTO,"-38,501","-19,611","-3,359",778,"7,464",,,,,,,,,,,
10140,FLORIDA                  ,DIXIE,"-50,155","-38,902","-65,214","-98,514","-121,653",,,,,,,,,,,
10150,FLORIDA                  ,DUVAL,"-102,525","54,938","792,325","784,684","819,551",,,,,,,,,,,
10160,FLORIDA                  ,ESCAMBIA,"-340,571","-240,252","-54,391","75,411","386,085",,,,,,,,,,,
10170,FLORIDA                  ,FLAGLER,"-65,707","-33,840","-25,158",213,"54,644",,,,,,,,,,,
10180,FLORIDA                  ,FRANKLIN,"-13,352","-7,439","-8,887","-8,922","5,177",,,,,,,,,,,
10190,FLORIDA                  ,GADSDEN,"-79,974","-52,954","-97,585","-46,805","-41,189",,,,,,,,,,,
10200,FLORIDA                  ,GILCHRIST,"-27,029","-23,839","-35,938","-48,992","-60,897",,,,,,,,,,,
10210,FLORIDA                  ,GLADES,"-4,029","-2,811","-11,213","-12,814","-3,874",,,,,,,,,,,
10220,FLORIDA                  ,GULF,"-21,399","-12,599","-4,659","-4,303","13,342",,,,,,,,,,,
10230,FLORIDA                  ,HAMILTON,"-30,594","-13,912","-11,712","-33,532","-40,508",,,,,,,,,,,
10240,FLORIDA                  ,HARDEE,"-33,692","-27,774","-43,287","-38,939","-4,619",,,,,,,,,,,
10250,FLORIDA                  ,HENDRY,"-15,420","-2,237","-24,906","-25,542","-2,615",,,,,,,,,,,
10260,FLORIDA                  ,HERNANDO,"-21,600","-52,454","-72,452","-68,014","-12,285",,,,,,,,,,,
10270,FLORIDA                  ,HIGHLANDS,"-183,377","-197,766","-203,807","-170,940","-67,142",,,,,,,,,,,
10280,FLORIDA                  ,HILLSBOROUGH,"-84,404","-187,086","-353,984","-298,085","44,378",,,,,,,,,,,
10290,FLORIDA                  ,HOLMES,"-40,857","-38,234","-16,973","-6,681","-3,342",,,,,,,,,,,
10300,FLORIDA                  ,INDIAN RIVER,"-210,655","-321,598","-462,647","-240,969","-88,850",,,,,,,,,,,
10310,FLORIDA                  ,JACKSON,"-86,282","-101,906","-45,444","9,668","-22,062",,,,,,,,,,,
10320,FLORIDA                  ,JEFFERSON,"-20,127","-16,954","-31,705","-23,773","-17,782",,,,,,,,,,,
10330,FLORIDA                  ,LAFAYETTE,"-7,320",-295,"-2,198","-11,705",-659,,,,,,,,,,,
10340,FLORIDA                  ,LAKE,"-120,807","11,552","-191,859","-150,553","-41,217",,,,,,,,,,,
10350,FLORIDA                  ,LEE,"-41,116","401,276","215,419","162,390","720,475",,,,,,,,,,,
10360,FLORIDA                  ,LEON,"-208,234","-124,708","-254,936","-137,565","-109,791",,,,,,,,,,,
10370,FLORIDA                  ,LEVY,"-86,344","-61,729","-117,217","-139,481","-233,024",,,,,,,,,,,
10380,FLORIDA                  ,LIBERTY,"-18,180","-5,160","-11,072","-3,966","1,691",,,,,,,,,,,
10390,FLORIDA                  ,MADISON,"-30,090","-23,184","-31,695","-39,769","-20,517",,,,,,,,,,,
10400,FLORIDA                  ,MANATEE,"-264,984","-107,674","-8,912","23,687","49,424",,,,,,,,,,,
10410,FLORIDA                  ,MARION,"-319,562","-307,759","-274,998","-367,767","-350,407",,,,,,,,,,,
10420,FLORIDA                  ,MARTIN,"-157,439","-235,353","-386,069","-182,954","-125,107",,,,,,,,,,,
10430,FLORIDA                  ,MONROE,"-53,550","-102,644","-79,018","-98,927","-65,320",,,,,,,,,,,
10440,FLORIDA                  ,NASSAU,"-9,329","-1,770","50,444","42,339","50,071",,,,,,,,,,,
10450,FLORIDA                  ,OKALOOSA,"-205,837","-171,746","-215,728","-224,087","-146,641",,,,,,,,,,,
10460,FLORIDA                  ,OKEECHOBEE,"-63,881","-81,140","-135,271","-69,547","-39,728",,,,,,,,,,,
10470,FLORIDA                  ,ORANGE,"-242,308","80,907","-432,745","-247,842","20,244",,,,,,,,,,,
10480,FLORIDA                  ,OSCEOLA,"-63,764","40,948","-104,114","-65,684","7,078",,,,,,,,,,,
10490,FLORIDA                  ,PALM BEACH,"-906,923","-1,583,767","-1,499,148","-1,390,163","-1,139,070",,,,,,,,,,,
10500,FLORIDA                  ,PASCO,"-42,623","-80,685","-148,558","-157,413","2,680",,,,,,,,,,,
10510,FLORIDA                  ,PINELLAS,"-67,159","-158,534","-346,944","-246,924","46,444",,,,,,,,,,,
10520,FLORIDA                  ,POLK,"-302,758","-243,417","-318,422","-225,212","86,911",,,,,,,,,,,
10530,FLORIDA                  ,PUTNAM,"-144,505","-100,773","-114,100","-114,995","-236,972",,,,,,,,,,,
10540,FLORIDA                  ,ST. JOHNS,"-256,019","-268,943","7,378","2,870","18,811",,,,,,,,,,,
10550,FLORIDA                  ,ST. LUCIE,"-751,374","-901,545","-1,337,092","-631,748","-435,821",,,,,,,,,,,
10560,FLORIDA                  ,SANTA ROSA,"-131,783","-106,132","-34,646","20,688","141,650",,,,,,,,,,,
10570,FLORIDA                  ,SARASOTA,"-374,062","-200,310","-12,435","33,963","64,459",,,,,,,,,,,
10580,FLORIDA                  ,SEMINOLE,"-69,253","30,125","-113,294","-72,093","8,013",,,,,,,,,,,
10590,FLORIDA                  ,SUMTER,"-12,393","-16,462","-63,828","-27,964","-10,817",,,,,,,,,,,
10600,FLORIDA                  ,SUWANNEE,"-60,346","-25,519","-35,432","-83,156","-96,353",,,,,,,,,,,
10610,FLORIDA                  ,TAYLOR,"-35,686","-21,258","-24,897","-32,570","-63,049",,,,,,,,,,,
10620,FLORIDA                  ,UNION,"-19,897","-15,116","-28,245","-27,677","-43,058",,,,,,,,,,,
10630,FLORIDA                  ,VOLUSIA,"-224,653","-175,366","-409,891","-314,747","-81,311",,,,,,,,,,,
10640,FLORIDA                  ,WAKULLA,"-49,685","-26,903","-62,806","-30,422","-14,426",,,,,,,,,,,
10650,FLORIDA                  ,WALTON,"-58,665","-56,620","-45,963","-23,621",-214,,,,,,,,,,,
10660,FLORIDA                  ,WASHINGTON,"-43,064","-40,911","-18,092","-6,726","11,397",,,,,,,,,,,
11000,GEORGIA                  ,APPLING,"-23,984","-22,326","-10,368","-7,192","-3,937",,,,,,,,,,,
11010,GEORGIA                  ,ATKINSON,"-14,465","-15,958","-9,560","-11,892","-1,698",,,,,,,,,,,
11011,GEORGIA                  ,BACON,"-7,391","-8,599","-2,653","-6,592",-71,,,,,,,,,,,
11020,GEORGIA                  ,BAKER,"-5,800","-4,365","-1,701",-151,-969,,,,,,,,,,,
11030,GEORGIA                  ,BALDWIN,"-226,777","-198,018","-109,063","3,555","140,884",,,,,,,,,,,
11040,GEORGIA                  ,BANKS,"-40,683","-41,386","-23,675","1,430","-18,584",,,,,,,,,,,
11050,GEORGIA                  ,BARROW,"-151,234","-133,384","-131,310","-43,663","-117,762",,,,,,,,,,,
11060,GEORGIA                  ,BARTOW,"-177,053","-126,153","-30,140","151,797","-74,696",,,,,,,,,,,
11070,GEORGIA                  ,BEN HILL,"-77,381","-77,728","-48,290","-42,911","-7,987",,,,,,,,,,,
11080,GEORGIA                  ,BERRIEN,"-91,876","-99,062","-99,464","-76,395","-45,920",,,,,,,,,,,
11090,GEORGIA                  ,BIBB,"-876,286","-1,026,898","-320,142","25,356","405,986",,,,,,,,,,,
11100,GEORGIA                  ,BLECKLEY,"-28,859","-27,533","-7,282","-4,170","17,566",,,,,,,,,,,
11110,GEORGIA                  ,BRANTLEY,"-7,201","-7,448","-1,226","6,194",423,,,,,,,,,,,
11120,GEORGIA                  ,BROOKS,"-49,927","-34,583","-22,322","-34,920","-33,140",,,,,,,,,,,
11130,GEORGIA                  ,BRYAN,"-28,448","-31,973","-15,457","-14,962","-12,759",,,,,,,,,,,
11140,GEORGIA                  ,BULLOCH,"-87,674","-104,106","-76,902","-76,378","-35,951",,,,,,,,,,,
11150,GEORGIA                  ,BURKE,"-69,101","-59,775","-63,395","-35,970","-11,666",,,,,,,,,,,
11160,GEORGIA                  ,BUTTS,"-53,313","-41,816","-7,198","27,886","-11,159",,,,,,,,,,,
11161,GEORGIA                  ,CALHOUN,"-31,870","-34,360","-23,480","-20,797","-11,617",,,,,,,,,,,
11170,GEORGIA                  ,CAMDEN,"-3,493","-6,605","6,637","12,004","12,186",,,,,,,,,,,
11180,GEORGIA                  ,CANDLER,"-18,972","-24,086","-15,634","-17,057","-5,628",,,,,,,,,,,
11190,GEORGIA                  ,CARROLL,"-178,450","-131,525","-42,420","98,357","-75,062",,,,,,,,,,,
11200,GEORGIA                  ,CATOOSA,"-45,403","-42,437","-31,384","-16,637","11,443",,,,,,,,,,,
11210,GEORGIA                  ,CHARLTON,"-1,748",-448,"2,558","4,029","6,695",,,,,,,,,,,
11220,GEORGIA                  ,CHATHAM,"-207,090","-199,072","-115,305","-134,719","-80,414",,,,,,,,,,,
11230,GEORGIA                  ,CHATTAHOOCHEE,"-5,524","-11,870","-10,281","-12,584","-4,064",,,,,,,,,,,
11240,GEORGIA                  ,CHATTOOGA,"-58,533","-39,126","-15,935","35,822","-25,187",,,,,,,,,,,
11250,GEORGIA                  ,CHEROKEE,"-116,767","-71,448","-14,063","52,288","-33,079",,,,,,,,,,,
11260,GEORGIA                  ,CLARKE,"-284,738","-279,308","-415,451","-337,925","-227,337",,,,,,,,,,,
11270,GEORGIA                  ,CLAY,"-10,109","-5,107","-5,893","-1,027","-3,790",,,,,,,,,,,
11280,GEORGIA                  ,CLAYTON,"-399,243","-354,440","-71,090","236,635","-157,524",,,,,,,,,,,
11281,GEORGIA                  ,CLINCH,"-23,940","-9,776","-32,002","-14,616","-23,371",,,,,,,,,,,
11290,GEORGIA                  ,COBB,"-583,184","-414,733","-95,096","380,584","-222,510",,,,,,,,,,,
11291,GEORGIA                  ,COFFEE,"-74,432","-62,329","-49,881","-51,981","-14,407",,,,,,,,,,,
11300,GEORGIA                  ,COLQUITT,"-77,365","-108,882","-87,490","-80,061","-46,289",,,,,,,,,,,
11310,GEORGIA                  ,COLUMBIA,"-156,989","-101,889","-98,836","-109,850","-24,136",,,,,,,,,,,
11311,GEORGIA                  ,COOK,"-69,320","-54,824","-68,958","-44,773","-35,172",,,,,,,,,,,
11320,GEORGIA                  ,COWETA,"-104,546","-81,220","-17,451","66,348","-52,272",,,,,,,,,,,
11330,GEORGIA                  ,CRAWFORD,"-13,139","-14,077","-9,763",-211,"9,552",,,,,,,,,,,
11340,GEORGIA                  ,CRISP,"-69,942","-53,111","-60,724","-26,295","-8,031",,,,,,,,,,,
11341,GEORGIA                  ,DADE,"-22,820","-19,636","-15,929","-4,945","6,509",,,,,,,,,,,
11350,GEORGIA                  ,DAWSON,"-21,165","-16,178","-4,406","16,140","-12,720",,,,,,,,,,,
11360,GEORGIA                  ,DECATUR,"-88,218","-53,244","-72,760","-47,918","-33,979",,,,,,,,,,,
11370,GEORGIA                  ,DEKALB,"-709,972","-515,458","-169,087","413,499","-264,874",,,,,,,,,,,
11380,GEORGIA                  ,DODGE,"-99,155","-78,708","-42,269","-17,159","26,524",,,,,,,,,,,
11381,GEORGIA                  ,DOOLY,"-28,660","-31,707","-23,257","-10,723",526,,,,,,,,,,,
11390,GEORGIA                  ,DOUGHERTY,"-397,384","-401,198","-407,778","-251,380","-191,797",,,,,,,,,,,
11400,GEORGIA                  ,DOUGLAS,"-133,280","-82,986","-38,421","90,149","-67,423",,,,,,,,,,,
11410,GEORGIA                  ,EARLY,"-30,112","-41,304","-13,035","-5,835","-15,094",,,,,,,,,,,
11420,GEORGIA                  ,ECHOLS,-512,"-2,346","-6,358","-5,695","-2,167",,,,,,,,,,,
11421,GEORGIA                  ,EFFINGHAM,"-22,488","-20,303","-20,349","-16,313","-9,365",,,,,,,,,,,
11430,GEORGIA                  ,ELBERT,"-80,389","-73,633","-55,842","-58,236","-53,196",,,,,,,,,,,
11440,GEORGIA                  ,EMANUEL,"-49,557","-47,758","-55,722","-39,225","-9,995",,,,,,,,,,,
11441,GEORGIA                  ,EVANS,"-16,263","-17,736","-12,435","-8,244","-3,000",,,,,,,,,,,
11450,GEORGIA                  ,FANNIN,"-37,208","-31,638","-16,625","19,607","-8,837",,,,,,,,,,,
11451,GEORGIA                  ,FAYETTE,"-44,832","-32,480","-10,709","43,593","-29,465",,,,,,,,,,,
11460,GEORGIA                  ,FLOYD,"-228,230","-154,439","-36,339","151,383","-89,768",,,,,,,,,,,
11461,GEORGIA                  ,FORSYTH,"-63,891","-37,355","-16,593","29,984","-25,132",,,,,,,,,,,
11462,GEORGIA                  ,FRANKLIN,"-67,205","-73,476","-75,723","-44,191","-40,517",,,,,,,,,,,
11470,GEORGIA                  ,FULTON,"-921,185","-687,687","-228,169","549,330","-365,912",,,,,,,,,,,
11471,GEORGIA                  ,GILMER,"-42,167","-26,545","-16,812","11,765","-14,084",,,,,,,,,,,
11480,GEORGIA                  ,GLASCOCK,"-21,048","-16,293","-3,491","-6,925",-682,,,,,,,,,,,
