"IPPS and OPPS Wage Indices by Fiscal Year 
Note: ""A"" and ""B"" designation indicate that there was a mid-year change in the index due to change in claims processor during the year.",,,,,,,,,,
SSACD,State,County,CBSA 2015,IPPS Wage 2009,IPPS Wage 2010 A,IPPS Wage 2010 B,IPPS Wage 2011,IPPS Wage 2012,IPPS Wage 2013,IPPS Wage 2015
43550,SD,SANBORN,NA,0.8396,0.8360,0.8360,1.0000,1.0000,1.0000,1.0000
43560,SD,SHANNON,NA,0.8396,0.8360,0.8360,1.0000,1.0000,1.0000,1.0000
43570,SD,SPINK,NA,0.8396,0.8360,0.8360,1.0000,1.0000,1.0000,1.0000
43580,SD,STANLEY,NA,0.8396,0.8360,0.8360,1.0000,1.0000,1.0000,1.0000
43590,SD,SULLY,NA,0.8396,0.8360,0.8360,1.0000,1.0000,1.0000,1.0000
43600,SD,TODD,NA,0.8396,0.8360,0.8360,1.0000,1.0000,1.0000,1.0000
43610,SD,TRIPP,NA,0.8396,0.8360,0.8360,1.0000,1.0000,1.0000,1.0000
43620,SD,TURNER,43620,0.9344,0.9040,0.9040,1.0000,1.0000,1.0000,1.0000
43630,SD,UNION,43580,0.8750,0.8943,0.8943,1.0000,1.0000,1.0000,1.0000
43640,SD,WALWORTH,NA,0.8396,0.8360,0.8360,1.0000,1.0000,1.0000,1.0000
43670,SD,YANKTON,NA,0.8396,0.8360,0.8360,1.0000,1.0000,1.0000,1.0000
43680,SD,ZIEBACH,NA,0.8396,0.8360,0.8360,1.0000,1.0000,1.0000,1.0000
43999,SD,STATEWIDE,NA,0.8396,0.8360,0.8360,1.0000,1.0000,1.0000,1.0000
44000,TN,ANDERSON,28940,0.7943,0.7890,0.7889,0.7963,0.7930,0.7635,0.7350
44010,TN,BEDFORD,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44020,TN,BENTON,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44030,TN,BLEDSOE,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44040,TN,BLOUNT,28940,0.7943,0.7890,0.7889,0.7963,0.7930,0.7635,0.7350
44050,TN,BRADLEY,17420,0.8124,0.7890,0.7889,0.7963,0.7805,0.7614,0.7463
44060,TN,CAMPBELL,28940,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44070,TN,CANNON,34980,0.9430,0.9588,0.9588,0.9357,0.9116,0.8974,0.8919
44080,TN,CARROLL,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44090,TN,CARTER,27740,0.7994,0.7890,0.7889,0.7963,0.7805,0.7614,0.7397
44100,TN,CHEATHAM,34980,0.9430,0.9588,0.9588,0.9357,0.9116,0.8974,0.8919
44110,TN,CHESTER,27180,0.8437,0.8516,0.8516,0.8337,0.7910,0.7614,0.7554
44120,TN,CLAIBORNE,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44130,TN,CLAY,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44140,TN,COCKE,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44150,TN,COFFEE,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44160,TN,CROCKETT,27180,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7554
44170,TN,CUMBERLAND,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44180,TN,DAVIDSON,34980,0.9430,0.9588,0.9588,0.9357,0.9116,0.8974,0.8919
44190,TN,DECATUR,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44200,TN,DE KALB,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44210,TN,DICKSON,34980,0.9430,0.9588,0.9588,0.9357,0.9116,0.8974,0.8919
44220,TN,DYER,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44230,TN,FAYETTE,32820,0.9289,0.9251,0.9251,0.9244,0.9202,0.8967,0.8924
44240,TN,FENTRESS,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44250,TN,FRANKLIN,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44260,TN,GIBSON,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44270,TN,GILES,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44280,TN,GRAINGER,28940,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44290,TN,GREENE,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44300,TN,GRUNDY,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44310,TN,HAMBLEN,34100,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44320,TN,HAMILTON,16860,0.8842,0.8844,0.8843,0.8837,0.8748,0.8498,0.8625
44330,TN,HANCOCK,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44340,TN,HARDEMAN,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44350,TN,HARDIN,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44360,TN,HAWKINS,28700,0.7943,0.8111,0.8111,0.7963,0.7805,0.7614,0.7350
44370,TN,HAYWOOD,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44380,TN,HENDERSON,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44390,TN,HENRY,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44400,TN,HICKMAN,34980,0.9430,0.9588,0.9588,0.9357,0.9116,0.8974,0.8919
44410,TN,HOUSTON,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44420,TN,HUMPHREYS,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44430,TN,JACKSON,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44440,TN,JEFFERSON,34100,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44450,TN,JOHNSON,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44460,TN,KNOX,28940,0.7943,0.7890,0.7889,0.7963,0.7930,0.7635,0.7350
44470,TN,LAKE,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44480,TN,LAUDERDALE,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44490,TN,LAWRENCE,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44500,TN,LEWIS,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44510,TN,LINCOLN,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44520,TN,LOUDON,28940,0.7943,0.7890,0.7889,0.7963,0.7930,0.7635,0.7350
44530,TN,MC MINN,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44540,TN,MC NAIRY,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44550,TN,MACON,34980,0.9430,0.9588,0.9588,0.9357,0.9116,0.8974,0.8919
44560,TN,MADISON,27180,0.8437,0.8516,0.8516,0.8337,0.7910,0.7614,0.7554
44570,TN,MARION,16860,0.8842,0.8844,0.8843,0.8837,0.8748,0.8498,0.8625
44580,TN,MARSHALL,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44590,TN,MAURY,34980,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.8919
44600,TN,MEIGS,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44610,TN,MONROE,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44620,TN,MONTGOMERY,17300,0.8267,0.8131,0.8131,0.7963,0.8115,0.8060,0.7439
44630,TN,MOORE,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44640,TN,MORGAN,28940,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44650,TN,OBION,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44660,TN,OVERTON,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44670,TN,PERRY,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44680,TN,PICKETT,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44690,TN,POLK,17420,0.8124,0.7890,0.7889,0.7963,0.7805,0.7614,0.7463
44700,TN,PUTNAM,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44710,TN,RHEA,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44720,TN,ROANE,28940,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44730,TN,ROBERTSON,34980,0.9430,0.9588,0.9588,0.9357,0.9116,0.8974,0.8919
44740,TN,RUTHERFORD,34980,0.9430,0.9588,0.9588,0.9357,0.9116,0.8974,0.8919
44750,TN,SCOTT,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44760,TN,SEQUATCHIE,16860,0.8842,0.8844,0.8843,0.8837,0.8748,0.8498,0.8625
44770,TN,SEVIER,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44780,TN,SHELBY,32820,0.9289,0.9251,0.9251,0.9244,0.9202,0.8967,0.8924
44790,TN,SMITH,34980,0.9430,0.9588,0.9588,0.9357,0.9116,0.8974,0.8919
44800,TN,STEWART,NA,0.8267,0.8131,0.8131,0.7963,0.8115,0.8060,0.7350
44810,TN,SULLIVAN,28700,0.8032,0.8123,0.8123,0.8022,0.7996,0.8011,0.7732
44820,TN,SUMNER,34980,0.9430,0.9588,0.9588,0.9357,0.9116,0.8974,0.8919
44830,TN,TIPTON,32820,0.9289,0.9251,0.9251,0.9244,0.9202,0.8967,0.8924
44840,TN,TROUSDALE,34980,0.9430,0.9588,0.9588,0.9357,0.9116,0.8974,0.8919
44850,TN,UNICOI,27740,0.7994,0.7890,0.7889,0.7963,0.7805,0.7614,0.7397
44860,TN,UNION,28940,0.7943,0.7890,0.7889,0.7963,0.7930,0.7635,0.7350
44870,TN,VAN BUREN,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44880,TN,WARREN,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44890,TN,WASHINGTON,27740,0.7994,0.7890,0.7889,0.7963,0.7805,0.7614,0.7397
44900,TN,WAYNE,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44910,TN,WEAKLEY,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44920,TN,WHITE,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
44930,TN,WILLIAMSON,34980,0.9430,0.9588,0.9588,0.9357,0.9116,0.8974,0.8919
44940,TN,WILSON,34980,0.9430,0.9588,0.9588,0.9357,0.9116,0.8974,0.8919
44999,TN,STATEWIDE,NA,0.7943,0.7890,0.7889,0.7963,0.7805,0.7614,0.7350
45000,TX,ANDERSON,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45010,TX,ANDREWS,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45020,TX,ANGELINA,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45030,TX,ARANSAS,18580,0.8465,0.8661,0.8660,0.8537,0.8628,0.8607,0.8725
45040,TX,ARCHER,48660,0.9142,0.9519,0.9519,0.9883,1.0434,0.9449,0.9451
45050,TX,ARMSTRONG,11100,0.8965,0.8594,0.8594,0.8534,0.8610,0.8320,0.8074
45060,TX,ATASCOSA,41700,0.8917,0.8913,0.8913,0.9030,0.9025,0.8922,0.8822
45070,TX,AUSTIN,26420,0.9890,0.9934,0.9933,0.9902,1.0005,0.9920,0.9679
45080,TX,BAILEY,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45090,TX,BANDERA,41700,0.8917,0.8913,0.8913,0.9030,0.9025,0.8922,0.8822
45100,TX,BASTROP,12420,0.9488,0.9515,0.9515,0.9480,0.9491,0.9615,0.9384
45110,TX,BAYLOR,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45113,TX,BEE,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45120,TX,BELL,28660,0.8823,0.8757,0.8756,0.8833,0.9542,0.9230,0.9246
45130,TX,BEXAR,41700,0.8917,0.8913,0.8913,0.9030,0.9025,0.8922,0.8822
45140,TX,BLANCO,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45150,TX,BORDEN,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45160,TX,BOSQUE,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45170,TX,BOWIE,45500,0.8167,0.8153,0.8152,0.7976,0.8113,0.8169,0.7926
45180,TX,BRAZORIA,26420,0.9890,0.9934,0.9933,0.9902,1.0005,0.9920,0.9679
45190,TX,BRAZOS,17780,0.9160,0.9133,0.9133,0.9202,0.9301,0.9230,0.8974
45200,TX,BREWSTER,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45201,TX,BRISCOE,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45210,TX,BROOKS,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45220,TX,BROWN,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45221,TX,BURLESON,17780,0.9160,0.9133,0.9133,0.9202,0.9301,0.9230,0.8974
45222,TX,BURNET,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45223,TX,CALDWELL,12420,0.9488,0.9515,0.9515,0.9480,0.9491,0.9615,0.9384
45224,TX,CALHOUN,NA,0.8124,0.7944,0.7944,0.8002,0.8214,0.8789,0.7926
45230,TX,CALLAHAN,10180,0.8378,0.8336,0.8336,0.8377,0.8841,0.8578,0.7926
45240,TX,CAMERON,15180,0.9193,0.9301,0.9300,0.9442,0.9451,0.8670,0.7940
45250,TX,CAMP,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45251,TX,CARSON,11100,0.8965,0.8594,0.8594,0.8534,0.8610,0.8320,0.8074
45260,TX,CASS,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45270,TX,CASTRO,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45280,TX,CHAMBERS,26420,0.9890,0.9934,0.9933,0.9902,1.0005,0.9920,0.9679
45281,TX,CHEROKEE,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45290,TX,CHILDRESS,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45291,TX,CLAY,48660,0.9142,0.9519,0.9519,0.9883,1.0434,0.9449,0.9451
45292,TX,COCHRAN,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45300,TX,COKE,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45301,TX,COLEMAN,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45310,TX,COLLIN,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45311,TX,COLLINGSWORTH,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45312,TX,COLORADO,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45320,TX,COMAL,41700,0.8917,0.8913,0.8913,0.9030,0.9025,0.8922,0.8822
45321,TX,COMANCHE,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45330,TX,CONCHO,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45340,TX,COOKE,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45341,TX,CORYELL,28660,0.8823,0.8757,0.8756,0.8833,0.9542,0.9230,0.9246
45350,TX,COTTLE,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45360,TX,CRANE,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45361,TX,CROCKETT,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45362,TX,CROSBY,31180,0.8681,0.8813,0.8813,0.8899,0.8850,0.8942,0.8888
45370,TX,CULBERSON,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45380,TX,DALLAM,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45390,TX,DALLAS,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45391,TX,DAWSON,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45392,TX,DEAF SMITH,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45400,TX,DELTA,NA,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.7926
45410,TX,DENTON,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45420,TX,DE WITT,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45421,TX,DICKENS,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45430,TX,DIMMIT,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45431,TX,DONLEY,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45440,TX,DUVAL,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45450,TX,EASTLAND,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45451,TX,ECTOR,36220,0.9392,0.9837,0.9836,0.9382,0.9747,0.9589,0.9689
45460,TX,EDWARDS,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45470,TX,ELLIS,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45480,TX,EL PASO,21340,0.8836,0.8641,0.8640,0.8555,0.8598,0.8442,0.8112
45490,TX,ERATH,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45500,TX,FALLS,47380,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.8173
45510,TX,FANNIN,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45511,TX,FAYETTE,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45520,TX,FISHER,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45521,TX,FLOYD,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45522,TX,FOARD,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45530,TX,FORT BEND,26420,0.9890,0.9934,0.9933,0.9902,1.0005,0.9920,0.9679
45531,TX,FRANKLIN,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45540,TX,FREESTONE,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45541,TX,FRIO,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45542,TX,GAINES,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45550,TX,GALVESTON,26420,0.9890,0.9934,0.9933,0.9902,1.0005,0.9920,0.9679
45551,TX,GARZA,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45552,TX,GILLESPIE,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45560,TX,GLASSCOCK,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45561,TX,GOLIAD,47020,0.8124,0.7944,0.7944,0.8002,0.8214,0.8789,0.8254
45562,TX,GONZALES,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45563,TX,GRAY,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45564,TX,GRAYSON,43300,0.9258,0.8299,0.8299,0.8405,0.8184,0.8315,0.8362
45570,TX,GREGG,30980,0.8667,0.8239,0.8239,0.8549,0.8740,0.8490,0.8125
45580,TX,GRIMES,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45581,TX,GUADALUPE,41700,0.8917,0.8913,0.8913,0.9030,0.9025,0.8922,0.8822
45582,TX,HALE,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45583,TX,HALL,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45590,TX,HAMILTON,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45591,TX,HANSFORD,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45592,TX,HARDEMAN,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45600,TX,HARDIN,13140,0.8565,0.8325,0.8325,0.8418,0.8655,0.8558,0.8509
45610,TX,HARRIS,26420,0.9890,0.9934,0.9933,0.9902,1.0005,0.9920,0.9679
45620,TX,HARRISON,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45621,TX,HARTLEY,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45630,TX,HASKELL,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45631,TX,HAYS,12420,0.9488,0.9515,0.9515,0.9480,0.9491,0.9615,0.9384
45632,TX,HEMPHILL,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45640,TX,HENDERSON,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45650,TX,HIDALGO,32580,0.9053,0.8883,0.8883,0.8847,0.8876,0.8651,0.8197
45651,TX,HILL,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45652,TX,HOCKLEY,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45653,TX,HOOD,23104,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.9281
45654,TX,HOPKINS,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45660,TX,HOUSTON,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45661,TX,HOWARD,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45662,TX,HUDSPETH,21340,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.8112
45670,TX,HUNT,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45671,TX,HUTCHINSON,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45672,TX,IRION,41660,0.8500,0.8068,0.8067,0.8441,0.8410,0.8478,0.8660
45680,TX,JACK,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45681,TX,JACKSON,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45690,TX,JASPER,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45691,TX,JEFF DAVIS,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45700,TX,JEFFERSON,13140,0.8565,0.8325,0.8325,0.8418,0.8655,0.8558,0.8509
45710,TX,JIM HOGG,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45711,TX,JIM WELLS,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45720,TX,JOHNSON,23104,0.9650,0.9434,0.9434,0.9384,0.9439,0.9435,0.9281
45721,TX,JONES,10180,0.8378,0.8336,0.8336,0.8377,0.8841,0.8578,0.7926
45722,TX,KARNES,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45730,TX,KAUFMAN,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45731,TX,KENDALL,41700,0.8917,0.8913,0.8913,0.9030,0.9025,0.8922,0.8822
45732,TX,KENEDY,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45733,TX,KENT,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45734,TX,KERR,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45740,TX,KIMBLE,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45741,TX,KING,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45742,TX,KINNEY,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45743,TX,KLEBERG,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45744,TX,KNOX,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45750,TX,LAMAR,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45751,TX,LAMB,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45752,TX,LAMPASAS,28660,0.8823,0.8757,0.8756,0.8833,0.9542,0.9230,0.9246
45753,TX,LA SALLE,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45754,TX,LAVACA,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45755,TX,LEE,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45756,TX,LEON,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45757,TX,LIBERTY,26420,0.9890,0.9934,0.9933,0.9902,1.0005,0.9920,0.9679
45758,TX,LIMESTONE,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45759,TX,LIPSCOMB,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45760,TX,LIVE OAK,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45761,TX,LLANO,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45762,TX,LOVING,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45770,TX,LUBBOCK,31180,0.8681,0.8813,0.8813,0.8899,0.8850,0.8942,0.8888
45771,TX,LYNN,31180,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.8888
45772,TX,MC CULLOCH,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45780,TX,MC LENNAN,47380,0.8672,0.8608,0.8608,0.8609,0.8772,0.8475,0.8173
45781,TX,MC MULLEN,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45782,TX,MADISON,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45783,TX,MARION,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45784,TX,MARTIN,33260,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.8805
45785,TX,MASON,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45790,TX,MATAGORDA,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45791,TX,MAVERICK,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45792,TX,MEDINA,41700,0.8917,0.8913,0.8913,0.9030,0.9025,0.8922,0.8822
45793,TX,MENARD,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45794,TX,MIDLAND,33260,0.9528,0.9348,0.9347,0.9510,1.0278,1.0506,0.8805
