"AGED -- 2013 REIMBURSEMENT FOR COST CONTRACTS 
FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE",,,,,,,,,,,
CODE,STATE,COUNTY,PART A TOTAL REIMBURSEMENT,PART A REIMBURSEMENT W/O IME/DSH/GME,PART B TOTAL REIMBURSEMENT,,,,,,
36000,OHIO,ADAMS,"19,080","16,852","71,328",,,,,,
36010,OHIO,ALLEN,0,0,456,,,,,,
36020,OHIO,ASHLAND,"47,887","45,856","25,736",,,,,,
36030,OHIO,ASHTABULA,"41,418","32,312","18,317",,,,,,
36040,OHIO,ATHENS,"328,752","304,150","69,360",,,,,,
36050,OHIO,AUGLAIZE,0,0,532,,,,,,
36060,OHIO,BELMONT,"1,602,600","1,500,375","527,728",,,,,,
36070,OHIO,BROWN,0,0,"3,228",,,,,,
36080,OHIO,BUTLER,"251,971","243,926","23,587",,,,,,
36090,OHIO,CARROLL,"262,953","251,526","18,674",,,,,,
36100,OHIO,CHAMPAIGN,0,0,53,,,,,,
36110,OHIO,CLARK,"28,745","26,396","2,772",,,,,,
36120,OHIO,CLERMONT,"14,311","12,543","38,298",,,,,,
36130,OHIO,CLINTON,0,0,"1,535",,,,,,
36140,OHIO,COLUMBIANA,"88,358","86,961","14,043",,,,,,
36150,OHIO,COSHOCTON,"34,232","30,464","27,565",,,,,,
36160,OHIO,CRAWFORD,"21,032","20,583","30,326",,,,,,
36170,OHIO,CUYAHOGA,"48,056,305","43,006,996","18,785,488",,,,,,
36190,OHIO,DARKE,0,0,"20,909",,,,,,
36200,OHIO,DEFIANCE,0,0,"4,631",,,,,,
36210,OHIO,DELAWARE,"43,407","37,425","29,040",,,,,,
36220,OHIO,ERIE,"9,052","8,244","51,097",,,,,,
36230,OHIO,FAIRFIELD,"173,723","162,940","15,403",,,,,,
36240,OHIO,FAYETTE,0,0,0,,,,,,
36250,OHIO,FRANKLIN,"409,833","348,726","205,750",,,,,,
36260,OHIO,FULTON,0,0,"2,108",,,,,,
36270,OHIO,GALLIA,"24,188","22,062","19,078",,,,,,
36280,OHIO,GEAUGA,"1,759,197","1,576,458","743,819",,,,,,
36290,OHIO,GREENE,0,0,"2,418",,,,,,
36300,OHIO,GUERNSEY,"321,927","313,714","36,041",,,,,,
36310,OHIO,HAMILTON,"188,182","161,787","102,130",,,,,,
36330,OHIO,HANCOCK,"24,703","24,353","12,530",,,,,,
36340,OHIO,HARDIN,0,0,0,,,,,,
36350,OHIO,HARRISON,"693,087","650,185","337,518",,,,,,
36360,OHIO,HENRY,"58,971","58,075","10,376",,,,,,
36370,OHIO,HIGHLAND,0,0,717,,,,,,
36380,OHIO,HOCKING,"7,412","7,412","9,006",,,,,,
36390,OHIO,HOLMES,0,0,464,,,,,,
36400,OHIO,HURON,"17,592","11,543","48,060",,,,,,
36410,OHIO,JACKSON,"38,108","38,108",538,,,,,,
36420,OHIO,JEFFERSON,"912,943","854,202","205,952",,,,,,
36430,OHIO,KNOX,"46,934","44,132",631,,,,,,
36440,OHIO,LAKE,"6,704,271","6,467,950","3,627,516",,,,,,
36450,OHIO,LAWRENCE,"485,950","438,051","451,757",,,,,,
36460,OHIO,LICKING,"107,982","104,133","23,102",,,,,,
36470,OHIO,LOGAN,"38,619","36,312","4,808",,,,,,
36480,OHIO,LORAIN,"3,368,123","3,078,167","2,296,117",,,,,,
36490,OHIO,LUCAS,"103,583","81,991","211,488",,,,,,
36500,OHIO,MADISON,"52,860","51,500","3,745",,,,,,
36510,OHIO,MAHONING,"218,813","200,790","87,858",,,,,,
36520,OHIO,MARION,"25,500","22,542","6,170",,,,,,
36530,OHIO,MEDINA,"2,661,804","2,448,849","1,674,282",,,,,,
36540,OHIO,MEIGS,"84,174","79,618","17,381",,,,,,
36550,OHIO,MERCER,"10,891","10,891","3,444",,,,,,
36560,OHIO,MIAMI,"31,333","30,221","3,313",,,,,,
36570,OHIO,MONROE,"100,758","92,294","49,268",,,,,,
36580,OHIO,MONTGOMERY,"158,904","142,190","69,148",,,,,,
36590,OHIO,MORGAN,"29,697","26,840","8,380",,,,,,
36600,OHIO,MORROW,0,0,0,,,,,,
36610,OHIO,MUSKINGUM,"203,259","186,729","69,779",,,,,,
36620,OHIO,NOBLE,"12,675","12,301","1,794",,,,,,
36630,OHIO,OTTAWA,"6,871","6,871","5,333",,,,,,
36640,OHIO,PAULDING,0,0,0,,,,,,
36650,OHIO,PERRY,"29,471","27,234","38,062",,,,,,
36660,OHIO,PICKAWAY,"23,145","20,314","3,974",,,,,,
36670,OHIO,PIKE,"9,000","9,000","4,439",,,,,,
36680,OHIO,PORTAGE,"1,426,799","1,265,814","961,363",,,,,,
36690,OHIO,PREBLE,0,0,684,,,,,,
36700,OHIO,PUTNAM,0,0,0,,,,,,
36710,OHIO,RICHLAND,"45,626","44,938","18,917",,,,,,
36720,OHIO,ROSS,0,0,"8,266",,,,,,
36730,OHIO,SANDUSKY,0,0,"6,474",,,,,,
36740,OHIO,SCIOTO,"27,341","26,051","91,286",,,,,,
36750,OHIO,SENECA,0,0,0,,,,,,
36760,OHIO,SHELBY,"28,274","27,909","8,060",,,,,,
36770,OHIO,STARK,"704,420","637,003","190,469",,,,,,
36780,OHIO,SUMMIT,"6,191,284","5,361,983","3,646,890",,,,,,
36790,OHIO,TRUMBULL,"133,640","122,334","19,357",,,,,,
36800,OHIO,TUSCARAWAS,"428,380","405,036","64,714",,,,,,
36810,OHIO,UNION,0,0,"1,032",,,,,,
36820,OHIO,VAN WERT,0,0,0,,,,,,
36830,OHIO,VINTON,"10,007","9,777","1,153",,,,,,
36840,OHIO,WARREN,"2,158","2,158","8,521",,,,,,
36850,OHIO,WASHINGTON,"4,544","3,923","8,661",,,,,,
36860,OHIO,WAYNE,"66,047","56,751","74,748",,,,,,
36870,OHIO,WILLIAMS,"167,067","164,020","174,631",,,,,,
36880,OHIO,WOOD,"1,632","1,632","10,615",,,,,,
36890,OHIO,WYANDOT,0,0,0,,,,,,
37000,OKLAHOMA,ADAIR,0,0,0,,,,,,
37010,OKLAHOMA,ALFALFA,0,0,0,,,,,,
37020,OKLAHOMA,ATOKA,0,0,0,,,,,,
37030,OKLAHOMA,BEAVER,0,0,0,,,,,,
37040,OKLAHOMA,BECKHAM,"31,295","29,738","27,884",,,,,,
37050,OKLAHOMA,BLAINE,"24,908","24,908","23,589",,,,,,
37060,OKLAHOMA,BRYAN,"24,407","22,634","47,762",,,,,,
37070,OKLAHOMA,CADDO,0,0,"12,988",,,,,,
37080,OKLAHOMA,CANADIAN,"176,681","163,701","199,173",,,,,,
37090,OKLAHOMA,CARTER,"3,775","3,373","48,213",,,,,,
37100,OKLAHOMA,CHEROKEE,0,0,"3,058",,,,,,
37110,OKLAHOMA,CHOCTAW,"3,072","2,607","51,979",,,,,,
37120,OKLAHOMA,CIMARRON,0,0,0,,,,,,
37130,OKLAHOMA,CLEVELAND,"160,098","148,970","42,708",,,,,,
37140,OKLAHOMA,COAL,0,0,248,,,,,,
37150,OKLAHOMA,COMANCHE,"19,256","18,482","1,777",,,,,,
37160,OKLAHOMA,COTTON,0,0,0,,,,,,
37170,OKLAHOMA,CRAIG,"30,243","27,687","15,065",,,,,,
37180,OKLAHOMA,CREEK,"15,438","14,185","27,439",,,,,,
37190,OKLAHOMA,CUSTER,"19,125","19,125","6,816",,,,,,
37200,OKLAHOMA,DELAWARE,0,0,"10,138",,,,,,
37210,OKLAHOMA,DEWEY,0,0,0,,,,,,
37220,OKLAHOMA,ELLIS,"14,014","13,785","6,794",,,,,,
37230,OKLAHOMA,GARFIELD,0,0,"17,841",,,,,,
37240,OKLAHOMA,GARVIN,"29,880","28,964","31,000",,,,,,
37250,OKLAHOMA,GRADY,0,0,"8,825",,,,,,
37260,OKLAHOMA,GRANT,0,0,"3,335",,,,,,
37270,OKLAHOMA,GREER,0,0,0,,,,,,
37280,OKLAHOMA,HARMON,0,0,0,,,,,,
37290,OKLAHOMA,HARPER,0,0,0,,,,,,
37300,OKLAHOMA,HASKELL,"143,280","138,288","87,496",,,,,,
37310,OKLAHOMA,HUGHES,"15,627","12,683","43,781",,,,,,
37320,OKLAHOMA,JACKSON,0,0,139,,,,,,
37330,OKLAHOMA,JEFFERSON,0,0,0,,,,,,
37340,OKLAHOMA,JOHNSTON,0,0,"12,970",,,,,,
37350,OKLAHOMA,KAY,"95,776","91,371","116,961",,,,,,
37360,OKLAHOMA,KINGFISHER,0,0,"3,892",,,,,,
37370,OKLAHOMA,KIOWA,0,0,0,,,,,,
37380,OKLAHOMA,LATIMER,0,0,0,,,,,,
37390,OKLAHOMA,LE FLORE,"168,127","155,465","72,502",,,,,,
37400,OKLAHOMA,LINCOLN,0,0,0,,,,,,
37410,OKLAHOMA,LOGAN,0,0,"7,792",,,,,,
37420,OKLAHOMA,LOVE,"98,377","98,046","45,168",,,,,,
37430,OKLAHOMA,MCCLAIN,"22,495","19,593","18,072",,,,,,
37440,OKLAHOMA,MCCURTAIN,0,0,0,,,,,,
37450,OKLAHOMA,MCINTOSH,"12,587","12,587","19,523",,,,,,
37460,OKLAHOMA,MAJOR,"42,630","42,630","36,458",,,,,,
37470,OKLAHOMA,MARSHALL,0,0,"18,844",,,,,,
37480,OKLAHOMA,MAYES,0,0,"21,851",,,,,,
37490,OKLAHOMA,MURRAY,"8,760","8,445","8,175",,,,,,
37500,OKLAHOMA,MUSKOGEE,0,0,"17,435",,,,,,
37510,OKLAHOMA,NOBLE,0,0,0,,,,,,
37520,OKLAHOMA,NOWATA,0,0,"14,485",,,,,,
37530,OKLAHOMA,OKFUSKEE,0,0,0,,,,,,
37540,OKLAHOMA,OKLAHOMA,"249,631","238,958","124,876",,,,,,
37550,OKLAHOMA,OKMULGEE,0,0,58,,,,,,
37560,OKLAHOMA,OSAGE,"13,022","12,738",0,,,,,,
37570,OKLAHOMA,OTTAWA,"46,804","44,405","14,413",,,,,,
37580,OKLAHOMA,PAWNEE,"6,054","5,043","10,097",,,,,,
37590,OKLAHOMA,PAYNE,"20,961","16,514","11,724",,,,,,
37600,OKLAHOMA,PITTSBURG,"38,463","35,505","27,844",,,,,,
37610,OKLAHOMA,PONTOTOC,0,0,"26,254",,,,,,
37620,OKLAHOMA,POTTAWATOMIE,"22,611","20,277","76,013",,,,,,
37630,OKLAHOMA,PUSHMATAHA,0,0,"2,547",,,,,,
37640,OKLAHOMA,ROGER MILLS,"71,498","65,793","17,414",,,,,,
37650,OKLAHOMA,ROGERS,"34,443","30,886","8,115",,,,,,
37660,OKLAHOMA,SEMINOLE,"25,482","25,381","1,388",,,,,,
37670,OKLAHOMA,SEQUOYAH,"26,166","23,846","25,694",,,,,,
37680,OKLAHOMA,STEPHENS,0,0,"17,763",,,,,,
37690,OKLAHOMA,TEXAS,0,0,0,,,,,,
37700,OKLAHOMA,TILLMAN,0,0,"9,158",,,,,,
37710,OKLAHOMA,TULSA,"144,295","135,273","95,869",,,,,,
37720,OKLAHOMA,WAGONER,0,0,0,,,,,,
37730,OKLAHOMA,WASHINGTON,0,0,"11,488",,,,,,
37740,OKLAHOMA,WASHITA,"6,651","6,117","2,908",,,,,,
37750,OKLAHOMA,WOODS,"41,282","35,275","68,029",,,,,,
37760,OKLAHOMA,WOODWARD,"9,314","8,622","4,923",,,,,,
38000,OREGON,BAKER,"128,487","126,663","18,039",,,,,,
38010,OREGON,BENTON,"7,258","5,149","5,219",,,,,,
38020,OREGON,CLACKAMAS,"66,750","55,125","110,139",,,,,,
38030,OREGON,CLATSOP,0,0,"12,827",,,,,,
38040,OREGON,COLUMBIA,"72,413","67,379","7,871",,,,,,
38050,OREGON,COOS,"50,875","46,411","16,310",,,,,,
38060,OREGON,CROOK,"25,768","21,055","20,076",,,,,,
38070,OREGON,CURRY,"3,377","3,300","11,567",,,,,,
38080,OREGON,DESCHUTES,"42,000","38,986","82,488",,,,,,
38090,OREGON,DOUGLAS,"9,458","9,458","103,009",,,,,,
38100,OREGON,GILLIAM,0,0,0,,,,,,
38110,OREGON,GRANT,0,0,"5,710",,,,,,
38120,OREGON,HARNEY,0,0,0,,,,,,
38130,OREGON,HOOD RIVER,0,0,"15,375",,,,,,
38140,OREGON,JACKSON,"24,534","20,677","16,279",,,,,,
38150,OREGON,JEFFERSON,"5,063","4,664","5,747",,,,,,
38160,OREGON,JOSEPHINE,"75,518","68,052","17,272",,,,,,
38170,OREGON,KLAMATH,"23,304","19,383","13,288",,,,,,
38180,OREGON,LAKE,0,0,0,,,,,,
38190,OREGON,LANE,"76,842","71,070","91,065",,,,,,
38200,OREGON,LINCOLN,"67,050","65,880","47,564",,,,,,
38210,OREGON,LINN,"85,388","71,328","17,362",,,,,,
38220,OREGON,MALHEUR,"3,899","3,460","26,643",,,,,,
38230,OREGON,MARION,"33,579","32,794","33,654",,,,,,
38240,OREGON,MORROW,"7,000","7,000","13,870",,,,,,
38250,OREGON,MULTNOMAH,"509,371","466,142","351,698",,,,,,
38260,OREGON,POLK,"11,867","10,455","1,637",,,,,,
38270,OREGON,SHERMAN,0,0,0,,,,,,
38280,OREGON,TILLAMOOK,"52,270","44,937","27,414",,,,,,
38290,OREGON,UMATILLA,"613,679","576,852","476,876",,,,,,
38300,OREGON,UNION,"435,702","415,117","402,318",,,,,,
38310,OREGON,WALLOWA,"26,925","26,759","24,746",,,,,,
38320,OREGON,WASCO,"47,318","36,759","70,881",,,,,,
38330,OREGON,WASHINGTON,"153,430","143,472","153,457",,,,,,
38340,OREGON,WHEELER,0,0,0,,,,,,
38350,OREGON,YAMHILL,"38,908","37,009","28,140",,,,,,
39000,PENNSYLVANIA,ADAMS,0,0,"1,587",,,,,,
39010,PENNSYLVANIA,ALLEGHENY,"2,662,313","2,358,707","613,797",,,,,,
39070,PENNSYLVANIA,ARMSTRONG,"1,626,905","1,551,568","363,779",,,,,,
39080,PENNSYLVANIA,BEAVER,"91,894","87,217","44,482",,,,,,
39100,PENNSYLVANIA,BEDFORD,"305,272","281,167","67,080",,,,,,
39110,PENNSYLVANIA,BERKS,"15,193","13,279","14,917",,,,,,
39120,PENNSYLVANIA,BLAIR,"248,777","233,598","93,803",,,,,,
39130,PENNSYLVANIA,BRADFORD,0,0,0,,,,,,
39140,PENNSYLVANIA,BUCKS,"41,705","40,529","14,304",,,,,,
39150,PENNSYLVANIA,BUTLER,"319,697","299,934","189,629",,,,,,
39160,PENNSYLVANIA,CAMBRIA,"8,833,296","7,918,459","2,519,442",,,,,,
39180,PENNSYLVANIA,CAMERON,"10,445","10,445",863,,,,,,
39190,PENNSYLVANIA,CARBON,"28,123","26,889","6,302",,,,,,
39200,PENNSYLVANIA,CENTRE,"58,893","58,841","44,688",,,,,,
39210,PENNSYLVANIA,CHESTER,"53,553","50,349","10,156",,,,,,
39220,PENNSYLVANIA,CLARION,"238,583","212,478","85,214",,,,,,
39230,PENNSYLVANIA,CLEARFIELD,"953,400","895,305","308,466",,,,,,
39240,PENNSYLVANIA,CLINTON,0,0,0,,,,,,
39250,PENNSYLVANIA,COLUMBIA,0,0,0,,,,,,
39260,PENNSYLVANIA,CRAWFORD,"59,219","57,121","13,551",,,,,,
39270,PENNSYLVANIA,CUMBERLAND,"58,630","56,737","25,193",,,,,,
39280,PENNSYLVANIA,DAUPHIN,"123,676","119,786","36,649",,,,,,
39290,PENNSYLVANIA,DELAWARE,"75,552","70,260","17,790",,,,,,
39310,PENNSYLVANIA,ELK,"88,907","84,574","71,405",,,,,,
39320,PENNSYLVANIA,ERIE,0,0,"3,542",,,,,,
39330,PENNSYLVANIA,FAYETTE,"4,327,441","4,001,618","1,354,492",,,,,,
39340,PENNSYLVANIA,FOREST,"10,890","9,589","11,494",,,,,,
39350,PENNSYLVANIA,FRANKLIN,"141,047","135,777","29,737",,,,,,
39360,PENNSYLVANIA,FULTON,0,0,0,,,,,,
39370,PENNSYLVANIA,GREENE,"2,735,347","2,459,102","767,725",,,,,,
39380,PENNSYLVANIA,HUNTINGDON,"59,732","57,787","37,120",,,,,,
39390,PENNSYLVANIA,INDIANA,"2,739,681","2,579,295","880,889",,,,,,
39400,PENNSYLVANIA,JEFFERSON,"175,154","156,283","81,029",,,,,,
39410,PENNSYLVANIA,JUNIATA,0,0,0,,,,,,
39420,PENNSYLVANIA,LACKAWANNA,0,0,"2,219",,,,,,
39440,PENNSYLVANIA,LANCASTER,"90,945","88,806","7,754",,,,,,
39450,PENNSYLVANIA,LAWRENCE,"37,816","32,183","3,066",,,,,,
39460,PENNSYLVANIA,LEBANON,0,0,"2,353",,,,,,
39470,PENNSYLVANIA,LEHIGH,"22,160","20,594","3,566",,,,,,
39480,PENNSYLVANIA,LUZERNE,0,0,"1,029",,,,,,
39510,PENNSYLVANIA,LYCOMING,"24,994","22,405","5,532",,,,,,
39520,PENNSYLVANIA,MC KEAN,"18,957","18,816","16,654",,,,,,
39530,PENNSYLVANIA,MERCER,"47,442","43,828","20,699",,,,,,
39540,PENNSYLVANIA,MIFFLIN,"27,539","25,745","10,809",,,,,,
39550,PENNSYLVANIA,MONROE,0,0,29,,,,,,
39560,PENNSYLVANIA,MONTGOMERY,"9,685","9,685","2,729",,,,,,
39580,PENNSYLVANIA,MONTOUR,0,0,0,,,,,,
39590,PENNSYLVANIA,NORTHAMPTON,"73,262","61,948","15,561",,,,,,
39600,PENNSYLVANIA,NORTHUMBERLND,0,0,0,,,,,,
39610,PENNSYLVANIA,PERRY,"15,538","15,538","23,512",,,,,,
39620,PENNSYLVANIA,PHILADELPHIA,"89,188","84,615","29,567",,,,,,
39630,PENNSYLVANIA,PIKE,0,0,0,,,,,,
39640,PENNSYLVANIA,POTTER,"7,820","6,518","1,353",,,,,,
39650,PENNSYLVANIA,SCHUYLKILL,0,0,0,,,,,,
39670,PENNSYLVANIA,SNYDER,0,0,0,,,,,,
39680,PENNSYLVANIA,SOMERSET,"1,953,459","1,790,807","679,197",,,,,,
39690,PENNSYLVANIA,SULLIVAN,0,0,0,,,,,,
39700,PENNSYLVANIA,SUSQUEHANNA,0,0,0,,,,,,
39710,PENNSYLVANIA,TIOGA,0,0,137,,,,,,
39720,PENNSYLVANIA,UNION,0,0,460,,,,,,
39730,PENNSYLVANIA,VENANGO,"56,124","53,626","9,222",,,,,,
39740,PENNSYLVANIA,WARREN,"4,422","3,806","6,565",,,,,,
39750,PENNSYLVANIA,WASHINGTON,"5,789,386","5,331,384","1,891,842",,,,,,
39760,PENNSYLVANIA,WAYNE,"23,306","11,096",390,,,,,,
39770,PENNSYLVANIA,WESTMORELAND,"3,136,202","2,911,763","751,391",,,,,,
39790,PENNSYLVANIA,WYOMING,0,0,0,,,,,,
39800,PENNSYLVANIA,YORK,"69,914","62,490","24,561",,,,,,
40010,PUERTO RICO,ADJUNTAS,0,0,0,,,,,,
40020,PUERTO RICO,AGUADA,0,0,0,,,,,,
40030,PUERTO RICO,AGUADILLA,0,0,0,,,,,,
40040,PUERTO RICO,AGUAS BUENAS,0,0,0,,,,,,
40050,PUERTO RICO,AIBONITO,0,0,0,,,,,,
40060,PUERTO RICO,ANASCO,0,0,0,,,,,,
40070,PUERTO RICO,ARECIBO,0,0,0,,,,,,
40080,PUERTO RICO,ARROYO,0,0,0,,,,,,
40090,PUERTO RICO,BARCELONETA,0,0,0,,,,,,
40100,PUERTO RICO,BARRANQUITAS,0,0,0,,,,,,
40110,PUERTO RICO,BAYAMON,0,0,46,,,,,,
40120,PUERTO RICO,CABO ROJO,0,0,"2,086",,,,,,
40130,PUERTO RICO,CAGUAS,0,0,0,,,,,,
40140,PUERTO RICO,CAMUY,0,0,0,,,,,,
40145,PUERTO RICO,CANOVANAS,0,0,0,,,,,,
40150,PUERTO RICO,CAROLINA,0,0,0,,,,,,
40160,PUERTO RICO,CATANO,0,0,0,,,,,,
40170,PUERTO RICO,CAYEY,0,0,0,,,,,,
40180,PUERTO RICO,CEIBA,0,0,0,,,,,,
40190,PUERTO RICO,CIALES,0,0,0,,,,,,
40200,PUERTO RICO,CIDRA,0,0,0,,,,,,
40210,PUERTO RICO,COAMO,0,0,0,,,,,,
40220,PUERTO RICO,COMERIO,0,0,0,,,,,,
40230,PUERTO RICO,COROZAL,0,0,0,,,,,,
40240,PUERTO RICO,CULEBRA,0,0,0,,,,,,
40250,PUERTO RICO,DORADO,0,0,840,,,,,,
40260,PUERTO RICO,FAJARDO,0,0,0,,,,,,
40265,PUERTO RICO,FLORIDA,0,0,0,,,,,,
40270,PUERTO RICO,GUANICA,0,0,0,,,,,,
40280,PUERTO RICO,GUAYAMA,0,0,0,,,,,,
40290,PUERTO RICO,GUAYANILLA,0,0,0,,,,,,
40300,PUERTO RICO,GUAYNABO,0,0,0,,,,,,
40310,PUERTO RICO,GURABO,0,0,0,,,,,,
40320,PUERTO RICO,HATILLO,0,0,0,,,,,,
40330,PUERTO RICO,HORMIGUEROS,0,0,0,,,,,,
40340,PUERTO RICO,HUMACAO,0,0,0,,,,,,
40350,PUERTO RICO,ISABELA,0,0,0,,,,,,
40360,PUERTO RICO,JAYUYA,0,0,0,,,,,,
40370,PUERTO RICO,JUANA DIAZ,0,0,0,,,,,,
40380,PUERTO RICO,JUNCOS,0,0,0,,,,,,
40390,PUERTO RICO,LAJAS,0,0,0,,,,,,
40400,PUERTO RICO,LARES,0,0,0,,,,,,
40410,PUERTO RICO,LAS MARIAS,0,0,0,,,,,,
40420,PUERTO RICO,LAS PIEDRAS,0,0,0,,,,,,
40430,PUERTO RICO,LOIZA,"23,379","17,500","3,859",,,,,,
40440,PUERTO RICO,LUQUILLO,0,0,0,,,,,,
40450,PUERTO RICO,MANATI,0,0,0,,,,,,
40460,PUERTO RICO,MARICAO,0,0,0,,,,,,
40470,PUERTO RICO,MAUNABO,0,0,0,,,,,,
40480,PUERTO RICO,MAYAGUEZ,0,0,"2,591",,,,,,
40490,PUERTO RICO,MOCA,0,0,0,,,,,,
40500,PUERTO RICO,MOROVIS,0,0,0,,,,,,
40510,PUERTO RICO,MAGUABO,0,0,0,,,,,,
40520,PUERTO RICO,NARANJITO,0,0,0,,,,,,
40530,PUERTO RICO,OROCOVIS,0,0,0,,,,,,
40540,PUERTO RICO,PATILLAS,0,0,0,,,,,,
40550,PUERTO RICO,PENUELAS,0,0,0,,,,,,
40560,PUERTO RICO,PONCE,"5,754","4,619","3,362",,,,,,
40570,PUERTO RICO,QUEBRADILLAS,0,0,0,,,,,,
40580,PUERTO RICO,RINCON,0,0,0,,,,,,
40590,PUERTO RICO,RIO GRANDE,0,0,0,,,,,,
40610,PUERTO RICO,SABANA GRANDE,0,0,0,,,,,,
40620,PUERTO RICO,SALINAS,0,0,0,,,,,,
40630,PUERTO RICO,SAN GERMAN,0,0,0,,,,,,
40640,PUERTO RICO,SAN JUAN,0,0,327,,,,,,
40650,PUERTO RICO,SAN LORENZO,0,0,0,,,,,,
40660,PUERTO RICO,SAN SEBASTIAN,0,0,0,,,,,,
40670,PUERTO RICO,SANTA ISABEL,0,0,0,,,,,,
40680,PUERTO RICO,TOA ALTA,0,0,0,,,,,,
40690,PUERTO RICO,TOA BAJA,0,0,0,,,,,,
40700,PUERTO RICO,TRUJILLO ALTO,0,0,0,,,,,,
40710,PUERTO RICO,UTUADO,0,0,0,,,,,,
40720,PUERTO RICO,VEGA ALTA,0,0,0,,,,,,
40730,PUERTO RICO,VEGA BAJA,0,0,608,,,,,,
40740,PUERTO RICO,VIEQUES,0,0,0,,,,,,
40750,PUERTO RICO,VILLALBA,0,0,0,,,,,,
40760,PUERTO RICO,YABUCOA,0,0,0,,,,,,
40770,PUERTO RICO,YAUCO,0,0,135,,,,,,
41000,RHODE ISLAND,BRISTOL,0,0,0,,,,,,
41010,RHODE ISLAND,KENT,0,0,0,,,,,,
41020,RHODE ISLAND,NEWPORT,0,0,0,,,,,,
41030,RHODE ISLAND,PROVIDENCE,"16,808","13,170","8,312",,,,,,
41050,RHODE ISLAND,WASHINGTON,0,0,0,,,,,,
42000,SOUTH CAROLINA,ABBEVILLE,0,0,0,,,,,,
42010,SOUTH CAROLINA,AIKEN,"27,459","23,639","9,838",,,,,,
42020,SOUTH CAROLINA,ALLENDALE,0,0,0,,,,,,
42030,SOUTH CAROLINA,ANDERSON,"68,366","65,698","3,576",,,,,,
42040,SOUTH CAROLINA,BAMBERG,0,0,0,,,,,,
42050,SOUTH CAROLINA,BARNWELL,"5,428","4,507",237,,,,,,
42060,SOUTH CAROLINA,BEAUFORT,"29,197","28,810","7,853",,,,,,
42070,SOUTH CAROLINA,BERKELEY,"34,708","32,276","20,635",,,,,,
42080,SOUTH CAROLINA,CALHOUN,0,0,0,,,,,,
42090,SOUTH CAROLINA,CHARLESTON,"8,713","8,713","3,003",,,,,,
42100,SOUTH CAROLINA,CHEROKEE,0,0,"2,509",,,,,,
42110,SOUTH CAROLINA,CHESTER,0,0,0,,,,,,
42120,SOUTH CAROLINA,CHESTERFIELD,0,0,700,,,,,,
42130,SOUTH CAROLINA,CLARENDON,"10,124","8,230","4,095",,,,,,
42140,SOUTH CAROLINA,COLLETON,0,0,0,,,,,,
42150,SOUTH CAROLINA,DARLINGTON,0,0,0,,,,,,
42160,SOUTH CAROLINA,DILLON,0,0,0,,,,,,
42170,SOUTH CAROLINA,DORCHESTER,"18,670","17,334","7,505",,,,,,
42180,SOUTH CAROLINA,EDGEFIELD,0,0,0,,,,,,
42190,SOUTH CAROLINA,FAIRFIELD,"11,130","6,487","1,431",,,,,,
42200,SOUTH CAROLINA,FLORENCE,"80,469","75,414","11,860",,,,,,
42210,SOUTH CAROLINA,GEORGETOWN,"9,781","8,207","3,895",,,,,,
42220,SOUTH CAROLINA,GREENVILLE,"31,212","28,909","3,040",,,,,,
42230,SOUTH CAROLINA,GREENWOOD,"18,412","17,207","3,058",,,,,,
42240,SOUTH CAROLINA,HAMPTON,0,0,643,,,,,,
42250,SOUTH CAROLINA,HORRY,"173,598","163,217","58,388",,,,,,
42260,SOUTH CAROLINA,JASPER,0,0,0,,,,,,
42270,SOUTH CAROLINA,KERSHAW,"14,551","14,225","5,064",,,,,,
42280,SOUTH CAROLINA,LANCASTER,0,0,0,,,,,,
42290,SOUTH CAROLINA,LAURENS,0,0,"2,315",,,,,,
42300,SOUTH CAROLINA,LEE,0,0,0,,,,,,
42310,SOUTH CAROLINA,LEXINGTON,"9,508","6,581","9,075",,,,,,
42320,SOUTH CAROLINA,MCCORMICK,0,0,0,,,,,,
42330,SOUTH CAROLINA,MARION,0,0,0,,,,,,
42340,SOUTH CAROLINA,MARLBORO,0,0,"1,479",,,,,,
42350,SOUTH CAROLINA,NEWBERRY,0,0,0,,,,,,
42360,SOUTH CAROLINA,OCONEE,0,0,"6,170",,,,,,
42370,SOUTH CAROLINA,ORANGEBURG,0,0,"1,834",,,,,,
42380,SOUTH CAROLINA,PICKENS,0,0,284,,,,,,
42390,SOUTH CAROLINA,RICHLAND,"18,192","13,583","1,119",,,,,,
42400,SOUTH CAROLINA,SALUDA,0,0,0,,,,,,
42410,SOUTH CAROLINA,SPARTANBURG,"38,552","35,824","7,036",,,,,,
42420,SOUTH CAROLINA,SUMTER,0,0,"1,836",,,,,,
42430,SOUTH CAROLINA,UNION,0,0,"7,723",,,,,,
42440,SOUTH CAROLINA,WILLIAMSBURG,0,0,0,,,,,,
42450,SOUTH CAROLINA,YORK,"79,645","72,959","14,500",,,,,,
43010,SOUTH DAKOTA,AURORA,"269,117","254,821","171,898",,,,,,
43020,SOUTH DAKOTA,BEADLE,"1,292,426","1,244,358","781,506",,,,,,
43030,SOUTH DAKOTA,BENNETT,0,0,"2,036",,,,,,
43040,SOUTH DAKOTA,BON HOMME,"355,434","345,675","313,576",,,,,,
43050,SOUTH DAKOTA,BROOKINGS,"957,062","898,357","638,717",,,,,,
