HHA Wage Indices by Fiscal Year,,,,,,,,,,,
SSACD,State,County,CBSA Code,Wage 2009,Wage 2010,Wage 2011,Wage 2012,Wage 2013,Wage 2014,Wage 2015,
43360,SD,JERAULD,43,0.8603,0.851,0.8536,0.83,0.8142,0.8199,0.8312,
43370,SD,JONES,43,0.8603,0.851,0.8536,0.83,0.8142,0.8199,0.8312,
43380,SD,KINGSBURY,43,0.8603,0.851,0.8536,0.83,0.8142,0.8199,0.8312,
43390,SD,LAKE,43,0.8603,0.851,0.8536,0.83,0.8142,0.8199,0.8312,
43400,SD,LAWRENCE,43,0.8603,0.851,0.8536,0.83,0.8142,0.8199,0.8312,
43420,SD,LYMAN,43,0.8603,0.851,0.8536,0.83,0.8142,0.8199,0.8312,
43440,SD,MC PHERSON,43,0.8603,0.851,0.8536,0.83,0.8142,0.8199,0.8312,
43450,SD,MARSHALL,43,0.8603,0.851,0.8536,0.83,0.8142,0.8199,0.8312,
43470,SD,MELLETTE,43,0.8603,0.851,0.8536,0.83,0.8142,0.8199,0.8312,
43480,SD,MINER,43,0.8603,0.851,0.8536,0.83,0.8142,0.8199,0.8312,
43500,SD,MOODY,43,0.8603,0.851,0.8536,0.83,0.8142,0.8199,0.8312,
43520,SD,PERKINS,43,0.8603,0.851,0.8536,0.83,0.8142,0.8199,0.8312,
43530,SD,POTTER,43,0.8603,0.851,0.8536,0.83,0.8142,0.8199,0.8312,
43540,SD,ROBERTS,43,0.8603,0.851,0.8536,0.83,0.8142,0.8199,0.8312,
43550,SD,SANBORN,43,0.8603,0.851,0.8536,0.83,0.8142,0.8199,0.8312,
43560,SD,SHANNON,43,0.8603,0.851,0.8536,0.83,0.8142,0.8199,0.8312,
43570,SD,SPINK,43,0.8603,0.851,0.8536,0.83,0.8142,0.8199,0.8312,
43580,SD,STANLEY,43,0.8603,0.851,0.8536,0.83,0.8142,0.8199,0.8312,
43590,SD,SULLY,43,0.8603,0.851,0.8536,0.83,0.8142,0.8199,0.8312,
43600,SD,TODD,43,0.8603,0.851,0.8536,0.83,0.8142,0.8199,0.8312,
43610,SD,TRIPP,43,0.8603,0.851,0.8536,0.83,0.8142,0.8199,0.8312,
43640,SD,WALWORTH,43,0.8603,0.851,0.8536,0.83,0.8142,0.8199,0.8312,
43670,SD,YANKTON,43,0.8603,0.851,0.8536,0.83,0.8142,0.8199,0.8312,
43680,SD,ZIEBACH,43,0.8603,0.851,0.8536,0.83,0.8142,0.8199,0.8312,
52580,WI,SHEBOYGAN,43100,0.892,0.9166,0.9233,0.9303,0.9536,0.9242,0.9421,
45564,TX,GRAYSON,43300,0.9024,0.8064,0.8279,0.8011,0.8563,0.876,0.8633,
19070,LA,BOSSIER,43340,0.8442,0.8383,0.8536,0.8505,0.8431,0.8297,0.8339,
19080,LA,CADDO,43340,0.8442,0.8383,0.8536,0.8505,0.8431,0.8297,0.8339,
19150,LA,DE SOTO,43340,0.8442,0.8383,0.8536,0.8505,0.8431,0.8297,0.8339,
19590,LA,WEBSTER,43340,0.7447,0.7611,0.7712,0.7749,0.7735,0.761,0.7953,
03010,AZ,COCHISE,43420,0.8453,0.879,0.9095,0.8826,0.9203,0.9205,0.9031,
21100,MD,FREDERICK,43524,1.0548,1.0298,1.0525,1.0305,1.0397,1.0348,1.0198,
21150,MD,MONTGOMERY,43524,1.0548,1.0298,1.0525,1.0305,1.0397,1.0348,1.0198,
16740,IA,PLYMOUTH,43580,0.8804,0.8624,0.8545,0.8618,0.834,0.847,0.8683,
16960,IA,WOODBURY,43580,0.8915,0.9094,0.9091,0.9538,0.9026,0.9202,0.8915,
28210,NE,DAKOTA,43580,0.8915,0.9094,0.9091,0.9538,0.9026,0.9202,0.8915,
28250,NE,DIXON,43580,0.8915,0.9094,0.9091,0.9538,0.9026,0.9202,0.8915,
43630,SD,UNION,43580,0.8915,0.9094,0.9091,0.9538,0.9026,0.9202,0.8915,
43410,SD,LINCOLN,43620,0.9354,0.8983,0.9299,0.9153,0.8356,0.831,0.8347,
43430,SD,MC COOK,43620,0.9354,0.8983,0.9299,0.9153,0.8356,0.831,0.8347,
43490,SD,MINNEHAHA,43620,0.9354,0.8983,0.9299,0.9153,0.8356,0.831,0.8347,
43620,SD,TURNER,43620,0.9354,0.8983,0.9299,0.9153,0.8356,0.831,0.8347,
15700,IN,ST. JOSEPH,43780,0.9761,0.969,0.9948,0.9426,0.9543,0.9465,0.9172,
23130,MI,CASS,43780,0.9761,0.969,0.9948,0.9426,0.9543,0.9465,0.9172,
42410,SC,SPARTANBURG,43900,0.9025,0.9341,0.9383,0.9325,0.9206,0.8797,0.8304,
42430,SC,UNION,43900,0.8538,0.8394,0.8413,0.8277,0.8311,0.8337,0.8326,
44010,TN,BEDFORD,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44020,TN,BENTON,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44030,TN,BLEDSOE,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44080,TN,CARROLL,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44120,TN,CLAIBORNE,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44130,TN,CLAY,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44140,TN,COCKE,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44150,TN,COFFEE,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44170,TN,CUMBERLAND,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44190,TN,DECATUR,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44200,TN,DE KALB,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44220,TN,DYER,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44240,TN,FENTRESS,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44250,TN,FRANKLIN,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44260,TN,GIBSON,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44270,TN,GILES,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44290,TN,GREENE,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44300,TN,GRUNDY,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44330,TN,HANCOCK,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44340,TN,HARDEMAN,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44350,TN,HARDIN,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44370,TN,HAYWOOD,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44380,TN,HENDERSON,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44390,TN,HENRY,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44410,TN,HOUSTON,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44420,TN,HUMPHREYS,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44430,TN,JACKSON,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44450,TN,JOHNSON,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44470,TN,LAKE,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44480,TN,LAUDERDALE,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44490,TN,LAWRENCE,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44500,TN,LEWIS,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44510,TN,LINCOLN,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44530,TN,MC MINN,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44540,TN,MC NAIRY,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44580,TN,MARSHALL,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44600,TN,MEIGS,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44610,TN,MONROE,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44630,TN,MOORE,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44650,TN,OBION,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44660,TN,OVERTON,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44670,TN,PERRY,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44680,TN,PICKETT,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44700,TN,PUTNAM,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44710,TN,RHEA,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44750,TN,SCOTT,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44770,TN,SEVIER,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44800,TN,STEWART,44,0.8298,0.798,0.7888,0.8193,0.81,0.7376,0.7402,
44870,TN,VAN BUREN,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44880,TN,WARREN,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44900,TN,WAYNE,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44910,TN,WEAKLEY,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
44920,TN,WHITE,44,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7321,
50250,WA,PEND OREILLE,44060,1.0181,1.0224,1.0184,1.0231,1.0114,1.0574,1.1159,
50310,WA,SPOKANE,44060,1.0559,1.0444,1.0571,1.0504,1.0848,1.1221,1.1425,
50320,WA,STEVENS,44060,1.0181,1.0224,1.0184,1.0231,1.0114,1.0574,1.1159,
14730,IL,MENARD,44100,0.9102,0.9545,0.913,0.8958,0.9199,0.9204,0.9119,
14920,IL,SANGAMON,44100,0.9102,0.9545,0.913,0.8958,0.9199,0.9204,0.9119,
22070,MA,HAMPDEN,44140,1.0405,1.0373,1.0251,1.0247,1.039,1.0422,1.0249,
22080,MA,HAMPSHIRE,44140,1.0405,1.0373,1.0251,1.0247,1.039,1.0422,1.0249,
26210,MO,CHRISTIAN,44180,0.8424,0.8453,0.8371,0.868,0.86,0.8476,0.8334,
26290,MO,DALLAS,44180,0.8424,0.8453,0.8371,0.868,0.86,0.8476,0.8334,
26380,MO,GREENE,44180,0.8424,0.8453,0.8371,0.868,0.86,0.8476,0.8334,
26821,MO,POLK,44180,0.8424,0.8453,0.8371,0.868,0.86,0.8476,0.8334,
26994,MO,WEBSTER,44180,0.8424,0.8453,0.8371,0.868,0.86,0.8476,0.8334,
36110,OH,CLARK,44220,0.8876,0.9195,0.9234,0.8981,0.9256,0.8483,0.8692,
39200,PA,CENTRE,44300,0.8937,0.9096,0.8779,0.9251,0.9531,0.9615,0.9833,
49070,VA,AUGUSTA,44420,0.7861,0.7869,0.7841,0.7817,0.7719,0.7802,0.8,
49891,VA,STAUNTON CITY,44420,0.7861,0.7869,0.7841,0.7817,0.7719,0.7802,0.8,
49951,VA,WAYNESBORO CITY,44420,0.7861,0.7869,0.7841,0.7817,0.7719,0.7802,0.8,
05490,CA,SAN JOAQUIN,44700,1.2015,1.2331,1.2644,1.3052,1.3433,1.3792,1.3902,
42420,SC,SUMTER,44940,0.8257,0.8152,0.786,0.7551,0.747,0.7626,0.7293,
45000,TX,ANDERSON,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45010,TX,ANDREWS,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45020,TX,ANGELINA,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45080,TX,BAILEY,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45110,TX,BAYLOR,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45113,TX,BEE,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45140,TX,BLANCO,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45150,TX,BORDEN,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45160,TX,BOSQUE,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45200,TX,BREWSTER,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45201,TX,BRISCOE,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45210,TX,BROOKS,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45220,TX,BROWN,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45222,TX,BURNET,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45224,TX,CALHOUN,45,0.8124,0.8054,0.8219,0.8434,0.9012,0.8986,0.816,
45250,TX,CAMP,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45260,TX,CASS,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45270,TX,CASTRO,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45281,TX,CHEROKEE,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45290,TX,CHILDRESS,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45292,TX,COCHRAN,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45300,TX,COKE,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45301,TX,COLEMAN,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45311,TX,COLLINGSWORTH,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45312,TX,COLORADO,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45321,TX,COMANCHE,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45330,TX,CONCHO,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45340,TX,COOKE,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45350,TX,COTTLE,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45360,TX,CRANE,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45361,TX,CROCKETT,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45370,TX,CULBERSON,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45380,TX,DALLAM,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45391,TX,DAWSON,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45392,TX,DEAF SMITH,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45400,TX,DELTA,45,0.9945,0.9853,0.986,0.9844,0.9857,0.9872,0.8775,
45420,TX,DE WITT,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45421,TX,DICKENS,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45430,TX,DIMMIT,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45431,TX,DONLEY,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45440,TX,DUVAL,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45450,TX,EASTLAND,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45460,TX,EDWARDS,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45490,TX,ERATH,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45510,TX,FANNIN,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45511,TX,FAYETTE,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45520,TX,FISHER,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45521,TX,FLOYD,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45522,TX,FOARD,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45531,TX,FRANKLIN,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45540,TX,FREESTONE,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45541,TX,FRIO,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45542,TX,GAINES,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45551,TX,GARZA,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45552,TX,GILLESPIE,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45560,TX,GLASSCOCK,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45562,TX,GONZALES,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45563,TX,GRAY,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45580,TX,GRIMES,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45582,TX,HALE,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45583,TX,HALL,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45590,TX,HAMILTON,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45591,TX,HANSFORD,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45592,TX,HARDEMAN,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45620,TX,HARRISON,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45621,TX,HARTLEY,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45630,TX,HASKELL,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45632,TX,HEMPHILL,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45640,TX,HENDERSON,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45651,TX,HILL,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45652,TX,HOCKLEY,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45654,TX,HOPKINS,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45660,TX,HOUSTON,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45661,TX,HOWARD,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45671,TX,HUTCHINSON,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45680,TX,JACK,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45681,TX,JACKSON,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45690,TX,JASPER,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45691,TX,JEFF DAVIS,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45710,TX,JIM HOGG,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45711,TX,JIM WELLS,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45722,TX,KARNES,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45732,TX,KENEDY,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45733,TX,KENT,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45734,TX,KERR,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45740,TX,KIMBLE,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45741,TX,KING,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45742,TX,KINNEY,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45743,TX,KLEBERG,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45744,TX,KNOX,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45750,TX,LAMAR,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45751,TX,LAMB,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45753,TX,LA SALLE,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45754,TX,LAVACA,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45755,TX,LEE,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45756,TX,LEON,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45758,TX,LIMESTONE,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45759,TX,LIPSCOMB,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45760,TX,LIVE OAK,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45761,TX,LLANO,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45762,TX,LOVING,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45772,TX,MC CULLOCH,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45781,TX,MC MULLEN,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45782,TX,MADISON,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45783,TX,MARION,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45785,TX,MASON,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45790,TX,MATAGORDA,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45791,TX,MAVERICK,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45793,TX,MENARD,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45795,TX,MILAM,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45796,TX,MILLS,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45797,TX,MITCHELL,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45800,TX,MONTAGUE,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45802,TX,MOORE,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45803,TX,MORRIS,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45804,TX,MOTLEY,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45810,TX,NACOGDOCHES,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45820,TX,NAVARRO,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45822,TX,NOLAN,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45831,TX,OCHILTREE,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45841,TX,PALO PINTO,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45842,TX,PANOLA,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45844,TX,PARMER,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45845,TX,PECOS,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45850,TX,POLK,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45861,TX,PRESIDIO,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45870,TX,RAINS,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45872,TX,REAGAN,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45873,TX,REAL,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45874,TX,RED RIVER,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45875,TX,REEVES,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45876,TX,REFUGIO,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45877,TX,ROBERTS,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45880,TX,RUNNELS,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45882,TX,SABINE,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45883,TX,SAN AUGUSTINE,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45884,TX,SAN JACINTO,45,0.9838,0.9841,0.9824,0.9945,0.9955,0.9945,0.8791,
45886,TX,SAN SABA,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45887,TX,SCHLEICHER,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45888,TX,SCURRY,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45889,TX,SHACKELFORD,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45890,TX,SHELBY,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45891,TX,SHERMAN,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45900,TX,STARR,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45901,TX,STEPHENS,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45902,TX,STERLING,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45903,TX,STONEWALL,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45904,TX,SUTTON,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45905,TX,SWISHER,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45912,TX,TERRELL,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45913,TX,TERRY,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45920,TX,THROCKMORTON,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45921,TX,TITUS,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45941,TX,TRINITY,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45942,TX,TYLER,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45944,TX,UPTON,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45945,TX,UVALDE,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
45946,TX,VAL VERDE,45,0.7894,0.7759,0.7806,0.7934,0.7996,0.7889,0.7851,
