"AGED - HOSPICE - 2013 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) 
FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE",,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA
05530,CALIFORNIA,SANTA CLARA,"123,600","71,351,858",48,"71,351,858",48,0,0,0,"110,826",0,0
05540,CALIFORNIA,SANTA CRUZ,"30,863","16,552,880",45,"16,552,880",45,0,0,0,"28,214",0,0
05550,CALIFORNIA,SHASTA,"30,492","7,032,008",19,"7,032,008",19,0,0,0,"29,250",0,0
05560,CALIFORNIA,SIERRA,632,"116,615",15,"116,615",15,0,0,0,586,0,0
05570,CALIFORNIA,SISKIYOU,"8,861","2,785,654",26,"2,785,653",26,0,0,0,"8,385",0,0
05580,CALIFORNIA,SOLANO,"27,424","13,172,328",40,"13,172,328",40,0,0,0,"22,342",0,0
05590,CALIFORNIA,SONOMA,"44,664","31,449,751",59,"31,449,751",59,0,0,0,"39,332",0,0
05600,CALIFORNIA,STANISLAUS,"32,358","16,666,857",43,"16,666,858",43,0,0,0,"30,446",0,0
05610,CALIFORNIA,SUTTER,"11,755","2,634,116",19,"2,634,115",19,0,0,0,"11,506",0,0
05620,CALIFORNIA,TEHAMA,"8,941","884,972",8,"884,972",8,0,0,0,"8,570",0,0
05630,CALIFORNIA,TRINITY,"4,504","433,593",8,"433,593",8,0,0,0,"4,261",0,0
05640,CALIFORNIA,TULARE,"37,257","6,619,795",15,"6,619,795",15,0,0,0,"35,305",0,0
05650,CALIFORNIA,TUOLUMNE,"11,113","2,200,422",17,"2,200,422",17,0,0,0,"10,534",0,0
05660,CALIFORNIA,VENTURA,"74,522","41,439,610",46,"41,439,611",46,0,0,0,"66,729",0,0
05670,CALIFORNIA,YOLO,"11,552","5,506,865",40,"5,506,865",40,0,0,0,"9,943",0,0
05680,CALIFORNIA,YUBA,"7,112","1,598,656",19,"1,598,656",19,0,0,0,"6,793",0,0
06000,COLORADO,ADAMS,"17,687","13,138,106",62,"13,138,106",62,0,0,0,"14,782",0,0
06010,COLORADO,ALAMOSA,"1,508","251,462",14,"251,462",14,0,0,0,"1,413",0,0
06020,COLORADO,ARAPAHOE,"40,037","23,154,538",48,"23,154,538",48,0,0,0,"34,062",0,0
06030,COLORADO,ARCHULETA,"2,104","288,378",11,"288,377",11,0,0,0,"1,967",0,0
06040,COLORADO,BACA,861,"63,541",6,"63,541",6,0,0,0,822,0,0
06050,COLORADO,BENT,674,"178,662",22,"178,661",22,0,0,0,583,0,0
06060,COLORADO,BOULDER,"24,453","16,211,046",55,"16,211,046",55,0,0,0,"21,455",0,0
06070,COLORADO,CHAFFEE,"3,222","479,529",12,"479,529",12,0,0,0,"3,049",0,0
06080,COLORADO,CHEYENNE,257,"54,971",18,"54,971",18,0,0,0,241,0,0
06090,COLORADO,CLEAR CREEK,519,"208,277",33,"208,278",33,0,0,0,423,0,0
06100,COLORADO,CONEJOS,812,"179,787",18,"179,786",18,0,0,0,782,0,0
06110,COLORADO,COSTILLA,579,"49,122",7,"49,123",7,0,0,0,545,0,0
06120,COLORADO,CROWLEY,467,"101,874",18,"101,874",18,0,0,0,430,0,0
06130,COLORADO,CUSTER,879,"426,134",40,"426,134",40,0,0,0,801,0,0
06140,COLORADO,DELTA,"5,002","3,452,993",58,"3,452,993",58,0,0,0,"4,612",0,0
06150,COLORADO,DENVER,"32,449","26,180,057",67,"26,180,058",67,0,0,0,"28,935",0,0
06160,COLORADO,DOLORES,336,"12,719",3,"12,720",3,0,0,0,319,0,0
06170,COLORADO,DOUGLAS,"10,429","3,786,912",30,"3,786,912",30,0,0,0,"8,848",0,0
06180,COLORADO,EAGLE,"3,185","657,663",17,"657,663",17,0,0,0,"2,839",0,0
06190,COLORADO,ELBERT,"2,095","971,826",39,"971,826",39,0,0,0,"1,807",0,0
06200,COLORADO,EL PASO,"49,108","25,890,803",44,"25,890,804",44,0,0,0,"44,804",0,0
06210,COLORADO,FREMONT,"6,220","4,165,915",56,"4,165,915",56,0,0,0,"5,816",0,0
06220,COLORADO,GARFIELD,"5,263","1,788,404",28,"1,788,404",28,0,0,0,"4,776",0,0
06230,COLORADO,GILPIN,310,"216,222",58,"216,222",58,0,0,0,247,0,0
06240,COLORADO,GRAND,"1,465","170,764",10,"170,764",10,0,0,0,"1,364",0,0
06250,COLORADO,GUNNISON,"1,410","221,584",13,"221,584",13,0,0,0,"1,332",0,0
06260,COLORADO,HINSDALE,162,"38,421",20,"38,420",20,0,0,0,153,0,0
06270,COLORADO,HUERFANO,"1,315","550,594",35,"550,593",35,0,0,0,"1,257",0,0
06280,COLORADO,JACKSON,252,"39,640",13,"39,639",13,0,0,0,238,0,0
06290,COLORADO,JEFFERSON,"34,208","26,727,621",65,"26,727,621",65,0,0,0,"27,702",0,0
06300,COLORADO,KIOWA,283,"8,435",2,"8,435",2,0,0,0,269,0,0
06310,COLORADO,KIT CARSON,"1,165","160,334",11,"160,334",11,0,0,0,"1,110",0,0
06320,COLORADO,LAKE,591,"44,959",6,"44,959",6,0,0,0,552,0,0
06330,COLORADO,LA PLATA,"6,287","1,544,498",20,"1,544,497",20,0,0,0,"5,794",0,0
06340,COLORADO,LARIMER,"29,779","10,112,056",28,"10,112,056",28,0,0,0,"27,244",0,0
06350,COLORADO,LAS ANIMAS,"2,329","685,906",25,"685,906",25,0,0,0,"2,201",0,0
06360,COLORADO,LINCOLN,776,"326,468",35,"326,468",35,0,0,0,733,0,0
06370,COLORADO,LOGAN,"2,722","393,825",12,"393,824",12,0,0,0,"2,584",0,0
06380,COLORADO,MESA,"14,505","13,647,088",78,"13,647,088",78,0,0,0,"12,821",0,0
06390,COLORADO,MINERAL,163,"3,617",2,"3,617",2,0,0,0,153,0,0
06400,COLORADO,MOFFAT,"1,447","261,259",15,"261,259",15,0,0,0,"1,331",0,0
06410,COLORADO,MONTEZUMA,"3,899","1,388,624",30,"1,388,624",30,0,0,0,"3,626",0,0
06420,COLORADO,MONTROSE,"6,168","3,886,481",53,"3,886,482",53,0,0,0,"5,721",0,0
06430,COLORADO,MORGAN,"3,384","547,240",13,"547,241",13,0,0,0,"3,189",0,0
06440,COLORADO,OTERO,"2,956","1,238,916",35,"1,238,917",35,0,0,0,"2,786",0,0
06450,COLORADO,OURAY,686,"109,653",13,"109,653",13,0,0,0,655,0,0
06460,COLORADO,PARK,"1,409","261,111",15,"261,110",15,0,0,0,"1,196",0,0
06470,COLORADO,PHILLIPS,831,"138,748",14,"138,749",14,0,0,0,789,0,0
06480,COLORADO,PITKIN,"1,807","304,672",14,"304,672",14,0,0,0,"1,637",0,0
06490,COLORADO,PROWERS,"1,764","549,045",26,"549,046",26,0,0,0,"1,701",0,0
06500,COLORADO,PUEBLO,"16,192","9,194,700",47,"9,194,700",47,0,0,0,"15,040",0,0
06510,COLORADO,RIO BLANCO,661,"33,036",4,"33,037",4,0,0,0,606,0,0
06520,COLORADO,RIO GRANDE,"1,584","182,023",10,"182,023",10,0,0,0,"1,519",0,0
06530,COLORADO,ROUTT,"2,169","258,011",10,"258,012",10,0,0,0,"2,015",0,0
06540,COLORADO,SAGUACHE,744,"48,432",5,"48,432",5,0,0,0,691,0,0
06550,COLORADO,SAN JUAN,100,0,0,0,0,0,0,0,96,0,0
06560,COLORADO,SAN MIGUEL,570,"157,362",23,"157,362",23,0,0,0,502,0,0
06570,COLORADO,SEDGWICK,516,"24,801",4,"24,802",4,0,0,0,486,0,0
06580,COLORADO,SUMMIT,"2,092","241,553",10,"241,553",10,0,0,0,"1,886",0,0
06590,COLORADO,TELLER,"2,607","686,611",22,"686,612",22,0,0,0,"2,287",0,0
06600,COLORADO,WASHINGTON,765,"183,329",20,"183,329",20,0,0,0,717,0,0
06610,COLORADO,WELD,"18,710","7,420,052",33,"7,420,052",33,0,0,0,"17,108",0,0
06620,COLORADO,YUMA,"1,513","108,287",6,"108,287",6,0,0,0,"1,454",0,0
06630,COLORADO,BROOMFIELD,"3,975","2,107,905",44,"2,107,906",44,0,0,0,"3,196",0,0
07000,CONNECTICUT,FAIRFIELD,"97,560","31,294,207",27,"31,294,207",27,0,0,0,"85,018",0,0
07010,CONNECTICUT,HARTFORD,"96,336","32,361,735",28,"32,361,734",28,0,0,0,"85,569",0,0
07020,CONNECTICUT,LITCHFIELD,"26,016","5,280,071",17,"5,280,071",17,0,0,0,"23,299",0,0
07030,CONNECTICUT,MIDDLESEX,"20,729","7,527,059",30,"7,527,059",30,0,0,0,"18,214",0,0
07040,CONNECTICUT,NEW HAVEN,"89,661","36,680,393",34,"36,680,393",34,0,0,0,"77,057",0,0
07050,CONNECTICUT,NEW LONDON,"34,095","11,255,161",28,"11,255,161",28,0,0,0,"30,474",0,0
07060,CONNECTICUT,TOLLAND,"14,438","2,983,785",17,"2,983,786",17,0,0,0,"12,732",0,0
07070,CONNECTICUT,WINDHAM,"12,831","2,950,153",19,"2,950,153",19,0,0,0,"11,474",0,0
08000,DELAWARE,KENT,"21,979","7,532,077",29,"7,532,077",29,0,0,0,"20,740",0,0
08010,DELAWARE,NEW CASTLE,"63,444","33,101,862",43,"33,101,862",43,0,0,0,"58,099",0,0
08020,DELAWARE,SUSSEX,"44,872","12,369,795",23,"12,369,796",23,0,0,0,"42,567",0,0
09000,DISTRICT OF COLUMBIA,THE DISTRICT,"58,513","19,066,307",27,"19,066,306",27,0,0,0,"47,860",0,0
10000,FLORIDA,ALACHUA,"26,801","15,059,321",47,"15,059,322",47,0,0,0,"23,714",0,0
10010,FLORIDA,BAKER,"2,315","1,182,728",43,"1,182,729",43,0,0,0,"2,158",0,0
10020,FLORIDA,BAY,"23,561","11,298,110",40,"11,298,110",40,0,0,0,"22,231",0,0
10030,FLORIDA,BRADFORD,"2,880","1,791,904",52,"1,791,904",52,0,0,0,"2,662",0,0
10040,FLORIDA,BREVARD,"74,262","56,910,030",64,"56,910,030",64,0,0,0,"68,669",0,0
10050,FLORIDA,BROWARD,"113,322","137,401,491",101,"137,401,490",101,0,0,0,"96,933",0,0
10060,FLORIDA,CALHOUN,"1,547","1,236,641",67,"1,236,641",67,0,0,0,"1,468",0,0
10070,FLORIDA,CHARLOTTE,"32,634","11,405,447",29,"11,405,446",29,0,0,0,"31,158",0,0
10080,FLORIDA,CITRUS,"29,269","20,884,700",59,"20,884,699",59,0,0,0,"27,948",0,0
10090,FLORIDA,CLAY,"19,380","9,790,085",42,"9,790,085",42,0,0,0,"17,958",0,0
10100,FLORIDA,COLLIER,"61,673","23,757,973",32,"23,757,973",32,0,0,0,"58,301",0,0
10110,FLORIDA,COLUMBIA,"9,088","4,536,892",42,"4,536,892",42,0,0,0,"8,244",0,0
10120,FLORIDA,MIAMI-DADE,"146,513","184,421,374",105,"184,421,374",105,0,0,0,"129,796",0,0
10130,FLORIDA,DE SOTO,"3,965","1,093,249",23,"1,093,249",23,0,0,0,"3,768",0,0
10140,FLORIDA,DIXIE,"2,269","994,304",37,"994,305",37,0,0,0,"2,073",0,0
10150,FLORIDA,DUVAL,"80,227","48,445,208",50,"48,445,208",50,0,0,0,"72,658",0,0
10160,FLORIDA,ESCAMBIA,"36,652","16,509,664",38,"16,509,664",38,0,0,0,"34,057",0,0
10170,FLORIDA,FLAGLER,"15,981","9,429,620",49,"9,429,620",49,0,0,0,"15,062",0,0
10180,FLORIDA,FRANKLIN,"1,585","602,425",32,"602,425",32,0,0,0,"1,480",0,0
10190,FLORIDA,GADSDEN,"3,567","2,099,128",49,"2,099,128",49,0,0,0,"3,074",0,0
10200,FLORIDA,GILCHRIST,"2,215","1,667,697",63,"1,667,697",63,0,0,0,"2,057",0,0
10210,FLORIDA,GLADES,843,"189,260",19,"189,260",19,0,0,0,789,0,0
10220,FLORIDA,GULF,"2,352","858,763",30,"858,763",30,0,0,0,"2,250",0,0
10230,FLORIDA,HAMILTON,"1,774","672,314",32,"672,315",32,0,0,0,"1,632",0,0
10240,FLORIDA,HARDEE,"2,536","1,355,160",45,"1,355,160",45,0,0,0,"2,390",0,0
10250,FLORIDA,HENDRY,"3,237","1,801,688",46,"1,801,688",46,0,0,0,"2,988",0,0
10260,FLORIDA,HERNANDO,"23,681","12,497,927",44,"12,497,927",44,0,0,0,"22,187",0,0
10270,FLORIDA,HIGHLANDS,"19,815","10,220,173",43,"10,220,173",43,0,0,0,"18,993",0,0
10280,FLORIDA,HILLSBOROUGH,"89,056","71,645,096",67,"71,645,097",67,0,0,0,"78,435",0,0
10290,FLORIDA,HOLMES,"2,947","2,141,561",61,"2,141,561",61,0,0,0,"2,812",0,0
10300,FLORIDA,INDIAN RIVER,"29,872","6,586,853",18,"6,586,852",18,0,0,0,"28,408",0,0
10310,FLORIDA,JACKSON,"7,234","5,251,062",60,"5,251,062",60,0,0,0,"6,878",0,0
10320,FLORIDA,JEFFERSON,"1,498","754,858",42,"754,858",42,0,0,0,"1,293",0,0
10330,FLORIDA,LAFAYETTE,691,"225,231",27,"225,231",27,0,0,0,651,0,0
10340,FLORIDA,LAKE,"84,451","23,751,260",23,"23,751,260",23,0,0,0,"80,719",0,0
10350,FLORIDA,LEE,"95,086","56,235,396",49,"56,235,395",49,0,0,0,"88,793",0,0
10360,FLORIDA,LEON,"16,807","10,091,197",50,"10,091,197",50,0,0,0,"13,610",0,0
10370,FLORIDA,LEVY,"5,871","2,942,690",42,"2,942,690",42,0,0,0,"5,366",0,0
10380,FLORIDA,LIBERTY,628,"347,744",46,"347,743",46,0,0,0,576,0,0
10390,FLORIDA,MADISON,"2,373","930,292",33,"930,292",33,0,0,0,"2,201",0,0
10400,FLORIDA,MANATEE,"43,763","16,911,922",32,"16,911,922",32,0,0,0,"40,606",0,0
10410,FLORIDA,MARION,"54,597","26,203,208",40,"26,203,208",40,0,0,0,"51,357",0,0
10420,FLORIDA,MARTIN,"28,827","12,553,561",36,"12,553,561",36,0,0,0,"27,159",0,0
10430,FLORIDA,MONROE,"11,594","2,998,390",22,"2,998,390",22,0,0,0,"10,615",0,0
10440,FLORIDA,NASSAU,"10,394","4,161,011",33,"4,161,012",33,0,0,0,"9,637",0,0
10450,FLORIDA,OKALOOSA,"25,823","10,564,136",34,"10,564,136",34,0,0,0,"24,610",0,0
10460,FLORIDA,OKEECHOBEE,"4,639","1,107,191",20,"1,107,191",20,0,0,0,"4,288",0,0
10470,FLORIDA,ORANGE,"76,712","51,792,108",56,"51,792,108",56,0,0,0,"66,864",0,0
10480,FLORIDA,OSCEOLA,"19,955","12,749,292",53,"12,749,292",53,0,0,0,"17,510",0,0
10490,FLORIDA,PALM BEACH,"169,430","117,832,668",58,"117,832,668",58,0,0,0,"155,482",0,0
10500,FLORIDA,PASCO,"45,565","37,385,523",68,"37,385,523",68,0,0,0,"41,541",0,0
10510,FLORIDA,PINELLAS,"103,691","84,987,684",68,"84,987,684",68,0,0,0,"92,363",0,0
10520,FLORIDA,POLK,"58,931","32,631,742",46,"32,631,743",46,0,0,0,"53,871",0,0
10530,FLORIDA,PUTNAM,"10,185","6,797,846",56,"6,797,845",56,0,0,0,"9,505",0,0
10540,FLORIDA,ST. JOHNS,"29,622","13,836,264",39,"13,836,264",39,0,0,0,"27,202",0,0
10550,FLORIDA,ST. LUCIE,"34,501","15,965,038",39,"15,965,038",39,0,0,0,"31,913",0,0
10560,FLORIDA,SANTA ROSA,"16,836","7,729,163",38,"7,729,163",38,0,0,0,"15,718",0,0
10570,FLORIDA,SARASOTA,"94,755","31,211,358",27,"31,211,358",27,0,0,0,"89,721",0,0
10580,FLORIDA,SEMINOLE,"33,358","22,440,825",56,"22,440,824",56,0,0,0,"29,420",0,0
10590,FLORIDA,SUMTER,"9,131","2,133,181",19,"2,133,180",19,0,0,0,"8,581",0,0
10600,FLORIDA,SUWANNEE,"6,766","2,345,516",29,"2,345,515",29,0,0,0,"6,301",0,0
10610,FLORIDA,TAYLOR,"2,867","958,417",28,"958,418",28,0,0,0,"2,667",0,0
10620,FLORIDA,UNION,"1,234","482,254",33,"482,254",33,0,0,0,"1,129",0,0
10630,FLORIDA,VOLUSIA,"62,094","62,162,172",83,"62,162,171",83,0,0,0,"56,961",0,0
10640,FLORIDA,WAKULLA,"2,379","1,589,287",56,"1,589,287",56,0,0,0,"2,004",0,0
10650,FLORIDA,WALTON,"6,678","2,737,082",34,"2,737,083",34,0,0,0,"6,277",0,0
10660,FLORIDA,WASHINGTON,"3,062","1,312,295",36,"1,312,295",36,0,0,0,"2,928",0,0
11000,GEORGIA,APPLING,"1,889","1,276,489",56,"1,276,489",56,0,0,0,"1,807",0,0
11010,GEORGIA,ATKINSON,743,"326,264",37,"326,265",37,0,0,0,713,0,0
11011,GEORGIA,BACON,982,"128,618",11,"128,619",11,0,0,0,947,0,0
11020,GEORGIA,BAKER,62,"34,482",46,"34,482",46,0,0,0,63,0,0
11030,GEORGIA,BALDWIN,"3,288","2,905,537",74,"2,905,537",74,0,0,0,"2,987",0,0
11040,GEORGIA,BANKS,"1,280","647,450",42,"647,450",42,0,0,0,"1,208",0,0
11050,GEORGIA,BARROW,"5,793","4,791,064",69,"4,791,065",69,0,0,0,"5,332",0,0
11060,GEORGIA,BARTOW,"8,802","5,607,221",53,"5,607,222",53,0,0,0,"8,193",0,0
11070,GEORGIA,BEN HILL,"1,935","1,156,281",50,"1,156,281",50,0,0,0,"1,883",0,0
11080,GEORGIA,BERRIEN,"1,966","1,182,840",50,"1,182,839",50,0,0,0,"1,873",0,0
11090,GEORGIA,BIBB,"16,827","13,555,695",67,"13,555,694",67,0,0,0,"15,757",0,0
11100,GEORGIA,BLECKLEY,714,"429,146",50,"429,145",50,0,0,0,686,0,0
11110,GEORGIA,BRANTLEY,"1,491","626,385",35,"626,385",35,0,0,0,"1,426",0,0
11120,GEORGIA,BROOKS,"1,558","829,494",44,"829,494",44,0,0,0,"1,518",0,0
11130,GEORGIA,BRYAN,"2,659","1,451,388",45,"1,451,388",45,0,0,0,"2,483",0,0
11140,GEORGIA,BULLOCH,"5,166","2,669,592",43,"2,669,593",43,0,0,0,"4,864",0,0
11150,GEORGIA,BURKE,"1,739","1,225,704",59,"1,225,703",59,0,0,0,"1,652",0,0
11160,GEORGIA,BUTTS,"2,498","2,289,087",76,"2,289,086",76,0,0,0,"2,311",0,0
11161,GEORGIA,CALHOUN,812,"405,715",42,"405,714",42,0,0,0,797,0,0
11170,GEORGIA,CAMDEN,"4,074","1,191,244",24,"1,191,244",24,0,0,0,"3,792",0,0
11180,GEORGIA,CANDLER,"1,030","1,031,399",83,"1,031,399",83,0,0,0,999,0,0
11190,GEORGIA,CARROLL,"10,871","7,097,830",54,"7,097,830",54,0,0,0,"10,192",0,0
11200,GEORGIA,CATOOSA,"5,054","2,540,077",42,"2,540,077",42,0,0,0,"4,652",0,0
11210,GEORGIA,CHARLTON,"1,089","505,240",39,"505,241",39,0,0,0,"1,032",0,0
11220,GEORGIA,CHATHAM,"24,673","17,003,169",57,"17,003,169",57,0,0,0,"23,012",0,0
11230,GEORGIA,CHATTAHOOCHEE,320,"227,247",59,"227,247",59,0,0,0,302,0,0
11240,GEORGIA,CHATTOOGA,"2,893","1,726,200",50,"1,726,201",50,0,0,0,"2,797",0,0
11250,GEORGIA,CHEROKEE,"11,238","6,867,905",51,"6,867,905",51,0,0,0,"10,331",0,0
11260,GEORGIA,CLARKE,"9,330","7,620,378",68,"7,620,378",68,0,0,0,"8,598",0,0
11270,GEORGIA,CLAY,314,"184,606",49,"184,606",49,0,0,0,306,0,0
11280,GEORGIA,CLAYTON,"16,788","15,009,846",75,"15,009,846",75,0,0,0,"14,877",0,0
11281,GEORGIA,CLINCH,682,"212,799",26,"212,799",26,0,0,0,655,0,0
11290,GEORGIA,COBB,"61,262","41,907,185",57,"41,907,184",57,0,0,0,"54,100",0,0
11291,GEORGIA,COFFEE,"3,552","1,694,188",40,"1,694,188",40,0,0,0,"3,429",0,0
11300,GEORGIA,COLQUITT,"4,494","2,613,576",48,"2,613,576",48,0,0,0,"4,274",0,0
11310,GEORGIA,COLUMBIA,"9,418","5,501,267",49,"5,501,268",49,0,0,0,"8,702",0,0
11311,GEORGIA,COOK,"1,781","977,568",46,"977,568",46,0,0,0,"1,695",0,0
11320,GEORGIA,COWETA,"10,859","9,256,333",71,"9,256,332",71,0,0,0,"9,917",0,0
11330,GEORGIA,CRAWFORD,529,"267,467",42,"267,467",42,0,0,0,499,0,0
11340,GEORGIA,CRISP,"2,152","838,003",32,"838,004",32,0,0,0,"2,075",0,0
11341,GEORGIA,DADE,"2,000","1,466,173",61,"1,466,173",61,0,0,0,"1,860",0,0
11350,GEORGIA,DAWSON,"2,743","1,001,768",30,"1,001,768",30,0,0,0,"2,530",0,0
11360,GEORGIA,DECATUR,"2,785","1,813,169",54,"1,813,169",54,0,0,0,"2,680",0,0
11370,GEORGIA,DE KALB,"42,097","33,689,896",67,"33,689,897",67,0,0,0,"37,410",0,0
11380,GEORGIA,DODGE,"2,799","1,801,289",54,"1,801,289",54,0,0,0,"2,665",0,0
11381,GEORGIA,DOOLY,"1,014","470,773",39,"470,773",39,0,0,0,987,0,0
11390,GEORGIA,DOUGHERTY,"9,588","5,415,377",47,"5,415,376",47,0,0,0,"9,177",0,0
11400,GEORGIA,DOUGLAS,"8,622","5,410,211",52,"5,410,211",52,0,0,0,"7,787",0,0
11410,GEORGIA,EARLY,"1,234","940,560",64,"940,559",64,0,0,0,"1,201",0,0
11420,GEORGIA,ECHOLS,105,"111,432",88,"111,432",88,0,0,0,101,0,0
11421,GEORGIA,EFFINGHAM,"3,715","1,554,183",35,"1,554,183",35,0,0,0,"3,478",0,0
11430,GEORGIA,ELBERT,"2,571","1,410,064",46,"1,410,064",46,0,0,0,"2,478",0,0
11440,GEORGIA,EMANUEL,"2,447","2,197,992",75,"2,197,991",75,0,0,0,"2,360",0,0
11441,GEORGIA,EVANS,"1,127","609,070",45,"609,069",45,0,0,0,"1,064",0,0
11450,GEORGIA,FANNIN,"4,239","2,212,046",43,"2,212,045",43,0,0,0,"4,098",0,0
11451,GEORGIA,FAYETTE,"12,269","7,233,058",49,"7,233,058",49,0,0,0,"11,094",0,0
11460,GEORGIA,FLOYD,"11,070","7,603,115",57,"7,603,115",57,0,0,0,"10,608",0,0
11461,GEORGIA,FORSYTH,"10,498","5,061,424",40,"5,061,424",40,0,0,0,"9,433",0,0
11462,GEORGIA,FRANKLIN,"3,302","1,714,791",43,"1,714,791",43,0,0,0,"3,156",0,0
11470,GEORGIA,FULTON,"57,007","37,721,759",55,"37,721,758",55,0,0,0,"50,411",0,0
11471,GEORGIA,GILMER,"4,137","1,904,299",38,"1,904,299",38,0,0,0,"3,909",0,0
11480,GEORGIA,GLASCOCK,397,"115,880",24,"115,880",24,0,0,0,372,0,0
11490,GEORGIA,GLYNN,"10,298","4,335,805",35,"4,335,805",35,0,0,0,"9,655",0,0
11500,GEORGIA,GORDON,"5,633","3,024,321",45,"3,024,321",45,0,0,0,"5,313",0,0
11510,GEORGIA,GRADY,"2,401","730,517",25,"730,517",25,0,0,0,"2,251",0,0
11520,GEORGIA,GREENE,"2,870","1,089,827",32,"1,089,827",32,0,0,0,"2,732",0,0
11530,GEORGIA,GWINNETT,"42,238","24,803,142",49,"24,803,142",49,0,0,0,"37,808",0,0
11540,GEORGIA,HABERSHAM,"5,385","2,290,564",35,"2,290,564",35,0,0,0,"5,083",0,0
11550,GEORGIA,HALL,"16,913","9,589,213",47,"9,589,213",47,0,0,0,"15,629",0,0
11560,GEORGIA,HANCOCK,755,"240,557",27,"240,557",27,0,0,0,740,0,0
11570,GEORGIA,HARALSON,"2,997","1,502,740",42,"1,502,739",42,0,0,0,"2,867",0,0
11580,GEORGIA,HARRIS,"2,761","1,913,686",58,"1,913,687",58,0,0,0,"2,532",0,0
11581,GEORGIA,HART,"2,789","1,288,609",39,"1,288,608",39,0,0,0,"2,682",0,0
11590,GEORGIA,HEARD,857,"836,274",81,"836,274",81,0,0,0,803,0,0
11591,GEORGIA,HENRY,"13,301","8,867,942",56,"8,867,942",56,0,0,0,"12,102",0,0
11600,GEORGIA,HOUSTON,"13,535","5,835,136",36,"5,835,136",36,0,0,0,"12,843",0,0
11601,GEORGIA,IRWIN,839,"372,846",37,"372,846",37,0,0,0,805,0,0
11610,GEORGIA,JACKSON,"7,816","4,344,375",46,"4,344,375",46,0,0,0,"7,252",0,0
11611,GEORGIA,JASPER,"1,104","567,580",43,"567,579",43,0,0,0,"1,020",0,0
11612,GEORGIA,JEFF DAVIS,"1,510","1,608,894",89,"1,608,894",89,0,0,0,"1,441",0,0
11620,GEORGIA,JEFFERSON,"1,889","721,683",32,"721,683",32,0,0,0,"1,846",0,0
11630,GEORGIA,JENKINS,793,"449,751",47,"449,750",47,0,0,0,764,0,0
11640,GEORGIA,JOHNSON,899,"543,133",50,"543,133",50,0,0,0,857,0,0
11650,GEORGIA,JONES,"1,439","1,088,058",63,"1,088,058",63,0,0,0,"1,347",0,0
11651,GEORGIA,LAMAR,"1,570","1,294,649",69,"1,294,649",69,0,0,0,"1,490",0,0
11652,GEORGIA,LANIER,608,"482,647",66,"482,647",66,0,0,0,578,0,0
11660,GEORGIA,LAURENS,"5,132","3,867,938",63,"3,867,937",63,0,0,0,"4,821",0,0
11670,GEORGIA,LEE,"1,932","856,467",37,"856,467",37,0,0,0,"1,800",0,0
11680,GEORGIA,LIBERTY,"3,105","1,053,663",28,"1,053,662",28,0,0,0,"2,941",0,0
11690,GEORGIA,LINCOLN,981,"419,305",36,"419,305",36,0,0,0,919,0,0
11691,GEORGIA,LONG,553,"139,720",21,"139,720",21,0,0,0,539,0,0
11700,GEORGIA,LOWNDES,"9,840","5,936,098",50,"5,936,098",50,0,0,0,"9,308",0,0
11701,GEORGIA,LUMPKIN,"2,865","1,335,837",39,"1,335,837",39,0,0,0,"2,694",0,0
11702,GEORGIA,MC DUFFIE,"2,004","1,749,918",73,"1,749,918",73,0,0,0,"1,882",0,0
11703,GEORGIA,MC INTOSH,"1,475","484,422",27,"484,421",27,0,0,0,"1,386",0,0
11710,GEORGIA,MACON,994,"491,935",41,"491,936",41,0,0,0,955,0,0
11720,GEORGIA,MADISON,"3,031","2,487,642",68,"2,487,641",68,0,0,0,"2,851",0,0
11730,GEORGIA,MARION,497,"239,596",40,"239,597",40,0,0,0,483,0,0
11740,GEORGIA,MERIWETHER,"1,916","2,027,572",88,"2,027,573",88,0,0,0,"1,821",0,0
11741,GEORGIA,MILLER,730,"477,332",54,"477,332",54,0,0,0,703,0,0
11750,GEORGIA,MITCHELL,"2,149","952,364",37,"952,364",37,0,0,0,"2,073",0,0
11760,GEORGIA,MONROE,"2,158","1,299,152",50,"1,299,152",50,0,0,0,"2,040",0,0
11770,GEORGIA,MONTGOMERY,801,"731,983",76,"731,983",76,0,0,0,774,0,0
11771,GEORGIA,MORGAN,"2,085","1,059,058",42,"1,059,058",42,0,0,0,"1,963",0,0
11772,GEORGIA,MURRAY,"3,661","2,021,781",46,"2,021,781",46,0,0,0,"3,430",0,0
11780,GEORGIA,MUSCOGEE,"18,381","20,607,894",93,"20,607,893",93,0,0,0,"17,483",0,0
11790,GEORGIA,NEWTON,"8,367","6,057,483",60,"6,057,482",60,0,0,0,"7,723",0,0
11800,GEORGIA,OCONEE,"3,158","1,642,237",43,"1,642,236",43,0,0,0,"2,918",0,0
11801,GEORGIA,OGLETHORPE,"1,009","863,020",71,"863,020",71,0,0,0,963,0,0
