"ESRD -- 2013 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) 
FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE 
BENEFICIARIES ENROLLED IN PARTS A AND/OR B 
REIMBURSEMENTS FOR HOSPICE AND COST CONTRATCS EXCLUDED",,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA
44440,TENNESSEE,JEFFERSON,65,"985,580",1263.56,"841,342","1,078.64","35,853","74,334","34,051",65,"2,612,560",3349.44
44450,TENNESSEE,JOHNSON,22,"409,622",1551.6,"338,794","1,283.31","27,899","30,573","12,356",21,"662,553",2629.18
44460,TENNESSEE,KNOX,459,"7,026,877",1275.76,"5,824,929","1,057.54","368,180","592,741","241,027",444,"16,265,730",3052.88
44470,TENNESSEE,LAKE,12,"168,111",1167.44,"140,950",978.82,"8,823","17,701",637,12,"424,283",2946.41
44480,TENNESSEE,LAUDERDALE,71,"995,039",1167.89,"885,699","1,039.55","24,227","76,830","8,283",69,"2,900,181",3502.63
44490,TENNESSEE,LAWRENCE,62,"901,262",1211.37,"817,054","1,098.19","22,083","58,539","3,586",61,"2,148,874",2935.62
44500,TENNESSEE,LEWIS,12,"202,055",1403.16,"170,288","1,182.56","10,023","19,484","2,260",12,"386,842",2686.4
44510,TENNESSEE,LINCOLN,41,"667,081",1355.86,"593,405","1,206.11","24,486","45,335","3,855",40,"1,856,590",3867.9
44520,TENNESSEE,LOUDON,60,"907,344",1260.2,"818,884","1,137.34","13,209","67,918","7,333",60,"2,256,003",3133.34
44530,TENNESSEE,MC MINN,76,"1,488,824",1632.48,"1,262,918","1,384.78","67,812","124,649","33,445",75,"2,964,795",3294.22
44540,TENNESSEE,MC NAIRY,40,"764,203",1592.09,"684,745","1,426.55","17,669","58,241","3,548",38,"1,490,844",3269.39
44550,TENNESSEE,MACON,17,"328,559",1610.58,"292,185","1,432.28","6,050","29,194","1,130",16,"762,975",3973.83
44560,TENNESSEE,MADISON,238,"3,747,824",1312.26,"3,336,087","1,168.10","112,487","275,423","23,827",232,"8,280,817",2974.43
44570,TENNESSEE,MARION,42,"1,322,985",2624.97,"1,138,865","2,259.65","35,093","136,160","12,867",41,"1,610,715",3273.81
44580,TENNESSEE,MARSHALL,36,"941,714",2179.89,"822,856","1,904.76","46,193","63,547","9,118",35,"1,432,797",3411.42
44590,TENNESSEE,MAURY,131,"2,151,017",1368.33,"1,911,312","1,215.85","84,921","137,598","17,186",128,"4,490,519",2923.51
44600,TENNESSEE,MEIGS,14,"237,964",1416.45,"214,454","1,276.51","2,801","18,586","2,123",14,"639,536",3806.76
44610,TENNESSEE,MONROE,63,"1,394,522",1844.61,"1,198,902","1,585.85","54,498","111,465","29,657",63,"2,612,338",3455.47
44620,TENNESSEE,MONTGOMERY,209,"3,278,154",1307.08,"2,841,939","1,133.15","151,093","257,010","28,112",203,"6,422,606",2636.54
44630,TENNESSEE,MOORE,2,"50,828",2117.83,"48,950","2,039.58",0,"1,878",0,2,"89,372",3723.83
44640,TENNESSEE,MORGAN,12,"358,589",2490.2,"340,304","2,363.22","2,324","14,863","1,098",12,"418,951",2909.38
44650,TENNESSEE,OBION,81,"1,362,919",1402.18,"1,217,111","1,252.17","33,972","103,634","8,202",80,"2,809,964",2927.05
44660,TENNESSEE,OVERTON,19,"465,847",2043.19,"437,707","1,919.77","2,908","24,589",643,19,"667,555",2927.87
44670,TENNESSEE,PERRY,3,"69,297",1924.92,"59,241","1,645.58","3,625","5,301","1,130",3,"118,532",3292.56
44680,TENNESSEE,PICKETT,2,"18,817",784.04,"18,232",759.67,0,585,0,2,"101,503",4229.29
44690,TENNESSEE,POLK,19,"359,987",1578.89,"318,481","1,396.85","9,490","29,401","2,615",19,"662,271",2904.7
44700,TENNESSEE,PUTNAM,87,"1,202,640",1151.95,"1,093,148","1,047.08","21,968","83,340","4,184",86,"2,955,308",2863.67
44710,TENNESSEE,RHEA,57,"569,827",833.08,"464,407",678.96,"29,875","56,746","18,799",55,"1,884,172",2854.81
44720,TENNESSEE,ROANE,64,"1,204,880",1568.85,"1,074,404","1,398.96","35,006","70,727","24,743",64,"1,805,906",2351.44
44730,TENNESSEE,ROBERTSON,61,"1,110,493",1517.07,"975,638","1,332.84","20,725","111,146","2,984",60,"2,217,368",3079.68
44740,TENNESSEE,RUTHERFORD,243,"4,417,361",1514.87,"3,903,453","1,338.63","177,958","295,710","40,240",232,"8,885,375",3191.59
44750,TENNESSEE,SCOTT,20,"585,620",2440.08,"511,909","2,132.95","23,982","34,760","14,969",18,"952,116",4407.94
44760,TENNESSEE,SEQUATCHIE,14,"44,761",266.43,"33,430",198.99,"2,267","7,527","1,537",12,"277,318",1925.82
44770,TENNESSEE,SEVIER,88,"1,492,358",1413.22,"1,214,697","1,150.28","89,389","129,484","58,788",86,"3,239,637",3139.18
44780,TENNESSEE,SHELBY,2313,"47,386,495",1707.25,"40,527,670","1,460.14","1,875,947","4,488,705","494,173",2184,"86,897,106",3315.67
44790,TENNESSEE,SMITH,22,"457,836",1734.23,"412,324","1,561.83","9,043","34,696","1,773",22,"850,768",3222.61
44800,TENNESSEE,STEWART,10,"134,443",1120.36,"113,797",948.31,"7,123","12,343","1,180",9,"312,034",2889.2
44810,TENNESSEE,SULLIVAN,99,"2,325,055",1957.12,"2,016,931","1,697.75","115,559","142,016","50,549",94,"3,493,571",3097.14
44820,TENNESSEE,SUMNER,134,"2,900,042",1803.51,"2,498,936","1,554.06","135,326","237,841","27,939",130,"4,140,109",2653.92
44830,TENNESSEE,TIPTON,109,"1,853,459",1417.02,"1,601,673","1,224.52","76,410","158,672","16,704",107,"3,948,386",3075.07
44840,TENNESSEE,TROUSDALE,5,"428,288",7138.13,"387,727","6,462.12","17,054","22,942",565,5,"372,698",6211.63
44850,TENNESSEE,UNICOI,13,"667,430",4278.4,"609,504","3,907.08","21,102","25,963","10,861",13,"462,743",2966.3
44860,TENNESSEE,UNION,17,"260,209",1275.53,"232,034","1,137.42","7,788","13,797","6,590",16,"690,955",3598.72
44870,TENNESSEE,VAN BUREN,4,"66,188",1378.92,"63,835","1,329.90",0,"2,353",0,4,"172,619",3596.23
44880,TENNESSEE,WARREN,51,"543,324",887.78,"462,097",755.06,"24,354","52,590","4,283",51,"1,509,627",2466.71
44890,TENNESSEE,WASHINGTON,96,"1,963,151",1704.12,"1,635,043","1,419.31","104,149","169,628","54,331",87,"2,623,059",2512.51
44900,TENNESSEE,WAYNE,22,"266,709",1010.26,"251,740",953.56,89,"14,841",39,21,"726,522",2883.02
44910,TENNESSEE,WEAKLEY,61,"1,720,624",2350.58,"1,513,501","2,067.62","66,991","126,460","13,672",60,"2,386,292",3314.29
44920,TENNESSEE,WHITE,38,"629,465",1380.41,"587,889","1,289.23","6,922","32,355","2,299",38,"1,111,503",2437.51
44930,TENNESSEE,WILLIAMSON,109,"2,039,588",1559.32,"1,724,838","1,318.68","150,362","139,223","25,165",105,"3,970,067",3150.85
44940,TENNESSEE,WILSON,118,"1,986,095",1402.61,"1,792,040","1,265.56","62,990","119,950","11,115",110,"3,771,891",2857.49
45000,TEXAS,ANDERSON,84,"1,707,167",1693.62,"1,615,078","1,602.26","2,172","89,218",699,81,"2,689,016",2766.48
45010,TEXAS,ANDREWS,17,"229,577",1125.38,"182,974",896.93,"11,892","30,163","4,548",17,"660,172",3236.14
45020,TEXAS,ANGELINA,175,"3,515,251",1673.93,"3,230,027","1,538.11","77,427","192,860","14,937",170,"7,325,362",3590.86
45030,TEXAS,ARANSAS,29,"800,459",2300.17,"739,300","2,124.43","11,509","46,166","3,484",28,"920,983",2741.02
45040,TEXAS,ARCHER,4,"181,289",3776.85,"165,102","3,439.63","5,032","10,260",895,4,"201,115",4189.9
45050,TEXAS,ARMSTRONG,1,"32,027",2668.92,"30,424","2,535.33",323,"1,190",90,1,"38,459",3204.92
45060,TEXAS,ATASCOSA,89,"2,137,568",2001.47,"1,868,522","1,749.55","7,072","259,590","2,384",84,"3,439,708",3412.41
45070,TEXAS,AUSTIN,29,"416,222",1196.04,"370,299","1,064.08","16,509","25,403","4,011",29,"1,152,199",3310.92
45080,TEXAS,BAILEY,16,"462,038",2406.45,"441,806","2,301.07","2,475","16,806",951,16,"647,592",3372.88
45090,TEXAS,BANDERA,21,"306,209",1215.12,"259,857","1,031.18","7,891","35,971","2,490",20,"597,241",2488.5
45100,TEXAS,BASTROP,98,"1,989,435",1691.7,"1,818,945","1,546.72","22,589","141,963","5,939",93,"3,482,022",3120.09
45110,TEXAS,BAYLOR,6,"188,320",2615.56,"178,255","2,475.76","2,939","6,717",409,6,"279,718",3884.97
45113,TEXAS,BEE,84,"1,699,294",1685.81,"1,543,437","1,531.19","12,664","136,250","6,943",79,"2,720,974",2870.23
45120,TEXAS,BELL,395,"8,846,002",1866.25,"7,569,172","1,596.87","593,382","528,156","155,292",368,"14,619,334",3310.54
45130,TEXAS,BEXAR,3346,"74,444,918",1854.08,"63,926,319","1,592.11","1,342,725","8,755,440","420,434",3185,"125,286,482",3278.03
45140,TEXAS,BLANCO,9,"125,022",1157.61,"93,479",865.55,"11,792","16,147","3,604",8,"306,353",3191.18
45150,TEXAS,BORDEN,1,0,0,0,0,0,0,0,1,0,0
45160,TEXAS,BOSQUE,23,"487,848",1767.57,"443,535","1,607.01","7,554","36,006",753,22,"749,387",2838.59
45170,TEXAS,BOWIE,131,"2,625,259",1670.01,"2,402,815","1,528.51","26,570","183,983","11,891",124,"4,223,143",2838.13
45180,TEXAS,BRAZORIA,431,"11,931,074",2306.86,"10,802,253","2,088.60","430,650","619,950","78,221",402,"17,131,300",3551.26
45190,TEXAS,BRAZOS,240,"4,439,404",1541.46,"3,922,944","1,362.13","156,454","328,916","31,091",229,"9,724,732",3538.84
45200,TEXAS,BREWSTER,11,"301,835",2286.63,"252,448","1,912.48","16,651","30,767","1,969",11,"524,215",3971.33
45201,TEXAS,BRISCOE,1,0,0,0,0,0,0,0,1,"5,807",483.92
45210,TEXAS,BROOKS,25,"407,979",1359.93,"322,737","1,075.79","14,387","64,887","5,968",24,"1,012,627",3516.07
45220,TEXAS,BROWN,48,"774,600",1344.79,"701,087","1,217.16","8,760","63,107","1,646",46,"1,690,113",3061.8
45221,TEXAS,BURLESON,35,"495,314",1179.32,"443,152","1,055.12","18,417","30,717","3,029",34,"1,218,377",2986.22
45222,TEXAS,BURNET,48,"623,888",1083.14,"561,381",974.62,"14,099","42,044","6,364",46,"1,473,023",2668.52
45223,TEXAS,CALDWELL,80,"1,838,558",1915.16,"1,709,142","1,780.36","8,404","117,794","3,218",78,"3,235,002",3456.2
45224,TEXAS,CALHOUN,43,"798,823",1548.11,"747,765","1,449.16","4,004","45,812","1,242",41,"1,621,373",3295.47
45230,TEXAS,CALLAHAN,17,"439,340",2153.63,"414,193","2,030.36",0,"25,147",0,17,"613,059",3005.19
45240,TEXAS,CAMERON,919,"23,954,513",2172.15,"19,384,790","1,757.78","150,768","4,360,189","58,766",896,"36,969,625",3438.4
45250,TEXAS,CAMP,30,"702,427",1951.19,"655,418","1,820.61","2,270","44,718",21,28,"1,192,332",3548.61
45251,TEXAS,CARSON,6,"42,150",585.42,"40,120",557.22,597,"1,298",135,4,"142,627",2971.4
45260,TEXAS,CASS,42,"742,646",1473.5,"677,678","1,344.60","15,915","43,149","5,904",40,"1,698,706",3538.97
45270,TEXAS,CASTRO,10,"524,611",4371.76,"483,652","4,030.43","9,416","28,423","3,120",10,"447,670",3730.58
45280,TEXAS,CHAMBERS,27,"600,849",1854.47,"532,451","1,643.37","27,546","31,710","9,142",26,"948,984",3041.62
45281,TEXAS,CHEROKEE,66,"852,475",1076.36,"792,422","1,000.53","2,590","56,664",799,63,"2,247,796",2973.28
45290,TEXAS,CHILDRESS,16,"288,414",1502.16,"244,632","1,274.13","12,677","26,869","4,236",16,"497,081",2588.96
45291,TEXAS,CLAY,7,"183,205",2181.01,"167,697","1,996.39","3,970","10,265","1,273",7,"468,311",5575.13
45292,TEXAS,COCHRAN,8,"270,949",2822.39,"249,717","2,601.22","5,607","14,224","1,401",8,"457,335",4763.91
45300,TEXAS,COKE,1,"123,281",10273.42,"117,703","9,808.58",0,"5,578",0,1,"67,583",5631.92
45301,TEXAS,COLEMAN,12,"186,641",1296.12,"170,029","1,180.76",46,"16,537",29,10,"475,652",3963.77
45310,TEXAS,COLLIN,540,"11,837,761",1826.81,"11,313,227","1,745.87","67,078","435,951","21,505",510,"20,513,475",3351.87
45311,TEXAS,COLLINGSWORTH,4,"179,917",3748.27,"159,767","3,328.48","4,020","13,935","2,195",4,"186,070",3876.46
45312,TEXAS,COLORADO,40,"869,935",1812.36,"734,948","1,531.14","32,137","99,665","3,185",39,"1,437,294",3071.14
45320,TEXAS,COMAL,140,"3,117,836",1855.85,"2,765,808","1,646.31","28,230","312,081","11,717",134,"4,703,670",2925.17
45321,TEXAS,COMANCHE,16,"532,395",2772.89,"485,077","2,526.44","6,018","39,886","1,414",15,"553,573",3075.41
45330,TEXAS,CONCHO,8,"132,331",1378.45,"121,508","1,265.71",0,"10,823",0,8,"295,947",3082.78
45340,TEXAS,COOKE,47,"1,246,126",2209.44,"1,177,511","2,087.79","5,873","60,795","1,947",45,"1,803,421",3339.67
45341,TEXAS,CORYELL,56,"1,943,472",2892.07,"1,758,277","2,616.48","62,929","102,915","19,350",52,"1,941,424",3111.26
45350,TEXAS,COTTLE,8,"228,640",2381.67,"203,230","2,116.98","11,237","12,383","1,790",8,"279,346",2909.85
45360,TEXAS,CRANE,7,"201,442",2398.12,"191,969","2,285.35","2,621","6,190",662,6,"184,276",2559.39
45361,TEXAS,CROCKETT,7,"204,693",2436.82,"179,611","2,138.23","7,756","16,125","1,201",7,"245,106",2917.93
45362,TEXAS,CROSBY,8,"131,805",1372.97,"109,453","1,140.14","8,027","11,460","2,865",8,"262,357",2732.89
45370,TEXAS,CULBERSON,2,"22,560",940,"19,308",804.5,0,"3,252",0,2,"86,734",3613.92
45380,TEXAS,DALLAM,13,"179,792",1152.51,"172,182","1,103.73","1,623","5,330",657,13,"478,015",3064.2
45390,TEXAS,DALLAS,4148,"105,909,143",2127.72,"93,523,428","1,878.89","3,277,543","8,069,227","1,038,945",3926,"168,378,488",3574
45391,TEXAS,DAWSON,28,"641,421",1908.99,"604,591","1,799.38","5,957","28,453","2,420",27,"1,018,583",3143.77
45392,TEXAS,DEAF SMITH,48,"759,495",1318.57,"705,782","1,225.32","15,435","33,520","4,758",47,"1,651,898",2928.9
45400,TEXAS,DELTA,10,"430,283",3585.69,"412,631","3,438.59","2,012","15,305",335,10,"394,280",3285.67
45410,TEXAS,DENTON,382,"8,788,511",1917.21,"8,290,050","1,808.48","81,727","393,292","23,442",364,"12,889,474",2950.89
45420,TEXAS,DE WITT,39,"859,261",1836.03,"786,281","1,680.09","6,510","63,937","2,533",39,"1,489,814",3183.36
45421,TEXAS,DICKENS,1,"56,860",4738.33,"38,509","3,209.08","8,078","7,506","2,767",1,"50,680",4223.33
45430,TEXAS,DIMMIT,52,"1,093,378",1752.21,"974,313","1,561.40","10,793","104,999","3,273",51,"2,263,030",3697.76
45431,TEXAS,DONLEY,5,0,0,-322,-5.37,65,212,45,5,"118,470",1974.5
45440,TEXAS,DUVAL,34,"919,575",2253.86,"817,823","2,004.47","7,064","88,451","6,237",32,"1,633,429",4253.72
45450,TEXAS,EASTLAND,30,"542,417",1506.71,"513,777","1,427.16","3,933","22,974","1,733",30,"1,089,482",3026.34
45451,TEXAS,ECTOR,238,"4,757,552",1665.81,"4,117,816","1,441.81","130,863","456,928","51,945",225,"8,438,338",3125.31
45460,TEXAS,EDWARDS,5,"55,740",929,"53,677",894.62,649,"1,373",41,5,"263,345",4389.08
45470,TEXAS,ELLIS,249,"6,478,887",2168.3,"5,905,356","1,976.36","122,202","402,735","48,594",236,"9,975,618",3522.46
45480,TEXAS,EL PASO,1665,"33,257,033",1664.52,"27,643,104","1,383.54","436,627","4,955,668","221,634",1613,"62,658,881",3237.18
45490,TEXAS,ERATH,25,"493,227",1644.09,"448,417","1,494.72","10,092","31,282","3,437",25,"1,130,238",3767.46
45500,TEXAS,FALLS,26,"450,543",1444.05,"402,845","1,291.17","15,203","27,333","5,162",26,"1,152,500",3693.91
45510,TEXAS,FANNIN,41,"421,486",856.68,"401,636",816.33,6,"19,841",3,39,"1,235,370",2639.68
45511,TEXAS,FAYETTE,37,"647,424",1458.16,"560,912","1,263.32","14,227","69,871","2,414",37,"1,601,106",3606.09
45520,TEXAS,FISHER,5,"116,903",1948.38,"111,405","1,856.75",0,"5,498",0,4,"96,744",2015.5
45521,TEXAS,FLOYD,7,"187,525",2232.44,"163,921","1,951.44","7,922","13,273","2,409",6,"255,473",3548.24
45522,TEXAS,FOARD,2,"11,962",498.42,"10,595",441.46,314,972,81,1,"84,133",7011.08
45530,TEXAS,FORT BEND,562,"14,075,699",2087.14,"12,702,856","1,883.58","367,819","924,000","81,024",537,"22,127,783",3433.86
45531,TEXAS,FRANKLIN,9,"183,931",1703.06,"168,716","1,562.19","2,616","12,386",213,9,"438,822",4063.17
45540,TEXAS,FREESTONE,18,"382,469",1770.69,"354,041","1,639.08","2,300","25,648",480,17,"645,695",3165.17
45541,TEXAS,FRIO,40,"574,711",1197.31,"491,334","1,023.61","1,534","81,410",433,38,"1,462,231",3206.65
45542,TEXAS,GAINES,19,"568,672",2494.18,"489,235","2,145.77","29,054","44,975","5,408",19,"639,219",2803.59
45550,TEXAS,GALVESTON,537,"19,288,288",2993.22,"16,291,625","2,528.19","1,222,580","1,440,338","333,745",515,"23,015,520",3724.19
45551,TEXAS,GARZA,6,"120,162",1668.92,"105,295","1,462.43","3,600","10,641",626,6,"284,163",3946.71
45552,TEXAS,GILLESPIE,24,"323,356",1122.76,"304,276","1,056.51","2,937","16,066",77,21,"732,158",2905.39
45560,TEXAS,GLASSCOCK,1,0,0,0,0,0,0,0,1,804,67
45561,TEXAS,GOLIAD,14,"330,886",1969.56,"299,901","1,785.13",203,"30,626",156,14,"606,829",3612.08
45562,TEXAS,GONZALES,45,"747,373",1384.02,"670,758","1,242.14",851,"75,436",328,43,"1,855,873",3596.65
45563,TEXAS,GRAY,25,"925,839",3086.13,"809,362","2,697.87","23,715","84,265","8,497",24,"1,053,257",3657.14
45564,TEXAS,GRAYSON,168,"3,116,496",1545.88,"2,915,232","1,446.05","15,618","180,238","5,408",161,"6,337,701",3280.38
45570,TEXAS,GREGG,243,"5,147,915",1765.4,"4,672,050","1,602.21","80,441","388,772","6,652",231,"9,369,588",3380.08
45580,TEXAS,GRIMES,42,"854,590",1695.62,"742,985","1,474.18","28,979","75,989","6,637",42,"2,050,686",4068.82
45581,TEXAS,GUADALUPE,227,"4,068,546",1493.59,"3,731,682","1,369.93","23,145","303,624","10,095",218,"7,872,100",3009.21
45582,TEXAS,HALE,61,"1,380,779",1886.31,"1,266,530","1,730.23","29,444","74,093","10,712",61,"2,357,054",3220.02
45583,TEXAS,HALL,6,"164,355",2282.71,"152,536","2,118.56","1,866","9,440",513,6,"223,810",3108.47
45590,TEXAS,HAMILTON,5,"76,653",1277.55,"72,508","1,208.47",112,"4,016",17,5,"74,094",1234.9
45591,TEXAS,HANSFORD,3,"19,458",540.5,"18,163",504.53,248,912,135,3,"56,179",1560.53
45592,TEXAS,HARDEMAN,6,"185,922",2582.25,"172,615","2,397.43","3,754","9,016",537,6,"202,086",2806.75
45600,TEXAS,HARDIN,60,"1,238,987",1720.82,"1,118,963","1,554.12","9,271","109,963",790,58,"2,092,329",3006.22
45610,TEXAS,HARRIS,6392,"182,861,234",2383.99,"163,952,462","2,137.47","5,765,964","11,562,015","1,580,792",6055,"271,827,502",3741.09
45620,TEXAS,HARRISON,109,"2,056,253",1572.06,"1,851,668","1,415.65","12,930","188,873","2,782",105,"3,803,650",3018.77
45621,TEXAS,HARTLEY,1,0,0,0,0,0,0,0,1,0,0
45630,TEXAS,HASKELL,4,"120,049",2501.02,"114,512","2,385.67",0,"5,537",0,4,"152,597",3179.1
45631,TEXAS,HAYS,186,"3,925,833",1758.89,"3,632,423","1,627.43","44,001","238,776","10,633",175,"6,471,296",3081.57
45632,TEXAS,HEMPHILL,2,"51,343",2139.29,"46,865","1,952.71","1,007","3,245",226,2,"113,543",4730.96
45640,TEXAS,HENDERSON,106,"1,934,679",1520.97,"1,817,420","1,428.79","9,374","104,455","3,430",104,"4,034,500",3232.77
45650,TEXAS,HIDALGO,1735,"44,420,195",2133.53,"34,626,329","1,663.13","183,082","9,576,228","34,556",1704,"77,407,869",3785.6
45651,TEXAS,HILL,47,"1,044,199",1851.42,"946,254","1,677.76","19,437","73,725","4,783",45,"1,671,230",3094.87
45652,TEXAS,HOCKLEY,36,"1,208,692",2797.9,"1,120,197","2,593.05","23,074","58,851","6,570",34,"1,396,124",3421.87
45653,TEXAS,HOOD,60,"1,648,377",2289.41,"1,551,401","2,154.72","15,116","76,441","5,419",57,"2,272,891",3322.94
45654,TEXAS,HOPKINS,46,"688,356",1247.02,"639,783","1,159.03","8,732","37,559","2,282",45,"1,617,061",2994.56
45660,TEXAS,HOUSTON,39,"476,543",1018.25,"443,890",948.48,880,"31,387",386,37,"1,665,416",3750.94
45661,TEXAS,HOWARD,49,"625,175",1063.22,"564,484",960.01,"11,297","43,364","6,030",44,"1,884,378",3568.9
45662,TEXAS,HUDSPETH,7,"326,930",3892.02,"259,496","3,089.24","2,273","63,698","1,463",7,"251,390",2992.74
45670,TEXAS,HUNT,129,"2,965,696",1915.82,"2,744,942","1,773.22","51,339","155,304","14,111",125,"5,238,793",3492.53
45671,TEXAS,HUTCHINSON,20,"782,587",3260.78,"696,434","2,901.81","20,759","60,310","5,084",18,"832,132",3852.46
45672,TEXAS,IRION,1,"26,690",2224.17,"23,053","1,921.08",0,"3,637",0,1,"40,143",3345.25
45680,TEXAS,JACK,8,"150,049",1563.01,"144,536","1,505.58",16,"5,489",8,7,"253,042",3012.4
45681,TEXAS,JACKSON,19,"826,389",3624.51,"788,572","3,458.65","6,602","29,903","1,312",18,"929,827",4304.75
45690,TEXAS,JASPER,66,"1,207,218",1524.27,"1,112,983","1,405.28","28,107","62,834","3,294",65,"2,574,409",3300.52
45691,TEXAS,JEFF DAVIS,1,0,0,0,0,0,0,0,1,"44,865",3738.75
45700,TEXAS,JEFFERSON,464,"10,945,552",1965.8,"9,728,875","1,747.28","295,140","870,634","50,903",452,"18,383,266",3389.25
45710,TEXAS,JIM HOGG,19,"364,011",1596.54,"319,317","1,400.51","1,694","41,816","1,184",18,"976,440",4520.56
45711,TEXAS,JIM WELLS,125,"2,501,052",1667.37,"2,222,619","1,481.75","20,307","239,529","18,597",120,"6,340,748",4403.3
45720,TEXAS,JOHNSON,215,"6,153,101",2384.92,"5,806,962","2,250.76","24,203","309,885","12,051",210,"7,887,791",3130.08
45721,TEXAS,JONES,20,"476,110",1983.79,"452,807","1,886.70","1,943","20,697",663,19,"694,981",3048.16
45722,TEXAS,KARNES,38,"810,023",1776.37,"718,039","1,574.65","10,988","79,398","1,598",38,"1,321,208",2897.39
45730,TEXAS,KAUFMAN,152,"2,663,386",1460.19,"2,460,318","1,348.86","52,616","136,473","13,979",145,"5,676,278",3262.23
45731,TEXAS,KENDALL,43,"555,348",1076.26,"497,604",964.35,"14,616","40,148","2,980",40,"1,302,476",2713.49
45732,TEXAS,KENEDY,3,"128,330",3564.72,"113,053","3,140.36","1,477","12,228","1,572",3,"172,670",4796.39
45733,TEXAS,KENT,1,0,0,0,0,0,0,0,1,0,0
45734,TEXAS,KERR,71,"1,073,312",1259.76,"997,575","1,170.86","17,572","56,662","1,503",68,"2,092,577",2564.43
45740,TEXAS,KIMBLE,3,0,0,0,0,0,0,0,3,"149,371",4149.19
45741,TEXAS,KING,1,0,0,0,0,0,0,0,1,0,0
45742,TEXAS,KINNEY,6,"65,697",912.46,"56,960",791.11,101,"8,617",19,6,"242,650",3370.14
45743,TEXAS,KLEBERG,70,"1,341,166",1596.63,"1,181,853","1,406.97","24,449","119,590","15,274",69,"2,915,142",3520.7
45744,TEXAS,KNOX,6,"57,277",795.51,"52,741",732.51,0,"4,536",0,6,"214,873",2984.35
45750,TEXAS,LAMAR,90,"1,151,920",1066.59,"1,101,071","1,019.51","1,715","48,021","1,113",89,"2,943,320",2755.92
45751,TEXAS,LAMB,21,"755,756",2999.03,"683,260","2,711.35","18,436","47,791","6,269",19,"708,985",3109.58
45752,TEXAS,LAMPASAS,34,"559,594",1371.55,"502,900","1,232.60","21,066","28,727","6,901",33,"1,321,319",3336.66
45753,TEXAS,LA SALLE,11,"251,625",1906.25,"223,271","1,691.45",220,"28,076",58,11,"567,379",4298.33
45754,TEXAS,LAVACA,37,"890,318",2005.22,"813,333","1,831.83","13,057","61,139","2,789",37,"1,305,938",2941.3
45755,TEXAS,LEE,19,"486,680",2134.56,"430,727","1,889.15","17,420","34,319","4,214",19,"774,738",3397.97
45756,TEXAS,LEON,37,"892,916",2011.07,"814,211","1,833.81","38,395","34,667","5,643",37,"1,283,929",2891.73
45757,TEXAS,LIBERTY,118,"4,141,127",2924.52,"3,732,284","2,635.79","131,438","247,019","30,386",115,"4,982,160",3610.26
45758,TEXAS,LIMESTONE,39,"722,987",1544.84,"657,360","1,404.62","15,839","46,929","2,859",38,"1,623,376",3560.04
45759,TEXAS,LIPSCOMB,5,"45,984",766.4,"39,107",651.78,"3,791","2,189",897,4,"69,075",1439.06
45760,TEXAS,LIVE OAK,18,"413,398",1913.88,"366,756","1,697.94","2,402","42,135","2,105",17,"809,659",3968.92
45761,TEXAS,LLANO,16,"781,252",4069.02,"732,455","3,814.87","9,001","37,547","2,249",16,"830,911",4327.66
45762,TEXAS,LOVING,1,0,0,0,0,0,0,0,1,0,0
45770,TEXAS,LUBBOCK,401,"10,232,807",2126.52,"8,996,369","1,869.57","442,911","655,736","137,791",383,"15,284,094",3325.52
45771,TEXAS,LYNN,7,"331,696",3948.76,"311,069","3,703.20","5,675","12,862","2,090",6,"423,188",5877.61
45772,TEXAS,MC CULLOCH,8,"296,402",3087.52,"275,729","2,872.18",145,"20,509",19,8,"267,260",2783.96
45780,TEXAS,MC LENNAN,359,"5,827,165",1352.64,"5,230,573","1,214.15","141,183","418,025","37,384",345,"12,531,674",3026.97
45781,TEXAS,MC MULLEN,1,"11,260",938.33,"10,403",866.92,0,857,0,1,"56,534",4711.17
45782,TEXAS,MADISON,17,"533,530",2615.34,"480,237","2,354.10","21,724","27,907","3,662",17,"899,659",4410.09
45783,TEXAS,MARION,21,"631,625",2506.45,"576,814","2,288.94","1,917","52,770",124,21,"896,935",3559.27
45784,TEXAS,MARTIN,11,"157,766",1195.2,"138,022","1,045.62","6,135","10,711","2,898",11,"448,168",3395.21
45785,TEXAS,MASON,3,"105,209",2922.47,"92,252","2,562.56",153,"12,795",9,3,"132,633",3684.25
45790,TEXAS,MATAGORDA,96,"1,569,823",1362.69,"1,419,044","1,231.81","27,423","115,283","8,073",94,"3,930,711",3484.67
45791,TEXAS,MAVERICK,207,"3,410,258",1372.89,"3,013,871","1,213.31","19,155","369,787","7,445",203,"10,146,431",4165.2
45792,TEXAS,MEDINA,72,"1,253,898",1451.27,"1,092,127","1,264.04","4,415","156,128","1,228",71,"2,779,086",3261.84
45793,TEXAS,MENARD,4,"61,337",1277.85,"52,709","1,098.10",0,"8,628",0,4,"173,340",3611.25
