AGED -- REPRICING ADJUSTMENTS TO THE 2008-2012 HOME HEALTH  REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART A REIMBURSEMENT,,,,,,ADJUSTMENT TO PART B REIMBURSEMENT,,,,,
45872,TEXAS                    ,REAGAN,-715,-107,"1,192",-179,-310,,-829,-205,"1,910","1,060",-688,
45873,TEXAS                    ,REAL,-192,76,"1,718","1,012",-723,,-660,-43,"3,142","2,618","-1,001",
45874,TEXAS                    ,RED RIVER,"-6,129",-872,"8,211","4,896","-2,424",,"-31,082","-3,958","50,801","30,066","-17,662",
45875,TEXAS                    ,REEVES,"-2,047",52,"3,059","1,980","-1,715",,"-10,763",233,"17,866","13,610","-6,818",
45876,TEXAS                    ,REFUGIO,668,"1,952","4,129","3,435",291,,"-2,246","4,640","12,480","6,283","-3,082",
45877,TEXAS                    ,ROBERTS,-364,-33,163,105,-78,,-348,-34,841,803,-139,
45878,TEXAS                    ,ROBERTSON,"6,274","6,474","3,832",-63,"-5,497",,"22,982","29,680","12,230",-440,"-25,596",
45879,TEXAS                    ,ROCKWALL,"-3,642","-8,017",943,"1,535","3,479",,"-12,563","-23,104","8,160","6,452","9,683",
45880,TEXAS                    ,RUNNELS,"-2,548",-712,"4,070","2,929","-1,790",,"-8,496","-4,294","17,781","6,826","-7,044",
45881,TEXAS                    ,RUSK,"22,174","61,479","123,136","44,603","46,336",,"85,926","262,944","472,124","197,309","170,839",
45882,TEXAS                    ,SABINE,"-3,067",375,"5,477","3,559","-2,265",,"-19,348",-933,"38,228","23,210","-11,437",
45883,TEXAS                    ,SAN AUGUSTINE,"-1,868",59,"3,373","1,986","-1,225",,"-13,437","-1,030","19,723","10,578","-5,925",
45884,TEXAS                    ,SAN JACINTO,-416,"3,135","3,926","4,554",-230,,-608,"11,600","14,058","17,591",-893,
45885,TEXAS                    ,SAN PATRICIO,"-14,514","-15,069","-25,038","-9,835","-15,081",,"-57,332","-62,141","-111,764","-63,402","-86,614",
45886,TEXAS                    ,SAN SABA,"-1,466",-130,"3,314","2,227",-914,,"-3,757",-346,"9,719","6,666","-3,231",
45887,TEXAS                    ,SCHLEICHER,-783,-743,450,113,-234,,"-2,298","-1,045","2,199",374,-925,
45888,TEXAS                    ,SCURRY,"-2,850",-112,"5,352","3,435","-1,951",,"-5,738","1,239","18,239","9,475","-6,444",
45889,TEXAS                    ,SHACKELFORD,-312,-103,"2,478","1,052",-368,,"-1,533",-277,"8,723","6,954","-2,259",
45890,TEXAS                    ,SHELBY,"-6,929",-520,"10,742","5,894","-2,628",,"-25,461",10,"53,644","28,398","-12,328",
45891,TEXAS                    ,SHERMAN,-376,-49,711,768,-536,,140,-190,"3,167",530,-955,
45892,TEXAS                    ,SMITH,"-237,226","-108,766","131,810","267,557","120,745",,"-708,645","-323,977","425,004","784,457","296,297",
45893,TEXAS                    ,SOMERVELL,"-1,843",-137,"2,085","1,420",-866,,"-2,757",-425,"3,838","2,480","-1,371",
45900,TEXAS                    ,STARR,"-19,729","-15,872","-2,135","1,043","-9,095",,"-223,530","-109,811","76,258","12,656","-104,906",
45901,TEXAS                    ,STEPHENS,"-1,794",-280,"4,999","2,535","-1,207",,"-9,852",-683,"8,633","10,225","-5,383",
45902,TEXAS                    ,STERLING,-278,-343,304,-28,-329,,-279,-75,"1,303",481,-429,
45903,TEXAS                    ,STONEWALL,-449,19,718,510,-381,,"-1,171",70,"1,887","1,111",-614,
45904,TEXAS                    ,SUTTON,-511,-31,"1,018",832,-342,,"-2,713","-1,472","4,531","2,357","-1,377",
45905,TEXAS                    ,SWISHER,"-1,629",73,"2,234","1,539",100,,"-2,861",118,"9,199","5,706",-46,
45910,TEXAS                    ,TARRANT,"-310,110","-317,679","102,814","154,974","48,690",,"-721,607","-766,067","299,844","436,473","144,642",
45911,TEXAS                    ,TAYLOR,"71,078","39,398","92,467","68,227","-50,974",,"146,246","99,671","226,217","192,686","-139,846",
45912,TEXAS                    ,TERRELL,29,118,-10,68,-103,,-562,-59,"1,537","1,404",-991,
45913,TEXAS                    ,TERRY,"-6,322","-3,778","3,230","-4,638","-2,133",,"-1,083","-2,487","7,994",274,"-8,716",
45920,TEXAS                    ,THROCKMORTON,-654,-31,"-1,465",504,-478,,"-1,992",-340,"4,657","2,949","-1,817",
45921,TEXAS                    ,TITUS,"-5,269",-242,"10,564","6,108","-2,291",,"-20,984","-2,344","38,257","23,254","-11,247",
45930,TEXAS                    ,TOM GREEN,"-103,835","-82,063","35,688","-54,089","-46,390",,"-265,867","-213,119","94,963","-137,500","-117,672",
45940,TEXAS                    ,TRAVIS,"70,789","83,848","112,320","117,002","84,040",,"119,543","176,290","280,658","268,362","191,693",
45941,TEXAS                    ,TRINITY,"-4,691",109,"7,693","4,868","-2,311",,"-14,995","1,100","29,401","18,064","-7,560",
45942,TEXAS                    ,TYLER,"-4,646",755,"11,409","5,224","-2,678",,"-22,205",-84,"44,392","27,751","-14,566",
45943,TEXAS                    ,UPSHUR,"26,690","67,254","101,280","45,081","49,652",,"68,343","175,757","353,029","119,196","131,359",
45944,TEXAS                    ,UPTON,-384,258,687,588,-262,,"-2,493",150,"5,108","3,166","-1,377",
45945,TEXAS                    ,UVALDE,"-3,176",-759,"8,485","3,607","-2,325",,"-4,252",909,"15,114","8,318","-5,479",
45946,TEXAS                    ,VAL VERDE,"-5,236",-566,"10,590","5,083","-3,071",,"-21,679","-2,202","52,477","29,109","-13,513",
45947,TEXAS                    ,VAN ZANDT,"-12,716","-3,056","21,930","14,024","-4,383",,"-11,841","-5,683","50,076","34,327","-11,895",
45948,TEXAS                    ,VICTORIA,"170,187","204,221","244,218","166,762","109,534",,"419,413","590,014","633,054","485,538","294,027",
45949,TEXAS                    ,WALKER,"-6,337","1,164","14,802","9,416","-3,894",,"-25,801","6,818","42,516","29,576","-10,370",
45950,TEXAS                    ,WALLER,234,"4,616","4,552","6,090",-1,,470,"15,271","18,287","19,940",-507,
45951,TEXAS                    ,WARD,-893,553,"2,652","2,748","-1,633",,"-4,882","4,505","12,064","9,559","-5,433",
45952,TEXAS                    ,WASHINGTON,"-4,502","1,164","6,361","7,652","-3,014",,"-9,836","4,353","29,785","20,715","-9,380",
45953,TEXAS                    ,WEBB,"-167,879","-261,282","-159,440","-112,412","-38,151",,"-1,439,121","-2,646,716","-1,755,676","-1,064,159","-379,286",
45954,TEXAS                    ,WHARTON,"-9,559","1,181","15,078","7,853","-3,777",,"-26,806","11,774","65,278","5,131","-13,832",
45955,TEXAS                    ,WHEELER,"-1,111",-266,"1,585",808,-306,,"-6,367",-203,"10,634","5,936","-2,845",
45960,TEXAS                    ,WICHITA,"433,613","188,252","116,666","5,616","-153,844",,"1,581,330","792,184","444,527","16,452","-611,125",
45961,TEXAS                    ,WILBARGER,"-1,529",69,"5,608","3,224","-1,631",,"-20,201","1,805","35,489","18,482","-10,736",
45962,TEXAS                    ,WILLACY,"-10,054","-4,100",-158,"-3,878","-1,342",,"-65,802","-37,907","17,589","6,572","-29,184",
45970,TEXAS                    ,WILLIAMSON,"32,694","33,504","52,365","48,782","36,123",,"50,904","63,744","104,878","111,070","78,253",
45971,TEXAS                    ,WILSON,"4,159","3,705","4,102","-2,501","-3,604",,"7,079","5,973","3,139","-3,837","-5,411",
45972,TEXAS                    ,WINKLER,"-1,556",-47,"1,374","1,432",-564,,"-2,768",141,"11,668","7,732","-4,062",
45973,TEXAS                    ,WISE,"-14,119","-19,043","7,667","9,933","2,663",,"-31,369","-39,947","18,840","25,463","8,090",
45974,TEXAS                    ,WOOD,"-14,492","-2,089","23,699","19,543","-3,901",,"-36,411","-3,331","67,633","45,094","-17,461",
45980,TEXAS                    ,YOAKUM,-866,-51,"1,495",806,-211,,-27,-744,"3,310","2,480",-707,
45981,TEXAS                    ,YOUNG,"-3,882",-401,"10,547","6,529","-3,544",,"-27,482","-7,937","45,577","28,470","-14,710",
45982,TEXAS                    ,ZAPATA,"-2,642","-1,751","1,298",772,"-1,021",,"-32,593","-23,402","29,710","14,839","-12,564",
45983,TEXAS                    ,ZAVALA,"-1,007",696,"3,270","1,407","-1,030",,"-2,385",-963,"13,137","7,724","-5,014",
46000,UTAH                     ,BEAVER,"3,655","3,982","2,554",716,216,,"5,331","2,500","2,955","1,259",610,
46010,UTAH                     ,BOX ELDER,"33,363","20,311","12,897","4,334","3,250",,"54,328","52,080","43,880","10,303","7,374",
46020,UTAH                     ,CACHE,"-24,951","1,883","-12,222",14,"10,441",,"-14,041","2,913","-24,795",792,"27,004",
46030,UTAH                     ,CARBON,"18,002","18,855","4,300","4,691","1,778",,"39,920","33,103","20,525","8,418","2,715",
46040,UTAH                     ,DAGGETT,274,72,66,180,55,,94,198,127,24,-115,
46050,UTAH                     ,DAVIS,"41,528","16,714","-29,743","-9,850","-2,595",,"41,948","11,719","-50,973","-15,777","-2,555",
46060,UTAH                     ,DUCHESNE,"5,962","4,618","3,623","1,800",510,,"3,602","5,085","4,690","2,015","1,040",
46070,UTAH                     ,EMERY,"10,318","3,798","5,981","1,558",770,,"10,113","6,001","5,985","1,458",647,
46080,UTAH                     ,GARFIELD,"5,222","3,029","3,071","1,298",383,,"5,084","6,858","8,508","2,851",877,
46090,UTAH                     ,GRAND,"3,077","4,894","3,960",477,396,,"3,497","2,162",492,950,466,
46100,UTAH                     ,IRON,"23,140","17,678","12,056","4,207","2,923",,"43,335","31,771","26,863","10,916","5,599",
46110,UTAH                     ,JUAB,-498,"1,985",-910,"2,194","1,571",,"-1,204","3,699","-1,196","5,623","2,392",
46120,UTAH                     ,KANE,"2,543","4,963","3,325","1,146","1,270",,"2,585","5,367","5,712","2,753","2,138",
46130,UTAH                     ,MILLARD,"5,959","3,437","3,581","1,059",700,,"3,903","3,167","3,788","1,061","1,035",
46140,UTAH                     ,MORGAN,"1,621",626,"-1,269",-411,-81,,"1,545",672,"-1,361",-546,-55,
46150,UTAH                     ,PIUTE,"2,891",729,"1,262",237,89,,"2,019","1,273","1,007",563,-6,
46160,UTAH                     ,RICH,166,"2,294","1,123",92,0,,-185,"1,921","1,489",218,691,
46170,UTAH                     ,SALT LAKE,"-10,521","198,811","16,138","112,977","-13,625",,"-8,317","295,101","31,265","232,326","-27,262",
46180,UTAH                     ,SAN JUAN,"1,919",650,"1,937",910,294,,"2,756","2,248",343,378,370,
46190,UTAH                     ,SANPETE,"21,296","22,269","16,094","4,984","1,970",,"24,687","17,866","16,708","5,578","2,657",
46200,UTAH                     ,SEVIER,"20,093","16,541","13,142","2,944","1,296",,"23,547","17,931","11,493","3,710","1,854",
46210,UTAH                     ,SUMMIT,"1,838","3,688","1,586","2,067",-134,,189,"8,306","1,440","5,047",-678,
46220,UTAH                     ,TOOELE,133,"15,009","1,675","8,670",-962,,986,"7,023","1,812","8,126",-749,
46230,UTAH                     ,UINTAH,"9,665","7,058","6,815","2,667",964,,"7,371","6,580","5,478","2,438",888,
46240,UTAH                     ,UTAH,"-12,064","39,025","-12,699","57,600","31,146",,"-25,771","61,828","-37,548","156,274","73,288",
46250,UTAH                     ,WASATCH,"9,233","5,124","6,189","2,157",967,,"12,400","11,972","9,082","7,821","3,300",
46260,UTAH                     ,WASHINGTON,"6,342","73,500","29,586","42,875","63,624",,"8,546","102,111","49,485","75,321","88,146",
46270,UTAH                     ,WAYNE,"3,493","1,864","1,648",374,170,,"9,078","5,509","4,266","1,461",899,
46280,UTAH                     ,WEBER,"44,800","15,174","-31,833","-11,175","-1,492",,"35,323","15,570","-61,924","-17,828","-2,780",
47000,VERMONT                  ,ADDISON,"-8,433","-17,052","1,108","12,494","6,133",,"-17,713","-41,669","1,372","20,514","8,176",
47010,VERMONT                  ,BENNINGTON,"-9,646","-19,593",185,"13,091","7,625",,"-10,133","-23,327",785,"16,810","6,565",
47020,VERMONT                  ,CALEDONIA,"-7,446","-15,274","1,665","8,994","3,569",,"-13,386","-21,293","1,295","11,161","3,577",
47030,VERMONT                  ,CHITTENDEN,"66,006","127,043","7,937","22,931","20,761",,"93,377","161,175","11,113","35,560","25,480",
47040,VERMONT                  ,ESSEX,"-2,174","-4,931",-550,"1,802","1,168",,"-2,601","-6,647",562,"3,336",697,
47050,VERMONT                  ,FRANKLIN,"30,233","47,475","2,955","11,663","8,020",,"82,911","138,809","8,022","24,125","17,774",
47060,VERMONT                  ,GRAND ISLE,"5,042","9,060",328,"1,917","1,038",,"5,173","11,075",107,"1,813","1,791",
47070,VERMONT                  ,LAMOILLE,248,186,808,"10,104","5,317",,268,"-3,064","2,898","15,907","9,603",
47080,VERMONT                  ,ORANGE,"-6,891","-14,282",881,"8,694","3,735",,"-8,891","-16,336","1,299","10,995","4,657",
47090,VERMONT                  ,ORLEANS,"-10,946","-16,193","1,085","7,724","4,121",,"-6,580","-12,769",199,"8,491","3,908",
47100,VERMONT                  ,RUTLAND,"-17,026","-33,582","2,536","21,781","9,882",,"-25,271","-48,116","3,620","27,786","11,712",
47110,VERMONT                  ,WASHINGTON,"-12,464","-26,950","2,487","17,549","8,354",,"-29,900","-56,302","4,540","33,275","15,947",
47120,VERMONT                  ,WINDHAM,"-7,610","-17,055","1,028","10,958","5,143",,"-6,918","-15,706","1,397","11,760","4,566",
47130,VERMONT                  ,WINDSOR,"-14,081","-30,471","3,120","27,357","9,993",,"-15,431","-27,067","2,178","23,985","9,288",
48010,VIRGIN ISLANDS           ,ST. CROIX,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,
48020,VIRGIN ISLANDS           ,ST. JOHN,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,
49000,VIRGINIA                 ,ACCOMACK,"-8,027","-5,060","-6,655","-3,678","-3,490",,"-7,262","-4,236","-5,200","-4,369","-6,609",
49010,VIRGINIA                 ,ALBEMARLE,"-73,135","-122,989","-78,306","-79,184","-79,687",,"-55,019","-87,368","-81,733","-78,756","-63,012",
49011,VIRGINIA                 ,ALEXANDRIA CITY,"-55,049","-52,574","-56,068","-30,841","-51,123",,"-31,495","-37,499","-59,421","-35,502","-59,493",
49020,VIRGINIA                 ,ALLEGHANY,"-18,936","-30,918","-14,424","-20,832","-15,326",,-397,"-16,872","-11,000","-15,793","-17,746",
49030,VIRGINIA                 ,AMELIA,"5,884","6,603","4,860","1,359","-1,820",,"7,863","10,173","4,833","1,564","-1,822",
49040,VIRGINIA                 ,AMHERST,"4,632","1,541","20,801","5,466","1,304",,"-5,456","1,386","18,937","7,522","2,262",
49050,VIRGINIA                 ,APPOMATTOX,"1,803","1,332","11,106","2,837",974,,"1,806",901,"12,314","3,775","1,610",
49060,VIRGINIA                 ,ARLINGTON,"-58,128","-55,646","-62,039","-27,959","-42,059",,"-43,856","-53,945","-66,377","-37,365","-66,719",
49070,VIRGINIA                 ,AUGUSTA,"-4,929","-3,062","-4,429","-2,376","-1,137",,"-3,740","-2,330","-2,454","-2,650",-254,
49080,VIRGINIA                 ,BATH,-715,101,465,-304,-365,,-560,-19,-85,"-1,823",-258,
49088,VIRGINIA                 ,BEDFORD CITY,"1,772",973,"8,118","4,977","1,811",,"1,736",-405,"11,524","5,430","2,308",
49090,VIRGINIA                 ,BEDFORD,"14,369","21,057","34,621","19,126","4,759",,"4,102","15,259","29,244","19,476","4,399",
49100,VIRGINIA                 ,BLAND,"-1,497","-1,209","-1,302","-1,008",-314,,"-1,911",-961,"-1,686","-1,603",-526,
49110,VIRGINIA                 ,BOTETOURT,"18,962","26,307","29,378","17,711","3,762",,"19,168","23,854","27,314","18,096",522,
49111,VIRGINIA                 ,BRISTOL CITY,"-42,005","-49,590","-66,832","-27,649","-12,706",,"-80,654","-113,675","-156,482","-70,328","-29,546",
49120,VIRGINIA                 ,BRUNSWICK,"-2,180","-1,262","-2,067","-1,273",-911,,-908,-617,"-1,268",-645,-660,
49130,VIRGINIA                 ,BUCHANAN,"-5,511","-3,761","-3,147","-3,097",-916,,"-57,867","-64,537","-44,538","-29,751","-15,242",
49140,VIRGINIA                 ,BUCKINGHAM,"-5,389","-2,115","-1,452",-767,-765,,"-5,114","-2,207","-1,756","-2,115","-1,318",
49141,VIRGINIA                 ,BUENA VISTA CITY,"-1,171",-683,"-1,048",-467,"-2,119",,"-1,302",-528,-684,-378,-166,
49150,VIRGINIA                 ,CAMPBELL,"6,355",427,"23,322","8,824","2,640",,"2,578","1,057","16,985","6,618","3,054",
49160,VIRGINIA                 ,CAROLINE,"8,849","11,973","7,854",777,"-3,581",,"5,342","7,802","4,616","1,002","-2,377",
49170,VIRGINIA                 ,CARROLL,"-6,452","-4,786","-6,429","-3,542","-1,010",,"-10,440","-8,018","-11,249","-7,343","-2,570",
49180,VIRGINIA                 ,CHARLES CITY,"2,607","3,302","1,631",845,-872,,"3,361","4,365","1,975",531,-855,
49190,VIRGINIA                 ,CHARLOTTE,"-2,530",-676,-359,-692,-411,,"-8,989",-856,-214,-448,-510,
49191,VIRGINIA                 ,CHARLOTTESVILLE CITY,"-61,063","-122,482","-85,957","-73,726","-75,523",,"-47,264","-103,193","-84,148","-82,060","-82,804",
49194,VIRGINIA                 ,CHESAPEAKE CITY,"36,532","15,012","-13,169","-12,637","-27,734",,"40,871","15,869","-14,368","-14,505","-33,170",
49200,VIRGINIA                 ,CHESTERFIELD,"93,126","111,305","67,647","22,402","-28,243",,"58,226","84,585","53,458","13,792","-23,662",
49210,VIRGINIA                 ,CLARKE,"-5,899","-5,710","-5,431","-6,134","-5,793",,"-2,216","-2,404","-2,940","-2,796","-2,979",
49212,VIRGINIA                 ,COLONIAL HEIGHTS CITY,"13,326","16,533","10,440","3,050","-4,268",,"8,172","10,390","8,793","1,690","-2,885",
49213,VIRGINIA                 ,COVINGTON CITY,"-18,711","-24,983","-52,012","-67,845","-6,296",,"-10,721","-24,272","-27,703","-39,713","-14,353",
49220,VIRGINIA                 ,CRAIG,"3,669","7,107","5,628","4,154",832,,"2,573","3,923","3,422","2,669",470,
49230,VIRGINIA                 ,CULPEPER,"-5,899","-3,730","-5,046","-3,514","-2,417",,"-3,627","-3,062","-4,128","-2,146","-2,059",
49240,VIRGINIA                 ,CUMBERLAND,"1,873","3,301","1,625",479,-677,,"3,779","2,761","1,370",432,-482,
49241,VIRGINIA                 ,DANVILLE CITY,"-28,732","-44,373","-40,664","-24,607","1,563",,"-23,049","-35,891","-34,218","-18,683","1,227",
49250,VIRGINIA                 ,DICKENSON,"-3,997","-3,001","-3,784","-1,778",-824,,"-24,319","-19,484","-15,536","-8,502","-4,042",
49260,VIRGINIA                 ,DINWIDDIE,"9,080","13,993","6,613","2,049","-2,851",,"5,519","7,844","6,995","1,562","-2,000",
49270,VIRGINIA                 ,EMPORIA CITY,"-1,725",-752,-932,"-1,143",-902,,"-1,103","-1,019","-1,331",-572,-373,
49280,VIRGINIA                 ,ESSEX,"-1,544","-1,073",-950,"-1,314",-533,,-697,-602,"-1,451",-699,-625,
49288,VIRGINIA                 ,FAIRFAX CITY,"-30,106","-26,226","-32,829","-18,789","-32,347",,"-19,011","-20,984","-35,724","-19,825","-33,935",
49290,VIRGINIA                 ,FAIRFAX,"-194,815","-185,480","-242,259","-115,471","-212,692",,"-139,402","-157,471","-240,499","-122,830","-231,628",
49291,VIRGINIA                 ,FALLS CHURCH CITY,"-9,488","-10,359","-10,820","-6,208","-7,976",,"-8,267","-11,635","-11,586","-5,307","-8,927",
49300,VIRGINIA                 ,FAUQUIER,"-21,909","-16,486","-22,486","-12,245","-21,464",,"-14,474","-12,905","-12,836","-7,579","-13,868",
49310,VIRGINIA                 ,FLOYD,"-1,125",-660,"-1,172",-67,-262,,"-1,146",-294,"-1,368",-736,-457,
49320,VIRGINIA                 ,FLUVANNA,"-31,307","-48,952","-36,366","-26,402","-30,116",,"-21,809","-30,984","-28,436","-30,494","-31,618",
49328,VIRGINIA                 ,FRANKLIN CITY,"-1,939",-919,"-1,637","-1,174","-7,913",,-268,-783,"-1,606","-1,211","-1,426",
49330,VIRGINIA                 ,FRANKLIN,"38,727","37,341","38,521","26,227","4,655",,"21,180","35,624","34,113","29,638","4,671",
49340,VIRGINIA                 ,FREDERICK,"-42,126","-44,041","-37,070","-55,684","-2,920",,"-19,787","-17,793","-13,344","-18,307","-1,751",
49342,VIRGINIA                 ,FREDERICKSBURG CITY,"-30,583","-35,349","-42,840","-14,625","-26,788",,"-23,438","-22,807","-23,570","-11,457","-19,293",
49343,VIRGINIA                 ,GALAX CITY,"-5,226","-4,156","-3,875","-1,895","-1,296",,"-7,971","-5,970","-10,583","-4,987","-1,804",
49350,VIRGINIA                 ,GILES,"5,054","6,310","-1,801","1,791","2,960",,"3,412","6,320","-1,413","1,721","3,117",
49360,VIRGINIA                 ,GLOUCESTER,"4,442","2,278","-1,545","-1,854","-4,374",,"3,652","1,661","-1,432","-1,419","-3,558",
49370,VIRGINIA                 ,GOOCHLAND,"6,058","7,741","4,232","1,346","-2,144",,"5,335","7,060","4,649","1,527","-2,521",
49380,VIRGINIA                 ,GRAYSON,"-4,410","-2,497","-5,047","-2,717",-943,,"-7,341","-7,351","-11,510","-6,238","-2,272",
49390,VIRGINIA                 ,GREENE,"-15,736","-18,851","-21,412","-19,722","-21,270",,"-15,898","-25,571","-18,192","-14,321","-14,145",
49400,VIRGINIA                 ,GREENSVILLE,-614,-306,-261,-272,-251,,-392,116,-394,-188,-86,
49410,VIRGINIA                 ,HALIFAX,"-5,100","-3,175","-11,898","-4,220","-1,427",,"-3,119","-2,520","-2,430","-3,440","-1,255",
49411,VIRGINIA                 ,HAMPTON CITY,"17,189","-4,671","-9,338","-7,601","-17,339",,"19,275","9,486","-11,526","-10,786","-23,598",
49420,VIRGINIA                 ,HANOVER,"42,622","51,869","38,284","9,340","-5,662",,"27,961","46,940","30,506","9,332","-7,095",
49421,VIRGINIA                 ,HARRISONBURG CITY,"4,688","5,257","2,622",-769,"15,510",,"2,956","2,655","1,539","-1,336","10,486",
49430,VIRGINIA                 ,HENRICO,"101,789","126,832","72,415","21,296","-23,503",,"75,919","102,406","69,691","19,999","-25,841",
49440,VIRGINIA                 ,HENRY,"-9,737","-5,178","-6,066","-4,756","-1,697",,"-9,001","-5,360","-4,060","-3,934","-1,222",
49450,VIRGINIA                 ,HIGHLAND,-422,-189,-73,287,37,,-91,189,-34,14,-63,
49451,VIRGINIA                 ,HOPEWELL CITY,"17,600","20,252","12,558","3,884","-3,855",,"8,009","9,771","7,228","2,361","-2,685",
49460,VIRGINIA                 ,ISLE OF WIGHT,"4,028","1,898","-1,987","-1,449","-4,060",,"4,712",908,"-1,511","-1,979","-5,948",
49470,VIRGINIA                 ,JAMES CITY,"3,445","1,827","-1,332","-1,422","-3,866",,"2,935","1,068","-1,171",-860,"-3,979",
49480,VIRGINIA                 ,KING AND QUEEN,"3,034","3,544","1,813",797,"-1,026",,"1,491","2,404","2,590",860,"-1,523",
49490,VIRGINIA                 ,KING GEORGE,"-2,518","-1,760","-2,825","-2,087","-2,914",,"-2,597","-1,547","-1,631","-1,226","-1,588",
49500,VIRGINIA                 ,KING WILLIAM,"6,830","6,941","6,175","1,558","-1,680",,"4,126","7,649","5,703","1,645","-2,167",
49510,VIRGINIA                 ,LANCASTER,"-2,884","-2,195","-2,446","-1,037",-441,,"-2,414","-1,014","-1,784","-1,472","-1,050",
49520,VIRGINIA                 ,LEE,"-8,271","-7,252","-7,412","-3,755","-1,702",,"-21,424","-13,228","-16,778","-8,956","-3,404",
49522,VIRGINIA                 ,LEXINGTON CITY,"-2,077","-1,581","-1,320","-5,849","-10,399",,"-2,659","-1,300","-1,556","-1,570","-5,111",
49530,VIRGINIA                 ,LOUDOUN,"-50,251","-47,044","-60,492","-29,411","-59,069",,"-30,380","-31,504","-45,123","-25,922","-55,617",
49540,VIRGINIA                 ,LOUISA,"13,297","15,555","9,267",441,"-5,970",,"6,573","9,921","5,425",-6,"-5,961",
49550,VIRGINIA                 ,LUNENBURG,"-4,041","-1,964","-2,511",-837,-444,,"-1,428",154,"-3,190",-466,-488,
49551,VIRGINIA                 ,LYNCHBURG CITY,"13,630","6,264","48,667","15,613","5,182",,"-5,866","4,423","41,168","14,456","3,375",
49560,VIRGINIA                 ,MADISON,"-1,561","-2,741","-1,659",-847,-507,,"-2,100","-1,333","-1,698","-1,001","-1,634",
49561,VIRGINIA                 ,MARTINSVILLE CITY,"-6,078","-4,524","-3,848","-2,523","-1,151",,"-6,419","-4,880","-3,887","-2,212","-1,567",
49563,VIRGINIA                 ,MANASSAS CITY,"-18,985","-20,355","-26,764","-19,109","-23,679",,"-17,761","-22,984","-35,113","-21,905","-34,334",
49565,VIRGINIA                 ,MANASSAS PARK CITY,0,-103,-156,-27,0,,0,0,0,-104,-105,
49570,VIRGINIA                 ,MATHEWS,"1,590",758,-522,-670,"-1,406",,"1,354",817,-485,-639,"-1,804",
49580,VIRGINIA                 ,MECKLENBURG,"-6,069","-8,962","-4,389","-2,737","-1,892",,"-2,905","-1,764","-1,960",-817,"-1,098",
49590,VIRGINIA                 ,MIDDLESEX,"-1,336","-1,313","-1,131","-1,521",-807,,-883,-197,"-1,039","-1,901",-659,
49600,VIRGINIA                 ,MONTGOMERY,"15,129","22,659","-3,548","5,184","8,298",,"14,209","24,524","-7,645","6,479","14,799",
49620,VIRGINIA                 ,NELSON,"-24,586","-50,314","-29,875","-31,410","-23,278",,"-20,265","-40,359","-21,865","-27,799","-21,659",
49621,VIRGINIA                 ,NEW KENT,"6,034","7,929","4,605",969,"-2,174",,"6,413","9,504","5,521","1,116","-1,946",
49622,VIRGINIA                 ,NEWPORT NEWS CITY,"20,862","7,334","-6,326","-6,491","-16,642",,"21,752","7,534","-9,742","-10,961","-24,014",
49641,VIRGINIA                 ,NORFOLK CITY,"36,709","14,247","-11,057","-12,543","-28,917",,"39,903","14,127","-14,274","-15,427","-36,476",
49650,VIRGINIA                 ,NORTHAMPTON,"-3,421","-1,832","-2,634","-1,522",-901,,"-4,737","-2,192","-2,900","-2,415","-3,547",
49660,VIRGINIA                 ,NORTHUMBERLAND,"-3,065","-1,512","-1,979","-1,449",-970,,"-1,418","-1,504","-2,285","-1,466","-1,183",
49661,VIRGINIA                 ,NORTON CITY,"-9,183","-7,180","-13,637","-3,855","-25,315",,"-30,163","-40,450","-43,290","-24,662","-27,764",
49670,VIRGINIA                 ,NOTTOWAY,"-1,916",-43,"-1,038","-1,029",-802,,"-2,262","3,833",191,"-1,009",-883,
49680,VIRGINIA                 ,ORANGE,"-11,945","-7,766","-7,513","-6,598","-6,181",,"-3,862","-5,460","-7,035","-6,459","-8,342",
49690,VIRGINIA                 ,PAGE,"-3,987","-2,062","-3,823","-3,000",-809,,"-2,193","-1,110","-2,016","-1,725",-794,
49700,VIRGINIA                 ,PATRICK,"-3,923","-3,171","-4,281","-1,136",-599,,"-55,163","-29,392","-10,356","-2,194",-857,
49701,VIRGINIA                 ,PETERSBURG CITY,"19,385","30,293","18,234","6,704","-6,747",,"19,318","24,669","16,270","5,406","-5,175",
49710,VIRGINIA                 ,PITTSYLVANIA,"-25,070","-27,335","-23,141","-14,392","1,901",,"-18,043","-20,178","-25,384","-13,866","1,775",
49711,VIRGINIA                 ,PORTSMOUTH CITY,"25,071","9,566","-7,218","-7,337","-13,581",,"32,113","11,855","-11,557","-9,959","-24,085",
49712,VIRGINIA                 ,POQUOSON CITY,"1,294",459,-395,-394,-855,,846,542,-536,-685,"-1,293",
49720,VIRGINIA                 ,POWHATAN,"10,811","18,515","7,878","2,109","-3,320",,"10,544","11,148","7,111","1,868","-2,431",
