DISABLED -- REPRICING ADJUSTMENTS TO THE 2008-2012 UNCOMPENSATED CARE REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART A REIMBURSEMENT,,,,,,,,,,,,,,,
,,,"2,008","2,009","2,010","2,011","2,012",,,,,,,,,,,
05510,CALIFORNIA               ,SAN MATEO,"-121,376","-261,410","-282,307","-128,904","-208,967",,,,,,,,,,,
05520,CALIFORNIA               ,SANTA BARBARA,"-361,239","-432,468","-472,401","-278,515","-419,357",,,,,,,,,,,
05530,CALIFORNIA               ,SANTA CLARA,"-1,000,259","-1,143,360","-2,090,478","-2,242,175","-2,128,132",,,,,,,,,,,
05540,CALIFORNIA               ,SANTA CRUZ,"-532,131","-652,976","-673,116","-743,679","-909,076",,,,,,,,,,,
05550,CALIFORNIA               ,SHASTA,"-669,127","-458,073","-625,093","-1,061,320","-1,121,712",,,,,,,,,,,
05560,CALIFORNIA               ,SIERRA,"1,489","-5,265","-3,859","-2,222","1,896",,,,,,,,,,,
05570,CALIFORNIA               ,SISKIYOU,"-73,012","-41,520","-36,905","-146,764","-95,920",,,,,,,,,,,
05580,CALIFORNIA               ,SOLANO,"-767,808","-789,225","-925,158","-916,402","-926,694",,,,,,,,,,,
05590,CALIFORNIA               ,SONOMA,"-637,081","-714,723","-984,901","-954,412","-754,723",,,,,,,,,,,
05600,CALIFORNIA               ,STANISLAUS,"-802,335","-507,625","-552,927","-246,645","-763,393",,,,,,,,,,,
05610,CALIFORNIA               ,SUTTER,"-569,109","-721,224","-540,461","-555,889","-548,506",,,,,,,,,,,
05620,CALIFORNIA               ,TEHAMA,"-106,910","-144,517","-168,715","-141,467","-219,861",,,,,,,,,,,
05630,CALIFORNIA               ,TRINITY,"-99,608","-65,672","-91,941","-181,817","-208,960",,,,,,,,,,,
05640,CALIFORNIA               ,TULARE,"-1,129,295","-1,177,486","-1,318,707","-1,144,836","-689,807",,,,,,,,,,,
05650,CALIFORNIA               ,TUOLUMNE,"-87,710","-175,840","-111,693","-89,999","-114,263",,,,,,,,,,,
05660,CALIFORNIA               ,VENTURA,"-67,875","-160,196","-5,577","-78,896","-128,383",,,,,,,,,,,
05670,CALIFORNIA               ,YOLO,"-141,125","-165,638","-220,996","-219,591","-142,853",,,,,,,,,,,
05680,CALIFORNIA               ,YUBA,"-572,656","-602,859","-636,743","-505,364","-424,685",,,,,,,,,,,
06000,COLORADO                 ,ADAMS,"361,870","342,404","390,868","283,041","144,626",,,,,,,,,,,
06010,COLORADO                 ,ALAMOSA,"-20,779","-13,946","-3,561",163,"-2,674",,,,,,,,,,,
06020,COLORADO                 ,ARAPAHOE,"253,175","284,687","248,789","355,198","210,974",,,,,,,,,,,
06030,COLORADO                 ,ARCHULETA,"-20,195","2,568","1,428","1,608","-1,147",,,,,,,,,,,
06040,COLORADO                 ,BACA,"-2,698",272,"1,192",-693,"1,808",,,,,,,,,,,
06050,COLORADO                 ,BENT,"-11,329",595,-169,"1,175","-3,006",,,,,,,,,,,
06060,COLORADO                 ,BOULDER,"119,346","87,683","52,631","111,032","50,615",,,,,,,,,,,
06070,COLORADO                 ,CHAFFEE,"1,124","3,941","4,667","-3,105",878,,,,,,,,,,,
06080,COLORADO                 ,CHEYENNE,"2,593",36,-269,563,"1,018",,,,,,,,,,,
06090,COLORADO                 ,CLEAR CREEK,"-18,115","-8,646",139,"2,745","1,349",,,,,,,,,,,
06100,COLORADO                 ,CONEJOS,"-7,250","-10,211","7,708","-4,332","-1,033",,,,,,,,,,,
06110,COLORADO                 ,COSTILLA,"-2,930","-8,174","1,343",48,"1,660",,,,,,,,,,,
06120,COLORADO                 ,CROWLEY,"-3,635",115,"-2,335",761,"-2,192",,,,,,,,,,,
06130,COLORADO                 ,CUSTER,"1,021","-2,280","1,142","-1,542","-8,517",,,,,,,,,,,
06140,COLORADO                 ,DELTA,"-3,818","-7,378","-9,838","-33,680","-14,117",,,,,,,,,,,
06150,COLORADO                 ,DENVER,"1,951,815","1,945,540","1,755,800","1,848,695","1,585,184",,,,,,,,,,,
06160,COLORADO                 ,DOLORES,"-1,256",282,-159,235,309,,,,,,,,,,,
06170,COLORADO                 ,DOUGLAS,"5,612","27,134","17,535","9,654","-8,511",,,,,,,,,,,
06180,COLORADO                 ,EAGLE,"-4,150","1,479","-17,670","3,831","-1,896",,,,,,,,,,,
06190,COLORADO                 ,ELBERT,"-1,877","1,340","7,696","9,730","2,297",,,,,,,,,,,
06200,COLORADO                 ,EL PASO,"220,538","405,729","478,449","411,554","384,825",,,,,,,,,,,
06210,COLORADO                 ,FREMONT,"-3,053","-2,770","-7,984","-8,771","-2,966",,,,,,,,,,,
06220,COLORADO                 ,GARFIELD,"-6,192","1,020","-5,857","-1,129","-17,580",,,,,,,,,,,
06230,COLORADO                 ,GILPIN,"1,796","4,021","1,312",334,"4,109",,,,,,,,,,,
06240,COLORADO                 ,GRAND,"1,091","5,722","-3,282","-2,599","14,174",,,,,,,,,,,
06250,COLORADO                 ,GUNNISON,"1,610","1,167","-1,229","1,347","-2,587",,,,,,,,,,,
06260,COLORADO                 ,HINSDALE,0,0,-674,-649,246,,,,,,,,,,,
06270,COLORADO                 ,HUERFANO,"5,862","2,810",-605,"-3,812","-7,479",,,,,,,,,,,
06280,COLORADO                 ,JACKSON,"-1,809",-26,-88,"-5,031",-516,,,,,,,,,,,
06290,COLORADO                 ,JEFFERSON,"340,807","326,707","339,229","326,503","391,035",,,,,,,,,,,
06300,COLORADO                 ,KIOWA,783,257,"-1,569","1,545","1,580",,,,,,,,,,,
06310,COLORADO                 ,KIT CARSON,"3,236","2,747","-3,188",929,"-5,976",,,,,,,,,,,
06320,COLORADO                 ,LAKE,"2,634","3,485","3,717","-3,086","4,234",,,,,,,,,,,
06330,COLORADO                 ,LA PLATA,"-8,587",-830,"4,423","-18,979","-10,736",,,,,,,,,,,
06340,COLORADO                 ,LARIMER,"64,520","50,325","45,784","27,604","16,600",,,,,,,,,,,
06350,COLORADO                 ,LAS ANIMAS,"5,266","2,217",-505,260,"-10,599",,,,,,,,,,,
06360,COLORADO                 ,LINCOLN,"9,436","-6,281","2,023","-18,644","-2,571",,,,,,,,,,,
06370,COLORADO                 ,LOGAN,"-2,373",-888,-373,-884,"-14,383",,,,,,,,,,,
06380,COLORADO                 ,MESA,"33,760","9,416","-31,704","-28,382","-41,614",,,,,,,,,,,
06390,COLORADO                 ,MINERAL,0,-114,0,194,0,,,,,,,,,,,
06400,COLORADO                 ,MOFFAT,-245,"3,725",880,-897,"-1,101",,,,,,,,,,,
06410,COLORADO                 ,MONTEZUMA,"-1,930","1,340","10,795",-834,"11,404",,,,,,,,,,,
06420,COLORADO                 ,MONTROSE,-727,946,"-12,054","-7,299","-10,841",,,,,,,,,,,
06430,COLORADO                 ,MORGAN,"-10,475","-9,378",-260,"-15,776","-7,905",,,,,,,,,,,
06440,COLORADO                 ,OTERO,"-15,234","-8,435","-26,733","-13,101","-11,962",,,,,,,,,,,
06450,COLORADO                 ,OURAY,306,-516,-944,0,"-1,354",,,,,,,,,,,
06460,COLORADO                 ,PARK,"15,326",-926,"4,726","-1,335","4,258",,,,,,,,,,,
06470,COLORADO                 ,PHILLIPS,"2,538",261,-16,"-2,252",659,,,,,,,,,,,
06480,COLORADO                 ,PITKIN,"-6,465",0,"-1,492",0,-109,,,,,,,,,,,
06490,COLORADO                 ,PROWERS,910,"-8,366","-9,139","1,549","-6,875",,,,,,,,,,,
06500,COLORADO                 ,PUEBLO,"39,379","28,711","-93,920","15,350","37,605",,,,,,,,,,,
06510,COLORADO                 ,RIO BLANCO,718,"1,074","-2,249",161,"-6,891",,,,,,,,,,,
06520,COLORADO                 ,RIO GRANDE,"-11,849","-7,303","-12,806","-8,038","-5,879",,,,,,,,,,,
06530,COLORADO                 ,ROUTT,"-3,476","-10,017","2,107","2,501","-3,044",,,,,,,,,,,
06540,COLORADO                 ,SAGUACHE,"1,115","-2,789",134,"1,445","-1,684",,,,,,,,,,,
06550,COLORADO                 ,SAN JUAN,330,"-1,605",0,"-1,275","-1,439",,,,,,,,,,,
06560,COLORADO                 ,SAN MIGUEL,0,0,0,852,"-1,500",,,,,,,,,,,
06570,COLORADO                 ,SEDGWICK,-223,"-2,871","-1,487",-259,0,,,,,,,,,,,
06580,COLORADO                 ,SUMMIT,"3,336","5,702","3,036","-1,861","4,863",,,,,,,,,,,
06590,COLORADO                 ,TELLER,"5,773","14,930","15,173","3,663","5,627",,,,,,,,,,,
06600,COLORADO                 ,WASHINGTON,"1,043",-27,"-2,130",-593,"-2,253",,,,,,,,,,,
06610,COLORADO                 ,WELD,"-2,504","-23,011","-77,831","-106,403","-68,814",,,,,,,,,,,
06620,COLORADO                 ,YUMA,"-3,987","1,730","-12,573","-1,805","-4,436",,,,,,,,,,,
06630,COLORADO                 ,BROOMFIELD,"16,254","25,229","20,640","12,728",131,,,,,,,,,,,
07000,CONNECTICUT              ,FAIRFIELD,"538,611","666,533","675,918","560,612","110,376",,,,,,,,,,,
07010,CONNECTICUT              ,HARTFORD,"612,818","691,793","488,997","75,295","-557,447",,,,,,,,,,,
07020,CONNECTICUT              ,LITCHFIELD,"69,871","26,149","86,298","-27,347","-172,998",,,,,,,,,,,
07030,CONNECTICUT              ,MIDDLESEX,"141,591","136,774","113,418","87,213","-22,497",,,,,,,,,,,
07040,CONNECTICUT              ,NEW HAVEN,"954,310","1,058,692","1,282,574","424,473","-506,880",,,,,,,,,,,
07050,CONNECTICUT              ,NEW LONDON,"295,990","304,900","254,019","121,259","-181,912",,,,,,,,,,,
07060,CONNECTICUT              ,TOLLAND,"16,869","34,910","8,644","-20,208","-64,076",,,,,,,,,,,
07070,CONNECTICUT              ,WINDHAM,"77,496","70,692","57,895","13,387","-59,214",,,,,,,,,,,
08000,DELAWARE                 ,KENT,"-209,479","-295,063","-286,052","-236,821","-249,527",,,,,,,,,,,
08010,DELAWARE                 ,NEW CASTLE,"42,618","168,455","86,784","117,984","143,049",,,,,,,,,,,
08020,DELAWARE                 ,SUSSEX,"-220,760","-248,501","-209,955","-228,003","-272,247",,,,,,,,,,,
09000,DISTRICT OF COLUMBIA     ,DISTRICT OF COLUMBIA,"-32,135","-185,784","214,955","51,351","-60,210",,,,,,,,,,,
10000,FLORIDA                  ,ALACHUA,"125,249","199,253","193,176","163,349","273,118",,,,,,,,,,,
10010,FLORIDA                  ,BAKER,"32,146","32,691","51,162","40,566","66,901",,,,,,,,,,,
10020,FLORIDA                  ,BAY,"-473,359","-493,027","-469,291","-338,917","-344,567",,,,,,,,,,,
10030,FLORIDA                  ,BRADFORD,"-65,402","3,589","-12,494","21,105","13,533",,,,,,,,,,,
10040,FLORIDA                  ,BREVARD,"183,543","235,922","202,694","316,389","206,937",,,,,,,,,,,
10050,FLORIDA                  ,BROWARD,"3,972,253","4,609,229","5,397,073","3,587,204","3,693,054",,,,,,,,,,,
10060,FLORIDA                  ,CALHOUN,"-22,441","-37,781","-30,326","-1,783","-1,723",,,,,,,,,,,
10070,FLORIDA                  ,CHARLOTTE,"137,437","103,642","36,603","35,169","-16,868",,,,,,,,,,,
10080,FLORIDA                  ,CITRUS,"13,357","-13,027","27,084","-14,280","-10,880",,,,,,,,,,,
10090,FLORIDA                  ,CLAY,"137,851","128,678","100,217","88,968","31,154",,,,,,,,,,,
10100,FLORIDA                  ,COLLIER,"131,923","141,282","100,080","92,732","129,787",,,,,,,,,,,
10110,FLORIDA                  ,COLUMBIA,"56,765","89,949","81,715","34,036","41,386",,,,,,,,,,,
10120,FLORIDA                  ,MIAMI-DADE,"1,519,804","-265,966","1,222,630","3,692,166","4,732,592",,,,,,,,,,,
10130,FLORIDA                  ,DESOTO,"42,463","24,194","26,292","36,218","22,670",,,,,,,,,,,
10140,FLORIDA                  ,DIXIE,"-18,668","2,470","7,460","6,168","-6,961",,,,,,,,,,,
10150,FLORIDA                  ,DUVAL,"1,343,794","1,515,362","1,969,448","2,017,632","2,417,632",,,,,,,,,,,
10160,FLORIDA                  ,ESCAMBIA,"-200,186","-200,805","-184,774","-132,821","-71,871",,,,,,,,,,,
10170,FLORIDA                  ,FLAGLER,"11,087","13,362",-210,"-1,170","-4,175",,,,,,,,,,,
10180,FLORIDA                  ,FRANKLIN,"-10,664","-9,758","-15,540","-1,467","-9,462",,,,,,,,,,,
10190,FLORIDA                  ,GADSDEN,"35,475","31,806","43,310","37,513","45,169",,,,,,,,,,,
10200,FLORIDA                  ,GILCHRIST,"39,387","33,441","41,093","12,765","1,199",,,,,,,,,,,
10210,FLORIDA                  ,GLADES,"7,400","-3,122",38,"6,585","1,372",,,,,,,,,,,
10220,FLORIDA                  ,GULF,"-32,713","-42,533","-30,686","-30,978","-33,178",,,,,,,,,,,
10230,FLORIDA                  ,HAMILTON,"-30,243","-16,221","5,117","4,600","-13,121",,,,,,,,,,,
10240,FLORIDA                  ,HARDEE,"6,765","2,170",897,"-18,879","-4,949",,,,,,,,,,,
10250,FLORIDA                  ,HENDRY,"25,344","15,068","66,566","7,088","41,645",,,,,,,,,,,
10260,FLORIDA                  ,HERNANDO,"120,328","81,202","72,692","73,954","52,348",,,,,,,,,,,
10270,FLORIDA                  ,HIGHLANDS,"27,700","-34,998","-104,980","-76,524","-47,213",,,,,,,,,,,
10280,FLORIDA                  ,HILLSBOROUGH,"2,394,503","2,329,063","2,410,888","2,392,905","2,410,989",,,,,,,,,,,
10290,FLORIDA                  ,HOLMES,"-23,325","-56,744","-47,642","-26,190","-28,960",,,,,,,,,,,
10300,FLORIDA                  ,INDIAN RIVER,"65,691","40,368","48,565","47,105","42,975",,,,,,,,,,,
10310,FLORIDA                  ,JACKSON,"-86,974","-78,329","-135,080","-94,081","-69,600",,,,,,,,,,,
10320,FLORIDA                  ,JEFFERSON,"-7,142","5,292","1,830","9,907","-7,121",,,,,,,,,,,
10330,FLORIDA                  ,LAFAYETTE,"4,036","3,950",250,"2,518","-5,934",,,,,,,,,,,
10340,FLORIDA                  ,LAKE,"247,391","208,055","223,429","155,305","75,415",,,,,,,,,,,
10350,FLORIDA                  ,LEE,"641,716","450,050","464,153","551,068","581,224",,,,,,,,,,,
10360,FLORIDA                  ,LEON,"80,944","117,489","122,363","135,815","173,496",,,,,,,,,,,
10370,FLORIDA                  ,LEVY,"44,348","77,291","66,795","43,604","60,248",,,,,,,,,,,
10380,FLORIDA                  ,LIBERTY,"-7,130","-18,947","7,826",195,"5,492",,,,,,,,,,,
10390,FLORIDA                  ,MADISON,"3,515","1,050","2,102","4,269","-18,254",,,,,,,,,,,
10400,FLORIDA                  ,MANATEE,"-65,236","4,810","21,956","-21,952","-65,761",,,,,,,,,,,
10410,FLORIDA                  ,MARION,"377,507","388,554","132,718","146,910","86,586",,,,,,,,,,,
10420,FLORIDA                  ,MARTIN,"47,513","39,578","41,862","58,822","-17,930",,,,,,,,,,,
10430,FLORIDA                  ,MONROE,"-72,167","-123,717","-132,608","-127,124","-65,820",,,,,,,,,,,
10440,FLORIDA                  ,NASSAU,"39,548","58,357","61,002","38,171","101,659",,,,,,,,,,,
10450,FLORIDA                  ,OKALOOSA,"-58,668","-56,994","-27,727","-43,244","-44,631",,,,,,,,,,,
10460,FLORIDA                  ,OKEECHOBEE,"17,746","3,856","1,988","-56,764","-44,347",,,,,,,,,,,
10470,FLORIDA                  ,ORANGE,"1,924,288","2,022,554","1,921,758","2,131,446","2,180,084",,,,,,,,,,,
10480,FLORIDA                  ,OSCEOLA,"286,535","268,055","323,374","188,616","360,621",,,,,,,,,,,
10490,FLORIDA                  ,PALM BEACH,"2,656,840","2,476,534","2,451,988","2,146,880","2,239,986",,,,,,,,,,,
10500,FLORIDA                  ,PASCO,"489,748","476,994","651,785","701,978","654,211",,,,,,,,,,,
10510,FLORIDA                  ,PINELLAS,"1,076,392","1,030,564","1,266,734","1,080,657","1,353,486",,,,,,,,,,,
10520,FLORIDA                  ,POLK,"305,824","417,009","347,657","281,945","317,605",,,,,,,,,,,
10530,FLORIDA                  ,PUTNAM,"-156,415","-30,093","-38,096","-105,621","-80,216",,,,,,,,,,,
10540,FLORIDA                  ,ST. JOHNS,"-72,354","-86,701","-78,629","49,564","63,702",,,,,,,,,,,
10550,FLORIDA                  ,ST. LUCIE,"220,138","151,974","249,633","76,474","164,718",,,,,,,,,,,
10560,FLORIDA                  ,SANTA ROSA,"-131,701","-64,894","-122,639","-127,809","-75,389",,,,,,,,,,,
10570,FLORIDA                  ,SARASOTA,"196,751","161,789","147,684","107,354","25,923",,,,,,,,,,,
10580,FLORIDA                  ,SEMINOLE,"442,930","395,994","456,697","409,286","488,409",,,,,,,,,,,
10590,FLORIDA                  ,SUMTER,"50,061","35,249","8,881","15,133","14,465",,,,,,,,,,,
10600,FLORIDA                  ,SUWANNEE,"-14,796","17,378","-13,590","-41,289","-4,395",,,,,,,,,,,
10610,FLORIDA                  ,TAYLOR,"-15,840","-21,676","-14,747","-22,655","-5,296",,,,,,,,,,,
10620,FLORIDA                  ,UNION,"10,755","-6,196","5,939","-6,609","23,490",,,,,,,,,,,
10630,FLORIDA                  ,VOLUSIA,"530,160","575,636","394,486","309,089","332,456",,,,,,,,,,,
10640,FLORIDA                  ,WAKULLA,"4,972",183,"25,753","11,153","31,398",,,,,,,,,,,
10650,FLORIDA                  ,WALTON,"-20,265","-18,739","-34,928","-17,366","-31,600",,,,,,,,,,,
10660,FLORIDA                  ,WASHINGTON,"-80,483","-65,230","-71,423","-71,182","-70,846",,,,,,,,,,,
11000,GEORGIA                  ,APPLING,"13,869","21,017","39,945","38,917","48,050",,,,,,,,,,,
11010,GEORGIA                  ,ATKINSON,"-19,510","-10,002","-5,646","-3,687","7,876",,,,,,,,,,,
11011,GEORGIA                  ,BACON,"-11,930","-22,528","-15,144","-1,295","-8,839",,,,,,,,,,,
11020,GEORGIA                  ,BAKER,"1,295","-4,111","-4,469",671,619,,,,,,,,,,,
11030,GEORGIA                  ,BALDWIN,"-153,914","-89,240","-35,335","10,937","-5,191",,,,,,,,,,,
11040,GEORGIA                  ,BANKS,"-30,179","-19,926","-21,774","-18,288","-14,902",,,,,,,,,,,
11050,GEORGIA                  ,BARROW,"-4,252","-32,716","-20,315","-81,290","-54,380",,,,,,,,,,,
11060,GEORGIA                  ,BARTOW,"1,323","-76,905","-82,686","-195,857","-125,418",,,,,,,,,,,
11070,GEORGIA                  ,BEN HILL,"-95,974","-58,263","-58,840","-32,114","-28,742",,,,,,,,,,,
11080,GEORGIA                  ,BERRIEN,"-84,198","-92,681","-90,259","-50,354","-42,850",,,,,,,,,,,
11090,GEORGIA                  ,BIBB,"-240,483","-212,202","-379,030","94,906","-44,214",,,,,,,,,,,
11100,GEORGIA                  ,BLECKLEY,"-18,512","-12,916","-23,343",271,"-6,568",,,,,,,,,,,
11110,GEORGIA                  ,BRANTLEY,"-9,949","-14,416","-16,692","-11,313","-37,725",,,,,,,,,,,
11120,GEORGIA                  ,BROOKS,"-48,526","-34,002","-26,474","-12,632","-25,240",,,,,,,,,,,
11130,GEORGIA                  ,BRYAN,"-11,508","-34,076","-29,389","1,399","23,959",,,,,,,,,,,
11140,GEORGIA                  ,BULLOCH,"-138,866","-222,187","-184,151","-139,392","-118,391",,,,,,,,,,,
11150,GEORGIA                  ,BURKE,"13,311","7,991","-7,535","6,502","-6,054",,,,,,,,,,,
11160,GEORGIA                  ,BUTTS,"-33,405","-61,948","-27,954","-22,992","-12,735",,,,,,,,,,,
11161,GEORGIA                  ,CALHOUN,"-11,427","-39,327","-14,114","-9,343","-31,479",,,,,,,,,,,
11170,GEORGIA                  ,CAMDEN,"-22,150","-20,618","-43,954","31,635","7,966",,,,,,,,,,,
11180,GEORGIA                  ,CANDLER,"-15,700","-36,665","-53,962","-38,326","-25,848",,,,,,,,,,,
11190,GEORGIA                  ,CARROLL,"-70,601","-33,425","23,510","-22,337","18,847",,,,,,,,,,,
11200,GEORGIA                  ,CATOOSA,"-14,004","17,658","4,331","19,558","-36,417",,,,,,,,,,,
11210,GEORGIA                  ,CHARLTON,"-8,463","3,292","8,112","7,336","-6,445",,,,,,,,,,,
11220,GEORGIA                  ,CHATHAM,"17,933","-28,538","8,703","101,311","191,881",,,,,,,,,,,
11230,GEORGIA                  ,CHATTAHOOCHEE,"27,379","10,917","5,852","21,678","13,255",,,,,,,,,,,
11240,GEORGIA                  ,CHATTOOGA,"-35,012","-80,674","-50,542","-79,799","-36,902",,,,,,,,,,,
11250,GEORGIA                  ,CHEROKEE,"66,794","65,874","76,531","64,742","50,788",,,,,,,,,,,
11260,GEORGIA                  ,CLARKE,"-139,446","-107,103","-94,392","-108,196","-90,781",,,,,,,,,,,
11270,GEORGIA                  ,CLAY,"7,060","4,054","2,095","-2,310","1,146",,,,,,,,,,,
11280,GEORGIA                  ,CLAYTON,"165,107","187,194","402,940","533,276","588,442",,,,,,,,,,,
11281,GEORGIA                  ,CLINCH,"-33,381","-32,993","-1,355","-29,305","-23,044",,,,,,,,,,,
11290,GEORGIA                  ,COBB,"155,656","498,932","463,481","452,579","538,963",,,,,,,,,,,
11291,GEORGIA                  ,COFFEE,"-14,710","-23,253","-20,960","11,820","46,432",,,,,,,,,,,
11300,GEORGIA                  ,COLQUITT,"-56,270","-129,043","-213,510","-157,299","-264,128",,,,,,,,,,,
11310,GEORGIA                  ,COLUMBIA,"-45,962","-68,405","-40,359","-21,734","-35,506",,,,,,,,,,,
11311,GEORGIA                  ,COOK,"-58,525","-75,047","-27,715","-27,039","-17,001",,,,,,,,,,,
11320,GEORGIA                  ,COWETA,"13,162","63,227","35,950","45,564","23,152",,,,,,,,,,,
11330,GEORGIA                  ,CRAWFORD,"-16,061",-302,"1,510","-2,240","-4,197",,,,,,,,,,,
11340,GEORGIA                  ,CRISP,"-32,001","-16,902","-5,943","-1,323","-30,898",,,,,,,,,,,
11341,GEORGIA                  ,DADE,"-5,444","19,286","11,058","-3,316","7,059",,,,,,,,,,,
11350,GEORGIA                  ,DAWSON,"21,147","13,297","17,033","3,800","1,366",,,,,,,,,,,
11360,GEORGIA                  ,DECATUR,"-36,765","-16,115","30,307","-11,657","30,582",,,,,,,,,,,
11370,GEORGIA                  ,DEKALB,"805,615","946,924","1,069,108","1,209,959","1,342,684",,,,,,,,,,,
11380,GEORGIA                  ,DODGE,"-123,419","-65,961","-109,127","-82,068","-75,191",,,,,,,,,,,
11381,GEORGIA                  ,DOOLY,"-26,642","-16,910","2,616","1,048","6,751",,,,,,,,,,,
11390,GEORGIA                  ,DOUGHERTY,"-183,948","-248,104","-132,768","-121,907","-178,081",,,,,,,,,,,
11400,GEORGIA                  ,DOUGLAS,"-2,562","65,781","77,822","62,460","116,445",,,,,,,,,,,
11410,GEORGIA                  ,EARLY,"-4,554","-8,147","-30,253","4,241","-23,452",,,,,,,,,,,
11420,GEORGIA                  ,ECHOLS,"-2,097",-898,"-2,715","-3,081","-4,591",,,,,,,,,,,
11421,GEORGIA                  ,EFFINGHAM,"-28,715","-9,989","-14,422","-15,084","2,704",,,,,,,,,,,
11430,GEORGIA                  ,ELBERT,"-67,460","-64,505","-51,038","-24,239","-14,184",,,,,,,,,,,
11440,GEORGIA                  ,EMANUEL,"-83,191","-54,641","-33,091","-63,856","-43,155",,,,,,,,,,,
11441,GEORGIA                  ,EVANS,"-21,565","-48,404","-42,109","-23,730","-12,010",,,,,,,,,,,
11450,GEORGIA                  ,FANNIN,"-25,193","-23,891","-48,019","-65,614","-31,972",,,,,,,,,,,
11451,GEORGIA                  ,FAYETTE,"57,907","75,598","80,487","71,406","72,137",,,,,,,,,,,
11460,GEORGIA                  ,FLOYD,"-61,844","-192,452","-270,802","-301,439","-261,672",,,,,,,,,,,
11461,GEORGIA                  ,FORSYTH,"98,905","119,619","92,572","57,938","58,105",,,,,,,,,,,
11462,GEORGIA                  ,FRANKLIN,"-30,026","-63,946","-48,045","-62,919","-35,496",,,,,,,,,,,
11470,GEORGIA                  ,FULTON,"1,421,321","1,388,043","1,896,711","2,125,194","2,119,693",,,,,,,,,,,
11471,GEORGIA                  ,GILMER,"-22,302","-16,684","-10,014","-29,837","-5,757",,,,,,,,,,,
11480,GEORGIA                  ,GLASCOCK,"-9,305","1,205","-27,032","5,995",-765,,,,,,,,,,,
11490,GEORGIA                  ,GLYNN,"-30,831","-24,438","-16,909","-10,380","20,519",,,,,,,,,,,
11500,GEORGIA                  ,GORDON,"-6,016","-87,036","-80,917","-132,743","-96,924",,,,,,,,,,,
